Year,Niveau de compétence,Compétences,Géographie,Genre,Groupe d'âge,GeoCode,Value
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Total,Total,13,36.9
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Total,16 à 24 ans,13,59.4
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Total,16 à 24 ans,13,40.6
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Total,16 à 24 ans,13,67.9
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Total,16 à 24 ans,13,32.1
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Total,25 à 34 ans,13,38.2
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Total,25 à 34 ans,13,61.8
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Total,25 à 34 ans,13,50.8
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Total,25 à 34 ans,13,49.2
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Total,35 à 44 ans,13,43.1
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Total,35 à 44 ans,13,56.9
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Total,35 à 44 ans,13,55.7
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Total,35 à 44 ans,13,44.3
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Total,45 à 54 ans,13,57.5
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Total,45 à 54 ans,13,42.5
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Total,45 à 54 ans,13,64.1
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Total,45 à 54 ans,13,35.9
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Total,55 à 65 ans,13,64.4
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Total,55 à 65 ans,13,35.6
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Total,55 à 65 ans,13,73.2
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Total,55 à 65 ans,13,26.8
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Hommes+,Total,13,53.8
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Hommes+,Total,13,46.2
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Hommes+,Total,13,58.1
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Hommes+,Total,13,41.9
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Hommes+,16 à 24 ans,13,62.5
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Hommes+,16 à 24 ans,13,37.5
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Hommes+,16 à 24 ans,13,67.7
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Hommes+,16 à 24 ans,13,32.3
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Hommes+,25 à 34 ans,13,34.4
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Hommes+,25 à 34 ans,13,65.6
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Hommes+,25 à 34 ans,13,40.2
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Hommes+,25 à 34 ans,13,59.8
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Hommes+,35 à 44 ans,13,42.4
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Hommes+,35 à 44 ans,13,57.6
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Hommes+,35 à 44 ans,13,48.4
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Hommes+,35 à 44 ans,13,51.6
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Hommes+,45 à 54 ans,13,62.5
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Hommes+,45 à 54 ans,13,37.5
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Hommes+,45 à 54 ans,13,64.0
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Hommes+,45 à 54 ans,13,36.0
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Hommes+,55 à 65 ans,13,62.0
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Hommes+,55 à 65 ans,13,38.0
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Hommes+,55 à 65 ans,13,65.9
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Hommes+,55 à 65 ans,13,34.1
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Femmes+,Total,13,53.1
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Femmes+,Total,13,46.9
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Femmes+,Total,13,67.9
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Femmes+,Total,13,32.1
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Femmes+,16 à 24 ans,13,56.1
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Femmes+,16 à 24 ans,13,43.9
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Femmes+,16 à 24 ans,13,68.1
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Femmes+,16 à 24 ans,13,31.9
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Femmes+,25 à 34 ans,13,41.7
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Femmes+,25 à 34 ans,13,58.3
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Femmes+,25 à 34 ans,13,60.8
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Femmes+,25 à 34 ans,13,39.2
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Femmes+,35 à 44 ans,13,43.9
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Femmes+,35 à 44 ans,13,56.1
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Femmes+,35 à 44 ans,13,62.9
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Femmes+,35 à 44 ans,13,37.1
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Femmes+,45 à 54 ans,13,52.7
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Femmes+,45 à 54 ans,13,47.3
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Femmes+,45 à 54 ans,13,64.1
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Femmes+,45 à 54 ans,13,35.9
2012,2 ou moins,Alphabétisme,Nouveau-Brunswick,Femmes+,55 à 65 ans,13,66.8
2012,3 ou plus,Alphabétisme,Nouveau-Brunswick,Femmes+,55 à 65 ans,13,33.2
2012,2 ou moins,Arithmétique,Nouveau-Brunswick,Femmes+,55 à 65 ans,13,80.1
2012,3 ou plus,Arithmétique,Nouveau-Brunswick,Femmes+,55 à 65 ans,13,19.9
2012,2 ou moins,Alphabétisme,Québec,Total,Total,24,53.2
2012,3 ou plus,Alphabétisme,Québec,Total,Total,24,46.8
2012,2 ou moins,Arithmétique,Québec,Total,Total,24,56.1
2012,3 ou plus,Arithmétique,Québec,Total,Total,24,43.9
2012,2 ou moins,Alphabétisme,Québec,Total,16 à 24 ans,24,48.7
2012,3 ou plus,Alphabétisme,Québec,Total,16 à 24 ans,24,51.3
2012,2 ou moins,Arithmétique,Québec,Total,16 à 24 ans,24,50.0
2012,3 ou plus,Arithmétique,Québec,Total,16 à 24 ans,24,50.0
2012,2 ou moins,Alphabétisme,Québec,Total,25 à 34 ans,24,39.7
2012,3 ou plus,Alphabétisme,Québec,Total,25 à 34 ans,24,60.3
2012,2 ou moins,Arithmétique,Québec,Total,25 à 34 ans,24,43.5
2012,3 ou plus,Arithmétique,Québec,Total,25 à 34 ans,24,56.5
2012,2 ou moins,Alphabétisme,Québec,Total,35 à 44 ans,24,44.7
2012,3 ou plus,Alphabétisme,Québec,Total,35 à 44 ans,24,55.3
2012,2 ou moins,Arithmétique,Québec,Total,35 à 44 ans,24,49.3
2012,3 ou plus,Arithmétique,Québec,Total,35 à 44 ans,24,50.7
2012,2 ou moins,Alphabétisme,Québec,Total,45 à 54 ans,24,59.9
2012,3 ou plus,Alphabétisme,Québec,Total,45 à 54 ans,24,40.1
2012,2 ou moins,Arithmétique,Québec,Total,45 à 54 ans,24,61.7
2012,3 ou plus,Arithmétique,Québec,Total,45 à 54 ans,24,38.3
2012,2 ou moins,Alphabétisme,Québec,Total,55 à 65 ans,24,69.3
2012,3 ou plus,Alphabétisme,Québec,Total,55 à 65 ans,24,30.7
2012,2 ou moins,Arithmétique,Québec,Total,55 à 65 ans,24,72.2
2012,3 ou plus,Arithmétique,Québec,Total,55 à 65 ans,24,27.8
2012,2 ou moins,Alphabétisme,Québec,Hommes+,Total,24,52.3
2012,3 ou plus,Alphabétisme,Québec,Hommes+,Total,24,47.7
2012,2 ou moins,Arithmétique,Québec,Hommes+,Total,24,51.4
2012,3 ou plus,Arithmétique,Québec,Hommes+,Total,24,48.6
2012,2 ou moins,Alphabétisme,Québec,Hommes+,16 à 24 ans,24,52.3
2012,3 ou plus,Alphabétisme,Québec,Hommes+,16 à 24 ans,24,47.7
2012,2 ou moins,Arithmétique,Québec,Hommes+,16 à 24 ans,24,50.5
2012,3 ou plus,Arithmétique,Québec,Hommes+,16 à 24 ans,24,49.5
2012,2 ou moins,Alphabétisme,Québec,Hommes+,25 à 34 ans,24,40.5
2012,3 ou plus,Alphabétisme,Québec,Hommes+,25 à 34 ans,24,59.5
2012,2 ou moins,Arithmétique,Québec,Hommes+,25 à 34 ans,24,40.0
2012,3 ou plus,Arithmétique,Québec,Hommes+,25 à 34 ans,24,60.0
2012,2 ou moins,Alphabétisme,Québec,Hommes+,35 à 44 ans,24,43.2
2012,3 ou plus,Alphabétisme,Québec,Hommes+,35 à 44 ans,24,56.8
2012,2 ou moins,Arithmétique,Québec,Hommes+,35 à 44 ans,24,44.3
2012,3 ou plus,Arithmétique,Québec,Hommes+,35 à 44 ans,24,55.7
2012,2 ou moins,Alphabétisme,Québec,Hommes+,45 à 54 ans,24,57.2
2012,3 ou plus,Alphabétisme,Québec,Hommes+,45 à 54 ans,24,42.8
2012,2 ou moins,Arithmétique,Québec,Hommes+,45 à 54 ans,24,54.9
2012,3 ou plus,Arithmétique,Québec,Hommes+,45 à 54 ans,24,45.1
2012,2 ou moins,Alphabétisme,Québec,Hommes+,55 à 65 ans,24,66.4
2012,3 ou plus,Alphabétisme,Québec,Hommes+,55 à 65 ans,24,33.6
2012,2 ou moins,Arithmétique,Québec,Hommes+,55 à 65 ans,24,65.5
2012,3 ou plus,Arithmétique,Québec,Hommes+,55 à 65 ans,24,34.5
2012,2 ou moins,Alphabétisme,Québec,Femmes+,Total,24,54.1
2012,3 ou plus,Alphabétisme,Québec,Femmes+,Total,24,45.9
2012,2 ou moins,Arithmétique,Québec,Femmes+,Total,24,60.9
2012,3 ou plus,Arithmétique,Québec,Femmes+,Total,24,39.1
2012,2 ou moins,Alphabétisme,Québec,Femmes+,16 à 24 ans,24,44.9
2012,3 ou plus,Alphabétisme,Québec,Femmes+,16 à 24 ans,24,55.1
2012,2 ou moins,Arithmétique,Québec,Femmes+,16 à 24 ans,24,49.5
2012,3 ou plus,Arithmétique,Québec,Femmes+,16 à 24 ans,24,50.5
2012,2 ou moins,Alphabétisme,Québec,Femmes+,25 à 34 ans,24,38.7
2012,3 ou plus,Alphabétisme,Québec,Femmes+,25 à 34 ans,24,61.3
2012,2 ou moins,Arithmétique,Québec,Femmes+,25 à 34 ans,24,47.1
2012,3 ou plus,Arithmétique,Québec,Femmes+,25 à 34 ans,24,52.9
2012,2 ou moins,Alphabétisme,Québec,Femmes+,35 à 44 ans,24,46.1
2012,3 ou plus,Alphabétisme,Québec,Femmes+,35 à 44 ans,24,53.9
2012,2 ou moins,Arithmétique,Québec,Femmes+,35 à 44 ans,24,54.5
2012,3 ou plus,Arithmétique,Québec,Femmes+,35 à 44 ans,24,45.5
2012,2 ou moins,Alphabétisme,Québec,Femmes+,45 à 54 ans,24,62.7
2012,3 ou plus,Alphabétisme,Québec,Femmes+,45 à 54 ans,24,37.3
2012,2 ou moins,Arithmétique,Québec,Femmes+,45 à 54 ans,24,68.7
2012,3 ou plus,Arithmétique,Québec,Femmes+,45 à 54 ans,24,31.3
2012,2 ou moins,Alphabétisme,Québec,Femmes+,55 à 65 ans,24,72.0
2012,3 ou plus,Alphabétisme,Québec,Femmes+,55 à 65 ans,24,28.0
2012,2 ou moins,Arithmétique,Québec,Femmes+,55 à 65 ans,24,78.7
2012,3 ou plus,Arithmétique,Québec,Femmes+,55 à 65 ans,24,21.3
2012,2 ou moins,Alphabétisme,Ontario,Total,Total,35,46.8
2012,3 ou plus,Alphabétisme,Ontario,Total,Total,35,53.2
2012,2 ou moins,Arithmétique,Ontario,Total,Total,35,53.8
2012,3 ou plus,Arithmétique,Ontario,Total,Total,35,46.2
2012,2 ou moins,Alphabétisme,Ontario,Total,16 à 24 ans,35,44.2
2012,3 ou plus,Alphabétisme,Ontario,Total,16 à 24 ans,35,55.8
2012,2 ou moins,Arithmétique,Ontario,Total,16 à 24 ans,35,53.3
2012,3 ou plus,Arithmétique,Ontario,Total,16 à 24 ans,35,46.7
2012,2 ou moins,Alphabétisme,Ontario,Total,25 à 34 ans,35,41.1
2012,3 ou plus,Alphabétisme,Ontario,Total,25 à 34 ans,35,58.9
2012,2 ou moins,Arithmétique,Ontario,Total,25 à 34 ans,35,48.2
2012,3 ou plus,Arithmétique,Ontario,Total,25 à 34 ans,35,51.8
2012,2 ou moins,Alphabétisme,Ontario,Total,35 à 44 ans,35,41.7
2012,3 ou plus,Alphabétisme,Ontario,Total,35 à 44 ans,35,58.3
2012,2 ou moins,Arithmétique,Ontario,Total,35 à 44 ans,35,48.7
2012,3 ou plus,Arithmétique,Ontario,Total,35 à 44 ans,35,51.3
2012,2 ou moins,Alphabétisme,Ontario,Total,45 à 54 ans,35,49.9
2012,3 ou plus,Alphabétisme,Ontario,Total,45 à 54 ans,35,50.1
2012,2 ou moins,Arithmétique,Ontario,Total,45 à 54 ans,35,54.5
2012,3 ou plus,Arithmétique,Ontario,Total,45 à 54 ans,35,45.5
2012,2 ou moins,Alphabétisme,Ontario,Total,55 à 65 ans,35,56.5
2012,3 ou plus,Alphabétisme,Ontario,Total,55 à 65 ans,35,43.5
2012,2 ou moins,Arithmétique,Ontario,Total,55 à 65 ans,35,64.5
2012,3 ou plus,Arithmétique,Ontario,Total,55 à 65 ans,35,35.5
2012,2 ou moins,Alphabétisme,Ontario,Hommes+,Total,35,45.7
2012,3 ou plus,Alphabétisme,Ontario,Hommes+,Total,35,54.3
2012,2 ou moins,Arithmétique,Ontario,Hommes+,Total,35,47.1
2012,3 ou plus,Arithmétique,Ontario,Hommes+,Total,35,52.9
2012,2 ou moins,Alphabétisme,Ontario,Hommes+,16 à 24 ans,35,43.9
2012,3 ou plus,Alphabétisme,Ontario,Hommes+,16 à 24 ans,35,56.1
2012,2 ou moins,Arithmétique,Ontario,Hommes+,16 à 24 ans,35,47.5
2012,3 ou plus,Arithmétique,Ontario,Hommes+,16 à 24 ans,35,52.5
2012,2 ou moins,Alphabétisme,Ontario,Hommes+,25 à 34 ans,35,40.3
2012,3 ou plus,Alphabétisme,Ontario,Hommes+,25 à 34 ans,35,59.7
2012,2 ou moins,Arithmétique,Ontario,Hommes+,25 à 34 ans,35,42.7
2012,3 ou plus,Arithmétique,Ontario,Hommes+,25 à 34 ans,35,57.3
2012,2 ou moins,Alphabétisme,Ontario,Hommes+,35 à 44 ans,35,40.0
2012,3 ou plus,Alphabétisme,Ontario,Hommes+,35 à 44 ans,35,60.0
2012,2 ou moins,Arithmétique,Ontario,Hommes+,35 à 44 ans,35,39.9
2012,3 ou plus,Arithmétique,Ontario,Hommes+,35 à 44 ans,35,60.1
2012,2 ou moins,Alphabétisme,Ontario,Hommes+,45 à 54 ans,35,47.9
2012,3 ou plus,Alphabétisme,Ontario,Hommes+,45 à 54 ans,35,52.1
2012,2 ou moins,Arithmétique,Ontario,Hommes+,45 à 54 ans,35,47.4
2012,3 ou plus,Arithmétique,Ontario,Hommes+,45 à 54 ans,35,52.6
2012,2 ou moins,Alphabétisme,Ontario,Hommes+,55 à 65 ans,35,56.0
2012,3 ou plus,Alphabétisme,Ontario,Hommes+,55 à 65 ans,35,44.0
2012,2 ou moins,Arithmétique,Ontario,Hommes+,55 à 65 ans,35,57.9
2012,3 ou plus,Arithmétique,Ontario,Hommes+,55 à 65 ans,35,42.1
2012,2 ou moins,Alphabétisme,Ontario,Femmes+,Total,35,47.9
2012,3 ou plus,Alphabétisme,Ontario,Femmes+,Total,35,52.1
2012,2 ou moins,Arithmétique,Ontario,Femmes+,Total,35,60.5
2012,3 ou plus,Arithmétique,Ontario,Femmes+,Total,35,39.5
2012,2 ou moins,Alphabétisme,Ontario,Femmes+,16 à 24 ans,35,44.5
2012,3 ou plus,Alphabétisme,Ontario,Femmes+,16 à 24 ans,35,55.5
2012,2 ou moins,Arithmétique,Ontario,Femmes+,16 à 24 ans,35,59.2
2012,3 ou plus,Arithmétique,Ontario,Femmes+,16 à 24 ans,35,40.8
2012,2 ou moins,Alphabétisme,Ontario,Femmes+,25 à 34 ans,35,41.8
2012,3 ou plus,Alphabétisme,Ontario,Femmes+,25 à 34 ans,35,58.2
2012,2 ou moins,Arithmétique,Ontario,Femmes+,25 à 34 ans,35,53.5
2012,3 ou plus,Arithmétique,Ontario,Femmes+,25 à 34 ans,35,46.5
2012,2 ou moins,Alphabétisme,Ontario,Femmes+,35 à 44 ans,35,43.3
2012,3 ou plus,Alphabétisme,Ontario,Femmes+,35 à 44 ans,35,56.7
2012,2 ou moins,Arithmétique,Ontario,Femmes+,35 à 44 ans,35,57.2
2012,3 ou plus,Arithmétique,Ontario,Femmes+,35 à 44 ans,35,42.8
2012,2 ou moins,Alphabétisme,Ontario,Femmes+,45 à 54 ans,35,52.0
2012,3 ou plus,Alphabétisme,Ontario,Femmes+,45 à 54 ans,35,48.0
2012,2 ou moins,Arithmétique,Ontario,Femmes+,45 à 54 ans,35,61.8
2012,3 ou plus,Arithmétique,Ontario,Femmes+,45 à 54 ans,35,38.2
2012,2 ou moins,Alphabétisme,Ontario,Femmes+,55 à 65 ans,35,57.0
2012,3 ou plus,Alphabétisme,Ontario,Femmes+,55 à 65 ans,35,43.0
2012,2 ou moins,Arithmétique,Ontario,Femmes+,55 à 65 ans,35,70.8
2012,3 ou plus,Arithmétique,Ontario,Femmes+,55 à 65 ans,35,29.2
2012,2 ou moins,Alphabétisme,Manitoba,Total,Total,46,48.3
2012,3 ou plus,Alphabétisme,Manitoba,Total,Total,46,51.7
2012,2 ou moins,Arithmétique,Manitoba,Total,Total,46,54.8
2012,3 ou plus,Arithmétique,Manitoba,Total,Total,46,45.2
2012,2 ou moins,Alphabétisme,Manitoba,Total,16 à 24 ans,46,49.5
2012,3 ou plus,Alphabétisme,Manitoba,Total,16 à 24 ans,46,50.5
2012,2 ou moins,Arithmétique,Manitoba,Total,16 à 24 ans,46,55.1
2012,3 ou plus,Arithmétique,Manitoba,Total,16 à 24 ans,46,44.9
2012,2 ou moins,Alphabétisme,Manitoba,Total,25 à 34 ans,46,40.6
2012,3 ou plus,Alphabétisme,Manitoba,Total,25 à 34 ans,46,59.4
2012,2 ou moins,Arithmétique,Manitoba,Total,25 à 34 ans,46,48.0
2012,3 ou plus,Arithmétique,Manitoba,Total,25 à 34 ans,46,52.0
2012,2 ou moins,Alphabétisme,Manitoba,Total,35 à 44 ans,46,45.0
2012,3 ou plus,Alphabétisme,Manitoba,Total,35 à 44 ans,46,55.0
2012,2 ou moins,Arithmétique,Manitoba,Total,35 à 44 ans,46,49.7
2012,3 ou plus,Arithmétique,Manitoba,Total,35 à 44 ans,46,50.3
2012,2 ou moins,Alphabétisme,Manitoba,Total,45 à 54 ans,46,50.7
2012,3 ou plus,Alphabétisme,Manitoba,Total,45 à 54 ans,46,49.3
2012,2 ou moins,Arithmétique,Manitoba,Total,45 à 54 ans,46,55.7
2012,3 ou plus,Arithmétique,Manitoba,Total,45 à 54 ans,46,44.3
2012,2 ou moins,Alphabétisme,Manitoba,Total,55 à 65 ans,46,55.3
2012,3 ou plus,Alphabétisme,Manitoba,Total,55 à 65 ans,46,44.7
2012,2 ou moins,Arithmétique,Manitoba,Total,55 à 65 ans,46,65.0
2012,3 ou plus,Arithmétique,Manitoba,Total,55 à 65 ans,46,35.0
2012,2 ou moins,Alphabétisme,Manitoba,Hommes+,Total,46,50.5
2012,3 ou plus,Alphabétisme,Manitoba,Hommes+,Total,46,49.5
2012,2 ou moins,Arithmétique,Manitoba,Hommes+,Total,46,52.0
2012,3 ou plus,Arithmétique,Manitoba,Hommes+,Total,46,48.0
2012,2 ou moins,Alphabétisme,Manitoba,Hommes+,16 à 24 ans,46,50.9
2012,3 ou plus,Alphabétisme,Manitoba,Hommes+,16 à 24 ans,46,49.1
2012,2 ou moins,Arithmétique,Manitoba,Hommes+,16 à 24 ans,46,51.3
2012,3 ou plus,Arithmétique,Manitoba,Hommes+,16 à 24 ans,46,48.7
2012,2 ou moins,Alphabétisme,Manitoba,Hommes+,25 à 34 ans,46,48.8
2012,3 ou plus,Alphabétisme,Manitoba,Hommes+,25 à 34 ans,46,51.2
2012,2 ou moins,Arithmétique,Manitoba,Hommes+,25 à 34 ans,46,46.5
2012,3 ou plus,Arithmétique,Manitoba,Hommes+,25 à 34 ans,46,53.5
2012,2 ou moins,Alphabétisme,Manitoba,Hommes+,35 à 44 ans,46,44.9
2012,3 ou plus,Alphabétisme,Manitoba,Hommes+,35 à 44 ans,46,55.1
2012,2 ou moins,Arithmétique,Manitoba,Hommes+,35 à 44 ans,46,46.0
2012,3 ou plus,Arithmétique,Manitoba,Hommes+,35 à 44 ans,46,54.0
2012,2 ou moins,Alphabétisme,Manitoba,Hommes+,45 à 54 ans,46,54.1
2012,3 ou plus,Alphabétisme,Manitoba,Hommes+,45 à 54 ans,46,45.9
2012,2 ou moins,Arithmétique,Manitoba,Hommes+,45 à 54 ans,46,55.5
2012,3 ou plus,Arithmétique,Manitoba,Hommes+,45 à 54 ans,46,44.5
2012,2 ou moins,Alphabétisme,Manitoba,Hommes+,55 à 65 ans,46,53.1
2012,3 ou plus,Alphabétisme,Manitoba,Hommes+,55 à 65 ans,46,46.9
2012,2 ou moins,Arithmétique,Manitoba,Hommes+,55 à 65 ans,46,60.2
2012,3 ou plus,Arithmétique,Manitoba,Hommes+,55 à 65 ans,46,39.8
2012,2 ou moins,Alphabétisme,Manitoba,Femmes+,Total,46,46.1
2012,3 ou plus,Alphabétisme,Manitoba,Femmes+,Total,46,53.9
2012,2 ou moins,Arithmétique,Manitoba,Femmes+,Total,46,57.5
2012,3 ou plus,Arithmétique,Manitoba,Femmes+,Total,46,42.5
2012,2 ou moins,Alphabétisme,Manitoba,Femmes+,16 à 24 ans,46,48.1
2012,3 ou plus,Alphabétisme,Manitoba,Femmes+,16 à 24 ans,46,51.9
2012,2 ou moins,Arithmétique,Manitoba,Femmes+,16 à 24 ans,46,59.1
2012,3 ou plus,Arithmétique,Manitoba,Femmes+,16 à 24 ans,46,40.9
2012,2 ou moins,Alphabétisme,Manitoba,Femmes+,25 à 34 ans,46,32.3
2012,3 ou plus,Alphabétisme,Manitoba,Femmes+,25 à 34 ans,46,67.7
2012,2 ou moins,Arithmétique,Manitoba,Femmes+,25 à 34 ans,46,49.4
2012,3 ou plus,Arithmétique,Manitoba,Femmes+,25 à 34 ans,46,50.6
2012,2 ou moins,Alphabétisme,Manitoba,Femmes+,35 à 44 ans,46,45.1
2012,3 ou plus,Alphabétisme,Manitoba,Femmes+,35 à 44 ans,46,54.9
2012,2 ou moins,Arithmétique,Manitoba,Femmes+,35 à 44 ans,46,53.4
2012,3 ou plus,Arithmétique,Manitoba,Femmes+,35 à 44 ans,46,46.6
2012,2 ou moins,Alphabétisme,Manitoba,Femmes+,45 à 54 ans,46,47.4
2012,3 ou plus,Alphabétisme,Manitoba,Femmes+,45 à 54 ans,46,52.6
2012,2 ou moins,Arithmétique,Manitoba,Femmes+,45 à 54 ans,46,55.8
2012,3 ou plus,Arithmétique,Manitoba,Femmes+,45 à 54 ans,46,44.2
2012,2 ou moins,Alphabétisme,Manitoba,Femmes+,55 à 65 ans,46,57.5
2012,3 ou plus,Alphabétisme,Manitoba,Femmes+,55 à 65 ans,46,42.5
2012,2 ou moins,Arithmétique,Manitoba,Femmes+,55 à 65 ans,46,69.7
2012,3 ou plus,Arithmétique,Manitoba,Femmes+,55 à 65 ans,46,30.3
2012,2 ou moins,Alphabétisme,Saskatchewan,Total,Total,47,49.9
2012,3 ou plus,Alphabétisme,Saskatchewan,Total,Total,47,50.1
2012,2 ou moins,Arithmétique,Saskatchewan,Total,Total,47,56.5
2012,3 ou plus,Arithmétique,Saskatchewan,Total,Total,47,43.5
2012,2 ou moins,Alphabétisme,Saskatchewan,Total,16 à 24 ans,47,54.0
2012,3 ou plus,Alphabétisme,Saskatchewan,Total,16 à 24 ans,47,46.0
2012,2 ou moins,Arithmétique,Saskatchewan,Total,16 à 24 ans,47,62.0
2012,3 ou plus,Arithmétique,Saskatchewan,Total,16 à 24 ans,47,38.0
2012,2 ou moins,Alphabétisme,Saskatchewan,Total,25 à 34 ans,47,45.1
2012,3 ou plus,Alphabétisme,Saskatchewan,Total,25 à 34 ans,47,54.9
2012,2 ou moins,Arithmétique,Saskatchewan,Total,25 à 34 ans,47,50.8
2012,3 ou plus,Arithmétique,Saskatchewan,Total,25 à 34 ans,47,49.2
2012,2 ou moins,Alphabétisme,Saskatchewan,Total,35 à 44 ans,47,43.3
2012,3 ou plus,Alphabétisme,Saskatchewan,Total,35 à 44 ans,47,56.7
2012,2 ou moins,Arithmétique,Saskatchewan,Total,35 à 44 ans,47,47.3
2012,3 ou plus,Arithmétique,Saskatchewan,Total,35 à 44 ans,47,52.7
2012,2 ou moins,Alphabétisme,Saskatchewan,Total,45 à 54 ans,47,50.2
2012,3 ou plus,Alphabétisme,Saskatchewan,Total,45 à 54 ans,47,49.8
2012,2 ou moins,Arithmétique,Saskatchewan,Total,45 à 54 ans,47,56.5
2012,3 ou plus,Arithmétique,Saskatchewan,Total,45 à 54 ans,47,43.5
2012,2 ou moins,Alphabétisme,Saskatchewan,Total,55 à 65 ans,47,56.4
2012,3 ou plus,Alphabétisme,Saskatchewan,Total,55 à 65 ans,47,43.6
2012,2 ou moins,Arithmétique,Saskatchewan,Total,55 à 65 ans,47,65.5
2012,3 ou plus,Arithmétique,Saskatchewan,Total,55 à 65 ans,47,34.5
2012,2 ou moins,Alphabétisme,Saskatchewan,Hommes+,Total,47,51.6
2012,3 ou plus,Alphabétisme,Saskatchewan,Hommes+,Total,47,48.4
2012,2 ou moins,Arithmétique,Saskatchewan,Hommes+,Total,47,52.0
2012,3 ou plus,Arithmétique,Saskatchewan,Hommes+,Total,47,48.0
2012,2 ou moins,Alphabétisme,Saskatchewan,Hommes+,16 à 24 ans,47,55.2
2012,3 ou plus,Alphabétisme,Saskatchewan,Hommes+,16 à 24 ans,47,44.8
2012,2 ou moins,Arithmétique,Saskatchewan,Hommes+,16 à 24 ans,47,57.3
2012,3 ou plus,Arithmétique,Saskatchewan,Hommes+,16 à 24 ans,47,42.7
2012,2 ou moins,Alphabétisme,Saskatchewan,Hommes+,25 à 34 ans,47,47.2
2012,3 ou plus,Alphabétisme,Saskatchewan,Hommes+,25 à 34 ans,47,52.8
2012,2 ou moins,Arithmétique,Saskatchewan,Hommes+,25 à 34 ans,47,46.9
2012,3 ou plus,Arithmétique,Saskatchewan,Hommes+,25 à 34 ans,47,53.1
2012,2 ou moins,Alphabétisme,Saskatchewan,Hommes+,35 à 44 ans,47,46.6
