Year,Geography,Type of materials diverted,Sources of materials prepared for recycling,GeoCode,Value
2022,Canada,Textiles,Residential sources of diverted materials,,1.69041790547518
2022,Canada,Textiles,Non-residential sources of diverted materials,,0.0102989695842406
2022,Canada,Tires,All sources of diverted materials,,10.7763178353446
2022,Canada,Tires,Residential sources of diverted materials,,
2022,Canada,Tires,Non-residential sources of diverted materials,,
2022,Canada,"Construction, renovation and demolition",All sources of diverted materials,,19.4643077009531
2022,Canada,"Construction, renovation and demolition",Residential sources of diverted materials,,3.53573128616871
2022,Canada,"Construction, renovation and demolition",Non-residential sources of diverted materials,,15.9285764147843
2022,Canada,All organic materials,All sources of diverted materials,,78.94817676648
2022,Canada,All organic materials,Residential sources of diverted materials,,60.7826692946418
2022,Canada,All organic materials,Non-residential sources of diverted materials,,18.1655074718382
2022,Canada,Food waste and source separated organics,All sources of diverted materials,,40.6475416770534
2022,Canada,Food waste and source separated organics,Residential sources of diverted materials,,33.3627799964937
2022,Canada,Food waste and source separated organics,Non-residential sources of diverted materials,,7.28476168055966
2022,Canada,Leaf and yard waste,All sources of diverted materials,,29.376616469506
2022,Canada,Leaf and yard waste,Residential sources of diverted materials,,24.5349963866284
2022,Canada,Leaf and yard waste,Non-residential sources of diverted materials,,4.84162008287768
2022,Canada,Other organic materials,All sources of diverted materials,,8.92404430313653
2022,Canada,Other organic materials,Residential sources of diverted materials,,2.88489291151973
2022,Canada,Other organic materials,Non-residential sources of diverted materials,,6.0391513916168
2022,Canada,Other materials,All sources of diverted materials,,1.18851649995092
2022,Canada,Other materials,Residential sources of diverted materials,,0.880369275333167
2022,Canada,Other materials,Non-residential sources of diverted materials,,0.308121541401832
2022,Newfoundland and Labrador,All materials diverted,All sources of diverted materials,10,88.0562686803135
2022,Newfoundland and Labrador,All materials diverted,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,All materials diverted,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,All paper fibres,All sources of diverted materials,10,49.8449110497113
2022,Newfoundland and Labrador,All paper fibres,Residential sources of diverted materials,10,26.6380329300519
2022,Newfoundland and Labrador,All paper fibres,Non-residential sources of diverted materials,10,23.2068781196594
2022,Newfoundland and Labrador,Glass,All sources of diverted materials,10,
2022,Newfoundland and Labrador,Glass,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Glass,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Ferrous metals,All sources of diverted materials,10,1.12364203061125
2022,Newfoundland and Labrador,Ferrous metals,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Ferrous metals,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Copper and aluminum,All sources of diverted materials,10,0.579701416127745
2022,Newfoundland and Labrador,Copper and aluminum,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Copper and aluminum,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Mixed metals,All sources of diverted materials,10,
2022,Newfoundland and Labrador,Mixed metals,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Mixed metals,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,White goods,All sources of diverted materials,10,
2022,Newfoundland and Labrador,White goods,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,White goods,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Electronics,All sources of diverted materials,10,1.22151369826918
2022,Newfoundland and Labrador,Electronics,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Electronics,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Plastics,All sources of diverted materials,10,3.01896451775618
2022,Newfoundland and Labrador,Plastics,Residential sources of diverted materials,10,2.66888509113358
2022,Newfoundland and Labrador,Plastics,Non-residential sources of diverted materials,10,0.350079426622599
2022,Newfoundland and Labrador,Gable top and aseptic containers,All sources of diverted materials,10,1.36267475739119
2022,Newfoundland and Labrador,Gable top and aseptic containers,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Gable top and aseptic containers,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Textiles,All sources of diverted materials,10,
2022,Newfoundland and Labrador,Textiles,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Textiles,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Tires,All sources of diverted materials,10,12.2960693232551
2022,Newfoundland and Labrador,Tires,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Tires,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,"Construction, renovation and demolition",All sources of diverted materials,10,
2022,Newfoundland and Labrador,"Construction, renovation and demolition",Residential sources of diverted materials,10,0.0
2022,Newfoundland and Labrador,"Construction, renovation and demolition",Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,All organic materials,All sources of diverted materials,10,
2022,Newfoundland and Labrador,All organic materials,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,All organic materials,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Food waste and source separated organics,All sources of diverted materials,10,
2022,Newfoundland and Labrador,Food waste and source separated organics,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Food waste and source separated organics,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Leaf and yard waste,All sources of diverted materials,10,
2022,Newfoundland and Labrador,Leaf and yard waste,Residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Leaf and yard waste,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Other organic materials,All sources of diverted materials,10,
2022,Newfoundland and Labrador,Other organic materials,Residential sources of diverted materials,10,0.0
2022,Newfoundland and Labrador,Other organic materials,Non-residential sources of diverted materials,10,
2022,Newfoundland and Labrador,Other materials,All sources of diverted materials,10,0.0
2022,Newfoundland and Labrador,Other materials,Residential sources of diverted materials,10,0.0
2022,Newfoundland and Labrador,Other materials,Non-residential sources of diverted materials,10,0.0
2022,Prince Edward Island,All materials diverted,All sources of diverted materials,11,
2022,Prince Edward Island,All materials diverted,Residential sources of diverted materials,11,
2022,Prince Edward Island,All materials diverted,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,All paper fibres,All sources of diverted materials,11,
2022,Prince Edward Island,All paper fibres,Residential sources of diverted materials,11,
2022,Prince Edward Island,All paper fibres,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Glass,All sources of diverted materials,11,
2022,Prince Edward Island,Glass,Residential sources of diverted materials,11,
2022,Prince Edward Island,Glass,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Ferrous metals,All sources of diverted materials,11,67.4229874471482
2022,Prince Edward Island,Ferrous metals,Residential sources of diverted materials,11,
2022,Prince Edward Island,Ferrous metals,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Copper and aluminum,All sources of diverted materials,11,
2022,Prince Edward Island,Copper and aluminum,Residential sources of diverted materials,11,
2022,Prince Edward Island,Copper and aluminum,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Mixed metals,All sources of diverted materials,11,
2022,Prince Edward Island,Mixed metals,Residential sources of diverted materials,11,
2022,Prince Edward Island,Mixed metals,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,White goods,All sources of diverted materials,11,48.8897394341349
2022,Prince Edward Island,White goods,Residential sources of diverted materials,11,18.5810911831018
2022,Prince Edward Island,White goods,Non-residential sources of diverted materials,11,30.3146286472942
2022,Prince Edward Island,Electronics,All sources of diverted materials,11,2.69117831747532
2022,Prince Edward Island,Electronics,Residential sources of diverted materials,11,
2022,Prince Edward Island,Electronics,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Plastics,All sources of diverted materials,11,
2022,Prince Edward Island,Plastics,Residential sources of diverted materials,11,
2022,Prince Edward Island,Plastics,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Gable top and aseptic containers,All sources of diverted materials,11,
2022,Prince Edward Island,Gable top and aseptic containers,Residential sources of diverted materials,11,
2022,Prince Edward Island,Gable top and aseptic containers,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Textiles,All sources of diverted materials,11,
2022,Prince Edward Island,Textiles,Residential sources of diverted materials,11,
2022,Prince Edward Island,Textiles,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Tires,All sources of diverted materials,11,13.6951074378188
2022,Prince Edward Island,Tires,Residential sources of diverted materials,11,
2022,Prince Edward Island,Tires,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,"Construction, renovation and demolition",All sources of diverted materials,11,0.0
2022,Prince Edward Island,"Construction, renovation and demolition",Residential sources of diverted materials,11,0.0
2022,Prince Edward Island,"Construction, renovation and demolition",Non-residential sources of diverted materials,11,0.0
2022,Prince Edward Island,All organic materials,All sources of diverted materials,11,
2022,Prince Edward Island,All organic materials,Residential sources of diverted materials,11,
2022,Prince Edward Island,All organic materials,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Food waste and source separated organics,All sources of diverted materials,11,
2022,Prince Edward Island,Food waste and source separated organics,Residential sources of diverted materials,11,
2022,Prince Edward Island,Food waste and source separated organics,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Leaf and yard waste,All sources of diverted materials,11,
2022,Prince Edward Island,Leaf and yard waste,Residential sources of diverted materials,11,
2022,Prince Edward Island,Leaf and yard waste,Non-residential sources of diverted materials,11,
2022,Prince Edward Island,Other organic materials,All sources of diverted materials,11,0.0
2022,Prince Edward Island,Other organic materials,Residential sources of diverted materials,11,0.0
2022,Prince Edward Island,Other organic materials,Non-residential sources of diverted materials,11,0.0
2022,Prince Edward Island,Other materials,All sources of diverted materials,11,0.0
2022,Prince Edward Island,Other materials,Residential sources of diverted materials,11,0.0
2022,Prince Edward Island,Other materials,Non-residential sources of diverted materials,11,0.0
2022,Nova Scotia,All materials diverted,All sources of diverted materials,12,302.79060104578
2022,Nova Scotia,All materials diverted,Residential sources of diverted materials,12,
2022,Nova Scotia,All materials diverted,Non-residential sources of diverted materials,12,
2022,Nova Scotia,All paper fibres,All sources of diverted materials,12,73.0690564274728
2022,Nova Scotia,All paper fibres,Residential sources of diverted materials,12,42.799749917826
2022,Nova Scotia,All paper fibres,Non-residential sources of diverted materials,12,30.2702818691399
2022,Nova Scotia,Glass,All sources of diverted materials,12,3.71416894982068
2022,Nova Scotia,Glass,Residential sources of diverted materials,12,3.09871710965869
2022,Nova Scotia,Glass,Non-residential sources of diverted materials,12,0.615451840161988
2022,Nova Scotia,Ferrous metals,All sources of diverted materials,12,4.47494935445832
2022,Nova Scotia,Ferrous metals,Residential sources of diverted materials,12,4.30816288113391
2022,Nova Scotia,Ferrous metals,Non-residential sources of diverted materials,12,0.166786473324406
2022,Nova Scotia,Copper and aluminum,All sources of diverted materials,12,1.26113982461086
2022,Nova Scotia,Copper and aluminum,Residential sources of diverted materials,12,1.20749505248897
2022,Nova Scotia,Copper and aluminum,Non-residential sources of diverted materials,12,0.0536447721218848
2022,Nova Scotia,Mixed metals,All sources of diverted materials,12,
2022,Nova Scotia,Mixed metals,Residential sources of diverted materials,12,
2022,Nova Scotia,Mixed metals,Non-residential sources of diverted materials,12,
2022,Nova Scotia,White goods,All sources of diverted materials,12,
2022,Nova Scotia,White goods,Residential sources of diverted materials,12,
2022,Nova Scotia,White goods,Non-residential sources of diverted materials,12,
2022,Nova Scotia,Electronics,All sources of diverted materials,12,2.65980533775236
2022,Nova Scotia,Electronics,Residential sources of diverted materials,12,
2022,Nova Scotia,Electronics,Non-residential sources of diverted materials,12,
2022,Nova Scotia,Plastics,All sources of diverted materials,12,14.4831131134158
2022,Nova Scotia,Plastics,Residential sources of diverted materials,12,11.2078559355014
2022,Nova Scotia,Plastics,Non-residential sources of diverted materials,12,3.27428181842122
2022,Nova Scotia,Gable top and aseptic containers,All sources of diverted materials,12,1.82197153315783
2022,Nova Scotia,Gable top and aseptic containers,Residential sources of diverted materials,12,1.78783395089845
2022,Nova Scotia,Gable top and aseptic containers,Non-residential sources of diverted materials,12,0.0341375822593813
2022,Nova Scotia,Textiles,All sources of diverted materials,12,
2022,Nova Scotia,Textiles,Residential sources of diverted materials,12,
2022,Nova Scotia,Textiles,Non-residential sources of diverted materials,12,
2022,Nova Scotia,Tires,All sources of diverted materials,12,11.3083179632933
2022,Nova Scotia,Tires,Residential sources of diverted materials,12,
2022,Nova Scotia,Tires,Non-residential sources of diverted materials,12,
2022,Nova Scotia,"Construction, renovation and demolition",All sources of diverted materials,12,
2022,Nova Scotia,"Construction, renovation and demolition",Residential sources of diverted materials,12,
2022,Nova Scotia,"Construction, renovation and demolition",Non-residential sources of diverted materials,12,
2022,Nova Scotia,All organic materials,All sources of diverted materials,12,145.766500888065
2022,Nova Scotia,All organic materials,Residential sources of diverted materials,12,104.986720480501
2022,Nova Scotia,All organic materials,Non-residential sources of diverted materials,12,40.7797804075637
2022,Nova Scotia,Food waste and source separated organics,All sources of diverted materials,12,97.5261957175866
2022,Nova Scotia,Food waste and source separated organics,Residential sources of diverted materials,12,75.7171574513076
2022,Nova Scotia,Food waste and source separated organics,Non-residential sources of diverted materials,12,21.809038266279
2022,Nova Scotia,Leaf and yard waste,All sources of diverted materials,12,18.6644792604434
2022,Nova Scotia,Leaf and yard waste,Residential sources of diverted materials,12,
2022,Nova Scotia,Leaf and yard waste,Non-residential sources of diverted materials,12,
2022,Nova Scotia,Other organic materials,All sources of diverted materials,12,29.5758259100348
2022,Nova Scotia,Other organic materials,Residential sources of diverted materials,12,
2022,Nova Scotia,Other organic materials,Non-residential sources of diverted materials,12,
2022,Nova Scotia,Other materials,All sources of diverted materials,12,0.0
2022,Nova Scotia,Other materials,Residential sources of diverted materials,12,0.0
2022,Nova Scotia,Other materials,Non-residential sources of diverted materials,12,0.0
2022,New Brunswick,All materials diverted,All sources of diverted materials,13,215.333933055221
2022,New Brunswick,All materials diverted,Residential sources of diverted materials,13,
2022,New Brunswick,All materials diverted,Non-residential sources of diverted materials,13,
2022,New Brunswick,All paper fibres,All sources of diverted materials,13,36.8136973842899
2022,New Brunswick,All paper fibres,Residential sources of diverted materials,13,22.3536447932937
2022,New Brunswick,All paper fibres,Non-residential sources of diverted materials,13,14.4600525909963
2022,New Brunswick,Glass,All sources of diverted materials,13,
2022,New Brunswick,Glass,Residential sources of diverted materials,13,
2022,New Brunswick,Glass,Non-residential sources of diverted materials,13,
2022,New Brunswick,Ferrous metals,All sources of diverted materials,13,2.21682911880425
2022,New Brunswick,Ferrous metals,Residential sources of diverted materials,13,1.65088277743728
2022,New Brunswick,Ferrous metals,Non-residential sources of diverted materials,13,0.56594634136697
2022,New Brunswick,Copper and aluminum,All sources of diverted materials,13,
2022,New Brunswick,Copper and aluminum,Residential sources of diverted materials,13,
2022,New Brunswick,Copper and aluminum,Non-residential sources of diverted materials,13,
2022,New Brunswick,Mixed metals,All sources of diverted materials,13,
2022,New Brunswick,Mixed metals,Residential sources of diverted materials,13,
2022,New Brunswick,Mixed metals,Non-residential sources of diverted materials,13,
2022,New Brunswick,White goods,All sources of diverted materials,13,
2022,New Brunswick,White goods,Residential sources of diverted materials,13,
2022,New Brunswick,White goods,Non-residential sources of diverted materials,13,
2022,New Brunswick,Electronics,All sources of diverted materials,13,1.21468395974614
2022,New Brunswick,Electronics,Residential sources of diverted materials,13,
2022,New Brunswick,Electronics,Non-residential sources of diverted materials,13,
2022,New Brunswick,Plastics,All sources of diverted materials,13,7.17689159532612
2022,New Brunswick,Plastics,Residential sources of diverted materials,13,
2022,New Brunswick,Plastics,Non-residential sources of diverted materials,13,
2022,New Brunswick,Gable top and aseptic containers,All sources of diverted materials,13,0.599309990312185
2022,New Brunswick,Gable top and aseptic containers,Residential sources of diverted materials,13,
2022,New Brunswick,Gable top and aseptic containers,Non-residential sources of diverted materials,13,
2022,New Brunswick,Textiles,All sources of diverted materials,13,
2022,New Brunswick,Textiles,Residential sources of diverted materials,13,
2022,New Brunswick,Textiles,Non-residential sources of diverted materials,13,
2022,New Brunswick,Tires,All sources of diverted materials,13,18.6329800905514
2022,New Brunswick,Tires,Residential sources of diverted materials,13,
2022,New Brunswick,Tires,Non-residential sources of diverted materials,13,
2022,New Brunswick,"Construction, renovation and demolition",All sources of diverted materials,13,17.4652523774689
2022,New Brunswick,"Construction, renovation and demolition",Residential sources of diverted materials,13,
2022,New Brunswick,"Construction, renovation and demolition",Non-residential sources of diverted materials,13,
2022,New Brunswick,All organic materials,All sources of diverted materials,13,113.823177603353
2022,New Brunswick,All organic materials,Residential sources of diverted materials,13,44.8654579964017
2022,New Brunswick,All organic materials,Non-residential sources of diverted materials,13,68.9577196069515
2022,New Brunswick,Food waste and source separated organics,All sources of diverted materials,13,31.6670456118152
2022,New Brunswick,Food waste and source separated organics,Residential sources of diverted materials,13,
2022,New Brunswick,Food waste and source separated organics,Non-residential sources of diverted materials,13,
2022,New Brunswick,Leaf and yard waste,All sources of diverted materials,13,13.3516380315941
2022,New Brunswick,Leaf and yard waste,Residential sources of diverted materials,13,
2022,New Brunswick,Leaf and yard waste,Non-residential sources of diverted materials,13,
2022,New Brunswick,Other organic materials,All sources of diverted materials,13,68.8044939599439
2022,New Brunswick,Other organic materials,Residential sources of diverted materials,13,
2022,New Brunswick,Other organic materials,Non-residential sources of diverted materials,13,
2022,New Brunswick,Other materials,All sources of diverted materials,13,
2022,New Brunswick,Other materials,Residential sources of diverted materials,13,
2022,New Brunswick,Other materials,Non-residential sources of diverted materials,13,
2022,Quebec,All materials diverted,All sources of diverted materials,24,311.300325232348
2022,Quebec,All materials diverted,Residential sources of diverted materials,24,
2022,Quebec,All materials diverted,Non-residential sources of diverted materials,24,
2022,Quebec,All paper fibres,All sources of diverted materials,24,125.665960735988
2022,Quebec,All paper fibres,Residential sources of diverted materials,24,61.1060482517147
2022,Quebec,All paper fibres,Non-residential sources of diverted materials,24,64.5599124842734
2022,Quebec,Glass,All sources of diverted materials,24,14.5218872331084
2022,Quebec,Glass,Residential sources of diverted materials,24,13.167482668418
2022,Quebec,Glass,Non-residential sources of diverted materials,24,1.35440456469043
2022,Quebec,Ferrous metals,All sources of diverted materials,24,44.0210884491785
2022,Quebec,Ferrous metals,Residential sources of diverted materials,24,4.15441434195331
2022,Quebec,Ferrous metals,Non-residential sources of diverted materials,24,39.8666741072252
2022,Quebec,Copper and aluminum,All sources of diverted materials,24,0.821382320494988
2022,Quebec,Copper and aluminum,Residential sources of diverted materials,24,0.682563635223235
2022,Quebec,Copper and aluminum,Non-residential sources of diverted materials,24,0.138818685271753
2022,Quebec,Mixed metals,All sources of diverted materials,24,1.11608378191907
2022,Quebec,Mixed metals,Residential sources of diverted materials,24,0.694785213826895
2022,Quebec,Mixed metals,Non-residential sources of diverted materials,24,0.421413866003535
2022,Quebec,White goods,All sources of diverted materials,24,0.0
2022,Quebec,White goods,Residential sources of diverted materials,24,0.0
2022,Quebec,White goods,Non-residential sources of diverted materials,24,0.0
2022,Quebec,Electronics,All sources of diverted materials,24,1.98162520246313
2022,Quebec,Electronics,Residential sources of diverted materials,24,
2022,Quebec,Electronics,Non-residential sources of diverted materials,24,
2022,Quebec,Plastics,All sources of diverted materials,24,12.0995934134454
2022,Quebec,Plastics,Residential sources of diverted materials,24,8.85303482550353
2022,Quebec,Plastics,Non-residential sources of diverted materials,24,3.24667388585322
2022,Quebec,Gable top and aseptic containers,All sources of diverted materials,24,0.0
2022,Quebec,Gable top and aseptic containers,Residential sources of diverted materials,24,0.0
2022,Quebec,Gable top and aseptic containers,Non-residential sources of diverted materials,24,0.0
2022,Quebec,Textiles,All sources of diverted materials,24,7.01218837280519
2022,Quebec,Textiles,Residential sources of diverted materials,24,7.01218837280519
2022,Quebec,Textiles,Non-residential sources of diverted materials,24,0.0
2022,Quebec,Tires,All sources of diverted materials,24,11.2469653589731
2022,Quebec,Tires,Residential sources of diverted materials,24,
2022,Quebec,Tires,Non-residential sources of diverted materials,24,
2022,Quebec,"Construction, renovation and demolition",All sources of diverted materials,24,28.2116694399658
2022,Quebec,"Construction, renovation and demolition",Residential sources of diverted materials,24,0.0
2022,Quebec,"Construction, renovation and demolition",Non-residential sources of diverted materials,24,28.2116694399658
2022,Quebec,All organic materials,All sources of diverted materials,24,64.6017656260953
2022,Quebec,All organic materials,Residential sources of diverted materials,24,49.8824883687467
2022,Quebec,All organic materials,Non-residential sources of diverted materials,24,14.7192772573486
2022,Quebec,Food waste and source separated organics,All sources of diverted materials,24,31.8587729719559
2022,Quebec,Food waste and source separated organics,Residential sources of diverted materials,24,27.3507399358759
2022,Quebec,Food waste and source separated organics,Non-residential sources of diverted materials,24,4.50803303607994
2022,Quebec,Leaf and yard waste,All sources of diverted materials,24,25.5753826968274
2022,Quebec,Leaf and yard waste,Residential sources of diverted materials,24,21.735731652874
2022,Quebec,Leaf and yard waste,Non-residential sources of diverted materials,24,3.83965104395341
2022,Quebec,Other organic materials,All sources of diverted materials,24,7.1676099573121
2022,Quebec,Other organic materials,Residential sources of diverted materials,24,0.795901482085472
2022,Quebec,Other organic materials,Non-residential sources of diverted materials,24,6.37159317731527
2022,Quebec,Other materials,All sources of diverted materials,24,0.0
2022,Quebec,Other materials,Residential sources of diverted materials,24,0.0
2022,Quebec,Other materials,Non-residential sources of diverted materials,24,0.0
2022,Ontario,All materials diverted,All sources of diverted materials,35,226.30269019721
2022,Ontario,All materials diverted,Residential sources of diverted materials,35,
2022,Ontario,All materials diverted,Non-residential sources of diverted materials,35,
2022,Ontario,All paper fibres,All sources of diverted materials,35,92.0819696653987
2022,Ontario,All paper fibres,Residential sources of diverted materials,35,37.8059440126461
2022,Ontario,All paper fibres,Non-residential sources of diverted materials,35,54.2760256527527
2022,Ontario,Glass,All sources of diverted materials,35,8.38321020007655
2022,Ontario,Glass,Residential sources of diverted materials,35,5.16746904442142
2022,Ontario,Glass,Non-residential sources of diverted materials,35,3.21574115565512
2022,Ontario,Ferrous metals,All sources of diverted materials,35,8.9223261568984
2022,Ontario,Ferrous metals,Residential sources of diverted materials,35,4.31774885570772
2022,Ontario,Ferrous metals,Non-residential sources of diverted materials,35,4.60457730119067
2022,Ontario,Copper and aluminum,All sources of diverted materials,35,1.61576281803829
2022,Ontario,Copper and aluminum,Residential sources of diverted materials,35,1.15226707076698
2022,Ontario,Copper and aluminum,Non-residential sources of diverted materials,35,0.463495747271316
2022,Ontario,Mixed metals,All sources of diverted materials,35,2.24139621984809
2022,Ontario,Mixed metals,Residential sources of diverted materials,35,1.10048869147648
2022,Ontario,Mixed metals,Non-residential sources of diverted materials,35,1.14090752837161
2022,Ontario,White goods,All sources of diverted materials,35,0.684148253916153
2022,Ontario,White goods,Residential sources of diverted materials,35,0.470364307789443
2022,Ontario,White goods,Non-residential sources of diverted materials,35,0.21378394612671
2022,Ontario,Electronics,All sources of diverted materials,35,3.00928807700449
2022,Ontario,Electronics,Residential sources of diverted materials,35,
2022,Ontario,Electronics,Non-residential sources of diverted materials,35,
2022,Ontario,Plastics,All sources of diverted materials,35,7.89706141186564
2022,Ontario,Plastics,Residential sources of diverted materials,35,5.9144910446189
2022,Ontario,Plastics,Non-residential sources of diverted materials,35,1.98257036724674
2022,Ontario,Gable top and aseptic containers,All sources of diverted materials,35,0.510452925428897
2022,Ontario,Gable top and aseptic containers,Residential sources of diverted materials,35,0.42486009435685
2022,Ontario,Gable top and aseptic containers,Non-residential sources of diverted materials,35,0.0855928310720469
2022,Ontario,Textiles,All sources of diverted materials,35,0.261797825902464
2022,Ontario,Textiles,Residential sources of diverted materials,35,0.25948629111271
2022,Ontario,Textiles,Non-residential sources of diverted materials,35,0.0023115347897543
2022,Ontario,Tires,All sources of diverted materials,35,8.33790411819736
2022,Ontario,Tires,Residential sources of diverted materials,35,
2022,Ontario,Tires,Non-residential sources of diverted materials,35,
2022,Ontario,"Construction, renovation and demolition",All sources of diverted materials,35,12.7769755284416
2022,Ontario,"Construction, renovation and demolition",Residential sources of diverted materials,35,7.07494755292672
2022,Ontario,"Construction, renovation and demolition",Non-residential sources of diverted materials,35,5.7020279755149
2022,Ontario,All organic materials,All sources of diverted materials,35,78.6239499440443
2022,Ontario,All organic materials,Residential sources of diverted materials,35,67.5730304650379
2022,Ontario,All organic materials,Non-residential sources of diverted materials,35,11.0509194790065
2022,Ontario,Food waste and source separated organics,All sources of diverted materials,35,41.3410732323941
2022,Ontario,Food waste and source separated organics,Residential sources of diverted materials,35,35.7805111860122
2022,Ontario,Food waste and source separated organics,Non-residential sources of diverted materials,35,5.56056204638194
2022,Ontario,Leaf and yard waste,All sources of diverted materials,35,34.8597938573274
2022,Ontario,Leaf and yard waste,Residential sources of diverted materials,35,31.0104279938751
2022,Ontario,Leaf and yard waste,Non-residential sources of diverted materials,35,3.84936586345236
2022,Ontario,Other organic materials,All sources of diverted materials,35,2.42308285432278
2022,Ontario,Other organic materials,Residential sources of diverted materials,35,0.782091285150601
2022,Ontario,Other organic materials,Non-residential sources of diverted materials,35,1.64092552532105
2022,Ontario,Other materials,All sources of diverted materials,35,0.95638100829808
2022,Ontario,Other materials,Residential sources of diverted materials,35,0.668826080452638
2022,Ontario,Other materials,Non-residential sources of diverted materials,35,0.287554927845442
2022,Manitoba,All materials diverted,All sources of diverted materials,46,156.312474868466
2022,Manitoba,All materials diverted,Residential sources of diverted materials,46,
2022,Manitoba,All materials diverted,Non-residential sources of diverted materials,46,
2022,Manitoba,All paper fibres,All sources of diverted materials,46,58.6315136687225
2022,Manitoba,All paper fibres,Residential sources of diverted materials,46,24.1531735109389
2022,Manitoba,All paper fibres,Non-residential sources of diverted materials,46,34.4783401577836
2022,Manitoba,Glass,All sources of diverted materials,46,
2022,Manitoba,Glass,Residential sources of diverted materials,46,
2022,Manitoba,Glass,Non-residential sources of diverted materials,46,
2022,Manitoba,Ferrous metals,All sources of diverted materials,46,15.5829666253235
2022,Manitoba,Ferrous metals,Residential sources of diverted materials,46,
2022,Manitoba,Ferrous metals,Non-residential sources of diverted materials,46,
2022,Manitoba,Copper and aluminum,All sources of diverted materials,46,2.92870856482661
2022,Manitoba,Copper and aluminum,Residential sources of diverted materials,46,1.32807765714642
2022,Manitoba,Copper and aluminum,Non-residential sources of diverted materials,46,1.6006309076802
2022,Manitoba,Mixed metals,All sources of diverted materials,46,3.40443787484921
2022,Manitoba,Mixed metals,Residential sources of diverted materials,46,1.92981859988333
2022,Manitoba,Mixed metals,Non-residential sources of diverted materials,46,1.47461927496588
2022,Manitoba,White goods,All sources of diverted materials,46,
2022,Manitoba,White goods,Residential sources of diverted materials,46,
2022,Manitoba,White goods,Non-residential sources of diverted materials,46,
2022,Manitoba,Electronics,All sources of diverted materials,46,1.64806225257828
2022,Manitoba,Electronics,Residential sources of diverted materials,46,
2022,Manitoba,Electronics,Non-residential sources of diverted materials,46,
2022,Manitoba,Plastics,All sources of diverted materials,46,5.27620617202145
2022,Manitoba,Plastics,Residential sources of diverted materials,46,3.80158689705558
2022,Manitoba,Plastics,Non-residential sources of diverted materials,46,1.47461927496588
2022,Manitoba,Gable top and aseptic containers,All sources of diverted materials,46,0.940131731711323
2022,Manitoba,Gable top and aseptic containers,Residential sources of diverted materials,46,0.697311563053956
2022,Manitoba,Gable top and aseptic containers,Non-residential sources of diverted materials,46,0.242820168657367
2022,Manitoba,Textiles,All sources of diverted materials,46,
2022,Manitoba,Textiles,Residential sources of diverted materials,46,
2022,Manitoba,Textiles,Non-residential sources of diverted materials,46,
2022,Manitoba,Tires,All sources of diverted materials,46,10.9785865176048
2022,Manitoba,Tires,Residential sources of diverted materials,46,
2022,Manitoba,Tires,Non-residential sources of diverted materials,46,
2022,Manitoba,"Construction, renovation and demolition",All sources of diverted materials,46,1.42931172163039
2022,Manitoba,"Construction, renovation and demolition",Residential sources of diverted materials,46,
2022,Manitoba,"Construction, renovation and demolition",Non-residential sources of diverted materials,46,
2022,Manitoba,All organic materials,All sources of diverted materials,46,41.6673745971875
