Year,Status,Geography,Gender,Age group,GeoCode,Value
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,16
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,19
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,15 to 24 years,11,14
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,22
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,26
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,18 to 24 years,11,18
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,21
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,20 to 24 years,11,24
2017,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,20 to 24 years,11,18
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 19 years,11,7
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 19 years,11,9
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,10
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,12
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Women+,15 to 24 years,11,8
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,13
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,16
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Women+,18 to 24 years,11,10
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,12
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,20 to 24 years,11,15
2017,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Women+,20 to 24 years,11,9
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 19 years,11,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 19 years,11,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Women+,15 to 24 years,11,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,9
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,10
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Women+,18 to 24 years,11,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,9
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,20 to 24 years,11,9
2017,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Women+,20 to 24 years,11,8
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,7
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 19 years,12,8
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 19 years,12,6
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,12
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,14
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,10
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,15
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,17
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,12
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,16
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,19
2017,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,20 to 24 years,12,13
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,3
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 19 years,12,3
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,5
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,8
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,2
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,7
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,11
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,3
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,8
2017,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,13
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 19 years,12,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 19 years,12,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,9
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,20 to 24 years,12,10
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,8
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,15 to 19 years,13,10
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,15 to 19 years,13,7
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,14
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,16
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,12
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,18
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,20
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,16
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,19
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,22
2017,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,20 to 24 years,13,17
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,3
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 19 years,13,5
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,6
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,7
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,4
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,8
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,10
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,6
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,8
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,9
2017,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Women+,20 to 24 years,13,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 19 years,13,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,9
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,10
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,10
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,11
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,12
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,12
2017,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,20 to 24 years,13,11
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,6
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,6
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,6
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,8
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,9
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,7
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,10
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,12
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,8
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,10
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,12
2017,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,7
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,2
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,3
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,1
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,3
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,5
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,2
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,4
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,6
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,2
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,5
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,7
2017,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,2
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,3
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,5
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,5
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,6
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,4
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,9
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,10
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,8
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,11
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,12
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,11
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,12
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,13
2017,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,20 to 24 years,35,12
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,2
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,3
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,2
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,4
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,5
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,3
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,5
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,6
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,4
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,5
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,6
2017,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,20 to 24 years,35,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,3
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,3
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,2
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,20 to 24 years,35,7
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 19 years,46,6
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Men+,15 to 19 years,46,8
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Women+,15 to 19 years,46,4
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 24 years,46,12
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Men+,15 to 24 years,46,12
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Women+,15 to 24 years,46,11
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Total - Gender,18 to 24 years,46,15
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Men+,18 to 24 years,46,15
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Women+,18 to 24 years,46,15
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Total - Gender,20 to 24 years,46,16
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Men+,20 to 24 years,46,15
2017,"Sub-total, not in employment, education or training (NEET)",Manitoba,Women+,20 to 24 years,46,18
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 19 years,46,2
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 19 years,46,3
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 24 years,46,5
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 24 years,46,6
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Women+,15 to 24 years,46,3
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Total - Gender,18 to 24 years,46,6
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Men+,18 to 24 years,46,8
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Women+,18 to 24 years,46,4
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Total - Gender,20 to 24 years,46,7
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Men+,20 to 24 years,46,9
2017,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Women+,20 to 24 years,46,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 19 years,46,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 19 years,46,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,15 to 19 years,46,3
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 24 years,46,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 24 years,46,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,15 to 24 years,46,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,18 to 24 years,46,9
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,18 to 24 years,46,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,18 to 24 years,46,11
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,20 to 24 years,46,9
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,20 to 24 years,46,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,20 to 24 years,46,13
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,8
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 19 years,47,10
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 19 years,47,6
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,12
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,12
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,11
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,15
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,16
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,14
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,15
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,14
2017,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,16
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,3
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 19 years,47,5
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,5
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,7
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,3
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,7
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,9
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,5
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,7
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,9
2017,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 19 years,47,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 19 years,47,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,10
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,11
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,6
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,7
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,15 to 19 years,48,4
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,10
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,12
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,9
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,13
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,14
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,12
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,15
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,15
2017,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,14
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,2
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,3
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,5
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,7
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,3
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,7
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,10
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,4
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,8
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,11
2017,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,3
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,8
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,9
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,6
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,8
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,15 to 19 years,59,4
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,9
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,10
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,7
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,11
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,13
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,8
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,11
