Year,Type of electricity generation,Geography,GeoCode,Value
2022,Nuclear steam turbine,New Brunswick,13,26.5741666666667
2022,Solar,New Brunswick,13,0.0
2022,Tidal power turbine,New Brunswick,13,0.0
2022,Total electricity production from biomass,New Brunswick,13,4.97508333333333
2022,Total renewable and non-greenhouse gas emitting sources,New Brunswick,13,66.8755833333333
2022,Wind power turbine,New Brunswick,13,4.74833333333333
2022,Hydraulic turbine,Newfoundland and Labrador,10,96.8325833333333
2022,Solar,Newfoundland and Labrador,10,0.0
2022,Tidal power turbine,Newfoundland and Labrador,10,0.0
2022,Total electricity production from biomass,Newfoundland and Labrador,10,0.06825
2022,Total renewable and non-greenhouse gas emitting sources,Newfoundland and Labrador,10,97.32325
2022,Wind power turbine,Newfoundland and Labrador,10,0.422166666666667
2022,Hydraulic turbine,Northwest Territories,61,33.84625
2022,Solar,Northwest Territories,61,0.0363333333333333
2022,Total electricity production from biomass,Northwest Territories,61,0.0
2022,Total renewable and non-greenhouse gas emitting sources,Northwest Territories,61,36.32
2022,Wind power turbine,Northwest Territories,61,2.43741666666667
2022,Hydraulic turbine,Nova Scotia,12,9.30458333333333
2022,Solar,Nova Scotia,12,0.0
2022,Tidal power turbine,Nova Scotia,12,0.0
2022,Total electricity production from biomass,Nova Scotia,12,1.863
2022,Total renewable and non-greenhouse gas emitting sources,Nova Scotia,12,26.9090833333333
2022,Wind power turbine,Nova Scotia,12,15.7415
2022,Hydraulic turbine,Nunavut,62,0.0
2022,Solar,Nunavut,62,0.0
2022,Total electricity production from biomass,Nunavut,62,0.0
2022,Total renewable and non-greenhouse gas emitting sources,Nunavut,62,0.0
2022,Wind power turbine,Nunavut,62,0.0
2022,Hydraulic turbine,Ontario,35,25.9284166666667
2022,Nuclear steam turbine,Ontario,35,51.29375
2022,Solar,Ontario,35,1.51183333333333
2022,Total electricity production from biomass,Ontario,35,0.695166666666667
2022,Total renewable and non-greenhouse gas emitting sources,Ontario,35,88.804
2022,Wind power turbine,Ontario,35,9.37475
2022,Hydraulic turbine,Prince Edward Island,11,0.0
2022,Solar,Prince Edward Island,11,0.135833333333333
2022,Tidal power turbine,Prince Edward Island,11,0.0
2022,Total electricity production from biomass,Prince Edward Island,11,0.75675
2022,Total renewable and non-greenhouse gas emitting sources,Prince Edward Island,11,99.5554166666667
2022,Wind power turbine,Prince Edward Island,11,98.6629166666667
2022,Hydraulic turbine,Quebec,24,93.9564166666667
2022,Nuclear steam turbine,Quebec,24,
2022,Solar,Quebec,24,0.00725
2022,Total electricity production from biomass,Quebec,24,0.59525
2022,Total renewable and non-greenhouse gas emitting sources,Quebec,24,
2022,Wind power turbine,Quebec,24,5.07075
2022,Hydraulic turbine,Saskatchewan,47,13.66775
2022,Solar,Saskatchewan,47,0.126166666666667
2022,Total electricity production from biomass,Saskatchewan,47,0.117083333333333
2022,Total renewable and non-greenhouse gas emitting sources,Saskatchewan,47,20.4545833333333
2022,Wind power turbine,Saskatchewan,47,6.54341666666667
2022,Hydraulic turbine,Yukon,60,89.6308333333333
2022,Solar,Yukon,60,0.156666666666667
2022,Total electricity production from biomass,Yukon,60,0.0
2022,Total renewable and non-greenhouse gas emitting sources,Yukon,60,89.7873333333333
2022,Wind power turbine,Yukon,60,0.0
2023,Hydraulic turbine,Alberta,48,2.58666666666667
2023,Solar,Alberta,48,3.05625
2023,Total electricity production from biomass,Alberta,48,2.4725
2023,Total renewable and non-greenhouse gas emitting sources,Alberta,48,21.4050833333333
2023,Wind power turbine,Alberta,48,13.2898333333333
2023,Hydraulic turbine,British Columbia,59,87.54225
2023,Solar,British Columbia,59,0.0066666666666666
2023,Tidal power turbine,British Columbia,59,0.0
2023,Total electricity production from biomass,British Columbia,59,6.83258333333333
2023,Total renewable and non-greenhouse gas emitting sources,British Columbia,59,97.4055
2023,Wind power turbine,British Columbia,59,3.02408333333333
2023,Hydraulic turbine,Canada,,58.1390833333333
2023,Nuclear steam turbine,Canada,,13.8736666666667
2023,Solar,Canada,,0.78975
2023,Tidal power turbine,Canada,,0.0
2023,Total electricity production from biomass,Canada,,1.51483333333333
2023,Wind power turbine,Canada,,6.41141666666667
2023,Hydraulic turbine,Manitoba,46,97.0039166666667
2023,Solar,Manitoba,46,0.00425
2023,Total electricity production from biomass,Manitoba,46,0.29675
2023,Total renewable and non-greenhouse gas emitting sources,Manitoba,46,99.91125
2023,Wind power turbine,Manitoba,46,2.60616666666667
2023,Hydraulic turbine,New Brunswick,13,24.2236666666667
2023,Nuclear steam turbine,New Brunswick,13,29.5399166666667
2023,Solar,New Brunswick,13,0.0046666666666666
2023,Tidal power turbine,New Brunswick,13,0.0
2023,Total electricity production from biomass,New Brunswick,13,3.27583333333333
2023,Total renewable and non-greenhouse gas emitting sources,New Brunswick,13,61.0328333333333
2023,Wind power turbine,New Brunswick,13,3.98833333333333
2023,Hydraulic turbine,Newfoundland and Labrador,10,97.5994166666667
2023,Solar,Newfoundland and Labrador,10,0.0
2023,Tidal power turbine,Newfoundland and Labrador,10,0.0
2023,Total electricity production from biomass,Newfoundland and Labrador,10,0.0468333333333333
2023,Total renewable and non-greenhouse gas emitting sources,Newfoundland and Labrador,10,98.0223333333333
2023,Wind power turbine,Newfoundland and Labrador,10,0.376166666666667
2023,Hydraulic turbine,Northwest Territories,61,25.4205
2023,Solar,Northwest Territories,61,0.0363333333333333
2023,Total electricity production from biomass,Northwest Territories,61,0.0
2023,Total renewable and non-greenhouse gas emitting sources,Northwest Territories,61,27.9975833333333
2023,Wind power turbine,Northwest Territories,61,2.54083333333333
2023,Hydraulic turbine,Nova Scotia,12,11.3456666666667
2023,Solar,Nova Scotia,12,0.03575
2023,Tidal power turbine,Nova Scotia,12,0.0
2023,Total electricity production from biomass,Nova Scotia,12,3.87525
2023,Total renewable and non-greenhouse gas emitting sources,Nova Scotia,12,31.3678333333333
2023,Wind power turbine,Nova Scotia,12,16.1114166666667
2023,Hydraulic turbine,Nunavut,62,0.0
2023,Solar,Nunavut,62,0.0506666666666667
2023,Total electricity production from biomass,Nunavut,62,0.0
2023,Total renewable and non-greenhouse gas emitting sources,Nunavut,62,0.0506666666666667
2023,Wind power turbine,Nunavut,62,0.0
2023,Hydraulic turbine,Ontario,35,24.9075
2023,Nuclear steam turbine,Ontario,35,51.1328333333333
2023,Solar,Ontario,35,1.49425
2023,Total electricity production from biomass,Ontario,35,0.852583333333333
2023,Total renewable and non-greenhouse gas emitting sources,Ontario,35,86.4849166666667
2023,Wind power turbine,Ontario,35,8.09808333333333
2023,Hydraulic turbine,Prince Edward Island,11,0.0
2023,Solar,Prince Edward Island,11,0.132416666666667
2023,Tidal power turbine,Prince Edward Island,11,0.0
2023,Total electricity production from biomass,Prince Edward Island,11,0.818
2023,Total renewable and non-greenhouse gas emitting sources,Prince Edward Island,11,99.6584166666667
2023,Wind power turbine,Prince Edward Island,11,98.7079166666667
2023,Hydraulic turbine,Quebec,24,94.019
2023,Nuclear steam turbine,Quebec,24,
2023,Solar,Quebec,24,0.007
2023,Total electricity production from biomass,Quebec,24,0.66925
2023,Total renewable and non-greenhouse gas emitting sources,Quebec,24,
2023,Wind power turbine,Quebec,24,4.95666666666667
2023,Hydraulic turbine,Saskatchewan,47,10.9474166666667
2023,Solar,Saskatchewan,47,0.199916666666667
2023,Total electricity production from biomass,Saskatchewan,47,0.212833333333333
2023,Total renewable and non-greenhouse gas emitting sources,Saskatchewan,47,19.3415
2023,Wind power turbine,Saskatchewan,47,7.98133333333333
2023,Hydraulic turbine,Yukon,60,87.6964166666667
2023,Solar,Yukon,60,0.149583333333333
2023,Total electricity production from biomass,Yukon,60,0.0
2023,Total renewable and non-greenhouse gas emitting sources,Yukon,60,87.9281666666667
2023,Wind power turbine,Yukon,60,0.0824166666666667
2024,Hydraulic turbine,Alberta,48,2.25875
2024,Solar,Alberta,48,3.57183333333333
2024,Total electricity production from biomass,Alberta,48,1.79608333333333
2024,Total renewable and non-greenhouse gas emitting sources,Alberta,48,23.59875
2024,Wind power turbine,Alberta,48,15.9721666666667
2024,Hydraulic turbine,British Columbia,59,87.4779166666667
2024,Solar,British Columbia,59,0.0061666666666666
2024,Tidal power turbine,British Columbia,59,0.0
2024,Total electricity production from biomass,British Columbia,59,6.7145
2024,Total renewable and non-greenhouse gas emitting sources,British Columbia,59,97.2605833333333
2024,Wind power turbine,British Columbia,59,3.06158333333333
2024,Hydraulic turbine,Canada,,55.9711666666667
2024,Nuclear steam turbine,Canada,,13.4455833333333
2024,Solar,Canada,,0.897166666666667
2024,Tidal power turbine,Canada,,0.0
2024,Total electricity production from biomass,Canada,,1.53325
2024,Wind power turbine,Canada,,7.55108333333333
2024,Hydraulic turbine,Manitoba,46,96.55325
2024,Solar,Manitoba,46,0.0060833333333333
2024,Total electricity production from biomass,Manitoba,46,0.277
2024,Total renewable and non-greenhouse gas emitting sources,Manitoba,46,99.9095
2024,Wind power turbine,Manitoba,46,3.07366666666667
2024,Hydraulic turbine,New Brunswick,13,22.69675
2024,Nuclear steam turbine,New Brunswick,13,11.4359166666667
2024,Solar,New Brunswick,13,0.0258333333333333
2024,Tidal power turbine,New Brunswick,13,0.0
2024,Total electricity production from biomass,New Brunswick,13,5.61575
2024,Total renewable and non-greenhouse gas emitting sources,New Brunswick,13,48.9240833333333
2024,Wind power turbine,New Brunswick,13,9.14991666666667
2024,Hydraulic turbine,Newfoundland and Labrador,10,96.9439166666667
2024,Solar,Newfoundland and Labrador,10,0.0
2024,Tidal power turbine,Newfoundland and Labrador,10,0.0
2024,Total electricity production from biomass,Newfoundland and Labrador,10,0.00275
2024,Total renewable and non-greenhouse gas emitting sources,Newfoundland and Labrador,10,97.3744166666667
2024,Wind power turbine,Newfoundland and Labrador,10,0.428
2024,Hydraulic turbine,Northwest Territories,61,20.228
2024,Solar,Northwest Territories,61,0.517916666666667
2024,Total electricity production from biomass,Northwest Territories,61,0.0
2024,Total renewable and non-greenhouse gas emitting sources,Northwest Territories,61,23.5594166666667
2024,Wind power turbine,Northwest Territories,61,2.8135
2024,Hydraulic turbine,Nova Scotia,12,8.09216666666667
2024,Solar,Nova Scotia,12,0.0338333333333333
2024,Tidal power turbine,Nova Scotia,12,0.0
2024,Total electricity production from biomass,Nova Scotia,12,4.1085
2024,Total renewable and non-greenhouse gas emitting sources,Nova Scotia,12,30.6275
2024,Wind power turbine,Nova Scotia,12,18.3933333333333
2024,Hydraulic turbine,Nunavut,62,0.0
2024,Solar,Nunavut,62,0.0465833333333333
2024,Total electricity production from biomass,Nunavut,62,0.0
2024,Total renewable and non-greenhouse gas emitting sources,Nunavut,62,0.0465833333333333
2024,Wind power turbine,Nunavut,62,0.0
2024,Hydraulic turbine,Ontario,35,24.04225
2024,Nuclear steam turbine,Ontario,35,48.5806666666667
2024,Solar,Ontario,35,1.44583333333333
2024,Total electricity production from biomass,Ontario,35,0.808083333333333
2024,Total renewable and non-greenhouse gas emitting sources,Ontario,35,83.3935833333333
2024,Wind power turbine,Ontario,35,8.51675
2024,Hydraulic turbine,Prince Edward Island,11,0.0
2024,Solar,Prince Edward Island,11,7.12133333333333
2024,Tidal power turbine,Prince Edward Island,11,0.0
2024,Total electricity production from biomass,Prince Edward Island,11,0.681
2024,Total renewable and non-greenhouse gas emitting sources,Prince Edward Island,11,99.7079166666667
2024,Wind power turbine,Prince Edward Island,11,91.9053333333333
2024,Hydraulic turbine,Quebec,24,92.73725
2024,Nuclear steam turbine,Quebec,24,
2024,Solar,Quebec,24,0.0085
2024,Total electricity production from biomass,Quebec,24,0.849916666666667
2024,Total renewable and non-greenhouse gas emitting sources,Quebec,24,
2024,Wind power turbine,Quebec,24,5.98558333333333
2024,Hydraulic turbine,Saskatchewan,47,9.80558333333333
2024,Solar,Saskatchewan,47,0.23125
2024,Total electricity production from biomass,Saskatchewan,47,0.260416666666667
2024,Total renewable and non-greenhouse gas emitting sources,Saskatchewan,47,18.9129166666667
2024,Wind power turbine,Saskatchewan,47,8.61541666666667
2024,Hydraulic turbine,Yukon,60,79.4155
2024,Solar,Yukon,60,0.177333333333333
2024,Total electricity production from biomass,Yukon,60,0.0
2024,Total renewable and non-greenhouse gas emitting sources,Yukon,60,80.6615833333333
2024,Wind power turbine,Yukon,60,1.06883333333333
