Year,Causes of death,Age at time of death,Sex,Value
2020,Pneumoconioses and chemical effects,50 to 54 years,Females,0.0
2020,Pneumonitis due to solids and liquids,50 to 54 years,Females,0.6
2020,Malignant neoplasms,55 to 64 years,Both sexes,239.5
2020,Diabetes mellitus,55 to 64 years,Both sexes,18.2
2020,Diseases of heart,55 to 64 years,Both sexes,103.4
2020,Essential hypertension and hypertensive renal disease,55 to 64 years,Both sexes,2.1
2020,Cerebrovascular diseases,55 to 64 years,Both sexes,17.2
2020,Atherosclerosis,55 to 64 years,Both sexes,0.6
2020,Aortic aneurysm and dissection,55 to 64 years,Both sexes,3.1
2020,Chronic lower respiratory diseases,55 to 64 years,Both sexes,19.3
2020,Pneumoconioses and chemical effects,55 to 64 years,Both sexes,0.0
2020,Pneumonitis due to solids and liquids,55 to 64 years,Both sexes,1.4
2020,Malignant neoplasms,55 to 64 years,Males,249.1
2020,Diabetes mellitus,55 to 64 years,Males,24.1
2020,Diseases of heart,55 to 64 years,Males,156.2
2020,Essential hypertension and hypertensive renal disease,55 to 64 years,Males,3.0
2020,Cerebrovascular diseases,55 to 64 years,Males,20.3
2020,Atherosclerosis,55 to 64 years,Males,0.8
2020,Aortic aneurysm and dissection,55 to 64 years,Males,4.8
2020,Chronic lower respiratory diseases,55 to 64 years,Males,22.0
2020,Pneumoconioses and chemical effects,55 to 64 years,Males,0.0
2020,Pneumonitis due to solids and liquids,55 to 64 years,Males,2.0
2020,Malignant neoplasms,55 to 64 years,Females,230.1
2020,Diabetes mellitus,55 to 64 years,Females,12.5
2020,Diseases of heart,55 to 64 years,Females,51.5
2020,Essential hypertension and hypertensive renal disease,55 to 64 years,Females,1.1
2020,Cerebrovascular diseases,55 to 64 years,Females,14.2
2020,Atherosclerosis,55 to 64 years,Females,0.4
2020,Aortic aneurysm and dissection,55 to 64 years,Females,1.4
2020,Chronic lower respiratory diseases,55 to 64 years,Females,16.5
2020,Pneumoconioses and chemical effects,55 to 64 years,Females,0.1
2020,Pneumonitis due to solids and liquids,55 to 64 years,Females,0.9
2020,Malignant neoplasms,55 to 59 years,Both sexes,177.6
2020,Diabetes mellitus,55 to 59 years,Both sexes,14.4
2020,Diseases of heart,55 to 59 years,Both sexes,79.3
2020,Essential hypertension and hypertensive renal disease,55 to 59 years,Both sexes,1.4
2020,Cerebrovascular diseases,55 to 59 years,Both sexes,13.6
2020,Atherosclerosis,55 to 59 years,Both sexes,0.3
2020,Aortic aneurysm and dissection,55 to 59 years,Both sexes,2.5
2020,Chronic lower respiratory diseases,55 to 59 years,Both sexes,10.9
2020,Pneumoconioses and chemical effects,55 to 59 years,Both sexes,0.0
2020,Pneumonitis due to solids and liquids,55 to 59 years,Both sexes,1.2
2020,Malignant neoplasms,55 to 59 years,Males,177.8
2020,Diabetes mellitus,55 to 59 years,Males,18.9
2020,Diseases of heart,55 to 59 years,Males,121.9
2020,Essential hypertension and hypertensive renal disease,55 to 59 years,Males,2.0
2020,Cerebrovascular diseases,55 to 59 years,Males,15.6
2020,Atherosclerosis,55 to 59 years,Males,0.3
2020,Aortic aneurysm and dissection,55 to 59 years,Males,3.8
2020,Chronic lower respiratory diseases,55 to 59 years,Males,12.7
2020,Pneumoconioses and chemical effects,55 to 59 years,Males,0.0
2020,Pneumonitis due to solids and liquids,55 to 59 years,Males,1.5
2020,Malignant neoplasms,55 to 59 years,Females,177.5
2020,Diabetes mellitus,55 to 59 years,Females,9.9
2020,Diseases of heart,55 to 59 years,Females,37.0
2020,Essential hypertension and hypertensive renal disease,55 to 59 years,Females,0.7
2020,Cerebrovascular diseases,55 to 59 years,Females,11.7
2020,Atherosclerosis,55 to 59 years,Females,0.4
2020,Aortic aneurysm and dissection,55 to 59 years,Females,1.3
2020,Chronic lower respiratory diseases,55 to 59 years,Females,9.1
2020,Pneumoconioses and chemical effects,55 to 59 years,Females,0.1
2020,Pneumonitis due to solids and liquids,55 to 59 years,Females,0.8
2020,Malignant neoplasms,60 to 64 years,Both sexes,305.8
2020,Diabetes mellitus,60 to 64 years,Both sexes,22.3
2020,Diseases of heart,60 to 64 years,Both sexes,129.1
2020,Essential hypertension and hypertensive renal disease,60 to 64 years,Both sexes,2.8
2020,Cerebrovascular diseases,60 to 64 years,Both sexes,21.1
2020,Atherosclerosis,60 to 64 years,Both sexes,0.9
2020,Aortic aneurysm and dissection,60 to 64 years,Both sexes,3.7
2020,Chronic lower respiratory diseases,60 to 64 years,Both sexes,28.2
2020,Pneumoconioses and chemical effects,60 to 64 years,Both sexes,0.0
2020,Pneumonitis due to solids and liquids,60 to 64 years,Both sexes,1.7
2020,Malignant neoplasms,60 to 64 years,Males,326.4
2020,Diabetes mellitus,60 to 64 years,Males,29.7
2020,Diseases of heart,60 to 64 years,Males,193.2
2020,Essential hypertension and hypertensive renal disease,60 to 64 years,Males,4.0
2020,Cerebrovascular diseases,60 to 64 years,Males,25.4
2020,Atherosclerosis,60 to 64 years,Males,1.3
2020,Aortic aneurysm and dissection,60 to 64 years,Males,5.9
2020,Chronic lower respiratory diseases,60 to 64 years,Males,32.1
2020,Pneumoconioses and chemical effects,60 to 64 years,Males,0.0
2020,Pneumonitis due to solids and liquids,60 to 64 years,Males,2.5
2020,Malignant neoplasms,60 to 64 years,Females,285.7
2020,Diabetes mellitus,60 to 64 years,Females,15.2
2020,Diseases of heart,60 to 64 years,Females,66.8
2020,Essential hypertension and hypertensive renal disease,60 to 64 years,Females,1.5
2020,Cerebrovascular diseases,60 to 64 years,Females,16.8
2020,Atherosclerosis,60 to 64 years,Females,0.5
2020,Aortic aneurysm and dissection,60 to 64 years,Females,1.5
2020,Chronic lower respiratory diseases,60 to 64 years,Females,24.4
2020,Pneumoconioses and chemical effects,60 to 64 years,Females,0.0
2020,Pneumonitis due to solids and liquids,60 to 64 years,Females,0.9
2020,Malignant neoplasms,65 to 74 years,Both sexes,567.9
2020,Diabetes mellitus,65 to 74 years,Both sexes,41.5
2020,Diseases of heart,65 to 74 years,Both sexes,237.8
2020,Essential hypertension and hypertensive renal disease,65 to 74 years,Both sexes,5.7
2020,Cerebrovascular diseases,65 to 74 years,Both sexes,50.5
2020,Atherosclerosis,65 to 74 years,Both sexes,2.5
2020,Aortic aneurysm and dissection,65 to 74 years,Both sexes,7.8
2020,Chronic lower respiratory diseases,65 to 74 years,Both sexes,70.1
2020,Pneumoconioses and chemical effects,65 to 74 years,Both sexes,0.5
2020,Pneumonitis due to solids and liquids,65 to 74 years,Both sexes,5.0
2020,Malignant neoplasms,65 to 74 years,Males,654.6
2020,Diabetes mellitus,65 to 74 years,Males,55.3
2020,Diseases of heart,65 to 74 years,Males,334.1
2020,Essential hypertension and hypertensive renal disease,65 to 74 years,Males,7.1
2020,Cerebrovascular diseases,65 to 74 years,Males,59.5
2020,Atherosclerosis,65 to 74 years,Males,3.2
2020,Aortic aneurysm and dissection,65 to 74 years,Males,11.7
2020,Chronic lower respiratory diseases,65 to 74 years,Males,78.7
2020,Pneumoconioses and chemical effects,65 to 74 years,Males,0.9
2020,Pneumonitis due to solids and liquids,65 to 74 years,Males,6.6
2020,Malignant neoplasms,65 to 74 years,Females,487.0
2020,Diabetes mellitus,65 to 74 years,Females,28.6
2020,Diseases of heart,65 to 74 years,Females,148.1
2020,Essential hypertension and hypertensive renal disease,65 to 74 years,Females,4.4
2020,Cerebrovascular diseases,65 to 74 years,Females,42.0
2020,Atherosclerosis,65 to 74 years,Females,1.9
2020,Aortic aneurysm and dissection,65 to 74 years,Females,4.1
2020,Chronic lower respiratory diseases,65 to 74 years,Females,62.0
2020,Pneumoconioses and chemical effects,65 to 74 years,Females,0.2
2020,Pneumonitis due to solids and liquids,65 to 74 years,Females,3.4
2020,Malignant neoplasms,65 to 69 years,Both sexes,467.0
2020,Diabetes mellitus,65 to 69 years,Both sexes,33.2
2020,Diseases of heart,65 to 69 years,Both sexes,191.2
2020,Essential hypertension and hypertensive renal disease,65 to 69 years,Both sexes,4.2
2020,Cerebrovascular diseases,65 to 69 years,Both sexes,37.3
2020,Atherosclerosis,65 to 69 years,Both sexes,1.9
2020,Aortic aneurysm and dissection,65 to 69 years,Both sexes,5.5
2020,Chronic lower respiratory diseases,65 to 69 years,Both sexes,53.3
2020,Pneumoconioses and chemical effects,65 to 69 years,Both sexes,0.2
2020,Pneumonitis due to solids and liquids,65 to 69 years,Both sexes,3.6
2020,Malignant neoplasms,65 to 69 years,Males,532.5
2020,Diabetes mellitus,65 to 69 years,Males,45.0
2020,Diseases of heart,65 to 69 years,Males,281.0
2020,Essential hypertension and hypertensive renal disease,65 to 69 years,Males,5.0
2020,Cerebrovascular diseases,65 to 69 years,Males,45.2
2020,Atherosclerosis,65 to 69 years,Males,2.5
2020,Aortic aneurysm and dissection,65 to 69 years,Males,8.2
2020,Chronic lower respiratory diseases,65 to 69 years,Males,59.6
2020,Pneumoconioses and chemical effects,65 to 69 years,Males,0.2
2020,Pneumonitis due to solids and liquids,65 to 69 years,Males,4.7
2020,Malignant neoplasms,65 to 69 years,Females,405.3
2020,Diabetes mellitus,65 to 69 years,Females,22.0
2020,Diseases of heart,65 to 69 years,Females,106.5
2020,Essential hypertension and hypertensive renal disease,65 to 69 years,Females,3.5
2020,Cerebrovascular diseases,65 to 69 years,Females,29.8
2020,Atherosclerosis,65 to 69 years,Females,1.4
2020,Aortic aneurysm and dissection,65 to 69 years,Females,3.0
2020,Chronic lower respiratory diseases,65 to 69 years,Females,47.4
2020,Pneumoconioses and chemical effects,65 to 69 years,Females,0.2
2020,Pneumonitis due to solids and liquids,65 to 69 years,Females,2.6
2020,Malignant neoplasms,70 to 74 years,Both sexes,690.1
2020,Diabetes mellitus,70 to 74 years,Both sexes,51.5
2020,Diseases of heart,70 to 74 years,Both sexes,294.4
2020,Essential hypertension and hypertensive renal disease,70 to 74 years,Both sexes,7.5
2020,Cerebrovascular diseases,70 to 74 years,Both sexes,66.4
2020,Atherosclerosis,70 to 74 years,Both sexes,3.2
2020,Aortic aneurysm and dissection,70 to 74 years,Both sexes,10.5
2020,Chronic lower respiratory diseases,70 to 74 years,Both sexes,90.4
2020,Pneumoconioses and chemical effects,70 to 74 years,Both sexes,0.8
2020,Pneumonitis due to solids and liquids,70 to 74 years,Both sexes,6.6
2020,Malignant neoplasms,70 to 74 years,Males,804.2
2020,Diabetes mellitus,70 to 74 years,Males,67.9
2020,Diseases of heart,70 to 74 years,Males,399.1
2020,Essential hypertension and hypertensive renal disease,70 to 74 years,Males,9.7
2020,Cerebrovascular diseases,70 to 74 years,Males,77.0
2020,Atherosclerosis,70 to 74 years,Males,4.0
2020,Aortic aneurysm and dissection,70 to 74 years,Males,16.0
2020,Chronic lower respiratory diseases,70 to 74 years,Males,102.0
2020,Pneumoconioses and chemical effects,70 to 74 years,Males,1.8
2020,Pneumonitis due to solids and liquids,70 to 74 years,Males,9.0
2020,Malignant neoplasms,70 to 74 years,Females,584.9
2020,Diabetes mellitus,70 to 74 years,Females,36.4
2020,Diseases of heart,70 to 74 years,Females,197.9
2020,Essential hypertension and hypertensive renal disease,70 to 74 years,Females,5.4
2020,Cerebrovascular diseases,70 to 74 years,Females,56.7
2020,Atherosclerosis,70 to 74 years,Females,2.5
2020,Aortic aneurysm and dissection,70 to 74 years,Females,5.5
2020,Chronic lower respiratory diseases,70 to 74 years,Females,79.6
2020,Pneumoconioses and chemical effects,70 to 74 years,Females,0.0
2020,Pneumonitis due to solids and liquids,70 to 74 years,Females,4.4
2020,Malignant neoplasms,75 to 84 years,Both sexes,1160.8
2020,Diabetes mellitus,75 to 84 years,Both sexes,107.6
2020,Diseases of heart,75 to 84 years,Both sexes,653.1
2020,Essential hypertension and hypertensive renal disease,75 to 84 years,Both sexes,19.7
2020,Cerebrovascular diseases,75 to 84 years,Both sexes,188.5
2020,Atherosclerosis,75 to 84 years,Both sexes,6.7
2020,Aortic aneurysm and dissection,75 to 84 years,Both sexes,23.6
2020,Chronic lower respiratory diseases,75 to 84 years,Both sexes,193.0
2020,Pneumoconioses and chemical effects,75 to 84 years,Both sexes,2.7
2020,Pneumonitis due to solids and liquids,75 to 84 years,Both sexes,20.6
2020,Malignant neoplasms,75 to 84 years,Males,1393.2
2020,Diabetes mellitus,75 to 84 years,Males,133.7
2020,Diseases of heart,75 to 84 years,Males,845.1
2020,Essential hypertension and hypertensive renal disease,75 to 84 years,Males,21.5
2020,Cerebrovascular diseases,75 to 84 years,Males,205.7
2020,Atherosclerosis,75 to 84 years,Males,7.6
2020,Aortic aneurysm and dissection,75 to 84 years,Males,30.7
2020,Chronic lower respiratory diseases,75 to 84 years,Males,216.6
2020,Pneumoconioses and chemical effects,75 to 84 years,Males,5.8
2020,Pneumonitis due to solids and liquids,75 to 84 years,Males,28.8
2020,Malignant neoplasms,75 to 84 years,Females,964.8
2020,Diabetes mellitus,75 to 84 years,Females,85.5
2020,Diseases of heart,75 to 84 years,Females,491.2
2020,Essential hypertension and hypertensive renal disease,75 to 84 years,Females,18.2
2020,Cerebrovascular diseases,75 to 84 years,Females,174.0
2020,Atherosclerosis,75 to 84 years,Females,5.9
2020,Aortic aneurysm and dissection,75 to 84 years,Females,17.6
2020,Chronic lower respiratory diseases,75 to 84 years,Females,173.0
2020,Pneumoconioses and chemical effects,75 to 84 years,Females,0.0
2020,Pneumonitis due to solids and liquids,75 to 84 years,Females,13.7
2020,Malignant neoplasms,75 to 79 years,Both sexes,1001.7
2020,Diabetes mellitus,75 to 79 years,Both sexes,84.5
2020,Diseases of heart,75 to 79 years,Both sexes,485.5
2020,Essential hypertension and hypertensive renal disease,75 to 79 years,Both sexes,12.5
2020,Cerebrovascular diseases,75 to 79 years,Both sexes,130.6
2020,Atherosclerosis,75 to 79 years,Both sexes,4.7
2020,Aortic aneurysm and dissection,75 to 79 years,Both sexes,20.1
2020,Chronic lower respiratory diseases,75 to 79 years,Both sexes,156.7
2020,Pneumoconioses and chemical effects,75 to 79 years,Both sexes,1.5
2020,Pneumonitis due to solids and liquids,75 to 79 years,Both sexes,13.2
2020,Malignant neoplasms,75 to 79 years,Males,1182.2
2020,Diabetes mellitus,75 to 79 years,Males,107.2
2020,Diseases of heart,75 to 79 years,Males,656.6
2020,Essential hypertension and hypertensive renal disease,75 to 79 years,Males,13.5
2020,Cerebrovascular diseases,75 to 79 years,Males,144.5
2020,Atherosclerosis,75 to 79 years,Males,5.3
2020,Aortic aneurysm and dissection,75 to 79 years,Males,28.6
2020,Chronic lower respiratory diseases,75 to 79 years,Males,175.4
2020,Pneumoconioses and chemical effects,75 to 79 years,Males,3.2
2020,Pneumonitis due to solids and liquids,75 to 79 years,Males,18.1
2020,Malignant neoplasms,75 to 79 years,Females,842.3
2020,Diabetes mellitus,75 to 79 years,Females,64.4
2020,Diseases of heart,75 to 79 years,Females,334.6
2020,Essential hypertension and hypertensive renal disease,75 to 79 years,Females,11.6
2020,Cerebrovascular diseases,75 to 79 years,Females,118.4
2020,Atherosclerosis,75 to 79 years,Females,4.2
2020,Aortic aneurysm and dissection,75 to 79 years,Females,12.6
2020,Chronic lower respiratory diseases,75 to 79 years,Females,140.2
2020,Pneumoconioses and chemical effects,75 to 79 years,Females,0.0
2020,Pneumonitis due to solids and liquids,75 to 79 years,Females,8.8
2020,Malignant neoplasms,80 to 84 years,Both sexes,1399.2
2020,Diabetes mellitus,80 to 84 years,Both sexes,142.2
2020,Diseases of heart,80 to 84 years,Both sexes,904.1
2020,Essential hypertension and hypertensive renal disease,80 to 84 years,Both sexes,30.5
2020,Cerebrovascular diseases,80 to 84 years,Both sexes,275.2
2020,Atherosclerosis,80 to 84 years,Both sexes,9.6
2020,Aortic aneurysm and dissection,80 to 84 years,Both sexes,28.8
2020,Chronic lower respiratory diseases,80 to 84 years,Both sexes,247.3
2020,Pneumoconioses and chemical effects,80 to 84 years,Both sexes,4.4
2020,Pneumonitis due to solids and liquids,80 to 84 years,Both sexes,31.7
2020,Malignant neoplasms,80 to 84 years,Males,1729.4
2020,Diabetes mellitus,80 to 84 years,Males,175.9
2020,Diseases of heart,80 to 84 years,Males,1145.6
2020,Essential hypertension and hypertensive renal disease,80 to 84 years,Males,34.2
2020,Cerebrovascular diseases,80 to 84 years,Males,303.4
2020,Atherosclerosis,80 to 84 years,Males,11.2
2020,Aortic aneurysm and dissection,80 to 84 years,Males,33.9
2020,Chronic lower respiratory diseases,80 to 84 years,Males,282.3
2020,Pneumoconioses and chemical effects,80 to 84 years,Males,10.1
2020,Pneumonitis due to solids and liquids,80 to 84 years,Males,45.9
2020,Malignant neoplasms,80 to 84 years,Females,1139.2
2020,Diabetes mellitus,80 to 84 years,Females,115.6
2020,Diseases of heart,80 to 84 years,Females,713.9
2020,Essential hypertension and hypertensive renal disease,80 to 84 years,Females,27.6
2020,Cerebrovascular diseases,80 to 84 years,Females,253.0
2020,Atherosclerosis,80 to 84 years,Females,8.4
2020,Aortic aneurysm and dissection,80 to 84 years,Females,24.7
2020,Chronic lower respiratory diseases,80 to 84 years,Females,219.7
2020,Pneumoconioses and chemical effects,80 to 84 years,Females,0.0
2020,Pneumonitis due to solids and liquids,80 to 84 years,Females,20.5
2020,Malignant neoplasms,85 and over,Both sexes,2089.1
2020,Diabetes mellitus,85 and over,Both sexes,277.1
2020,Diseases of heart,85 and over,Both sexes,2860.3
2020,Essential hypertension and hypertensive renal disease,85 and over,Both sexes,143.9
2020,Cerebrovascular diseases,85 and over,Both sexes,784.2
2020,Atherosclerosis,85 and over,Both sexes,30.9
2020,Aortic aneurysm and dissection,85 and over,Both sexes,58.7
2020,Chronic lower respiratory diseases,85 and over,Both sexes,476.4
2020,Pneumoconioses and chemical effects,85 and over,Both sexes,4.9
2020,Pneumonitis due to solids and liquids,85 and over,Both sexes,114.6
2020,Malignant neoplasms,85 and over,Males,2880.3
2020,Diabetes mellitus,85 and over,Males,336.4
2020,Diseases of heart,85 and over,Males,3226.9
2020,Essential hypertension and hypertensive renal disease,85 and over,Males,111.8
2020,Cerebrovascular diseases,85 and over,Males,749.9
2020,Atherosclerosis,85 and over,Males,32.1
2020,Aortic aneurysm and dissection,85 and over,Males,82.0
2020,Chronic lower respiratory diseases,85 and over,Males,601.7
2020,Pneumoconioses and chemical effects,85 and over,Males,12.8
2020,Pneumonitis due to solids and liquids,85 and over,Males,168.5
2020,Malignant neoplasms,85 and over,Females,1638.3
2020,Diabetes mellitus,85 and over,Females,243.2
2020,Diseases of heart,85 and over,Females,2651.4
2020,Essential hypertension and hypertensive renal disease,85 and over,Females,162.2
2020,Cerebrovascular diseases,85 and over,Females,803.7
2020,Atherosclerosis,85 and over,Females,30.3
2020,Aortic aneurysm and dissection,85 and over,Females,45.4
2020,Chronic lower respiratory diseases,85 and over,Females,405.0
2020,Pneumoconioses and chemical effects,85 and over,Females,0.4
2020,Pneumonitis due to solids and liquids,85 and over,Females,83.9
2020,Malignant neoplasms,85 to 89 years,Both sexes,1895.3
2020,Diabetes mellitus,85 to 89 years,Both sexes,222.8
2020,Diseases of heart,85 to 89 years,Both sexes,1799.1
2020,Essential hypertension and hypertensive renal disease,85 to 89 years,Both sexes,78.9
2020,Cerebrovascular diseases,85 to 89 years,Both sexes,527.9
2020,Atherosclerosis,85 to 89 years,Both sexes,18.7
2020,Aortic aneurysm and dissection,85 to 89 years,Both sexes,53.5
2020,Chronic lower respiratory diseases,85 to 89 years,Both sexes,373.7
2020,Pneumoconioses and chemical effects,85 to 89 years,Both sexes,4.1
2020,Pneumonitis due to solids and liquids,85 to 89 years,Both sexes,66.1
2020,Malignant neoplasms,85 to 89 years,Males,2552.3
2020,Diabetes mellitus,85 to 89 years,Males,286.7
2020,Diseases of heart,85 to 89 years,Males,2238.3
2020,Essential hypertension and hypertensive renal disease,85 to 89 years,Males,78.0
2020,Cerebrovascular diseases,85 to 89 years,Males,554.9
2020,Atherosclerosis,85 to 89 years,Males,20.0
2020,Aortic aneurysm and dissection,85 to 89 years,Males,68.3
2020,Chronic lower respiratory diseases,85 to 89 years,Males,467.2
2020,Pneumoconioses and chemical effects,85 to 89 years,Males,9.8
2020,Pneumonitis due to solids and liquids,85 to 89 years,Males,98.5
2020,Malignant neoplasms,85 to 89 years,Females,1459.6
2020,Diabetes mellitus,85 to 89 years,Females,180.5
2020,Diseases of heart,85 to 89 years,Females,1507.8
2020,Essential hypertension and hypertensive renal disease,85 to 89 years,Females,79.6
2020,Cerebrovascular diseases,85 to 89 years,Females,510.0
2020,Atherosclerosis,85 to 89 years,Females,17.8
2020,Aortic aneurysm and dissection,85 to 89 years,Females,43.7
2020,Chronic lower respiratory diseases,85 to 89 years,Females,311.8
2020,Pneumoconioses and chemical effects,85 to 89 years,Females,0.3
2020,Pneumonitis due to solids and liquids,85 to 89 years,Females,44.6
2020,Malignant neoplasms,90 years and over,Both sexes,2394.8
2020,Diabetes mellitus,90 years and over,Both sexes,362.6
2020,Diseases of heart,90 years and over,Both sexes,4534.7
2020,Essential hypertension and hypertensive renal disease,90 years and over,Both sexes,246.4
2020,Cerebrovascular diseases,90 years and over,Both sexes,1188.5
2020,Atherosclerosis,90 years and over,Both sexes,50.3
2020,Aortic aneurysm and dissection,90 years and over,Both sexes,66.9
2020,Chronic lower respiratory diseases,90 years and over,Both sexes,638.4
2020,Pneumoconioses and chemical effects,90 years and over,Both sexes,6.1
2020,Pneumonitis due to solids and liquids,90 years and over,Both sexes,191.1
2020,Malignant neoplasms,90 years and over,Males,3553.7
2020,Diabetes mellitus,90 years and over,Males,438.5
2020,Diseases of heart,90 years and over,Males,5256.5
2020,Essential hypertension and hypertensive renal disease,90 years and over,Males,181.2
2020,Cerebrovascular diseases,90 years and over,Males,1150.2
2020,Atherosclerosis,90 years and over,Males,57.1
2020,Aortic aneurysm and dissection,90 years and over,Males,110.1
2020,Chronic lower respiratory diseases,90 years and over,Males,877.9
2020,Pneumoconioses and chemical effects,90 years and over,Males,19.0
2020,Pneumonitis due to solids and liquids,90 years and over,Males,312.3
2020,Malignant neoplasms,90 years and over,Females,1882.7
2020,Diabetes mellitus,90 years and over,Females,329.1
2020,Diseases of heart,90 years and over,Females,4215.8
2020,Essential hypertension and hypertensive renal disease,90 years and over,Females,275.2
2020,Cerebrovascular diseases,90 years and over,Females,1205.5
2020,Atherosclerosis,90 years and over,Females,47.3
2020,Aortic aneurysm and dissection,90 years and over,Females,47.8
2020,Chronic lower respiratory diseases,90 years and over,Females,532.6
2020,Pneumoconioses and chemical effects,90 years and over,Females,0.4
2020,Pneumonitis due to solids and liquids,90 years and over,Females,137.6
2021,Malignant neoplasms,All ages,Both sexes,217.4
2021,Diabetes mellitus,All ages,Both sexes,19.7
2021,Diseases of heart,All ages,Both sexes,145.9
2021,Essential hypertension and hypertensive renal disease,All ages,Both sexes,5.2
2021,Cerebrovascular diseases,All ages,Both sexes,35.4
2021,Atherosclerosis,All ages,Both sexes,1.2
2021,Aortic aneurysm and dissection,All ages,Both sexes,4.1
2021,Chronic lower respiratory diseases,All ages,Both sexes,28.8
2021,Pneumoconioses and chemical effects,All ages,Both sexes,0.3
2021,Pneumonitis due to solids and liquids,All ages,Both sexes,5.0
2021,Malignant neoplasms,All ages,Males,231.4
2021,Diabetes mellitus,All ages,Males,21.6
2021,Diseases of heart,All ages,Males,161.4
2021,Essential hypertension and hypertensive renal disease,All ages,Males,4.2
2021,Cerebrovascular diseases,All ages,Males,31.9
2021,Atherosclerosis,All ages,Males,1.2
2021,Aortic aneurysm and dissection,All ages,Males,5.1
2021,Chronic lower respiratory diseases,All ages,Males,29.6
2021,Pneumoconioses and chemical effects,All ages,Males,0.6
2021,Pneumonitis due to solids and liquids,All ages,Males,5.9
2021,Malignant neoplasms,All ages,Females,203.4
2021,Diabetes mellitus,All ages,Females,17.7
2021,Diseases of heart,All ages,Females,130.6
2021,Essential hypertension and hypertensive renal disease,All ages,Females,6.2
2021,Cerebrovascular diseases,All ages,Females,38.9
2021,Atherosclerosis,All ages,Females,1.2
2021,Aortic aneurysm and dissection,All ages,Females,3.1
2021,Chronic lower respiratory diseases,All ages,Females,28.1
2021,Pneumoconioses and chemical effects,All ages,Females,0.1
2021,Pneumonitis due to solids and liquids,All ages,Females,4.1
2021,Malignant neoplasms,1 to 14 years,Both sexes,1.8
2021,Diabetes mellitus,1 to 14 years,Both sexes,0.1
2021,Diseases of heart,1 to 14 years,Both sexes,0.2
2021,Essential hypertension and hypertensive renal disease,1 to 14 years,Both sexes,0.0
2021,Cerebrovascular diseases,1 to 14 years,Both sexes,0.2
2021,Atherosclerosis,1 to 14 years,Both sexes,0.0
2021,Aortic aneurysm and dissection,1 to 14 years,Both sexes,0.0
2021,Chronic lower respiratory diseases,1 to 14 years,Both sexes,0.1
2021,Pneumoconioses and chemical effects,1 to 14 years,Both sexes,0.0
2021,Pneumonitis due to solids and liquids,1 to 14 years,Both sexes,0.0
2021,Malignant neoplasms,1 to 14 years,Males,2.1
2021,Diabetes mellitus,1 to 14 years,Males,0.1
2021,Diseases of heart,1 to 14 years,Males,0.2
2021,Essential hypertension and hypertensive renal disease,1 to 14 years,Males,0.0
2021,Cerebrovascular diseases,1 to 14 years,Males,0.2
2021,Atherosclerosis,1 to 14 years,Males,0.0
2021,Aortic aneurysm and dissection,1 to 14 years,Males,0.0
2021,Chronic lower respiratory diseases,1 to 14 years,Males,0.1
2021,Pneumoconioses and chemical effects,1 to 14 years,Males,0.0
2021,Pneumonitis due to solids and liquids,1 to 14 years,Males,0.0
2021,Malignant neoplasms,1 to 14 years,Females,1.5
2021,Diabetes mellitus,1 to 14 years,Females,0.1
2021,Diseases of heart,1 to 14 years,Females,0.3
2021,Essential hypertension and hypertensive renal disease,1 to 14 years,Females,0.0
2021,Cerebrovascular diseases,1 to 14 years,Females,0.2
2021,Atherosclerosis,1 to 14 years,Females,0.0
2021,Aortic aneurysm and dissection,1 to 14 years,Females,0.0
2021,Chronic lower respiratory diseases,1 to 14 years,Females,0.1
2021,Pneumoconioses and chemical effects,1 to 14 years,Females,0.0
2021,Pneumonitis due to solids and liquids,1 to 14 years,Females,0.0
2021,Malignant neoplasms,1 to 4 years,Both sexes,2.1
2021,Diabetes mellitus,1 to 4 years,Both sexes,0.0
2021,Diseases of heart,1 to 4 years,Both sexes,0.3
2021,Essential hypertension and hypertensive renal disease,1 to 4 years,Both sexes,0.0
2021,Cerebrovascular diseases,1 to 4 years,Both sexes,0.2
2021,Atherosclerosis,1 to 4 years,Both sexes,0.0
2021,Aortic aneurysm and dissection,1 to 4 years,Both sexes,0.0
2021,Chronic lower respiratory diseases,1 to 4 years,Both sexes,0.2
2021,Pneumoconioses and chemical effects,1 to 4 years,Both sexes,0.0
2021,Pneumonitis due to solids and liquids,1 to 4 years,Both sexes,0.0
2021,Malignant neoplasms,1 to 4 years,Males,2.8
2021,Diabetes mellitus,1 to 4 years,Males,0.0
2021,Diseases of heart,1 to 4 years,Males,0.3
2021,Essential hypertension and hypertensive renal disease,1 to 4 years,Males,0.0
2021,Cerebrovascular diseases,1 to 4 years,Males,0.1
2021,Atherosclerosis,1 to 4 years,Males,0.0
2021,Aortic aneurysm and dissection,1 to 4 years,Males,0.0
2021,Chronic lower respiratory diseases,1 to 4 years,Males,0.3
2021,Pneumoconioses and chemical effects,1 to 4 years,Males,0.0
2021,Pneumonitis due to solids and liquids,1 to 4 years,Males,0.0
2021,Malignant neoplasms,1 to 4 years,Females,1.5
2021,Diabetes mellitus,1 to 4 years,Females,0.0
2021,Diseases of heart,1 to 4 years,Females,0.4
2021,Essential hypertension and hypertensive renal disease,1 to 4 years,Females,0.0
2021,Cerebrovascular diseases,1 to 4 years,Females,0.3
2021,Atherosclerosis,1 to 4 years,Females,0.0
2021,Aortic aneurysm and dissection,1 to 4 years,Females,0.0
