Year,Geography,Household hazardous waste,GeoCode,Value
2013,"Brantford, Ontario",Leftover paint or solvents,,43.0
2013,"Brantford, Ontario",Unwanted engine oil or anti-freeze,,14.0
2013,"Brantford, Ontario",Dead or unwanted batteries (excluding car batteries),,44.0
2013,"Brantford, Ontario",Leftover pesticides,,
2013,"Guelph, Ontario",Leftover or expired medication,,36.0
2013,"Guelph, Ontario",Medical sharps,,11.0
2013,"Guelph, Ontario",Leftover paint or solvents,,43.0
2013,"Guelph, Ontario",Unwanted engine oil or anti-freeze,,14.0
2013,"Guelph, Ontario",Dead or unwanted batteries (excluding car batteries),,61.0
2013,"Guelph, Ontario",Leftover pesticides,,
2013,"London, Ontario",Leftover or expired medication,,32.0
2013,"London, Ontario",Medical sharps,,8.0
2013,"London, Ontario",Leftover paint or solvents,,36.0
2013,"London, Ontario",Unwanted engine oil or anti-freeze,,9.0
2013,"London, Ontario",Dead or unwanted batteries (excluding car batteries),,53.0
2013,"London, Ontario",Leftover pesticides,,
2013,"Windsor, Ontario",Leftover or expired medication,,32.0
2013,"Windsor, Ontario",Medical sharps,,10.0
2013,"Windsor, Ontario",Leftover paint or solvents,,34.0
2013,"Windsor, Ontario",Unwanted engine oil or anti-freeze,,17.0
2013,"Windsor, Ontario",Dead or unwanted batteries (excluding car batteries),,42.0
2013,"Windsor, Ontario",Leftover pesticides,,
2013,"Barrie, Ontario",Leftover or expired medication,,42.0
2013,"Barrie, Ontario",Medical sharps,,12.0
2013,"Barrie, Ontario",Leftover paint or solvents,,44.0
2013,"Barrie, Ontario",Unwanted engine oil or anti-freeze,,18.0
2013,"Barrie, Ontario",Dead or unwanted batteries (excluding car batteries),,57.0
2013,"Barrie, Ontario",Leftover pesticides,,
2013,"Greater Sudbury, Ontario",Leftover or expired medication,,41.0
2013,"Greater Sudbury, Ontario",Medical sharps,,11.0
2013,"Greater Sudbury, Ontario",Leftover paint or solvents,,42.0
2013,"Greater Sudbury, Ontario",Unwanted engine oil or anti-freeze,,14.0
2013,"Greater Sudbury, Ontario",Dead or unwanted batteries (excluding car batteries),,47.0
2013,"Greater Sudbury, Ontario",Leftover pesticides,,
2013,"Thunder Bay, Ontario",Leftover or expired medication,,44.0
2013,"Thunder Bay, Ontario",Medical sharps,,17.0
2013,"Thunder Bay, Ontario",Leftover paint or solvents,,38.0
2013,"Thunder Bay, Ontario",Unwanted engine oil or anti-freeze,,15.0
2013,"Thunder Bay, Ontario",Dead or unwanted batteries (excluding car batteries),,51.0
2013,"Thunder Bay, Ontario",Leftover pesticides,,
2013,"Winnipeg, Manitoba",Leftover or expired medication,,35.0
2013,"Winnipeg, Manitoba",Medical sharps,,7.0
2013,"Winnipeg, Manitoba",Leftover paint or solvents,,30.0
2013,"Winnipeg, Manitoba",Unwanted engine oil or anti-freeze,,16.0
2013,"Winnipeg, Manitoba",Dead or unwanted batteries (excluding car batteries),,44.0
2013,"Winnipeg, Manitoba",Leftover pesticides,,
2013,"Regina, Saskatchewan",Leftover or expired medication,,36.0
2013,"Regina, Saskatchewan",Medical sharps,,9.0
2013,"Regina, Saskatchewan",Leftover paint or solvents,,35.0
2013,"Regina, Saskatchewan",Unwanted engine oil or anti-freeze,,19.0
2013,"Regina, Saskatchewan",Dead or unwanted batteries (excluding car batteries),,56.0
2013,"Regina, Saskatchewan",Leftover pesticides,,
2013,"Saskatoon, Saskatchewan",Leftover or expired medication,,36.0
2013,"Saskatoon, Saskatchewan",Medical sharps,,
2013,"Saskatoon, Saskatchewan",Leftover paint or solvents,,36.0
2013,"Saskatoon, Saskatchewan",Unwanted engine oil or anti-freeze,,20.0
2013,"Saskatoon, Saskatchewan",Dead or unwanted batteries (excluding car batteries),,55.0
2013,"Saskatoon, Saskatchewan",Leftover pesticides,,
2013,"Calgary, Alberta",Leftover or expired medication,,29.0
2013,"Calgary, Alberta",Medical sharps,,7.0
2013,"Calgary, Alberta",Leftover paint or solvents,,38.0
2013,"Calgary, Alberta",Unwanted engine oil or anti-freeze,,13.0
2013,"Calgary, Alberta",Dead or unwanted batteries (excluding car batteries),,50.0
2013,"Calgary, Alberta",Leftover pesticides,,4.0
2013,"Edmonton, Alberta",Leftover or expired medication,,33.0
2013,"Edmonton, Alberta",Medical sharps,,8.0
2013,"Edmonton, Alberta",Leftover paint or solvents,,43.0
2013,"Edmonton, Alberta",Unwanted engine oil or anti-freeze,,25.0
2013,"Edmonton, Alberta",Dead or unwanted batteries (excluding car batteries),,59.0
2013,"Edmonton, Alberta",Leftover pesticides,,4.0
2013,"Kelowna, British Columbia",Leftover or expired medication,,26.0
2013,"Kelowna, British Columbia",Medical sharps,,
2013,"Kelowna, British Columbia",Leftover paint or solvents,,25.0
2013,"Kelowna, British Columbia",Unwanted engine oil or anti-freeze,,
2013,"Kelowna, British Columbia",Dead or unwanted batteries (excluding car batteries),,42.0
2013,"Kelowna, British Columbia",Leftover pesticides,,
2013,"Abbotsford-Mission, British Columbia",Leftover or expired medication,,34.0
2013,"Abbotsford-Mission, British Columbia",Medical sharps,,
2013,"Abbotsford-Mission, British Columbia",Leftover paint or solvents,,37.0
2013,"Abbotsford-Mission, British Columbia",Unwanted engine oil or anti-freeze,,15.0
2013,"Abbotsford-Mission, British Columbia",Dead or unwanted batteries (excluding car batteries),,34.0
2013,"Abbotsford-Mission, British Columbia",Leftover pesticides,,
2013,"Vancouver, British Columbia",Leftover or expired medication,,30.0
2013,"Vancouver, British Columbia",Medical sharps,,7.0
2013,"Vancouver, British Columbia",Leftover paint or solvents,,24.0
2013,"Vancouver, British Columbia",Unwanted engine oil or anti-freeze,,13.0
2013,"Vancouver, British Columbia",Dead or unwanted batteries (excluding car batteries),,45.0
2013,"Vancouver, British Columbia",Leftover pesticides,,3.0
2013,"Victoria, British Columbia",Leftover or expired medication,,32.0
2013,"Victoria, British Columbia",Medical sharps,,
2013,"Victoria, British Columbia",Leftover paint or solvents,,29.0
2013,"Victoria, British Columbia",Unwanted engine oil or anti-freeze,,17.0
2013,"Victoria, British Columbia",Dead or unwanted batteries (excluding car batteries),,55.0
2013,"Victoria, British Columbia",Leftover pesticides,,
2013,Non-census metropolitan areas,Leftover or expired medication,,37.0
2013,Non-census metropolitan areas,Medical sharps,,10.0
2013,Non-census metropolitan areas,Leftover paint or solvents,,39.0
2013,Non-census metropolitan areas,Unwanted engine oil or anti-freeze,,20.0
2013,Non-census metropolitan areas,Dead or unwanted batteries (excluding car batteries),,54.0
2013,Non-census metropolitan areas,Leftover pesticides,,3.0
2015,Canada,Leftover or expired medication,,40.0
2015,Canada,Medical sharps,,10.0
2015,Canada,Leftover paint or solvents,,38.0
2015,Canada,Unwanted engine oil or anti-freeze,,15.0
2015,Canada,Dead or unwanted batteries (excluding car batteries),,58.0
2015,Canada,Leftover pesticides,,3.0
2015,Newfoundland and Labrador,Leftover or expired medication,10,33.0
2015,Newfoundland and Labrador,Medical sharps,10,9.0
2015,Newfoundland and Labrador,Leftover paint or solvents,10,43.0
2015,Newfoundland and Labrador,Unwanted engine oil or anti-freeze,10,16.0
2015,Newfoundland and Labrador,Dead or unwanted batteries (excluding car batteries),10,44.0
2015,Newfoundland and Labrador,Leftover pesticides,10,
2015,Prince Edward Island,Leftover or expired medication,11,48.0
2015,Prince Edward Island,Medical sharps,11,13.0
2015,Prince Edward Island,Leftover paint or solvents,11,41.0
2015,Prince Edward Island,Unwanted engine oil or anti-freeze,11,21.0
2015,Prince Edward Island,Dead or unwanted batteries (excluding car batteries),11,66.0
2015,Prince Edward Island,Leftover pesticides,11,
2015,Nova Scotia,Leftover or expired medication,12,37.0
2015,Nova Scotia,Medical sharps,12,16.0
2015,Nova Scotia,Leftover paint or solvents,12,39.0
2015,Nova Scotia,Unwanted engine oil or anti-freeze,12,13.0
2015,Nova Scotia,Dead or unwanted batteries (excluding car batteries),12,54.0
2015,Nova Scotia,Leftover pesticides,12,
2015,New Brunswick,Leftover or expired medication,13,40.0
2015,New Brunswick,Medical sharps,13,14.0
2015,New Brunswick,Leftover paint or solvents,13,40.0
2015,New Brunswick,Unwanted engine oil or anti-freeze,13,22.0
2015,New Brunswick,Dead or unwanted batteries (excluding car batteries),13,53.0
2015,New Brunswick,Leftover pesticides,13,
2015,Quebec,Leftover or expired medication,24,48.0
2015,Quebec,Medical sharps,24,10.0
2015,Quebec,Leftover paint or solvents,24,46.0
2015,Quebec,Unwanted engine oil or anti-freeze,24,14.0
2015,Quebec,Dead or unwanted batteries (excluding car batteries),24,68.0
2015,Quebec,Leftover pesticides,24,2.0
2015,Ontario,Leftover or expired medication,35,39.0
2015,Ontario,Medical sharps,35,10.0
2015,Ontario,Leftover paint or solvents,35,37.0
2015,Ontario,Unwanted engine oil or anti-freeze,35,12.0
2015,Ontario,Dead or unwanted batteries (excluding car batteries),35,58.0
2015,Ontario,Leftover pesticides,35,3.0
2015,Manitoba,Leftover or expired medication,46,29.0
2015,Manitoba,Medical sharps,46,11.0
2015,Manitoba,Leftover paint or solvents,46,26.0
2015,Manitoba,Unwanted engine oil or anti-freeze,46,21.0
2015,Manitoba,Dead or unwanted batteries (excluding car batteries),46,48.0
2015,Manitoba,Leftover pesticides,46,3.0
2015,Saskatchewan,Leftover or expired medication,47,28.0
2015,Saskatchewan,Medical sharps,47,10.0
2015,Saskatchewan,Leftover paint or solvents,47,31.0
2015,Saskatchewan,Unwanted engine oil or anti-freeze,47,19.0
2015,Saskatchewan,Dead or unwanted batteries (excluding car batteries),47,41.0
2015,Saskatchewan,Leftover pesticides,47,3.0
2015,Alberta,Leftover or expired medication,48,37.0
2015,Alberta,Medical sharps,48,12.0
2015,Alberta,Leftover paint or solvents,48,37.0
2015,Alberta,Unwanted engine oil or anti-freeze,48,21.0
2015,Alberta,Dead or unwanted batteries (excluding car batteries),48,51.0
2015,Alberta,Leftover pesticides,48,5.0
2015,British Columbia,Leftover or expired medication,59,33.0
2015,British Columbia,Medical sharps,59,9.0
2015,British Columbia,Leftover paint or solvents,59,28.0
2015,British Columbia,Unwanted engine oil or anti-freeze,59,14.0
2015,British Columbia,Dead or unwanted batteries (excluding car batteries),59,56.0
2015,British Columbia,Leftover pesticides,59,3.0
2015,All census metropolitan areas,Leftover or expired medication,,40.0
2015,All census metropolitan areas,Medical sharps,,10.0
2015,All census metropolitan areas,Leftover paint or solvents,,37.0
2015,All census metropolitan areas,Unwanted engine oil or anti-freeze,,13.0
2015,All census metropolitan areas,Dead or unwanted batteries (excluding car batteries),,59.0
2015,All census metropolitan areas,Leftover pesticides,,3.0
2015,"St. John's, Newfoundland and Labrador",Leftover or expired medication,,38.0
2015,"St. John's, Newfoundland and Labrador",Medical sharps,,
2015,"St. John's, Newfoundland and Labrador",Leftover paint or solvents,,52.0
2015,"St. John's, Newfoundland and Labrador",Unwanted engine oil or anti-freeze,,16.0
2015,"St. John's, Newfoundland and Labrador",Dead or unwanted batteries (excluding car batteries),,52.0
2015,"St. John's, Newfoundland and Labrador",Leftover pesticides,,
2015,"Halifax, Nova Scotia",Leftover or expired medication,,37.0
2015,"Halifax, Nova Scotia",Medical sharps,,17.0
2015,"Halifax, Nova Scotia",Leftover paint or solvents,,37.0
2015,"Halifax, Nova Scotia",Unwanted engine oil or anti-freeze,,12.0
2015,"Halifax, Nova Scotia",Dead or unwanted batteries (excluding car batteries),,62.0
2015,"Halifax, Nova Scotia",Leftover pesticides,,
2015,"Moncton, New Brunswick",Leftover or expired medication,,39.0
2015,"Moncton, New Brunswick",Medical sharps,,
2015,"Moncton, New Brunswick",Leftover paint or solvents,,50.0
2015,"Moncton, New Brunswick",Unwanted engine oil or anti-freeze,,22.0
2015,"Moncton, New Brunswick",Dead or unwanted batteries (excluding car batteries),,62.0
2015,"Moncton, New Brunswick",Leftover pesticides,,
2015,"Saint John, New Brunswick",Leftover or expired medication,,47.0
2015,"Saint John, New Brunswick",Medical sharps,,
2015,"Saint John, New Brunswick",Leftover paint or solvents,,33.0
2015,"Saint John, New Brunswick",Unwanted engine oil or anti-freeze,,27.0
2015,"Saint John, New Brunswick",Dead or unwanted batteries (excluding car batteries),,50.0
2015,"Saint John, New Brunswick",Leftover pesticides,,
2015,"Saguenay, Quebec",Leftover or expired medication,,50.0
2015,"Saguenay, Quebec",Medical sharps,,16.0
2015,"Saguenay, Quebec",Leftover paint or solvents,,44.0
2015,"Saguenay, Quebec",Unwanted engine oil or anti-freeze,,23.0
2015,"Saguenay, Quebec",Dead or unwanted batteries (excluding car batteries),,69.0
2015,"Saguenay, Quebec",Leftover pesticides,,
2015,"Québec, Quebec",Leftover or expired medication,,43.0
2015,"Québec, Quebec",Medical sharps,,8.0
2015,"Québec, Quebec",Leftover paint or solvents,,47.0
2015,"Québec, Quebec",Unwanted engine oil or anti-freeze,,13.0
2015,"Québec, Quebec",Dead or unwanted batteries (excluding car batteries),,67.0
2015,"Québec, Quebec",Leftover pesticides,,
2015,"Sherbrooke, Quebec",Leftover or expired medication,,44.0
2015,"Sherbrooke, Quebec",Medical sharps,,10.0
2015,"Sherbrooke, Quebec",Leftover paint or solvents,,52.0
2015,"Sherbrooke, Quebec",Unwanted engine oil or anti-freeze,,24.0
2015,"Sherbrooke, Quebec",Dead or unwanted batteries (excluding car batteries),,77.0
2015,"Sherbrooke, Quebec",Leftover pesticides,,
2015,"Trois-Rivières, Quebec",Leftover or expired medication,,48.0
2015,"Trois-Rivières, Quebec",Medical sharps,,
2015,"Trois-Rivières, Quebec",Leftover paint or solvents,,45.0
2015,"Trois-Rivières, Quebec",Unwanted engine oil or anti-freeze,,
2015,"Trois-Rivières, Quebec",Dead or unwanted batteries (excluding car batteries),,52.0
2015,"Trois-Rivières, Quebec",Leftover pesticides,,
2015,"Montréal, Quebec",Leftover or expired medication,,51.0
2015,"Montréal, Quebec",Medical sharps,,11.0
2015,"Montréal, Quebec",Leftover paint or solvents,,42.0
2015,"Montréal, Quebec",Unwanted engine oil or anti-freeze,,8.0
2015,"Montréal, Quebec",Dead or unwanted batteries (excluding car batteries),,70.0
2015,"Montréal, Quebec",Leftover pesticides,,3.0
2015,"Ottawa-Gatineau, Ontario/Quebec",Leftover or expired medication,,42.0
2015,"Ottawa-Gatineau, Ontario/Quebec",Medical sharps,,8.0
2015,"Ottawa-Gatineau, Ontario/Quebec",Leftover paint or solvents,,44.0
2015,"Ottawa-Gatineau, Ontario/Quebec",Unwanted engine oil or anti-freeze,,10.0
2015,"Ottawa-Gatineau, Ontario/Quebec",Dead or unwanted batteries (excluding car batteries),,69.0
2015,"Ottawa-Gatineau, Ontario/Quebec",Leftover pesticides,,4.0
2015,Ottawa-Gatineau (Quebec part),Leftover or expired medication,,53.0
2015,Ottawa-Gatineau (Quebec part),Medical sharps,,9.0
2015,Ottawa-Gatineau (Quebec part),Leftover paint or solvents,,54.0
2015,Ottawa-Gatineau (Quebec part),Unwanted engine oil or anti-freeze,,17.0
2015,Ottawa-Gatineau (Quebec part),Dead or unwanted batteries (excluding car batteries),,70.0
2015,Ottawa-Gatineau (Quebec part),Leftover pesticides,,
2015,Ottawa-Gatineau (Ontario part),Leftover or expired medication,,36.0
2015,Ottawa-Gatineau (Ontario part),Medical sharps,,7.0
2015,Ottawa-Gatineau (Ontario part),Leftover paint or solvents,,39.0
2015,Ottawa-Gatineau (Ontario part),Unwanted engine oil or anti-freeze,,7.0
2015,Ottawa-Gatineau (Ontario part),Dead or unwanted batteries (excluding car batteries),,69.0
2015,Ottawa-Gatineau (Ontario part),Leftover pesticides,,
2015,"Kingston, Ontario",Leftover or expired medication,,45.0
2015,"Kingston, Ontario",Medical sharps,,13.0
2015,"Kingston, Ontario",Leftover paint or solvents,,56.0
2015,"Kingston, Ontario",Unwanted engine oil or anti-freeze,,18.0
2015,"Kingston, Ontario",Dead or unwanted batteries (excluding car batteries),,73.0
2015,"Kingston, Ontario",Leftover pesticides,,
2015,"Peterborough, Ontario",Leftover or expired medication,,44.0
2015,"Peterborough, Ontario",Medical sharps,,13.0
2015,"Peterborough, Ontario",Leftover paint or solvents,,49.0
2015,"Peterborough, Ontario",Unwanted engine oil or anti-freeze,,14.0
2015,"Peterborough, Ontario",Dead or unwanted batteries (excluding car batteries),,64.0
2015,"Peterborough, Ontario",Leftover pesticides,,
2015,"Oshawa, Ontario",Leftover or expired medication,,52.0
2015,"Oshawa, Ontario",Medical sharps,,
2015,"Oshawa, Ontario",Leftover paint or solvents,,47.0
2015,"Oshawa, Ontario",Unwanted engine oil or anti-freeze,,21.0
2015,"Oshawa, Ontario",Dead or unwanted batteries (excluding car batteries),,74.0
2015,"Oshawa, Ontario",Leftover pesticides,,
2015,"Toronto, Ontario",Leftover or expired medication,,37.0
2015,"Toronto, Ontario",Medical sharps,,9.0
2015,"Toronto, Ontario",Leftover paint or solvents,,33.0
2015,"Toronto, Ontario",Unwanted engine oil or anti-freeze,,7.0
2015,"Toronto, Ontario",Dead or unwanted batteries (excluding car batteries),,50.0
2015,"Toronto, Ontario",Leftover pesticides,,2.0
2015,"Hamilton, Ontario",Leftover or expired medication,,40.0
2015,"Hamilton, Ontario",Medical sharps,,13.0
2015,"Hamilton, Ontario",Leftover paint or solvents,,39.0
2015,"Hamilton, Ontario",Unwanted engine oil or anti-freeze,,9.0
2015,"Hamilton, Ontario",Dead or unwanted batteries (excluding car batteries),,60.0
2015,"Hamilton, Ontario",Leftover pesticides,,
2015,"St. Catharines-Niagara, Ontario",Leftover or expired medication,,42.0
2015,"St. Catharines-Niagara, Ontario",Medical sharps,,10.0
2015,"St. Catharines-Niagara, Ontario",Leftover paint or solvents,,41.0
2015,"St. Catharines-Niagara, Ontario",Unwanted engine oil or anti-freeze,,11.0
2015,"St. Catharines-Niagara, Ontario",Dead or unwanted batteries (excluding car batteries),,62.0
2015,"St. Catharines-Niagara, Ontario",Leftover pesticides,,
2015,"Kitchener-Cambridge-Waterloo, Ontario",Leftover or expired medication,,35.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Medical sharps,,9.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Leftover paint or solvents,,33.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Unwanted engine oil or anti-freeze,,21.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Dead or unwanted batteries (excluding car batteries),,54.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Leftover pesticides,,
2015,"Brantford, Ontario",Leftover or expired medication,,34.0
2015,"Brantford, Ontario",Medical sharps,,15.0
2015,"Brantford, Ontario",Leftover paint or solvents,,37.0
2015,"Brantford, Ontario",Unwanted engine oil or anti-freeze,,20.0
2015,"Brantford, Ontario",Dead or unwanted batteries (excluding car batteries),,54.0
2015,"Brantford, Ontario",Leftover pesticides,,
2015,"Guelph, Ontario",Leftover or expired medication,,56.0
2015,"Guelph, Ontario",Medical sharps,,
2015,"Guelph, Ontario",Leftover paint or solvents,,43.0
2015,"Guelph, Ontario",Unwanted engine oil or anti-freeze,,
2015,"Guelph, Ontario",Dead or unwanted batteries (excluding car batteries),,77.0
2015,"Guelph, Ontario",Leftover pesticides,,
2015,"London, Ontario",Leftover or expired medication,,40.0
2015,"London, Ontario",Medical sharps,,7.0
2015,"London, Ontario",Leftover paint or solvents,,28.0
2015,"London, Ontario",Unwanted engine oil or anti-freeze,,12.0
2015,"London, Ontario",Dead or unwanted batteries (excluding car batteries),,54.0
2015,"London, Ontario",Leftover pesticides,,
2015,"Windsor, Ontario",Leftover or expired medication,,44.0
2015,"Windsor, Ontario",Medical sharps,,13.0
2015,"Windsor, Ontario",Leftover paint or solvents,,38.0
2015,"Windsor, Ontario",Unwanted engine oil or anti-freeze,,22.0
2015,"Windsor, Ontario",Dead or unwanted batteries (excluding car batteries),,53.0
2015,"Windsor, Ontario",Leftover pesticides,,
2015,"Barrie, Ontario",Leftover or expired medication,,35.0
2015,"Barrie, Ontario",Medical sharps,,
2015,"Barrie, Ontario",Leftover paint or solvents,,28.0
2015,"Barrie, Ontario",Unwanted engine oil or anti-freeze,,
2015,"Barrie, Ontario",Dead or unwanted batteries (excluding car batteries),,60.0
2015,"Barrie, Ontario",Leftover pesticides,,
2015,"Greater Sudbury, Ontario",Leftover or expired medication,,43.0
2015,"Greater Sudbury, Ontario",Medical sharps,,14.0
2015,"Greater Sudbury, Ontario",Leftover paint or solvents,,46.0
2015,"Greater Sudbury, Ontario",Unwanted engine oil or anti-freeze,,28.0
2015,"Greater Sudbury, Ontario",Dead or unwanted batteries (excluding car batteries),,43.0
2015,"Greater Sudbury, Ontario",Leftover pesticides,,
2015,"Thunder Bay, Ontario",Leftover or expired medication,,48.0
2015,"Thunder Bay, Ontario",Medical sharps,,12.0
2015,"Thunder Bay, Ontario",Leftover paint or solvents,,35.0
2015,"Thunder Bay, Ontario",Unwanted engine oil or anti-freeze,,22.0
2015,"Thunder Bay, Ontario",Dead or unwanted batteries (excluding car batteries),,76.0
2015,"Thunder Bay, Ontario",Leftover pesticides,,
2015,"Winnipeg, Manitoba",Leftover or expired medication,,29.0
2015,"Winnipeg, Manitoba",Medical sharps,,11.0
2015,"Winnipeg, Manitoba",Leftover paint or solvents,,26.0
2015,"Winnipeg, Manitoba",Unwanted engine oil or anti-freeze,,15.0
2015,"Winnipeg, Manitoba",Dead or unwanted batteries (excluding car batteries),,49.0
2015,"Winnipeg, Manitoba",Leftover pesticides,,
2015,"Regina, Saskatchewan",Leftover or expired medication,,30.0
2015,"Regina, Saskatchewan",Medical sharps,,
2015,"Regina, Saskatchewan",Leftover paint or solvents,,27.0
2015,"Regina, Saskatchewan",Unwanted engine oil or anti-freeze,,
2015,"Regina, Saskatchewan",Dead or unwanted batteries (excluding car batteries),,45.0
2015,"Regina, Saskatchewan",Leftover pesticides,,
2015,"Saskatoon, Saskatchewan",Leftover or expired medication,,25.0
2015,"Saskatoon, Saskatchewan",Medical sharps,,
2015,"Saskatoon, Saskatchewan",Leftover paint or solvents,,37.0
2015,"Saskatoon, Saskatchewan",Unwanted engine oil or anti-freeze,,21.0
2015,"Saskatoon, Saskatchewan",Dead or unwanted batteries (excluding car batteries),,37.0
2015,"Saskatoon, Saskatchewan",Leftover pesticides,,
2015,"Calgary, Alberta",Leftover or expired medication,,32.0
2015,"Calgary, Alberta",Medical sharps,,12.0
2015,"Calgary, Alberta",Leftover paint or solvents,,38.0
2015,"Calgary, Alberta",Unwanted engine oil or anti-freeze,,17.0
2015,"Calgary, Alberta",Dead or unwanted batteries (excluding car batteries),,48.0
2015,"Calgary, Alberta",Leftover pesticides,,
2015,"Edmonton, Alberta",Leftover or expired medication,,42.0
2015,"Edmonton, Alberta",Medical sharps,,11.0
2015,"Edmonton, Alberta",Leftover paint or solvents,,35.0
2015,"Edmonton, Alberta",Unwanted engine oil or anti-freeze,,22.0
2015,"Edmonton, Alberta",Dead or unwanted batteries (excluding car batteries),,55.0
2015,"Edmonton, Alberta",Leftover pesticides,,8.0
2015,"Kelowna, British Columbia",Leftover or expired medication,,31.0
2015,"Kelowna, British Columbia",Medical sharps,,
2015,"Kelowna, British Columbia",Leftover paint or solvents,,29.0
2015,"Kelowna, British Columbia",Unwanted engine oil or anti-freeze,,
2015,"Kelowna, British Columbia",Dead or unwanted batteries (excluding car batteries),,68.0
2015,"Kelowna, British Columbia",Leftover pesticides,,
2015,"Abbotsford-Mission, British Columbia",Leftover or expired medication,,32.0
2015,"Abbotsford-Mission, British Columbia",Medical sharps,,
2015,"Abbotsford-Mission, British Columbia",Leftover paint or solvents,,33.0
2015,"Abbotsford-Mission, British Columbia",Unwanted engine oil or anti-freeze,,25.0
2015,"Abbotsford-Mission, British Columbia",Dead or unwanted batteries (excluding car batteries),,49.0
2015,"Abbotsford-Mission, British Columbia",Leftover pesticides,,
2015,"Vancouver, British Columbia",Leftover or expired medication,,33.0
2015,"Vancouver, British Columbia",Medical sharps,,9.0
2015,"Vancouver, British Columbia",Leftover paint or solvents,,25.0
2015,"Vancouver, British Columbia",Unwanted engine oil or anti-freeze,,10.0
2015,"Vancouver, British Columbia",Dead or unwanted batteries (excluding car batteries),,56.0
2015,"Vancouver, British Columbia",Leftover pesticides,,3.0
2015,"Victoria, British Columbia",Leftover or expired medication,,32.0
2015,"Victoria, British Columbia",Medical sharps,,10.0
2015,"Victoria, British Columbia",Leftover paint or solvents,,31.0
2015,"Victoria, British Columbia",Unwanted engine oil or anti-freeze,,18.0
2015,"Victoria, British Columbia",Dead or unwanted batteries (excluding car batteries),,62.0
2015,"Victoria, British Columbia",Leftover pesticides,,
2015,Non-census metropolitan areas,Leftover or expired medication,,40.0
2015,Non-census metropolitan areas,Medical sharps,,12.0
2015,Non-census metropolitan areas,Leftover paint or solvents,,40.0
2015,Non-census metropolitan areas,Unwanted engine oil or anti-freeze,,22.0
2015,Non-census metropolitan areas,Dead or unwanted batteries (excluding car batteries),,55.0
2015,Non-census metropolitan areas,Leftover pesticides,,3.0
2017,Canada,Leftover or expired medication,,39.0
2017,Canada,Medical sharps,,12.0
2017,Canada,Leftover paint or solvents,,39.0
2017,Canada,Unwanted engine oil or anti-freeze,,16.0
2017,Canada,Dead or unwanted batteries (excluding car batteries),,57.0
2017,Canada,Leftover pesticides,,2.0
2017,Canada,Mattresses,,10.0
2017,Canada,Textiles,,47.0
2017,Newfoundland and Labrador,Leftover or expired medication,10,31.0
2017,Newfoundland and Labrador,Medical sharps,10,12.0
2017,Newfoundland and Labrador,Leftover paint or solvents,10,45.0
2017,Newfoundland and Labrador,Unwanted engine oil or anti-freeze,10,11.0
2017,Newfoundland and Labrador,Dead or unwanted batteries (excluding car batteries),10,35.0
2017,Newfoundland and Labrador,Leftover pesticides,10,
2017,Newfoundland and Labrador,Mattresses,10,5.0
2017,Newfoundland and Labrador,Textiles,10,42.0
2017,Prince Edward Island,Leftover or expired medication,11,44.0
2017,Prince Edward Island,Medical sharps,11,19.0
2017,Prince Edward Island,Leftover paint or solvents,11,34.0
2017,Prince Edward Island,Unwanted engine oil or anti-freeze,11,20.0
2017,Prince Edward Island,Dead or unwanted batteries (excluding car batteries),11,57.0
2017,Prince Edward Island,Leftover pesticides,11,
2017,Prince Edward Island,Mattresses,11,11.0
2017,Prince Edward Island,Textiles,11,46.0
2017,Nova Scotia,Leftover or expired medication,12,36.0
2017,Nova Scotia,Medical sharps,12,15.0
2017,Nova Scotia,Leftover paint or solvents,12,40.0
2017,Nova Scotia,Unwanted engine oil or anti-freeze,12,13.0
2017,Nova Scotia,Dead or unwanted batteries (excluding car batteries),12,51.0
2017,Nova Scotia,Leftover pesticides,12,
2017,Nova Scotia,Mattresses,12,12.0
2017,Nova Scotia,Textiles,12,49.0
2017,New Brunswick,Leftover or expired medication,13,43.0
2017,New Brunswick,Medical sharps,13,7.0
2017,New Brunswick,Leftover paint or solvents,13,43.0
2017,New Brunswick,Unwanted engine oil or anti-freeze,13,14.0
2017,New Brunswick,Dead or unwanted batteries (excluding car batteries),13,48.0
2017,New Brunswick,Leftover pesticides,13,
2017,New Brunswick,Mattresses,13,9.0
2017,New Brunswick,Textiles,13,48.0
2017,Quebec,Leftover or expired medication,24,49.0
2017,Quebec,Medical sharps,24,10.0
2017,Quebec,Leftover paint or solvents,24,47.0
2017,Quebec,Unwanted engine oil or anti-freeze,24,13.0
2017,Quebec,Dead or unwanted batteries (excluding car batteries),24,63.0
2017,Quebec,Leftover pesticides,24,2.0
2017,Quebec,Mattresses,24,7.0
2017,Quebec,Textiles,24,47.0
2017,Ontario,Leftover or expired medication,35,38.0
2017,Ontario,Medical sharps,35,12.0
2017,Ontario,Leftover paint or solvents,35,36.0
2017,Ontario,Unwanted engine oil or anti-freeze,35,14.0
2017,Ontario,Dead or unwanted batteries (excluding car batteries),35,59.0
2017,Ontario,Leftover pesticides,35,2.0
2017,Ontario,Mattresses,35,10.0
2017,Ontario,Textiles,35,51.0
