Year,Gender,Indigenous identity,Geography,GeoCode,Value
2018,Male,Indigenous identity,New Brunswick,,0.0
2018,Male,Non-Indigenous identity,New Brunswick,,1.37
2018,Female,Total,New Brunswick,,2.06
2018,Female,Indigenous identity,New Brunswick,,6.09
2018,Female,Non-Indigenous identity,New Brunswick,,1.88
2018,All genders,Total,Quebec,24,1.0
2018,All genders,Indigenous identity,Quebec,,2.33
2018,All genders,Non-Indigenous identity,Quebec,,0.96
2018,Male,Total,Quebec,,1.58
2018,Male,Indigenous identity,Quebec,,2.76
2018,Male,Non-Indigenous identity,Quebec,,1.54
2018,Female,Total,Quebec,,0.43
2018,Female,Indigenous identity,Quebec,,1.89
2018,Female,Non-Indigenous identity,Quebec,,0.39
2018,All genders,Total,Ontario,35,1.9
2018,All genders,Indigenous identity,Ontario,,3.9
2018,All genders,Non-Indigenous identity,Ontario,,1.82
2018,Male,Total,Ontario,,2.8
2018,Male,Indigenous identity,Ontario,,4.2
2018,Male,Non-Indigenous identity,Ontario,,2.75
2018,Female,Total,Ontario,,1.02
2018,Female,Indigenous identity,Ontario,,3.6
2018,Female,Non-Indigenous identity,Ontario,,0.93
2018,All genders,Total,Manitoba,46,4.07
2018,All genders,Indigenous identity,Manitoba,,15.7
2018,All genders,Non-Indigenous identity,Manitoba,,1.37
2018,Male,Total,Manitoba,,6.36
2018,Male,Indigenous identity,Manitoba,,23.73
2018,Male,Non-Indigenous identity,Manitoba,,2.37
2018,Female,Total,Manitoba,,1.77
2018,Female,Indigenous identity,Manitoba,,7.79
2018,Female,Non-Indigenous identity,Manitoba,,0.36
2018,All genders,Total,Saskatchewan,47,3.01
2018,All genders,Indigenous identity,Saskatchewan,,11.14
2018,All genders,Non-Indigenous identity,Saskatchewan,,1.35
2018,Male,Total,Saskatchewan,,4.61
2018,Male,Indigenous identity,Saskatchewan,,18.33
2018,Male,Non-Indigenous identity,Saskatchewan,,1.85
2018,Female,Total,Saskatchewan,,1.39
2018,Female,Indigenous identity,Saskatchewan,,4.03
2018,Female,Non-Indigenous identity,Saskatchewan,,0.84
2018,All genders,Total,Alberta,48,1.93
2018,All genders,Indigenous identity,Alberta,,10.53
2018,All genders,Non-Indigenous identity,Alberta,,1.27
2018,Male,Total,Alberta,,2.86
2018,Male,Indigenous identity,Alberta,,14.44
2018,Male,Non-Indigenous identity,Alberta,,1.98
2018,Female,Total,Alberta,,0.98
2018,Female,Indigenous identity,Alberta,,6.71
2018,Female,Non-Indigenous identity,Alberta,,0.55
2018,All genders,Total,British Columbia,59,1.86
2018,All genders,Indigenous identity,British Columbia,,3.85
2018,All genders,Non-Indigenous identity,British Columbia,,1.72
2018,Male,Total,British Columbia,,3.02
2018,Male,Indigenous identity,British Columbia,,5.23
2018,Male,Non-Indigenous identity,British Columbia,,2.88
2018,Female,Total,British Columbia,,0.67
2018,Female,Indigenous identity,British Columbia,,2.52
2018,Female,Non-Indigenous identity,British Columbia,,0.55
2018,All genders,Total,Yukon,60,7.4
2018,All genders,Indigenous identity,Yukon,,21.49
2018,All genders,Non-Indigenous identity,Yukon,,3.2
2018,Male,Total,Yukon,,9.68
2018,Male,Indigenous identity,Yukon,,21.84
2018,Male,Non-Indigenous identity,Yukon,,6.22
2018,Female,Total,Yukon,,5.03
2018,Female,Indigenous identity,Yukon,,21.15
2018,Female,Non-Indigenous identity,Yukon,,0.0
2018,All genders,Total,Northwest Territories,61,13.34
2018,All genders,Indigenous identity,Northwest Territories,,21.96
2018,All genders,Non-Indigenous identity,Northwest Territories,,4.5
2018,Male,Total,Northwest Territories,,25.89
2018,Male,Indigenous identity,Northwest Territories,,43.54
2018,Male,Non-Indigenous identity,Northwest Territories,,8.55
2018,Female,Total,Northwest Territories,,0.0
2018,Female,Indigenous identity,Northwest Territories,,0.0
2018,Female,Non-Indigenous identity,Northwest Territories,,0.0
2018,All genders,Total,Nunavut,62,20.97
2018,All genders,Indigenous identity,Nunavut,,24.28
2018,All genders,Non-Indigenous identity,Nunavut,,0.0
2018,Male,Total,Nunavut,,20.42
2018,Male,Indigenous identity,Nunavut,,23.84
2018,Male,Non-Indigenous identity,Nunavut,,0.0
2018,Female,Total,Nunavut,,21.56
2018,Female,Indigenous identity,Nunavut,,24.74
2018,Female,Non-Indigenous identity,Nunavut,,0.0
2019,All genders,Indigenous identity,Canada,,9.18
2019,All genders,Non-Indigenous identity,Canada,,1.34
2019,Male,Total,Canada,,2.84
2019,Male,Indigenous identity,Canada,,13.51
2019,Male,Non-Indigenous identity,Canada,,2.14
2019,Female,Total,Canada,,0.82
2019,Female,Indigenous identity,Canada,,4.82
2019,Female,Non-Indigenous identity,Canada,,0.56
2019,All genders,Total,Newfoundland and Labrador,10,0.96
2019,All genders,Indigenous identity,Newfoundland and Labrador,,3.94
2019,All genders,Non-Indigenous identity,Newfoundland and Labrador,,0.63
2019,Male,Total,Newfoundland and Labrador,,1.16
2019,Male,Indigenous identity,Newfoundland and Labrador,,4.04
2019,Male,Non-Indigenous identity,Newfoundland and Labrador,,0.85
2019,Female,Total,Newfoundland and Labrador,,0.76
2019,Female,Indigenous identity,Newfoundland and Labrador,,3.85
2019,Female,Non-Indigenous identity,Newfoundland and Labrador,,0.42
2019,All genders,Total,Prince Edward Island,11,1.27
2019,All genders,Indigenous identity,Prince Edward Island,,0.0
2019,All genders,Non-Indigenous identity,Prince Edward Island,,1.3
2019,Male,Total,Prince Edward Island,,2.58
2019,Male,Indigenous identity,Prince Edward Island,,0.0
2019,Male,Non-Indigenous identity,Prince Edward Island,,2.63
2019,Female,Total,Prince Edward Island,,0.0
2019,Female,Indigenous identity,Prince Edward Island,,0.0
2019,Female,Non-Indigenous identity,Prince Edward Island,,0.0
2019,All genders,Total,Nova Scotia,12,0.62
2019,All genders,Indigenous identity,Nova Scotia,,3.19
2019,All genders,Non-Indigenous identity,Nova Scotia,,0.33
2019,Male,Total,Nova Scotia,,0.84
2019,Male,Indigenous identity,Nova Scotia,,3.26
2019,Male,Non-Indigenous identity,Nova Scotia,,0.68
2019,Female,Total,Nova Scotia,,0.4
2019,Female,Indigenous identity,Nova Scotia,,3.13
2019,Female,Non-Indigenous identity,Nova Scotia,,0.0
2019,All genders,Total,New Brunswick,13,2.19
2019,All genders,Indigenous identity,New Brunswick,,2.92
2019,All genders,Non-Indigenous identity,New Brunswick,,2.15
2019,Male,Total,New Brunswick,,3.12
2019,Male,Indigenous identity,New Brunswick,,5.82
2019,Male,Non-Indigenous identity,New Brunswick,,2.99
2019,Female,Total,New Brunswick,,1.27
2019,Female,Indigenous identity,New Brunswick,,0.0
2019,Female,Non-Indigenous identity,New Brunswick,,1.33
2019,All genders,Total,Quebec,24,0.92
2019,All genders,Indigenous identity,Quebec,,4.06
2019,All genders,Non-Indigenous identity,Quebec,,0.8
2019,Male,Total,Quebec,,1.32
2019,Male,Indigenous identity,Quebec,,4.45
2019,Male,Non-Indigenous identity,Quebec,,1.19
2019,Female,Total,Quebec,,0.49
2019,Female,Indigenous identity,Quebec,,3.66
2019,Female,Non-Indigenous identity,Quebec,,0.41
2019,All genders,Total,Ontario,35,1.74
2019,All genders,Indigenous identity,Ontario,,5.78
2019,All genders,Non-Indigenous identity,Ontario,,1.52
2019,Male,Total,Ontario,,2.67
2019,Male,Indigenous identity,Ontario,,7.24
2019,Male,Non-Indigenous identity,Ontario,,2.43
2019,Female,Total,Ontario,,0.79
2019,Female,Indigenous identity,Ontario,,3.93
2019,Female,Non-Indigenous identity,Ontario,,0.63
2019,All genders,Total,Manitoba,46,5.4
2019,All genders,Indigenous identity,Manitoba,,16.86
2019,All genders,Non-Indigenous identity,Manitoba,,1.98
2019,Male,Total,Manitoba,,9.35
2019,Male,Indigenous identity,Manitoba,,30.14
2019,Male,Non-Indigenous identity,Manitoba,,3.42
2019,Female,Total,Manitoba,,1.46
2019,Female,Indigenous identity,Manitoba,,3.8
2019,Female,Non-Indigenous identity,Manitoba,,0.54
2019,All genders,Total,Saskatchewan,47,4.69
2019,All genders,Indigenous identity,Saskatchewan,,18.41
2019,All genders,Non-Indigenous identity,Saskatchewan,,1.34
2019,Male,Total,Saskatchewan,,7.45
2019,Male,Indigenous identity,Saskatchewan,,29.01
2019,Male,Non-Indigenous identity,Saskatchewan,,2.45
2019,Female,Total,Saskatchewan,,1.72
2019,Female,Indigenous identity,Saskatchewan,,7.92
2019,Female,Non-Indigenous identity,Saskatchewan,,0.21
2019,All genders,Total,Alberta,48,2.29
2019,All genders,Indigenous identity,Alberta,,11.28
2019,All genders,Non-Indigenous identity,Alberta,,1.63
2019,Male,Total,Alberta,,3.42
2019,Male,Indigenous identity,Alberta,,14.76
2019,Male,Non-Indigenous identity,Alberta,,2.59
2019,Female,Total,Alberta,,1.15
2019,Female,Indigenous identity,Alberta,,7.87
2019,Female,Non-Indigenous identity,Alberta,,0.65
2019,All genders,Total,British Columbia,59,1.79
2019,All genders,Indigenous identity,British Columbia,,4.99
2019,All genders,Non-Indigenous identity,British Columbia,,1.55
2019,Male,Total,British Columbia,,2.86
2019,Male,Indigenous identity,British Columbia,,7.61
2019,Male,Non-Indigenous identity,British Columbia,,2.5
2019,Female,Total,British Columbia,,0.74
2019,Female,Indigenous identity,British Columbia,,2.46
2019,Female,Non-Indigenous identity,British Columbia,,0.62
2019,All genders,Total,Yukon,60,2.42
2019,All genders,Indigenous identity,Yukon,,10.61
2019,All genders,Non-Indigenous identity,Yukon,,0.0
2019,Male,Total,Yukon,,0.0
2019,Male,Indigenous identity,Yukon,,0.0
2019,Male,Non-Indigenous identity,Yukon,,0.0
2019,Female,Total,Yukon,,4.93
2019,Female,Indigenous identity,Yukon,,20.86
2019,Female,Non-Indigenous identity,Yukon,,0.0
2019,All genders,Total,Northwest Territories,61,4.44
2019,All genders,Indigenous identity,Northwest Territories,,8.76
2019,All genders,Non-Indigenous identity,Northwest Territories,,0.0
2019,Male,Total,Northwest Territories,,8.63
2019,Male,Indigenous identity,Northwest Territories,,17.34
2019,Male,Non-Indigenous identity,Northwest Territories,,0.0
2019,Female,Total,Northwest Territories,,0.0
2019,Female,Indigenous identity,Northwest Territories,,0.0
2019,Female,Non-Indigenous identity,Northwest Territories,,0.0
2019,All genders,Total,Nunavut,62,18.14
2019,All genders,Indigenous identity,Nunavut,,20.93
2019,All genders,Non-Indigenous identity,Nunavut,,0.0
2019,Male,Total,Nunavut,,20.2
2019,Male,Indigenous identity,Nunavut,,23.46
2019,Male,Non-Indigenous identity,Nunavut,,0.0
2019,Female,Total,Nunavut,,15.97
2019,Female,Indigenous identity,Nunavut,,18.3
2019,Female,Non-Indigenous identity,Nunavut,,0.0
2020,All genders,Indigenous identity,Canada,,10.43
2020,All genders,Non-Indigenous identity,Canada,,1.45
2020,Male,Total,Canada,,3.06
2020,Male,Indigenous identity,Canada,,16.66
2020,Male,Non-Indigenous identity,Canada,,2.17
2020,Female,Total,Canada,,0.95
2020,Female,Indigenous identity,Canada,,4.31
2020,Female,Non-Indigenous identity,Canada,,0.71
2020,All genders,Total,Newfoundland and Labrador,10,0.77
2020,All genders,Indigenous identity,Newfoundland and Labrador,,1.94
2020,All genders,Non-Indigenous identity,Newfoundland and Labrador,,0.43
2020,Male,Total,Newfoundland and Labrador,,1.55
2020,Male,Indigenous identity,Newfoundland and Labrador,,3.96
2020,Male,Non-Indigenous identity,Newfoundland and Labrador,,0.86
2020,Female,Total,Newfoundland and Labrador,,0.0
2020,Female,Indigenous identity,Newfoundland and Labrador,,0.0
2020,Female,Non-Indigenous identity,Newfoundland and Labrador,,0.0
2020,All genders,Total,Prince Edward Island,11,0.62
2020,All genders,Indigenous identity,Prince Edward Island,,0.0
2020,All genders,Non-Indigenous identity,Prince Edward Island,,0.63
2020,Male,Total,Prince Edward Island,,0.0
2020,Male,Indigenous identity,Prince Edward Island,,0.0
2020,Male,Non-Indigenous identity,Prince Edward Island,,0.0
2020,Female,Total,Prince Edward Island,,1.22
2020,Female,Indigenous identity,Prince Edward Island,,0.0
2020,Female,Non-Indigenous identity,Prince Edward Island,,1.25
2020,All genders,Total,Nova Scotia,12,3.77
2020,All genders,Indigenous identity,Nova Scotia,,1.53
2020,All genders,Non-Indigenous identity,Nova Scotia,,3.71
2020,Male,Total,Nova Scotia,,4.37
2020,Male,Indigenous identity,Nova Scotia,,0.0
2020,Male,Non-Indigenous identity,Nova Scotia,,4.46
2020,Female,Total,Nova Scotia,,3.19
2020,Female,Indigenous identity,Nova Scotia,,2.99
2020,Female,Non-Indigenous identity,Nova Scotia,,2.99
2020,All genders,Total,New Brunswick,13,1.79
2020,All genders,Indigenous identity,New Brunswick,,5.66
2020,All genders,Non-Indigenous identity,New Brunswick,,1.6
2020,Male,Total,New Brunswick,,2.84
2020,Male,Indigenous identity,New Brunswick,,11.29
2020,Male,Non-Indigenous identity,New Brunswick,,2.43
2020,Female,Total,New Brunswick,,0.76
2020,Female,Indigenous identity,New Brunswick,,0.0
2020,Female,Non-Indigenous identity,New Brunswick,,0.79
2020,All genders,Total,Quebec,24,1.01
2020,All genders,Indigenous identity,Quebec,,5.22
2020,All genders,Non-Indigenous identity,Quebec,,0.89
2020,Male,Total,Quebec,,1.47
2020,Male,Indigenous identity,Quebec,,8.59
2020,Male,Non-Indigenous identity,Quebec,,1.25
2020,Female,Total,Quebec,,0.56
2020,Female,Indigenous identity,Quebec,,1.77
2020,Female,Non-Indigenous identity,Quebec,,0.53
2020,All genders,Total,Ontario,35,1.65
2020,All genders,Indigenous identity,Ontario,,5.62
2020,All genders,Non-Indigenous identity,Ontario,,1.4
2020,Male,Total,Ontario,,2.5
2020,Male,Indigenous identity,Ontario,,8.79
2020,Male,Non-Indigenous identity,Ontario,,2.14
2020,Female,Total,Ontario,,0.8
2020,Female,Indigenous identity,Ontario,,2.55
2020,Female,Non-Indigenous identity,Ontario,,0.66
2020,All genders,Total,Manitoba,46,4.49
2020,All genders,Indigenous identity,Manitoba,,14.99
2020,All genders,Non-Indigenous identity,Manitoba,,1.26
2020,Male,Total,Manitoba,,7.4
2020,Male,Indigenous identity,Manitoba,,24.19
2020,Male,Non-Indigenous identity,Manitoba,,2.15
2020,Female,Total,Manitoba,,1.45
2020,Female,Indigenous identity,Manitoba,,5.94
2020,Female,Non-Indigenous identity,Manitoba,,0.18
2020,All genders,Total,Saskatchewan,47,5.43
2020,All genders,Indigenous identity,Saskatchewan,,23.48
2020,All genders,Non-Indigenous identity,Saskatchewan,,1.44
2020,Male,Total,Saskatchewan,,8.59
2020,Male,Indigenous identity,Saskatchewan,,37.36
2020,Male,Non-Indigenous identity,Saskatchewan,,2.23
2020,Female,Total,Saskatchewan,,2.22
2020,Female,Indigenous identity,Saskatchewan,,9.74
2020,Female,Non-Indigenous identity,Saskatchewan,,0.62
2020,All genders,Total,Alberta,48,3.24
2020,All genders,Indigenous identity,Alberta,,19.79
2020,All genders,Non-Indigenous identity,Alberta,,1.99
2020,Male,Total,Alberta,,5.26
2020,Male,Indigenous identity,Alberta,,32.78
2020,Male,Non-Indigenous identity,Alberta,,3.24
2020,Female,Total,Alberta,,1.14
2020,Female,Indigenous identity,Alberta,,7.07
2020,Female,Non-Indigenous identity,Alberta,,0.69
2020,All genders,Total,British Columbia,59,1.94
2020,All genders,Indigenous identity,British Columbia,,3.95
2020,All genders,Non-Indigenous identity,British Columbia,,1.8
2020,Male,Total,British Columbia,,2.86
2020,Male,Indigenous identity,British Columbia,,6.18
2020,Male,Non-Indigenous identity,British Columbia,,2.64
2020,Female,Total,British Columbia,,0.96
2020,Female,Indigenous identity,British Columbia,,1.79
2020,Female,Non-Indigenous identity,British Columbia,,0.9
2020,All genders,Total,Yukon,60,0.0
2020,All genders,Indigenous identity,Yukon,,0.0
2020,All genders,Non-Indigenous identity,Yukon,,0.0
2020,Male,Total,Yukon,,0.0
2020,Male,Indigenous identity,Yukon,,0.0
2020,Male,Non-Indigenous identity,Yukon,,0.0
2020,Female,Total,Yukon,,0.0
2020,Female,Indigenous identity,Yukon,,0.0
2020,Female,Non-Indigenous identity,Yukon,,0.0
2020,All genders,Total,Northwest Territories,61,13.22
2020,All genders,Indigenous identity,Northwest Territories,,17.45
2020,All genders,Non-Indigenous identity,Northwest Territories,,8.91
2020,Male,Total,Northwest Territories,,12.87
2020,Male,Indigenous identity,Northwest Territories,,17.29
2020,Male,Non-Indigenous identity,Northwest Territories,,8.51
2020,Female,Total,Northwest Territories,,13.6
2020,Female,Indigenous identity,Northwest Territories,,17.61
2020,Female,Non-Indigenous identity,Northwest Territories,,9.35
2020,All genders,Total,Nunavut,62,7.66
2020,All genders,Indigenous identity,Nunavut,,8.81
2020,All genders,Non-Indigenous identity,Nunavut,,0.0
2020,Male,Total,Nunavut,,10.0
2020,Male,Indigenous identity,Nunavut,,11.57
2020,Male,Non-Indigenous identity,Nunavut,,0.0
2020,Female,Total,Nunavut,,5.22
2020,Female,Indigenous identity,Nunavut,,5.97
2020,Female,Non-Indigenous identity,Nunavut,,0.0
2021,All genders,Indigenous identity,Canada,,9.91
2021,All genders,Non-Indigenous identity,Canada,,1.58
2021,Male,Total,Canada,,3.11
2021,Male,Indigenous identity,Canada,,15.06
2021,Male,Non-Indigenous identity,Canada,,2.32
2021,Female,Total,Canada,,1.05
2021,Female,Indigenous identity,Canada,,4.61
2021,Female,Non-Indigenous identity,Canada,,0.82
2021,All genders,Total,Newfoundland and Labrador,10,1.52
2021,All genders,Indigenous identity,Newfoundland and Labrador,,8.58
2021,All genders,Non-Indigenous identity,Newfoundland and Labrador,,0.83
2021,Male,Total,Newfoundland and Labrador,,1.92
2021,Male,Indigenous identity,Newfoundland and Labrador,,13.13
2021,Male,Non-Indigenous identity,Newfoundland and Labrador,,0.84
2021,Female,Total,Newfoundland and Labrador,,1.13
2021,Female,Indigenous identity,Newfoundland and Labrador,,4.21
2021,Female,Non-Indigenous identity,Newfoundland and Labrador,,0.82
2021,All genders,Total,Prince Edward Island,11,0.62
2021,All genders,Indigenous identity,Prince Edward Island,,29.1
2021,All genders,Non-Indigenous identity,Prince Edward Island,,0.0
2021,Male,Total,Prince Edward Island,,1.26
2021,Male,Indigenous identity,Prince Edward Island,,61.39
2021,Male,Non-Indigenous identity,Prince Edward Island,,0.0
2021,Female,Total,Prince Edward Island,,0.0
2021,Female,Indigenous identity,Prince Edward Island,,0.0
2021,Female,Non-Indigenous identity,Prince Edward Island,,0.0
2021,All genders,Total,Nova Scotia,12,2.3
2021,All genders,Indigenous identity,Nova Scotia,,3.68
2021,All genders,Non-Indigenous identity,Nova Scotia,,1.9
2021,Male,Total,Nova Scotia,,4.26
2021,Male,Indigenous identity,Nova Scotia,,7.56
2021,Male,Non-Indigenous identity,Nova Scotia,,3.64
2021,Female,Total,Nova Scotia,,0.39
2021,Female,Indigenous identity,Nova Scotia,,0.0
2021,Female,Non-Indigenous identity,Nova Scotia,,0.21
2021,All genders,Total,New Brunswick,13,1.39
2021,All genders,Indigenous identity,New Brunswick,,2.97
2021,All genders,Non-Indigenous identity,New Brunswick,,1.32
2021,Male,Total,New Brunswick,,1.79
2021,Male,Indigenous identity,New Brunswick,,6.02
2021,Male,Non-Indigenous identity,New Brunswick,,1.6
2021,Female,Total,New Brunswick,,0.75
2021,Female,Indigenous identity,New Brunswick,,0.0
2021,Female,Non-Indigenous identity,New Brunswick,,0.78
2021,All genders,Total,Quebec,24,1.05
2021,All genders,Indigenous identity,Quebec,,5.33
2021,All genders,Non-Indigenous identity,Quebec,,0.92
2021,Male,Total,Quebec,,1.38
2021,Male,Indigenous identity,Quebec,,6.26
2021,Male,Non-Indigenous identity,Quebec,,1.22
2021,Female,Total,Quebec,,0.72
2021,Female,Indigenous identity,Quebec,,4.42
2021,Female,Non-Indigenous identity,Quebec,,0.62
2021,All genders,Total,Ontario,35,1.91
2021,All genders,Indigenous identity,Ontario,,4.51
2021,All genders,Non-Indigenous identity,Ontario,,1.66
2021,Male,Total,Ontario,,2.91
2021,Male,Indigenous identity,Ontario,,7.41
2021,Male,Non-Indigenous identity,Ontario,,2.49
2021,Female,Total,Ontario,,0.94
2021,Female,Indigenous identity,Ontario,,1.76
2021,Female,Non-Indigenous identity,Ontario,,0.84
2021,All genders,Total,Manitoba,46,4.45
2021,All genders,Indigenous identity,Manitoba,,13.01
2021,All genders,Non-Indigenous identity,Manitoba,,2.12
2021,Male,Total,Manitoba,,5.98
2021,Male,Indigenous identity,Manitoba,,16.87
2021,Male,Non-Indigenous identity,Manitoba,,2.97
2021,Female,Total,Manitoba,,2.17
2021,Female,Indigenous identity,Manitoba,,6.87
2021,Female,Non-Indigenous identity,Manitoba,,1.07
2021,All genders,Total,Saskatchewan,47,6.08
2021,All genders,Indigenous identity,Saskatchewan,,26.97
2021,All genders,Non-Indigenous identity,Saskatchewan,,1.76
2021,Male,Total,Saskatchewan,,9.01
2021,Male,Indigenous identity,Saskatchewan,,42.09
2021,Male,Non-Indigenous identity,Saskatchewan,,2.25
2021,Female,Total,Saskatchewan,,3.11
2021,Female,Indigenous identity,Saskatchewan,,11.95
2021,Female,Non-Indigenous identity,Saskatchewan,,1.25
2021,All genders,Total,Alberta,48,2.69
2021,All genders,Indigenous identity,Alberta,,13.32
2021,All genders,Non-Indigenous identity,Alberta,,1.87
2021,Male,Total,Alberta,,3.98
2021,Male,Indigenous identity,Alberta,,21.29
2021,Male,Non-Indigenous identity,Alberta,,2.69
2021,Female,Total,Alberta,,1.36
2021,Female,Indigenous identity,Alberta,,5.61
2021,Female,Non-Indigenous identity,Alberta,,1.03
2021,All genders,Total,British Columbia,59,2.39
2021,All genders,Indigenous identity,British Columbia,,6.31
2021,All genders,Non-Indigenous identity,British Columbia,,2.14
2021,Male,Total,British Columbia,,3.74
2021,Male,Indigenous identity,British Columbia,,10.26
2021,Male,Non-Indigenous identity,British Columbia,,3.33
2021,Female,Total,British Columbia,,1.02
2021,Female,Indigenous identity,British Columbia,,2.48
2021,Female,Non-Indigenous identity,British Columbia,,0.93
2021,All genders,Total,Yukon,60,9.31
2021,All genders,Indigenous identity,Yukon,,20.28
2021,All genders,Non-Indigenous identity,Yukon,,6.04
2021,Male,Total,Yukon,,9.28
2021,Male,Indigenous identity,Yukon,,21.2
2021,Male,Non-Indigenous identity,Yukon,,5.94
2021,Female,Total,Yukon,,9.35
2021,Female,Indigenous identity,Yukon,,19.44
2021,Female,Non-Indigenous identity,Yukon,,6.15
2021,All genders,Total,Northwest Territories,61,2.24
2021,All genders,Indigenous identity,Northwest Territories,,4.5
2021,All genders,Non-Indigenous identity,Northwest Territories,,0.0
2021,Male,Total,Northwest Territories,,4.37
2021,Male,Indigenous identity,Northwest Territories,,8.9
2021,Male,Non-Indigenous identity,Northwest Territories,,0.0
2021,Female,Total,Northwest Territories,,0.0
2021,Female,Indigenous identity,Northwest Territories,,0.0
2021,Female,Non-Indigenous identity,Northwest Territories,,0.0
2021,All genders,Total,Nunavut,62,4.99
2021,All genders,Indigenous identity,Nunavut,,5.86
2021,All genders,Non-Indigenous identity,Nunavut,,0.0
2021,Male,Total,Nunavut,,4.92
2021,Male,Indigenous identity,Nunavut,,5.85
2021,Male,Non-Indigenous identity,Nunavut,,0.0
2021,Female,Total,Nunavut,,5.06
2021,Female,Indigenous identity,Nunavut,,5.88
2021,Female,Non-Indigenous identity,Nunavut,,0.0
2022,All genders,Indigenous identity,Canada,,11.46
2022,All genders,Non-Indigenous identity,Canada,,1.71
2022,Male,Total,Canada,,3.45
2022,Male,Indigenous identity,Canada,,17.47
2022,Male,Non-Indigenous identity,Canada,,2.6
2022,Female,Total,Canada,,1.05
2022,Female,Indigenous identity,Canada,,5.33
2022,Female,Non-Indigenous identity,Canada,,0.79
2022,All genders,Total,Newfoundland and Labrador,10,0.56
2022,All genders,Indigenous identity,Newfoundland and Labrador,,0.0
2022,All genders,Non-Indigenous identity,Newfoundland and Labrador,,0.62
2022,Male,Total,Newfoundland and Labrador,,0.38
2022,Male,Indigenous identity,Newfoundland and Labrador,,0.0
2022,Male,Non-Indigenous identity,Newfoundland and Labrador,,0.42
2022,Female,Total,Newfoundland and Labrador,,0.74
2022,Female,Indigenous identity,Newfoundland and Labrador,,0.0
2022,Female,Non-Indigenous identity,Newfoundland and Labrador,,0.82
2022,All genders,Total,Prince Edward Island,11,0.0
2022,All genders,Indigenous identity,Prince Edward Island,,0.0
2022,All genders,Non-Indigenous identity,Prince Edward Island,,0.0
2022,Male,Total,Prince Edward Island,,0.0
2022,Male,Indigenous identity,Prince Edward Island,,0.0
2022,Male,Non-Indigenous identity,Prince Edward Island,,0.0
2022,Female,Total,Prince Edward Island,,0.0
2022,Female,Indigenous identity,Prince Edward Island,,0.0
2022,Female,Non-Indigenous identity,Prince Edward Island,,0.0
2022,All genders,Total,Nova Scotia,12,1.95
2022,All genders,Indigenous identity,Nova Scotia,,0.0
2022,All genders,Non-Indigenous identity,Nova Scotia,,1.96
2022,Male,Total,Nova Scotia,,3.36
2022,Male,Indigenous identity,Nova Scotia,,0.0
2022,Male,Non-Indigenous identity,Nova Scotia,,3.34
2022,Female,Total,Nova Scotia,,0.58
2022,Female,Indigenous identity,Nova Scotia,,0.0
2022,Female,Non-Indigenous identity,Nova Scotia,,0.61
2022,All genders,Total,New Brunswick,13,1.85
2022,All genders,Indigenous identity,New Brunswick,,8.65
2022,All genders,Non-Indigenous identity,New Brunswick,,1.42
2022,Male,Total,New Brunswick,,3.75
2022,Male,Indigenous identity,New Brunswick,,17.54
2022,Male,Non-Indigenous identity,New Brunswick,,2.87
2022,Female,Total,New Brunswick,,0.0
2022,Female,Indigenous identity,New Brunswick,,0.0
2022,Female,Non-Indigenous identity,New Brunswick,,0.0
2022,All genders,Total,Quebec,24,1.28
2022,All genders,Indigenous identity,Quebec,,4.31
2022,All genders,Non-Indigenous identity,Quebec,,1.13
2022,Male,Total,Quebec,,1.89
2022,Male,Indigenous identity,Quebec,,7.8
2022,Male,Non-Indigenous identity,Quebec,,1.61
2022,Female,Total,Quebec,,0.62
2022,Female,Indigenous identity,Quebec,,0.86
2022,Female,Non-Indigenous identity,Quebec,,0.59
2022,All genders,Total,Ontario,35,1.94
2022,All genders,Indigenous identity,Ontario,,7.11
2022,All genders,Non-Indigenous identity,Ontario,,1.7
2022,Male,Total,Ontario,,2.9
2022,Male,Indigenous identity,Ontario,,11.87
2022,Male,Non-Indigenous identity,Ontario,,2.55
2022,Female,Total,Ontario,,0.94
2022,Female,Indigenous identity,Ontario,,2.6
2022,Female,Non-Indigenous identity,Ontario,,0.84
2022,All genders,Total,Manitoba,46,6.37
2022,All genders,Indigenous identity,Manitoba,,23.83
2022,All genders,Non-Indigenous identity,Manitoba,,2.26
2022,Male,Total,Manitoba,,9.68
2022,Male,Indigenous identity,Manitoba,,34.89
2022,Male,Non-Indigenous identity,Manitoba,,3.96
2022,Female,Total,Manitoba,,3.0
2022,Female,Indigenous identity,Manitoba,,12.83
2022,Female,Non-Indigenous identity,Manitoba,,0.53
2022,All genders,Total,Saskatchewan,47,6.19
2022,All genders,Indigenous identity,Saskatchewan,,24.18
2022,All genders,Non-Indigenous identity,Saskatchewan,,2.25
2022,Male,Total,Saskatchewan,,8.76
2022,Male,Indigenous identity,Saskatchewan,,34.72
2022,Male,Non-Indigenous identity,Saskatchewan,,3.05
2022,Female,Total,Saskatchewan,,3.25
2022,Female,Indigenous identity,Saskatchewan,,11.78
2022,Female,Non-Indigenous identity,Saskatchewan,,1.45
2022,All genders,Total,Alberta,48,2.64
2022,All genders,Indigenous identity,Alberta,,12.78
2022,All genders,Non-Indigenous identity,Alberta,,1.84
2022,Male,Total,Alberta,,4.05
2022,Male,Indigenous identity,Alberta,,20.26
2022,Male,Non-Indigenous identity,Alberta,,2.84
2022,Female,Total,Alberta,,1.12
