Year,Series,Éléments,Catégories de données,Pilier,Value
2022,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Sous-score de l'environnement,,70.0
2022,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Toutes les catégories,,81.7
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Population et statistiques démographiques,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Établissements d'enseignement,,50.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Résultats en matière d'éducation,,50.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Établissements de soins de santé,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Résultats en matière de santé,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Santé reproductive,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Sécurité alimentaire et nutrition,,50.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Statistiques sur le genre,,50.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Criminalité et justice,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Pauvreté et revenus,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Sous-score des statistiques sociales,,80.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Comptes nationaux,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Travail,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Indices de prix,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Finances gouvernementales,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Monnaie et banque,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Commerce international,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Balance des paiements,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Sous-score des statistiques économiques et financières,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Agriculture et utilisation des terres,,50.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Utilisation des ressources,,50.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Consommation d'énergie,,100.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Pollution,,50.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Environnement bâti,,50.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Sous-score de l'environnement,,60.0
2024,Inventaire des données ouvertes (ODIN),Données disponibles pour les 10 dernières années,Toutes les catégories,,80.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Population et statistiques démographiques,,100.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements d'enseignement,,50.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière d'éducation,,50.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements de soins de santé,,50.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière de santé,,100.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Santé reproductive,,50.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Statistiques sur le genre,,50.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pauvreté et revenus,,100.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques sociales,,68.8
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Comptes nationaux,,100.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Travail,,100.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Indices de prix,,50.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Finances gouvernementales,,100.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Monnaie et banque,,0.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Commerce international,,0.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Balance des paiements,,0.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques économiques et financières,,87.5
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Agriculture et utilisation des terres,,100.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Utilisation des ressources,,50.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Consommation d'énergie,,0.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pollution,,0.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Environnement bâti,,50.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score de l'environnement,,40.0
2016,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Toutes les catégories,,61.7
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Population et statistiques démographiques,,100.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements d'enseignement,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière d'éducation,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements de soins de santé,,100.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière de santé,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Santé reproductive,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Statistiques sur le genre,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Criminalité et justice,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pauvreté et revenus,,100.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques sociales,,66.7
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Comptes nationaux,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Travail,,100.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Indices de prix,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Finances gouvernementales,,0.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Monnaie et banque,,0.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Commerce international,,0.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Balance des paiements,,0.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques économiques et financières,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Agriculture et utilisation des terres,,0.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Utilisation des ressources,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Consommation d'énergie,,0.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pollution,,0.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Environnement bâti,,50.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score de l'environnement,,20.0
2017,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Toutes les catégories,,44.8
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Population et statistiques démographiques,,100.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements d'enseignement,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière d'éducation,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements de soins de santé,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière de santé,,100.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Santé reproductive,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Statistiques sur le genre,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Criminalité et justice,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pauvreté et revenus,,100.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques sociales,,66.7
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Comptes nationaux,,100.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Travail,,100.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Indices de prix,,100.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Finances gouvernementales,,0.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Monnaie et banque,,0.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Commerce international,,0.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Balance des paiements,,0.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques économiques et financières,,75.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Agriculture et utilisation des terres,,100.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Utilisation des ressources,,100.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Consommation d'énergie,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pollution,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Environnement bâti,,50.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score de l'environnement,,70.0
2018,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Toutes les catégories,,69.8
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Population et statistiques démographiques,,100.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements d'enseignement,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière d'éducation,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements de soins de santé,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière de santé,,100.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Santé reproductive,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sécurité alimentaire et nutrition,,0.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Statistiques sur le genre,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Criminalité et justice,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pauvreté et revenus,,100.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques sociales,,60.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Comptes nationaux,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Travail,,100.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Indices de prix,,100.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Finances gouvernementales,,0.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Monnaie et banque,,0.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Commerce international,,0.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Balance des paiements,,0.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques économiques et financières,,62.5
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Agriculture et utilisation des terres,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Utilisation des ressources,,100.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Consommation d'énergie,,0.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pollution,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Environnement bâti,,50.0
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score de l'environnement,,62.5
2020,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Toutes les catégories,,61.4
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Population et statistiques démographiques,,100.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements d'enseignement,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière d'éducation,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements de soins de santé,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière de santé,,100.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Santé reproductive,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sécurité alimentaire et nutrition,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Statistiques sur le genre,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Criminalité et justice,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pauvreté et revenus,,100.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques sociales,,65.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Comptes nationaux,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Travail,,100.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Indices de prix,,100.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Finances gouvernementales,,0.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques économiques et financières,,62.5
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Agriculture et utilisation des terres,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Utilisation des ressources,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pollution,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Environnement bâti,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score de l'environnement,,50.0
2022,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Toutes les catégories,,59.3
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Population et statistiques démographiques,,100.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements d'enseignement,,50.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière d'éducation,,50.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Établissements de soins de santé,,50.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Résultats en matière de santé,,100.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Santé reproductive,,50.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sécurité alimentaire et nutrition,,50.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Statistiques sur le genre,,100.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Criminalité et justice,,50.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Pauvreté et revenus,,100.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques sociales,,70.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Comptes nationaux,,0.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Travail,,100.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Indices de prix,,50.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Finances gouvernementales,,0.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score des statistiques économiques et financières,,37.5
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Agriculture et utilisation des terres,,100.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Utilisation des ressources,,100.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Environnement bâti,,50.0
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Sous-score de l'environnement,,83.3
2024,Inventaire des données ouvertes (ODIN),Premier niveau administratif,Toutes les catégories,,65.1
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Population et statistiques démographiques,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements d'enseignement,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière d'éducation,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements de soins de santé,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière de santé,,100.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Santé reproductive,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Statistiques sur le genre,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pauvreté et revenus,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques sociales,,12.5
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Comptes nationaux,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Travail,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Indices de prix,,50.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Finances gouvernementales,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Monnaie et banque,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Commerce international,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Balance des paiements,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques économiques et financières,,25.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Agriculture et utilisation des terres,,100.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Utilisation des ressources,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Consommation d'énergie,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pollution,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Environnement bâti,,0.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score de l'environnement,,20.0
2016,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Toutes les catégories,,17.3
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Population et statistiques démographiques,,50.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements d'enseignement,,50.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière d'éducation,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements de soins de santé,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière de santé,,50.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Santé reproductive,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Statistiques sur le genre,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Criminalité et justice,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pauvreté et revenus,,50.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques sociales,,22.2
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Comptes nationaux,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Travail,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Indices de prix,,50.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Finances gouvernementales,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Monnaie et banque,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Commerce international,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Balance des paiements,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques économiques et financières,,25.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Agriculture et utilisation des terres,,50.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Utilisation des ressources,,50.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Consommation d'énergie,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pollution,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Environnement bâti,,0.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score de l'environnement,,20.0
2017,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Toutes les catégories,,21.6
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Population et statistiques démographiques,,100.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements d'enseignement,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière d'éducation,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements de soins de santé,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière de santé,,100.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Santé reproductive,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Statistiques sur le genre,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Criminalité et justice,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pauvreté et revenus,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques sociales,,44.4
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Comptes nationaux,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Travail,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Indices de prix,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Finances gouvernementales,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Monnaie et banque,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Commerce international,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Balance des paiements,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques économiques et financières,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Agriculture et utilisation des terres,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Utilisation des ressources,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Consommation d'énergie,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pollution,,0.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Environnement bâti,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score de l'environnement,,50.0
2018,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Toutes les catégories,,46.4
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Population et statistiques démographiques,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements d'enseignement,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière d'éducation,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements de soins de santé,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière de santé,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Santé reproductive,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sécurité alimentaire et nutrition,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Statistiques sur le genre,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Criminalité et justice,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pauvreté et revenus,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques sociales,,33.3
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Comptes nationaux,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Travail,,100.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Indices de prix,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Finances gouvernementales,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Monnaie et banque,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Commerce international,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Balance des paiements,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques économiques et financières,,100.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Agriculture et utilisation des terres,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Utilisation des ressources,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Consommation d'énergie,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pollution,,0.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Environnement bâti,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score de l'environnement,,50.0
2020,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Toutes les catégories,,44.6
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Population et statistiques démographiques,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements d'enseignement,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière d'éducation,,0.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements de soins de santé,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière de santé,,100.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Santé reproductive,,0.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Statistiques sur le genre,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Criminalité et justice,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Pauvreté et revenus,,100.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques sociales,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Travail,,100.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score des statistiques économiques et financières,,100.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Agriculture et utilisation des terres,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Environnement bâti,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Sous-score de l'environnement,,50.0
2022,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Toutes les catégories,,55.0
2024,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Population et statistiques démographiques,,0.0
2024,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements d'enseignement,,0.0
2024,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière d'éducation,,0.0
2024,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Établissements de soins de santé,,100.0
2024,Inventaire des données ouvertes (ODIN),Deuxième niveau administratif,Résultats en matière de santé,,100.0
