Year,Source,Geography,GeoCode,Value
2016,Buildings,Canada,,85.719
2016,Agriculture,Canada,,66.738
2016,Waste,Canada,,23.515
2016,"Light Manufacturing, Construction and Forest Resources",Canada,,23.824
2016,Provincial Inventory Total,Manitoba,46,21.185
2016,Oil and Gas,Manitoba,46,0.968
2016,Transport,Manitoba,46,6.351
2016,Heavy Industry,Manitoba,46,1.368
2016,Buildings,Manitoba,46,2.723
2016,Agriculture,Manitoba,46,7.086
2016,Waste,Manitoba,46,1.364
2016,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.253
2016,Provincial Inventory Total,New Brunswick,13,14.629
2016,Oil and Gas,New Brunswick,13,2.809
2016,Transport,New Brunswick,13,4.106
2016,Heavy Industry,New Brunswick,13,0.804
2016,Buildings,New Brunswick,13,1.234
2016,Agriculture,New Brunswick,13,0.483
2016,Waste,New Brunswick,13,0.521
2016,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.371
2016,Provincial Inventory Total,Newfoundland and Labrador,10,11.021
2016,Oil and Gas,Newfoundland and Labrador,10,2.625
2016,Transport,Newfoundland and Labrador,10,3.817
2016,Heavy Industry,Newfoundland and Labrador,10,0.64
2016,Buildings,Newfoundland and Labrador,10,1.032
2016,Agriculture,Newfoundland and Labrador,10,0.104
2016,Waste,Newfoundland and Labrador,10,0.607
2016,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.67
2016,Territorial Inventory Total,Northwest Territories,61,1.31
2016,Oil and Gas,Northwest Territories,61,0.026
2016,Transport,Northwest Territories,61,0.678
2016,Heavy Industry,Northwest Territories,61,0.349
2016,Buildings,Northwest Territories,61,0.116
2016,Waste,Northwest Territories,61,0.037
2016,Provincial Inventory Total,Nova Scotia,12,15.579
2016,Oil and Gas,Nova Scotia,12,0.461
2016,Transport,Nova Scotia,12,4.793
2016,Heavy Industry,Nova Scotia,12,0.471
2016,Buildings,Nova Scotia,12,1.88
2016,Agriculture,Nova Scotia,12,0.408
2016,Waste,Nova Scotia,12,0.516
2016,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.409
2016,Territorial Inventory Total,Nunavut,62,0.735
2016,Transport,Nunavut,62,0.367
2016,Heavy Industry,Nunavut,62,0.184
2016,Buildings,Nunavut,62,0.011
2016,Waste,Nunavut,62,0.033
2016,Provincial Inventory Total,Ontario,35,163.111
2016,Oil and Gas,Ontario,35,8.922
2016,Transport,Ontario,35,53.127
2016,Heavy Industry,Ontario,35,30.975
2016,Buildings,Ontario,35,37.535
2016,Agriculture,Ontario,35,11.366
2016,Waste,Ontario,35,7.294
2016,"Light Manufacturing, Construction and Forest Resources",Ontario,35,9.034
2016,Provincial Inventory Total,Prince Edward Island,11,1.594
2016,Oil and Gas,Prince Edward Island,11,0.0
2016,Transport,Prince Edward Island,11,0.74
2016,Heavy Industry,Prince Edward Island,11,0.008
2016,Buildings,Prince Edward Island,11,0.317
2016,Agriculture,Prince Edward Island,11,0.335
2016,Waste,Prince Edward Island,11,0.078
2016,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.111
2016,Provincial Inventory Total,Quebec,24,76.911
2016,Oil and Gas,Quebec,24,2.209
2016,Transport,Quebec,24,30.634
2016,Heavy Industry,Quebec,24,15.713
2016,Buildings,Quebec,24,10.013
2016,Agriculture,Quebec,24,8.789
2016,Waste,Quebec,24,4.813
2016,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.422
2016,Provincial Inventory Total,Saskatchewan,47,82.246
2016,Oil and Gas,Saskatchewan,47,33.888
2016,Transport,Saskatchewan,47,9.732
2016,Heavy Industry,Saskatchewan,47,2.845
2016,Buildings,Saskatchewan,47,3.451
2016,Agriculture,Saskatchewan,47,15.388
2016,Waste,Saskatchewan,47,1.362
2016,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.864
2016,Territorial Inventory Total,Yukon,60,0.529
2016,Oil and Gas,Yukon,60,0.0
2016,Transport,Yukon,60,0.344
2016,Heavy Industry,Yukon,60,0.069
2016,Buildings,Yukon,60,0.037
2016,Agriculture,Yukon,60,0.004
2016,Waste,Yukon,60,0.033
2016,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.023
2017,Provincial Inventory Total,Alberta,48,284.376
2017,Oil and Gas,Alberta,48,149.163
2017,Transport,Alberta,48,26.584
2017,Heavy Industry,Alberta,48,17.64
2017,Buildings,Alberta,48,20.347
2017,Agriculture,Alberta,48,19.724
2017,Waste,Alberta,48,4.472
2017,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.164
2017,Provincial Inventory Total,British Columbia,59,62.553
2017,Oil and Gas,British Columbia,59,14.866
2017,Transport,British Columbia,59,21.666
2017,Heavy Industry,British Columbia,59,6.552
2017,Buildings,British Columbia,59,8.495
2017,Agriculture,British Columbia,59,3.1
2017,Waste,British Columbia,59,2.33
2017,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.402
2017,Oil and Gas,Canada,,216.462
2017,Transport,Canada,,164.876
2017,Heavy Industry,Canada,,77.581
2017,Buildings,Canada,,87.896
2017,Agriculture,Canada,,67.312
2017,Waste,Canada,,23.369
2017,"Light Manufacturing, Construction and Forest Resources",Canada,,24.602
2017,Provincial Inventory Total,Manitoba,46,21.65
2017,Oil and Gas,Manitoba,46,0.856
2017,Transport,Manitoba,46,6.478
2017,Heavy Industry,Manitoba,46,1.303
2017,Buildings,Manitoba,46,2.861
2017,Agriculture,Manitoba,46,7.32
2017,Waste,Manitoba,46,1.383
2017,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.378
2017,Provincial Inventory Total,New Brunswick,13,13.551
2017,Oil and Gas,New Brunswick,13,3.013
2017,Transport,New Brunswick,13,3.662
2017,Heavy Industry,New Brunswick,13,0.794
2017,Buildings,New Brunswick,13,1.074
2017,Agriculture,New Brunswick,13,0.46
2017,Waste,New Brunswick,13,0.531
2017,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.405
2017,Provincial Inventory Total,Newfoundland and Labrador,10,10.926
2017,Oil and Gas,Newfoundland and Labrador,10,2.546
2017,Transport,Newfoundland and Labrador,10,3.838
2017,Heavy Industry,Newfoundland and Labrador,10,0.711
2017,Buildings,Newfoundland and Labrador,10,1.047
2017,Agriculture,Newfoundland and Labrador,10,0.096
2017,Waste,Newfoundland and Labrador,10,0.606
2017,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.552
2017,Territorial Inventory Total,Northwest Territories,61,1.408
2017,Oil and Gas,Northwest Territories,61,0.02
2017,Transport,Northwest Territories,61,0.786
2017,Heavy Industry,Northwest Territories,61,0.351
2017,Buildings,Northwest Territories,61,0.116
2017,Waste,Northwest Territories,61,0.038
2017,Provincial Inventory Total,Nova Scotia,12,15.886
2017,Oil and Gas,Nova Scotia,12,0.317
2017,Transport,Nova Scotia,12,4.959
2017,Heavy Industry,Nova Scotia,12,0.433
2017,Buildings,Nova Scotia,12,1.965
2017,Agriculture,Nova Scotia,12,0.418
2017,Waste,Nova Scotia,12,0.519
2017,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.444
2017,Territorial Inventory Total,Nunavut,62,0.738
2017,Transport,Nunavut,62,0.378
2017,Heavy Industry,Nunavut,62,0.174
2017,Buildings,Nunavut,62,0.012
2017,Waste,Nunavut,62,0.034
2017,Provincial Inventory Total,Ontario,35,157.929
2017,Oil and Gas,Ontario,35,6.956
2017,Transport,Ontario,35,53.476
2017,Heavy Industry,Ontario,35,29.364
2017,Buildings,Ontario,35,37.883
2017,Agriculture,Ontario,35,11.314
2017,Waste,Ontario,35,7.129
2017,"Light Manufacturing, Construction and Forest Resources",Ontario,35,9.587
2017,Provincial Inventory Total,Prince Edward Island,11,1.616
2017,Oil and Gas,Prince Edward Island,11,0.0
2017,Transport,Prince Edward Island,11,0.756
2017,Heavy Industry,Prince Edward Island,11,0.01
2017,Buildings,Prince Edward Island,11,0.316
2017,Agriculture,Prince Edward Island,11,0.33
2017,Waste,Prince Edward Island,11,0.077
2017,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.118
2017,Provincial Inventory Total,Quebec,24,79.258
2017,Oil and Gas,Quebec,24,2.168
2017,Transport,Quebec,24,32.044
2017,Heavy Industry,Quebec,24,16.894
2017,Buildings,Quebec,24,10.028
2017,Agriculture,Quebec,24,8.39
2017,Waste,Quebec,24,4.83
2017,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.644
2017,Provincial Inventory Total,Saskatchewan,47,87.151
2017,Oil and Gas,Saskatchewan,47,36.557
2017,Transport,Saskatchewan,47,9.899
2017,Heavy Industry,Saskatchewan,47,3.262
2017,Buildings,Saskatchewan,47,3.718
2017,Agriculture,Saskatchewan,47,16.155
2017,Waste,Saskatchewan,47,1.387
2017,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.844
2017,Territorial Inventory Total,Yukon,60,0.564
2017,Oil and Gas,Yukon,60,0.0
2017,Transport,Yukon,60,0.35
2017,Heavy Industry,Yukon,60,0.092
2017,Buildings,Yukon,60,0.033
2017,Agriculture,Yukon,60,0.005
2017,Waste,Yukon,60,0.034
2017,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.025
2018,Provincial Inventory Total,Alberta,48,282.886
2018,Oil and Gas,Alberta,48,155.628
2018,Transport,Alberta,48,27.871
2018,Heavy Industry,Alberta,48,17.936
2018,Buildings,Alberta,48,21.665
2018,Agriculture,Alberta,48,20.04
2018,Waste,Alberta,48,4.567
2018,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.073
2018,Provincial Inventory Total,British Columbia,59,64.503
2018,Oil and Gas,British Columbia,59,14.673
2018,Transport,British Columbia,59,22.527
2018,Heavy Industry,British Columbia,59,6.854
2018,Buildings,British Columbia,59,8.348
2018,Agriculture,British Columbia,59,3.262
2018,Waste,British Columbia,59,2.344
2018,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.924
2018,Oil and Gas,Canada,,223.113
2018,Transport,Canada,,168.946
2018,Heavy Industry,Canada,,79.656
2018,Buildings,Canada,,91.853
2018,Agriculture,Canada,,69.046
2018,Waste,Canada,,23.32
2018,"Light Manufacturing, Construction and Forest Resources",Canada,,25.255
2018,Provincial Inventory Total,Manitoba,46,22.448
2018,Oil and Gas,Manitoba,46,1.019
2018,Transport,Manitoba,46,6.873
2018,Heavy Industry,Manitoba,46,1.426
2018,Buildings,Manitoba,46,3.137
2018,Agriculture,Manitoba,46,7.486
2018,Waste,Manitoba,46,1.392
2018,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.072
2018,Provincial Inventory Total,New Brunswick,13,13.404
2018,Oil and Gas,New Brunswick,13,2.664
2018,Transport,New Brunswick,13,3.585
2018,Heavy Industry,New Brunswick,13,0.825
2018,Buildings,New Brunswick,13,1.104
2018,Agriculture,New Brunswick,13,0.471
2018,Waste,New Brunswick,13,0.531
2018,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.415
2018,Provincial Inventory Total,Newfoundland and Labrador,10,10.683
2018,Oil and Gas,Newfoundland and Labrador,10,2.745
2018,Transport,Newfoundland and Labrador,10,3.651
2018,Heavy Industry,Newfoundland and Labrador,10,0.914
2018,Buildings,Newfoundland and Labrador,10,0.883
2018,Agriculture,Newfoundland and Labrador,10,0.096
2018,Waste,Newfoundland and Labrador,10,0.607
2018,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.657
2018,Territorial Inventory Total,Northwest Territories,61,1.427
2018,Oil and Gas,Northwest Territories,61,0.018
2018,Transport,Northwest Territories,61,0.753
2018,Heavy Industry,Northwest Territories,61,0.399
2018,Buildings,Northwest Territories,61,0.128
2018,Waste,Northwest Territories,61,0.038
2018,Provincial Inventory Total,Nova Scotia,12,16.543
2018,Oil and Gas,Nova Scotia,12,0.204
2018,Transport,Nova Scotia,12,5.172
2018,Heavy Industry,Nova Scotia,12,0.477
2018,Buildings,Nova Scotia,12,2.087
2018,Agriculture,Nova Scotia,12,0.421
2018,Waste,Nova Scotia,12,0.528
2018,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.462
2018,Territorial Inventory Total,Nunavut,62,0.737
2018,Transport,Nunavut,62,0.382
2018,Heavy Industry,Nunavut,62,0.139
2018,Buildings,Nunavut,62,0.014
2018,Waste,Nunavut,62,0.035
2018,Provincial Inventory Total,Ontario,35,163.63
2018,Oil and Gas,Ontario,35,7.13
2018,Transport,Ontario,35,55.101
2018,Heavy Industry,Ontario,35,29.376
2018,Buildings,Ontario,35,40.076
2018,Agriculture,Ontario,35,11.368
2018,Waste,Ontario,35,7.069
2018,"Light Manufacturing, Construction and Forest Resources",Ontario,35,10.039
2018,Provincial Inventory Total,Prince Edward Island,11,1.59
2018,Oil and Gas,Prince Edward Island,11,0.0
2018,Transport,Prince Edward Island,11,0.738
2018,Heavy Industry,Prince Edward Island,11,0.012
2018,Buildings,Prince Edward Island,11,0.313
2018,Agriculture,Prince Edward Island,11,0.347
2018,Waste,Prince Edward Island,11,0.075
2018,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.103
2018,Provincial Inventory Total,Quebec,24,79.946
2018,Oil and Gas,Quebec,24,2.418
2018,Transport,Quebec,24,31.911
2018,Heavy Industry,Quebec,24,17.069
2018,Buildings,Quebec,24,9.966
2018,Agriculture,Quebec,24,8.926
2018,Waste,Quebec,24,4.72
2018,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.635
2018,Provincial Inventory Total,Saskatchewan,47,88.609
2018,Oil and Gas,Saskatchewan,47,36.614
2018,Transport,Saskatchewan,47,10.002
2018,Heavy Industry,Saskatchewan,47,4.109
2018,Buildings,Saskatchewan,47,4.09
2018,Agriculture,Saskatchewan,47,16.621
2018,Waste,Saskatchewan,47,1.381
2018,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.823
2018,Territorial Inventory Total,Yukon,60,0.644
2018,Oil and Gas,Yukon,60,0.0
2018,Transport,Yukon,60,0.38
2018,Heavy Industry,Yukon,60,0.121
2018,Buildings,Yukon,60,0.041
2018,Agriculture,Yukon,60,0.008
2018,Waste,Yukon,60,0.034
2018,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.025
2019,Provincial Inventory Total,Alberta,48,284.6
2019,Oil and Gas,Alberta,48,156.081
2019,Transport,Alberta,48,28.037
2019,Heavy Industry,Alberta,48,18.396
2019,Buildings,Alberta,48,21.806
2019,Agriculture,Alberta,48,20.418
2019,Waste,Alberta,48,4.539
2019,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.366
2019,Provincial Inventory Total,British Columbia,59,63.289
2019,Oil and Gas,British Columbia,59,13.948
2019,Transport,British Columbia,59,22.373
2019,Heavy Industry,British Columbia,59,6.479
2019,Buildings,British Columbia,59,8.719
2019,Agriculture,British Columbia,59,3.168
2019,Waste,British Columbia,59,2.321
2019,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.407
2019,Oil and Gas,Canada,,222.353
2019,Transport,Canada,,168.952
2019,Heavy Industry,Canada,,79.339
2019,Buildings,Canada,,93.77
2019,Agriculture,Canada,,69.307
2019,Waste,Canada,,23.402
2019,"Light Manufacturing, Construction and Forest Resources",Canada,,25.108
2019,Provincial Inventory Total,Manitoba,46,22.218
2019,Oil and Gas,Manitoba,46,1.029
2019,Transport,Manitoba,46,6.756
2019,Heavy Industry,Manitoba,46,1.298
2019,Buildings,Manitoba,46,3.14
2019,Agriculture,Manitoba,46,7.433
2019,Waste,Manitoba,46,1.395
2019,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.125
2019,Provincial Inventory Total,New Brunswick,13,13.105
2019,Oil and Gas,New Brunswick,13,3.105
2019,Transport,New Brunswick,13,3.475
2019,Heavy Industry,New Brunswick,13,0.672
2019,Buildings,New Brunswick,13,1.047
2019,Agriculture,New Brunswick,13,0.464
2019,Waste,New Brunswick,13,0.563
2019,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.4
2019,Provincial Inventory Total,Newfoundland and Labrador,10,10.845
2019,Oil and Gas,Newfoundland and Labrador,10,2.779
2019,Transport,Newfoundland and Labrador,10,3.624
2019,Heavy Industry,Newfoundland and Labrador,10,1.129
2019,Buildings,Newfoundland and Labrador,10,0.9
2019,Agriculture,Newfoundland and Labrador,10,0.099
2019,Waste,Newfoundland and Labrador,10,0.601
2019,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.572
2019,Territorial Inventory Total,Northwest Territories,61,1.421
2019,Oil and Gas,Northwest Territories,61,0.073
2019,Transport,Northwest Territories,61,0.703
2019,Heavy Industry,Northwest Territories,61,0.39
2019,Buildings,Northwest Territories,61,0.132
2019,Waste,Northwest Territories,61,0.039
2019,Provincial Inventory Total,Nova Scotia,12,15.783
2019,Oil and Gas,Nova Scotia,12,0.005
2019,Transport,Nova Scotia,12,5.018
2019,Heavy Industry,Nova Scotia,12,0.421
2019,Buildings,Nova Scotia,12,2.094
2019,Agriculture,Nova Scotia,12,0.402
2019,Waste,Nova Scotia,12,0.552
2019,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.42
2019,Territorial Inventory Total,Nunavut,62,0.733
2019,Transport,Nunavut,62,0.393
2019,Heavy Industry,Nunavut,62,0.124
2019,Buildings,Nunavut,62,0.014
2019,Waste,Nunavut,62,0.036
2019,Provincial Inventory Total,Ontario,35,164.944
2019,Oil and Gas,Ontario,35,7.656
2019,Transport,Ontario,35,55.558
2019,Heavy Industry,Ontario,35,28.602
2019,Buildings,Ontario,35,41.091
2019,Agriculture,Ontario,35,11.687
2019,Waste,Ontario,35,7.177
2019,"Light Manufacturing, Construction and Forest Resources",Ontario,35,9.791
2019,Provincial Inventory Total,Prince Edward Island,11,1.633
2019,Oil and Gas,Prince Edward Island,11,0.0
2019,Transport,Prince Edward Island,11,0.732
2019,Heavy Industry,Prince Edward Island,11,0.011
2019,Buildings,Prince Edward Island,11,0.318
2019,Agriculture,Prince Edward Island,11,0.351
2019,Waste,Prince Edward Island,11,0.093
2019,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.127
2019,Provincial Inventory Total,Quebec,24,81.876
2019,Oil and Gas,Quebec,24,2.748
2019,Transport,Quebec,24,32.095
2019,Heavy Industry,Quebec,24,18.115
2019,Buildings,Quebec,24,10.177
2019,Agriculture,Quebec,24,8.806
2019,Waste,Quebec,24,4.635
2019,"Light Manufacturing, Construction and Forest Resources",Quebec,24,5.023
2019,Provincial Inventory Total,Saskatchewan,47,86.172
2019,Oil and Gas,Saskatchewan,47,34.929
2019,Transport,Saskatchewan,47,9.785
2019,Heavy Industry,Saskatchewan,47,3.575
2019,Buildings,Saskatchewan,47,4.292
2019,Agriculture,Saskatchewan,47,16.473
2019,Waste,Saskatchewan,47,1.415
2019,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.822
2019,Territorial Inventory Total,Yukon,60,0.689
2019,Oil and Gas,Yukon,60,0.0
2019,Transport,Yukon,60,0.404
2019,Heavy Industry,Yukon,60,0.126
2019,Buildings,Yukon,60,0.039
2019,Agriculture,Yukon,60,0.007
2019,Waste,Yukon,60,0.035
2019,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.027
2020,Provincial Inventory Total,Alberta,48,266.044
2020,Oil and Gas,Alberta,48,148.55
2020,Transport,Alberta,48,22.612
2020,Heavy Industry,Alberta,48,18.349
2020,Buildings,Alberta,48,20.93
2020,Agriculture,Alberta,48,20.398
2020,Waste,Alberta,48,4.599
2020,"Light Manufacturing, Construction and Forest Resources",Alberta,48,2.891
2020,Provincial Inventory Total,British Columbia,59,59.086
2020,Oil and Gas,British Columbia,59,13.864
2020,Transport,British Columbia,59,20.135
2020,Heavy Industry,British Columbia,59,5.605
2020,Buildings,British Columbia,59,8.813
2020,Agriculture,British Columbia,59,3.149
2020,Waste,British Columbia,59,1.902
2020,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.257
2020,Oil and Gas,Canada,,204.447
2020,Transport,Canada,,142.059
2020,Heavy Industry,Canada,,75.433
2020,Buildings,Canada,,88.156
2020,Agriculture,Canada,,70.115
2020,Waste,Canada,,22.877
2020,"Light Manufacturing, Construction and Forest Resources",Canada,,22.359
2020,Provincial Inventory Total,Manitoba,46,21.152
2020,Oil and Gas,Manitoba,46,0.872
2020,Transport,Manitoba,46,5.892
2020,Heavy Industry,Manitoba,46,1.313
2020,Buildings,Manitoba,46,3.001
2020,Agriculture,Manitoba,46,7.726
2020,Waste,Manitoba,46,1.203
2020,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.101
2020,Provincial Inventory Total,New Brunswick,13,11.112
2020,Oil and Gas,New Brunswick,13,2.783
2020,Transport,New Brunswick,13,3.124
2020,Heavy Industry,New Brunswick,13,0.586
2020,Buildings,New Brunswick,13,0.971
2020,Agriculture,New Brunswick,13,0.455
2020,Waste,New Brunswick,13,0.59
2020,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.354
2020,Provincial Inventory Total,Newfoundland and Labrador,10,8.604
2020,Oil and Gas,Newfoundland and Labrador,10,1.738
2020,Transport,Newfoundland and Labrador,10,3.094
2020,Heavy Industry,Newfoundland and Labrador,10,0.962
2020,Buildings,Newfoundland and Labrador,10,0.811
2020,Agriculture,Newfoundland and Labrador,10,0.096
2020,Waste,Newfoundland and Labrador,10,0.605
2020,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.344
2020,Territorial Inventory Total,Northwest Territories,61,1.217
2020,Oil and Gas,Northwest Territories,61,0.056
2020,Transport,Northwest Territories,61,0.533
2020,Heavy Industry,Northwest Territories,61,0.367
2020,Buildings,Northwest Territories,61,0.128
2020,Waste,Northwest Territories,61,0.04
2020,Provincial Inventory Total,Nova Scotia,12,14.393
2020,Oil and Gas,Nova Scotia,12,0.006
2020,Transport,Nova Scotia,12,4.255
2020,Heavy Industry,Nova Scotia,12,0.382
2020,Buildings,Nova Scotia,12,1.995
2020,Agriculture,Nova Scotia,12,0.404
2020,Waste,Nova Scotia,12,0.571
2020,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.356
2020,Territorial Inventory Total,Nunavut,62,0.634
2020,Transport,Nunavut,62,0.305
2020,Heavy Industry,Nunavut,62,0.124
2020,Buildings,Nunavut,62,0.014
2020,Waste,Nunavut,62,0.038
2020,Provincial Inventory Total,Ontario,35,148.751
2020,Oil and Gas,Ontario,35,7.147
2020,Transport,Ontario,35,45.238
2020,Heavy Industry,Ontario,35,26.56
2020,Buildings,Ontario,35,38.069
2020,Agriculture,Ontario,35,12.06
2020,Waste,Ontario,35,7.253
2020,"Light Manufacturing, Construction and Forest Resources",Ontario,35,8.604
2020,Provincial Inventory Total,Prince Edward Island,11,1.585
2020,Oil and Gas,Prince Edward Island,11,0.0
2020,Transport,Prince Edward Island,11,0.621
2020,Heavy Industry,Prince Edward Island,11,0.015
2020,Buildings,Prince Edward Island,11,0.31
2020,Agriculture,Prince Edward Island,11,0.361
2020,Waste,Prince Edward Island,11,0.089
2020,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.188
2020,Provincial Inventory Total,Quebec,24,74.524
2020,Oil and Gas,Quebec,24,2.545
2020,Transport,Quebec,24,27.126
2020,Heavy Industry,Quebec,24,17.429
2020,Buildings,Quebec,24,9.138
2020,Agriculture,Quebec,24,8.821
2020,Waste,Quebec,24,4.532
2020,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.57
2020,Provincial Inventory Total,Saskatchewan,47,74.589
2020,Oil and Gas,Saskatchewan,47,26.886
2020,Transport,Saskatchewan,47,8.796
2020,Heavy Industry,Saskatchewan,47,3.638
2020,Buildings,Saskatchewan,47,3.934
2020,Agriculture,Saskatchewan,47,16.64
2020,Waste,Saskatchewan,47,1.418
2020,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.637
2020,Territorial Inventory Total,Yukon,60,0.593
2020,Oil and Gas,Yukon,60,0.0
2020,Transport,Yukon,60,0.327
2020,Heavy Industry,Yukon,60,0.104
2020,Buildings,Yukon,60,0.041
2020,Agriculture,Yukon,60,0.006
2020,Waste,Yukon,60,0.036
2020,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.024
2021,Provincial Inventory Total,Alberta,48,268.489
2021,Oil and Gas,Alberta,48,156.087
2021,Transport,Alberta,48,23.049
2021,Heavy Industry,Alberta,48,18.029
2021,Buildings,Alberta,48,20.315
2021,Agriculture,Alberta,48,20.406
2021,Waste,Alberta,48,4.599
2021,"Light Manufacturing, Construction and Forest Resources",Alberta,48,2.9
2021,Provincial Inventory Total,British Columbia,59,60.588
2021,Oil and Gas,British Columbia,59,13.264
2021,Transport,British Columbia,59,21.508
2021,Heavy Industry,British Columbia,59,5.495
2021,Buildings,British Columbia,59,9.003
2021,Agriculture,British Columbia,59,3.119
2021,Waste,British Columbia,59,1.798
2021,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.402
2021,Oil and Gas,Canada,,211.073
2021,Transport,Canada,,148.608
2021,Heavy Industry,Canada,,78.12
2021,Buildings,Canada,,84.796
2021,Agriculture,Canada,,69.33
2021,Waste,Canada,,22.899
2021,"Light Manufacturing, Construction and Forest Resources",Canada,,23.147
2021,Provincial Inventory Total,Manitoba,46,20.68
2021,Oil and Gas,Manitoba,46,0.976
2021,Transport,Manitoba,46,6.083
2021,Heavy Industry,Manitoba,46,1.234
2021,Buildings,Manitoba,46,2.846
2021,Agriculture,Manitoba,46,7.275
2021,Waste,Manitoba,46,1.206
2021,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.001
2021,Provincial Inventory Total,New Brunswick,13,11.815
2021,Oil and Gas,New Brunswick,13,2.757
2021,Transport,New Brunswick,13,3.087
2021,Heavy Industry,New Brunswick,13,0.633
2021,Buildings,New Brunswick,13,0.879
2021,Agriculture,New Brunswick,13,0.476
2021,Waste,New Brunswick,13,0.645
2021,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.422
2021,Provincial Inventory Total,Newfoundland and Labrador,10,7.981
2021,Oil and Gas,Newfoundland and Labrador,10,1.394
2021,Transport,Newfoundland and Labrador,10,3.084
2021,Heavy Industry,Newfoundland and Labrador,10,1.16
2021,Buildings,Newfoundland and Labrador,10,0.687
2021,Agriculture,Newfoundland and Labrador,10,0.092
2021,Waste,Newfoundland and Labrador,10,0.576
2021,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.339
2021,Territorial Inventory Total,Northwest Territories,61,1.283
2021,Oil and Gas,Northwest Territories,61,0.063
2021,Transport,Northwest Territories,61,0.589
2021,Heavy Industry,Northwest Territories,61,0.373
2021,Buildings,Northwest Territories,61,0.13
2021,Waste,Northwest Territories,61,0.041
2021,Provincial Inventory Total,Nova Scotia,12,14.245
2021,Oil and Gas,Nova Scotia,12,0.006
2021,Transport,Nova Scotia,12,4.469
2021,Heavy Industry,Nova Scotia,12,0.36
2021,Buildings,Nova Scotia,12,1.887
2021,Agriculture,Nova Scotia,12,0.401
2021,Waste,Nova Scotia,12,0.584
2021,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.439
2021,Territorial Inventory Total,Nunavut,62,0.699
2021,Transport,Nunavut,62,0.359
2021,Heavy Industry,Nunavut,62,0.127
2021,Buildings,Nunavut,62,0.014
2021,Waste,Nunavut,62,0.039
2021,Provincial Inventory Total,Ontario,35,151.58
2021,Oil and Gas,Ontario,35,7.561
2021,Transport,Ontario,35,47.098
2021,Heavy Industry,Ontario,35,28.714
2021,Buildings,Ontario,35,35.461
2021,Agriculture,Ontario,35,12.15
2021,Waste,Ontario,35,7.374
2021,"Light Manufacturing, Construction and Forest Resources",Ontario,35,8.728
