Year,Persons in low income,Geography,GeoCode,Value
2019,All persons,New Brunswick,13,15.3
2019,Persons under 18 years,New Brunswick,,18.1
2019,Persons 18 to 64 years,New Brunswick,,12.7
2019,Persons 65 years and over,New Brunswick,,20.7
2019,Males,New Brunswick,,13.5
2019,"Males, under 18 years",New Brunswick,,16.7
2019,"Males, 18 to 64 years",New Brunswick,,12.0
2019,"Males, 65 years and over",New Brunswick,,14.9
2019,Females,New Brunswick,,17.2
2019,"Females, under 18 years",New Brunswick,,19.5
2019,"Females, 18 to 64 years",New Brunswick,,13.3
2019,"Females, 65 years and over",New Brunswick,,25.9
2019,All persons,Quebec,24,13.4
2019,Persons under 18 years,Quebec,,8.3
2019,Persons 18 to 64 years,Quebec,,12.0
2019,Persons 65 years and over,Quebec,,23.2
2019,Males,Quebec,,12.9
2019,"Males, under 18 years",Quebec,,10.2
2019,"Males, 18 to 64 years",Quebec,,12.3
2019,"Males, 65 years and over",Quebec,,18.3
2019,Females,Quebec,,13.9
2019,"Females, under 18 years",Quebec,,6.5
2019,"Females, 18 to 64 years",Quebec,,11.7
2019,"Females, 65 years and over",Quebec,,27.5
2019,All persons,Ontario,35,12.2
2019,Persons under 18 years,Ontario,,13.4
2019,Persons 18 to 64 years,Ontario,,11.4
2019,Persons 65 years and over,Ontario,,13.8
2019,Males,Ontario,,11.0
2019,"Males, under 18 years",Ontario,,12.2
2019,"Males, 18 to 64 years",Ontario,,10.4
2019,"Males, 65 years and over",Ontario,,11.7
2019,Females,Ontario,,13.4
2019,"Females, under 18 years",Ontario,,14.6
2019,"Females, 18 to 64 years",Ontario,,12.5
2019,"Females, 65 years and over",Ontario,,15.6
2019,All persons,Prairie provinces,,9.4
2019,Persons under 18 years,Prairie provinces,,10.2
2019,Persons 18 to 64 years,Prairie provinces,,9.3
2019,Persons 65 years and over,Prairie provinces,,8.4
2019,Males,Prairie provinces,,9.3
2019,"Males, under 18 years",Prairie provinces,,10.2
2019,"Males, 18 to 64 years",Prairie provinces,,9.2
2019,"Males, 65 years and over",Prairie provinces,,8.2
2019,Females,Prairie provinces,,9.4
2019,"Females, under 18 years",Prairie provinces,,10.2
2019,"Females, 18 to 64 years",Prairie provinces,,9.4
2019,"Females, 65 years and over",Prairie provinces,,8.5
2019,All persons,Manitoba,46,15.1
2019,Persons under 18 years,Manitoba,,19.0
2019,Persons 18 to 64 years,Manitoba,,13.5
2019,Persons 65 years and over,Manitoba,,16.1
2019,Males,Manitoba,,14.8
2019,"Males, under 18 years",Manitoba,,19.8
2019,"Males, 18 to 64 years",Manitoba,,13.1
2019,"Males, 65 years and over",Manitoba,,14.1
2019,Females,Manitoba,,15.4
2019,"Females, under 18 years",Manitoba,,18.1
2019,"Females, 18 to 64 years",Manitoba,,13.9
2019,"Females, 65 years and over",Manitoba,,17.9
2019,All persons,Saskatchewan,47,13.1
2019,Persons under 18 years,Saskatchewan,,12.8
2019,Persons 18 to 64 years,Saskatchewan,,12.8
2019,Persons 65 years and over,Saskatchewan,,14.8
2019,Males,Saskatchewan,,13.5
2019,"Males, under 18 years",Saskatchewan,,13.7
2019,"Males, 18 to 64 years",Saskatchewan,,13.1
2019,"Males, 65 years and over",Saskatchewan,,14.6
2019,Females,Saskatchewan,,12.7
2019,"Females, under 18 years",Saskatchewan,,11.8
2019,"Females, 18 to 64 years",Saskatchewan,,12.4
2019,"Females, 65 years and over",Saskatchewan,,15.1
2019,All persons,Alberta,48,6.7
2019,Persons under 18 years,Alberta,,6.9
2019,Persons 18 to 64 years,Alberta,,7.2
2019,Persons 65 years and over,Alberta,,3.6
2019,Males,Alberta,,6.6
2019,"Males, under 18 years",Alberta,,6.3
2019,"Males, 18 to 64 years",Alberta,,7.1
2019,"Males, 65 years and over",Alberta,,4.2
2019,Females,Alberta,,6.8
2019,"Females, under 18 years",Alberta,,7.5
2019,"Females, 18 to 64 years",Alberta,,7.3
2019,"Females, 65 years and over",Alberta,,3.0
2019,All persons,British Columbia,59,11.5
2019,Persons under 18 years,British Columbia,,7.5
2019,Persons 18 to 64 years,British Columbia,,12.4
2019,Persons 65 years and over,British Columbia,,12.0
2019,Males,British Columbia,,10.5
2019,"Males, under 18 years",British Columbia,,7.2
2019,"Males, 18 to 64 years",British Columbia,,11.6
2019,"Males, 65 years and over",British Columbia,,9.7
2019,Females,British Columbia,,12.4
2019,"Females, under 18 years",British Columbia,,7.7
2019,"Females, 18 to 64 years",British Columbia,,13.1
2019,"Females, 65 years and over",British Columbia,,14.0
2019,All persons,"Québec, Quebec",,10.5
2019,Persons under 18 years,"Québec, Quebec",,
2019,Persons 18 to 64 years,"Québec, Quebec",,9.4
2019,Persons 65 years and over,"Québec, Quebec",,22.7
2019,Males,"Québec, Quebec",,8.6
2019,"Males, under 18 years","Québec, Quebec",,
2019,"Males, 18 to 64 years","Québec, Quebec",,8.5
2019,"Males, 65 years and over","Québec, Quebec",,14.7
2019,Females,"Québec, Quebec",,12.2
2019,"Females, under 18 years","Québec, Quebec",,
2019,"Females, 18 to 64 years","Québec, Quebec",,10.3
2019,"Females, 65 years and over","Québec, Quebec",,30.3
2019,All persons,"Montréal, Quebec",,14.5
2019,Persons under 18 years,"Montréal, Quebec",,11.6
2019,Persons 18 to 64 years,"Montréal, Quebec",,13.1
2019,Persons 65 years and over,"Montréal, Quebec",,22.8
2019,Males,"Montréal, Quebec",,14.3
2019,"Males, under 18 years","Montréal, Quebec",,14.0
2019,"Males, 18 to 64 years","Montréal, Quebec",,13.7
2019,"Males, 65 years and over","Montréal, Quebec",,17.5
2019,Females,"Montréal, Quebec",,14.6
2019,"Females, under 18 years","Montréal, Quebec",,9.0
2019,"Females, 18 to 64 years","Montréal, Quebec",,12.5
2019,"Females, 65 years and over","Montréal, Quebec",,26.9
2019,All persons,"Ottawa-Gatineau, Ontario/Quebec",,8.4
2019,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,7.5
2019,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,7.9
2019,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,11.4
2019,Males,"Ottawa-Gatineau, Ontario/Quebec",,8.2
2019,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,8.6
2019,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.1
2019,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,8.1
2019,Females,"Ottawa-Gatineau, Ontario/Quebec",,8.5
2019,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,
2019,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,7.6
2019,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,14.2
2019,All persons,"Toronto, Ontario",,12.8
2019,Persons under 18 years,"Toronto, Ontario",,16.0
2019,Persons 18 to 64 years,"Toronto, Ontario",,10.8
2019,Persons 65 years and over,"Toronto, Ontario",,17.6
2019,Males,"Toronto, Ontario",,11.5
2019,"Males, under 18 years","Toronto, Ontario",,14.2
2019,"Males, 18 to 64 years","Toronto, Ontario",,9.6
2019,"Males, 65 years and over","Toronto, Ontario",,17.3
2019,Females,"Toronto, Ontario",,14.0
2019,"Females, under 18 years","Toronto, Ontario",,17.7
2019,"Females, 18 to 64 years","Toronto, Ontario",,12.1
2019,"Females, 65 years and over","Toronto, Ontario",,17.9
2019,All persons,"Winnipeg, Manitoba",,14.9
2019,Persons under 18 years,"Winnipeg, Manitoba",,19.8
2019,Persons 18 to 64 years,"Winnipeg, Manitoba",,13.2
2019,Persons 65 years and over,"Winnipeg, Manitoba",,15.4
2019,Males,"Winnipeg, Manitoba",,14.5
2019,"Males, under 18 years","Winnipeg, Manitoba",,20.9
2019,"Males, 18 to 64 years","Winnipeg, Manitoba",,12.6
2019,"Males, 65 years and over","Winnipeg, Manitoba",,14.2
2019,Females,"Winnipeg, Manitoba",,15.2
2019,"Females, under 18 years","Winnipeg, Manitoba",,18.6
2019,"Females, 18 to 64 years","Winnipeg, Manitoba",,13.9
2019,"Females, 65 years and over","Winnipeg, Manitoba",,16.5
2019,All persons,"Calgary, Alberta",,4.5
2019,Persons under 18 years,"Calgary, Alberta",,5.2
2019,Persons 18 to 64 years,"Calgary, Alberta",,4.8
2019,Persons 65 years and over,"Calgary, Alberta",,
2019,Males,"Calgary, Alberta",,3.9
2019,"Males, under 18 years","Calgary, Alberta",,
2019,"Males, 18 to 64 years","Calgary, Alberta",,4.1
2019,"Males, 65 years and over","Calgary, Alberta",,
2019,Females,"Calgary, Alberta",,5.1
2019,"Females, under 18 years","Calgary, Alberta",,
2019,"Females, 18 to 64 years","Calgary, Alberta",,5.5
2019,"Females, 65 years and over","Calgary, Alberta",,
2019,All persons,"Edmonton, Alberta",,7.3
2019,Persons under 18 years,"Edmonton, Alberta",,
2019,Persons 18 to 64 years,"Edmonton, Alberta",,8.0
2019,Persons 65 years and over,"Edmonton, Alberta",,
2019,Males,"Edmonton, Alberta",,7.5
2019,"Males, under 18 years","Edmonton, Alberta",,
2019,"Males, 18 to 64 years","Edmonton, Alberta",,8.2
2019,"Males, 65 years and over","Edmonton, Alberta",,
2019,Females,"Edmonton, Alberta",,7.1
2019,"Females, under 18 years","Edmonton, Alberta",,
2019,"Females, 18 to 64 years","Edmonton, Alberta",,7.8
2019,"Females, 65 years and over","Edmonton, Alberta",,
2019,All persons,"Vancouver, British Columbia",,10.3
2019,Persons under 18 years,"Vancouver, British Columbia",,
2019,Persons 18 to 64 years,"Vancouver, British Columbia",,12.2
2019,Persons 65 years and over,"Vancouver, British Columbia",,9.2
2019,Males,"Vancouver, British Columbia",,9.8
2019,"Males, under 18 years","Vancouver, British Columbia",,
2019,"Males, 18 to 64 years","Vancouver, British Columbia",,12.0
2019,"Males, 65 years and over","Vancouver, British Columbia",,7.1
2019,Females,"Vancouver, British Columbia",,10.9
2019,"Females, under 18 years","Vancouver, British Columbia",,
2019,"Females, 18 to 64 years","Vancouver, British Columbia",,12.5
2019,"Females, 65 years and over","Vancouver, British Columbia",,11.0
2020,Persons under 18 years,Canada,,7.5
2020,Persons 18 to 64 years,Canada,,8.3
2020,Persons 65 years and over,Canada,,14.5
2020,Males,Canada,,8.5
2020,"Males, under 18 years",Canada,,7.5
2020,"Males, 18 to 64 years",Canada,,8.0
2020,"Males, 65 years and over",Canada,,11.7
2020,Females,Canada,,10.0
2020,"Females, under 18 years",Canada,,7.5
2020,"Females, 18 to 64 years",Canada,,8.5
2020,"Females, 65 years and over",Canada,,17.0
2020,All persons,Atlantic provinces,,12.4
2020,Persons under 18 years,Atlantic provinces,,9.8
2020,Persons 18 to 64 years,Atlantic provinces,,10.2
2020,Persons 65 years and over,Atlantic provinces,,20.6
2020,Males,Atlantic provinces,,10.7
2020,"Males, under 18 years",Atlantic provinces,,9.2
2020,"Males, 18 to 64 years",Atlantic provinces,,9.0
2020,"Males, 65 years and over",Atlantic provinces,,16.9
2020,Females,Atlantic provinces,,14.1
2020,"Females, under 18 years",Atlantic provinces,,10.5
2020,"Females, 18 to 64 years",Atlantic provinces,,11.4
2020,"Females, 65 years and over",Atlantic provinces,,23.8
2020,All persons,Newfoundland and Labrador,10,11.9
2020,Persons under 18 years,Newfoundland and Labrador,,8.0
2020,Persons 18 to 64 years,Newfoundland and Labrador,,8.8
2020,Persons 65 years and over,Newfoundland and Labrador,,23.1
2020,Males,Newfoundland and Labrador,,10.5
2020,"Males, under 18 years",Newfoundland and Labrador,,7.0
2020,"Males, 18 to 64 years",Newfoundland and Labrador,,8.3
2020,"Males, 65 years and over",Newfoundland and Labrador,,19.4
2020,Females,Newfoundland and Labrador,,13.3
2020,"Females, under 18 years",Newfoundland and Labrador,,9.0
2020,"Females, 18 to 64 years",Newfoundland and Labrador,,9.4
2020,"Females, 65 years and over",Newfoundland and Labrador,,26.6
2020,All persons,Prince Edward Island,11,13.0
2020,Persons under 18 years,Prince Edward Island,,14.6
2020,Persons 18 to 64 years,Prince Edward Island,,10.6
2020,Persons 65 years and over,Prince Edward Island,,18.8
2020,Males,Prince Edward Island,,11.8
2020,"Males, under 18 years",Prince Edward Island,,12.1
2020,"Males, 18 to 64 years",Prince Edward Island,,10.0
2020,"Males, 65 years and over",Prince Edward Island,,17.2
2020,Females,Prince Edward Island,,14.1
2020,"Females, under 18 years",Prince Edward Island,,17.2
2020,"Females, 18 to 64 years",Prince Edward Island,,11.1
2020,"Females, 65 years and over",Prince Edward Island,,20.2
2020,All persons,Nova Scotia,12,12.0
2020,Persons under 18 years,Nova Scotia,,9.9
2020,Persons 18 to 64 years,Nova Scotia,,10.1
2020,Persons 65 years and over,Nova Scotia,,19.4
2020,Males,Nova Scotia,,10.0
2020,"Males, under 18 years",Nova Scotia,,8.6
2020,"Males, 18 to 64 years",Nova Scotia,,8.3
2020,"Males, 65 years and over",Nova Scotia,,16.1
2020,Females,Nova Scotia,,14.0
2020,"Females, under 18 years",Nova Scotia,,11.3
2020,"Females, 18 to 64 years",Nova Scotia,,11.7
2020,"Females, 65 years and over",Nova Scotia,,22.3
2020,All persons,New Brunswick,13,13.1
2020,Persons under 18 years,New Brunswick,,9.9
2020,Persons 18 to 64 years,New Brunswick,,11.3
2020,Persons 65 years and over,New Brunswick,,20.5
2020,Males,New Brunswick,,11.4
2020,"Males, under 18 years",New Brunswick,,10.7
2020,"Males, 18 to 64 years",New Brunswick,,10.0
2020,"Males, 65 years and over",New Brunswick,,16.1
2020,Females,New Brunswick,,14.7
2020,"Females, under 18 years",New Brunswick,,9.0
2020,"Females, 18 to 64 years",New Brunswick,,12.5
2020,"Females, 65 years and over",New Brunswick,,24.5
2020,All persons,Quebec,24,10.1
2020,Persons under 18 years,Quebec,,6.6
2020,Persons 18 to 64 years,Quebec,,8.1
2020,Persons 65 years and over,Quebec,,19.7
2020,Males,Quebec,,8.9
2020,"Males, under 18 years",Quebec,,6.0
2020,"Males, 18 to 64 years",Quebec,,8.0
2020,"Males, 65 years and over",Quebec,,15.2
2020,Females,Quebec,,11.2
2020,"Females, under 18 years",Quebec,,7.3
2020,"Females, 18 to 64 years",Quebec,,8.2
2020,"Females, 65 years and over",Quebec,,23.7
2020,All persons,Ontario,35,9.0
2020,Persons under 18 years,Ontario,,7.9
2020,Persons 18 to 64 years,Ontario,,8.3
2020,Persons 65 years and over,Ontario,,12.9
2020,Males,Ontario,,8.4
2020,"Males, under 18 years",Ontario,,7.9
2020,"Males, 18 to 64 years",Ontario,,7.9
2020,"Males, 65 years and over",Ontario,,11.1
2020,Females,Ontario,,9.6
2020,"Females, under 18 years",Ontario,,8.0
2020,"Females, 18 to 64 years",Ontario,,8.7
2020,"Females, 65 years and over",Ontario,,14.4
2020,All persons,Prairie provinces,,7.9
2020,Persons under 18 years,Prairie provinces,,7.6
2020,Persons 18 to 64 years,Prairie provinces,,7.4
2020,Persons 65 years and over,Prairie provinces,,10.6
2020,Males,Prairie provinces,,7.7
2020,"Males, under 18 years",Prairie provinces,,7.9
2020,"Males, 18 to 64 years",Prairie provinces,,7.4
2020,"Males, 65 years and over",Prairie provinces,,8.5
2020,Females,Prairie provinces,,8.2
2020,"Females, under 18 years",Prairie provinces,,7.3
2020,"Females, 18 to 64 years",Prairie provinces,,7.4
2020,"Females, 65 years and over",Prairie provinces,,12.5
2020,All persons,Manitoba,46,11.4
2020,Persons under 18 years,Manitoba,,12.4
2020,Persons 18 to 64 years,Manitoba,,10.7
2020,Persons 65 years and over,Manitoba,,12.6
2020,Males,Manitoba,,10.9
2020,"Males, under 18 years",Manitoba,,13.8
2020,"Males, 18 to 64 years",Manitoba,,10.4
2020,"Males, 65 years and over",Manitoba,,8.3
2020,Females,Manitoba,,11.9
2020,"Females, under 18 years",Manitoba,,11.0
2020,"Females, 18 to 64 years",Manitoba,,11.0
2020,"Females, 65 years and over",Manitoba,,16.4
2020,All persons,Saskatchewan,47,9.6
2020,Persons under 18 years,Saskatchewan,,8.9
2020,Persons 18 to 64 years,Saskatchewan,,8.3
2020,Persons 65 years and over,Saskatchewan,,15.5
2020,Males,Saskatchewan,,10.0
2020,"Males, under 18 years",Saskatchewan,,11.0
2020,"Males, 18 to 64 years",Saskatchewan,,8.5
2020,"Males, 65 years and over",Saskatchewan,,14.5
2020,Females,Saskatchewan,,9.2
2020,"Females, under 18 years",Saskatchewan,,6.8
2020,"Females, 18 to 64 years",Saskatchewan,,8.1
2020,"Females, 65 years and over",Saskatchewan,,16.3
2020,All persons,Alberta,48,6.4
2020,Persons under 18 years,Alberta,,5.8
2020,Persons 18 to 64 years,Alberta,,6.2
2020,Persons 65 years and over,Alberta,,8.4
2020,Males,Alberta,,6.1
2020,"Males, under 18 years",Alberta,,5.3
2020,"Males, 18 to 64 years",Alberta,,6.2
2020,"Males, 65 years and over",Alberta,,6.7
2020,Females,Alberta,,6.8
2020,"Females, under 18 years",Alberta,,6.4
2020,"Females, 18 to 64 years",Alberta,,6.2
2020,"Females, 65 years and over",Alberta,,10.0
2020,All persons,British Columbia,59,8.9
2020,Persons under 18 years,British Columbia,,6.7
2020,Persons 18 to 64 years,British Columbia,,8.9
2020,Persons 65 years and over,British Columbia,,10.8
2020,Males,British Columbia,,8.5
2020,"Males, under 18 years",British Columbia,,7.7
2020,"Males, 18 to 64 years",British Columbia,,9.0
2020,"Males, 65 years and over",British Columbia,,7.7
2020,Females,British Columbia,,9.2
2020,"Females, under 18 years",British Columbia,,5.6
2020,"Females, 18 to 64 years",British Columbia,,8.8
2020,"Females, 65 years and over",British Columbia,,13.6
2020,All persons,"Québec, Quebec",,6.6
2020,Persons under 18 years,"Québec, Quebec",,
2020,Persons 18 to 64 years,"Québec, Quebec",,5.3
2020,Persons 65 years and over,"Québec, Quebec",,14.5
2020,Males,"Québec, Quebec",,5.7
2020,"Males, under 18 years","Québec, Quebec",,
2020,"Males, 18 to 64 years","Québec, Quebec",,4.8
2020,"Males, 65 years and over","Québec, Quebec",,12.0
2020,Females,"Québec, Quebec",,7.4
2020,"Females, under 18 years","Québec, Quebec",,
2020,"Females, 18 to 64 years","Québec, Quebec",,5.9
2020,"Females, 65 years and over","Québec, Quebec",,16.8
2020,All persons,"Montréal, Quebec",,9.5
2020,Persons under 18 years,"Montréal, Quebec",,7.4
2020,Persons 18 to 64 years,"Montréal, Quebec",,8.1
2020,Persons 65 years and over,"Montréal, Quebec",,17.9
2020,Males,"Montréal, Quebec",,8.1
2020,"Males, under 18 years","Montréal, Quebec",,6.6
2020,"Males, 18 to 64 years","Montréal, Quebec",,7.4
2020,"Males, 65 years and over","Montréal, Quebec",,13.6
2020,Females,"Montréal, Quebec",,10.9
2020,"Females, under 18 years","Montréal, Quebec",,8.3
2020,"Females, 18 to 64 years","Montréal, Quebec",,8.7
2020,"Females, 65 years and over","Montréal, Quebec",,21.3
2020,All persons,"Ottawa-Gatineau, Ontario/Quebec",,6.9
2020,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,3.8
2020,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,6.3
2020,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,13.1
2020,Males,"Ottawa-Gatineau, Ontario/Quebec",,7.0
2020,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,
2020,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,7.0
2020,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,10.7
2020,Females,"Ottawa-Gatineau, Ontario/Quebec",,6.9
2020,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,3.7
2020,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,5.6
2020,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,15.3
2020,All persons,"Toronto, Ontario",,9.9
2020,Persons under 18 years,"Toronto, Ontario",,10.6
2020,Persons 18 to 64 years,"Toronto, Ontario",,9.0
2020,Persons 65 years and over,"Toronto, Ontario",,13.2
2020,Males,"Toronto, Ontario",,9.1
2020,"Males, under 18 years","Toronto, Ontario",,10.0
2020,"Males, 18 to 64 years","Toronto, Ontario",,8.2
2020,"Males, 65 years and over","Toronto, Ontario",,12.4
2020,Females,"Toronto, Ontario",,10.8
2020,"Females, under 18 years","Toronto, Ontario",,11.3
2020,"Females, 18 to 64 years","Toronto, Ontario",,9.8
2020,"Females, 65 years and over","Toronto, Ontario",,13.9
2020,All persons,"Winnipeg, Manitoba",,10.4
2020,Persons under 18 years,"Winnipeg, Manitoba",,11.0
2020,Persons 18 to 64 years,"Winnipeg, Manitoba",,9.9
2020,Persons 65 years and over,"Winnipeg, Manitoba",,11.3
2020,Males,"Winnipeg, Manitoba",,10.4
2020,"Males, under 18 years","Winnipeg, Manitoba",,12.6
2020,"Males, 18 to 64 years","Winnipeg, Manitoba",,10.4
2020,"Males, 65 years and over","Winnipeg, Manitoba",,7.3
2020,Females,"Winnipeg, Manitoba",,10.4
2020,"Females, under 18 years","Winnipeg, Manitoba",,9.3
2020,"Females, 18 to 64 years","Winnipeg, Manitoba",,9.5
2020,"Females, 65 years and over","Winnipeg, Manitoba",,14.9
2020,All persons,"Calgary, Alberta",,6.5
2020,Persons under 18 years,"Calgary, Alberta",,7.3
2020,Persons 18 to 64 years,"Calgary, Alberta",,6.3
2020,Persons 65 years and over,"Calgary, Alberta",,6.4
2020,Males,"Calgary, Alberta",,5.9
2020,"Males, under 18 years","Calgary, Alberta",,
2020,"Males, 18 to 64 years","Calgary, Alberta",,6.3
2020,"Males, 65 years and over","Calgary, Alberta",,
2020,Females,"Calgary, Alberta",,7.1
2020,"Females, under 18 years","Calgary, Alberta",,8.8
2020,"Females, 18 to 64 years","Calgary, Alberta",,6.2
2020,"Females, 65 years and over","Calgary, Alberta",,9.0
2020,All persons,"Edmonton, Alberta",,6.1
2020,Persons under 18 years,"Edmonton, Alberta",,5.6
2020,Persons 18 to 64 years,"Edmonton, Alberta",,6.1
2020,Persons 65 years and over,"Edmonton, Alberta",,6.9
2020,Males,"Edmonton, Alberta",,6.0
2020,"Males, under 18 years","Edmonton, Alberta",,5.8
2020,"Males, 18 to 64 years","Edmonton, Alberta",,5.9
2020,"Males, 65 years and over","Edmonton, Alberta",,
2020,Females,"Edmonton, Alberta",,6.3
2020,"Females, under 18 years","Edmonton, Alberta",,
2020,"Females, 18 to 64 years","Edmonton, Alberta",,6.4
2020,"Females, 65 years and over","Edmonton, Alberta",,7.2
2020,All persons,"Vancouver, British Columbia",,9.1
2020,Persons under 18 years,"Vancouver, British Columbia",,5.8
2020,Persons 18 to 64 years,"Vancouver, British Columbia",,9.6
2020,Persons 65 years and over,"Vancouver, British Columbia",,10.0
2020,Males,"Vancouver, British Columbia",,8.6
2020,"Males, under 18 years","Vancouver, British Columbia",,6.1
2020,"Males, 18 to 64 years","Vancouver, British Columbia",,9.8
2020,"Males, 65 years and over","Vancouver, British Columbia",,5.9
2020,Females,"Vancouver, British Columbia",,9.5
2020,"Females, under 18 years","Vancouver, British Columbia",,5.5
2020,"Females, 18 to 64 years","Vancouver, British Columbia",,9.4
2020,"Females, 65 years and over","Vancouver, British Columbia",,13.7
2021,Persons under 18 years,Canada,,9.4
2021,Persons 18 to 64 years,Canada,,9.0
2021,Persons 65 years and over,Canada,,17.1
2021,Males,Canada,,9.7
2021,"Males, under 18 years",Canada,,9.2
2021,"Males, 18 to 64 years",Canada,,8.6
2021,"Males, 65 years and over",Canada,,14.5
2021,Females,Canada,,11.4
2021,"Females, under 18 years",Canada,,9.7
2021,"Females, 18 to 64 years",Canada,,9.4
2021,"Females, 65 years and over",Canada,,19.4
2021,All persons,Atlantic provinces,,12.8
2021,Persons under 18 years,Atlantic provinces,,9.7
2021,Persons 18 to 64 years,Atlantic provinces,,10.0
2021,Persons 65 years and over,Atlantic provinces,,23.0
2021,Males,Atlantic provinces,,11.0
2021,"Males, under 18 years",Atlantic provinces,,8.7
2021,"Males, 18 to 64 years",Atlantic provinces,,8.7
2021,"Males, 65 years and over",Atlantic provinces,,19.6
2021,Females,Atlantic provinces,,14.6
2021,"Females, under 18 years",Atlantic provinces,,10.7
2021,"Females, 18 to 64 years",Atlantic provinces,,11.2
2021,"Females, 65 years and over",Atlantic provinces,,26.0
2021,All persons,Newfoundland and Labrador,10,14.3
2021,Persons under 18 years,Newfoundland and Labrador,,11.8
2021,Persons 18 to 64 years,Newfoundland and Labrador,,10.6
2021,Persons 65 years and over,Newfoundland and Labrador,,25.7
2021,Males,Newfoundland and Labrador,,11.7
2021,"Males, under 18 years",Newfoundland and Labrador,,9.0
2021,"Males, 18 to 64 years",Newfoundland and Labrador,,8.4
2021,"Males, 65 years and over",Newfoundland and Labrador,,22.9
2021,Females,Newfoundland and Labrador,,16.8
2021,"Females, under 18 years",Newfoundland and Labrador,,14.7
2021,"Females, 18 to 64 years",Newfoundland and Labrador,,12.7
2021,"Females, 65 years and over",Newfoundland and Labrador,,28.3
2021,All persons,Prince Edward Island,11,12.2
2021,Persons under 18 years,Prince Edward Island,,8.6
2021,Persons 18 to 64 years,Prince Edward Island,,10.1
2021,Persons 65 years and over,Prince Edward Island,,22.2
2021,Males,Prince Edward Island,,10.2
2021,"Males, under 18 years",Prince Edward Island,,8.4
2021,"Males, 18 to 64 years",Prince Edward Island,,8.4
2021,"Males, 65 years and over",Prince Edward Island,,18.0
2021,Females,Prince Edward Island,,14.2
2021,"Females, under 18 years",Prince Edward Island,,
2021,"Females, 18 to 64 years",Prince Edward Island,,11.7
2021,"Females, 65 years and over",Prince Edward Island,,25.8
2021,All persons,Nova Scotia,12,12.9
2021,Persons under 18 years,Nova Scotia,,8.6
2021,Persons 18 to 64 years,Nova Scotia,,10.9
2021,Persons 65 years and over,Nova Scotia,,21.8
2021,Males,Nova Scotia,,11.4
2021,"Males, under 18 years",Nova Scotia,,8.6
2021,"Males, 18 to 64 years",Nova Scotia,,9.8
2021,"Males, 65 years and over",Nova Scotia,,18.8
2021,Females,Nova Scotia,,14.2
2021,"Females, under 18 years",Nova Scotia,,8.6
2021,"Females, 18 to 64 years",Nova Scotia,,11.9
2021,"Females, 65 years and over",Nova Scotia,,24.4
2021,All persons,New Brunswick,13,11.9
2021,Persons under 18 years,New Brunswick,,10.0
2021,Persons 18 to 64 years,New Brunswick,,8.4
2021,Persons 65 years and over,New Brunswick,,22.7
2021,Males,New Brunswick,,10.2
2021,"Males, under 18 years",New Brunswick,,8.8
2021,"Males, 18 to 64 years",New Brunswick,,7.5
2021,"Males, 65 years and over",New Brunswick,,18.6
2021,Females,New Brunswick,,13.6
2021,"Females, under 18 years",New Brunswick,,11.3
2021,"Females, 18 to 64 years",New Brunswick,,9.2
2021,"Females, 65 years and over",New Brunswick,,26.4
2021,All persons,Quebec,24,11.7
2021,Persons under 18 years,Quebec,,7.9
2021,Persons 18 to 64 years,Quebec,,9.0
2021,Persons 65 years and over,Quebec,,23.5
2021,Males,Quebec,,10.7
2021,"Males, under 18 years",Quebec,,7.2
2021,"Males, 18 to 64 years",Quebec,,9.0
2021,"Males, 65 years and over",Quebec,,19.9
2021,Females,Quebec,,12.7
2021,"Females, under 18 years",Quebec,,8.5
2021,"Females, 18 to 64 years",Quebec,,9.1
2021,"Females, 65 years and over",Quebec,,26.7
2021,All persons,Ontario,35,10.0
2021,Persons under 18 years,Ontario,,9.7
2021,Persons 18 to 64 years,Ontario,,9.1
2021,Persons 65 years and over,Ontario,,13.5
2021,Males,Ontario,,9.1
2021,"Males, under 18 years",Ontario,,9.3
2021,"Males, 18 to 64 years",Ontario,,8.5
2021,"Males, 65 years and over",Ontario,,11.6
2021,Females,Ontario,,10.8
2021,"Females, under 18 years",Ontario,,10.2
2021,"Females, 18 to 64 years",Ontario,,9.7
2021,"Females, 65 years and over",Ontario,,15.2
