Year,Status,Géographie,Sexe,Groupe d'âge,GeoCode,Value
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 24 ans,59,9
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 24 ans,59,10
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,15 à 24 ans,59,7
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,18 à 24 ans,59,11
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,18 à 24 ans,59,12
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,18 à 24 ans,59,8
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,20 à 24 ans,59,11
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,20 à 24 ans,59,12
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,20 à 24 ans,59,10
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 19 ans,59,2
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 19 ans,59,2
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 24 ans,59,3
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 24 ans,59,4
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,15 à 24 ans,59,2
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,18 à 24 ans,59,4
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,18 à 24 ans,59,5
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,18 à 24 ans,59,3
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,20 à 24 ans,59,5
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,20 à 24 ans,59,6
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,20 à 24 ans,59,3
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 19 ans,59,4
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 19 ans,59,5
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 24 ans,59,6
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 24 ans,59,6
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,15 à 24 ans,59,5
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,18 à 24 ans,59,6
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,18 à 24 ans,59,7
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,18 à 24 ans,59,6
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,20 à 24 ans,59,7
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,20 à 24 ans,59,7
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,20 à 24 ans,59,6
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Les deux sexes,15 à 24 ans,60,13
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Femmes,15 à 24 ans,60,18
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Les deux sexes,18 à 24 ans,60,16
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Femmes,18 à 24 ans,60,19
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Les deux sexes,20 à 24 ans,60,20
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Femmes,20 à 24 ans,60,24
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Les deux sexes,15 à 24 ans,60,5
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Les deux sexes,15 à 24 ans,60,7
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,15 à 24 ans,61,19
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,15 à 24 ans,61,22
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Femmes,15 à 24 ans,61,16
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,18 à 24 ans,61,25
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,18 à 24 ans,61,29
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Femmes,18 à 24 ans,61,20
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,20 à 24 ans,61,28
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,20 à 24 ans,61,35
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Femmes,20 à 24 ans,61,21
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,15 à 24 ans,61,6
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,15 à 24 ans,61,9
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,18 à 24 ans,61,8
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,18 à 24 ans,61,12
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,20 à 24 ans,61,10
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,20 à 24 ans,61,15
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,15 à 24 ans,61,13
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,15 à 24 ans,61,13
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,18 à 24 ans,61,16
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,18 à 24 ans,61,17
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,20 à 24 ans,61,19
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,20 à 24 ans,61,19
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 19 ans,62,27
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,15 à 19 ans,62,30
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 24 ans,62,34
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,15 à 24 ans,62,37
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,15 à 24 ans,62,31
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,18 à 24 ans,62,41
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,18 à 24 ans,62,45
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,18 à 24 ans,62,37
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,20 à 24 ans,62,42
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,20 à 24 ans,62,46
2017,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,20 à 24 ans,62,38
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 19 ans,62,7
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 24 ans,62,9
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,15 à 24 ans,62,13
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,18 à 24 ans,62,12
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,18 à 24 ans,62,17
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,20 à 24 ans,62,11
2017,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,20 à 24 ans,62,18
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 19 ans,62,20
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,15 à 19 ans,62,19
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 24 ans,62,25
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,15 à 24 ans,62,25
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,18 à 24 ans,62,29
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,18 à 24 ans,62,29
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,20 à 24 ans,62,31
2017,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,20 à 24 ans,62,29
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 19 ans,,6
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 19 ans,,7
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 19 ans,,5
2018,,,,,,10
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 24 ans,,11
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 24 ans,,8
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,18 à 24 ans,,12
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,18 à 24 ans,,14
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,18 à 24 ans,,10
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,20 à 24 ans,,13
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,20 à 24 ans,,14
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,20 à 24 ans,,12
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 19 ans,,2
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 19 ans,,3
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 19 ans,,1
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 24 ans,,4
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 24 ans,,5
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 24 ans,,2
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,18 à 24 ans,,5
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,18 à 24 ans,,7
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,18 à 24 ans,,3
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,20 à 24 ans,,5
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,20 à 24 ans,,7
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,20 à 24 ans,,3
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 19 ans,,4
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 19 ans,,4
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 19 ans,,3
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 24 ans,,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 24 ans,,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 24 ans,,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,18 à 24 ans,,7
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,18 à 24 ans,,7
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,18 à 24 ans,,7
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,20 à 24 ans,,8
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,20 à 24 ans,,7
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,20 à 24 ans,,8
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 19 ans,10,6
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,10,8
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,10,12
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,10,17
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,10,7
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,18 à 24 ans,10,16
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,18 à 24 ans,10,22
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,18 à 24 ans,10,9
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,20 à 24 ans,10,18
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,10,25
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,10,11
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 19 ans,10,3
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,10,8
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,10,11
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,10,4
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,18 à 24 ans,10,11
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,18 à 24 ans,10,15
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,18 à 24 ans,10,5
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,20 à 24 ans,10,12
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,10,16
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,10,4
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,10,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,10,3
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,18 à 24 ans,10,5
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,18 à 24 ans,10,7
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,18 à 24 ans,10,4
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,20 à 24 ans,10,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,10,9
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,11,10
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,15 à 24 ans,11,13
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,15 à 24 ans,11,6
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,18 à 24 ans,11,13
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,18 à 24 ans,11,17
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,18 à 24 ans,11,8
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,11,16
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,20 à 24 ans,11,21
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,20 à 24 ans,11,10
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,11,5
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,15 à 24 ans,11,8
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,18 à 24 ans,11,7
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,18 à 24 ans,11,10
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,11,8
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,20 à 24 ans,11,11
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,11,4
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,15 à 24 ans,11,5
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,15 à 24 ans,11,3
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,18 à 24 ans,11,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,18 à 24 ans,11,7
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,18 à 24 ans,11,4
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,11,8
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,20 à 24 ans,11,9
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,20 à 24 ans,11,6
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,15 à 19 ans,12,6
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,15 à 19 ans,12,6
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,15 à 19 ans,12,7
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,15 à 24 ans,12,12
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,15 à 24 ans,12,12
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,15 à 24 ans,12,11
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,18 à 24 ans,12,15
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,18 à 24 ans,12,16
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,18 à 24 ans,12,13
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,20 à 24 ans,12,16
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,20 à 24 ans,12,18
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,20 à 24 ans,12,14
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,15 à 19 ans,12,3
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,15 à 19 ans,12,4
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,15 à 24 ans,12,6
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,15 à 24 ans,12,8
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,15 à 24 ans,12,3
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,18 à 24 ans,12,8
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,18 à 24 ans,12,11
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,18 à 24 ans,12,4
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,20 à 24 ans,12,8
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,20 à 24 ans,12,11
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,15 à 19 ans,12,4
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,15 à 24 ans,12,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,15 à 24 ans,12,4
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,15 à 24 ans,12,7
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,18 à 24 ans,12,7
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,18 à 24 ans,12,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,18 à 24 ans,12,9
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Les deux sexes,20 à 24 ans,12,8
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Hommes,20 à 24 ans,12,6
2018,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouvelle-Écosse,Femmes,20 à 24 ans,12,9
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Les deux sexes,15 à 19 ans,13,6
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Hommes,15 à 19 ans,13,8
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Les deux sexes,15 à 24 ans,13,13
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Hommes,15 à 24 ans,13,17
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Femmes,15 à 24 ans,13,10
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Les deux sexes,18 à 24 ans,13,18
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Hommes,18 à 24 ans,13,22
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Femmes,18 à 24 ans,13,14
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Les deux sexes,20 à 24 ans,13,21
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Hommes,20 à 24 ans,13,25
2018,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Femmes,20 à 24 ans,13,17
2018,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nouveau-Brunswick,Les deux sexes,15 à 19 ans,13,3
