Year,Occupation,Géographie,GeoCode,Value
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,47,41.2
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,47,19.2
2020,Gestion,Alberta,48,32.9
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,48,
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,48,48.9
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,48,37.1
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,48,20.3
2020,Gestion,Colombie-Britannique,59,38.0
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,59,35.0
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,59,49.9
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,59,43.0
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,59,17.8
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,,29.9
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,,49.2
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,,40.1
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,,17.1
2021,Gestion,Terre-Neuve-et-Labrador,10,37.1
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,10,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,10,46.3
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,10,40.4
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,10,
2021,Gestion,Île-du-Prince-Édouard,11,36.9
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,11,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,11,50.0
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,11,47.8
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,11,16.7
2021,Gestion,Nouvelle-Écosse,12,45.4
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,12,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,12,55.7
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,12,53.0
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,12,23.8
2021,Gestion,Nouveau-Brunswick,13,34.8
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,13,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,13,50.5
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,13,37.9
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,13,11.4
2021,Gestion,Québec,24,35.5
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,24,34.2
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,24,52.7
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,24,35.1
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,24,17.0
2021,Gestion,Ontario,35,36.8
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,35,28.0
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,35,48.5
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,35,40.5
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,35,17.7
2021,Gestion,Manitoba,46,32.5
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,46,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,46,50.3
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,46,40.2
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,46,19.9
2021,Gestion,Saskatchewan,47,29.5
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,47,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,47,48.3
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,47,37.9
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,47,18.6
2021,Gestion,Alberta,48,34.0
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,48,42.6
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,48,50.2
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,48,41.6
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,48,15.8
2021,Gestion,Colombie-Britannique,59,34.3
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,59,21.2
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,59,44.2
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,59,43.4
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,59,15.4
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,,31.5
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,,47.9
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,,39.8
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,,16.8
2022,Gestion,Terre-Neuve-et-Labrador,10,38.8
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,10,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,10,39.0
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,10,55.1
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,10,18.2
2022,Gestion,Île-du-Prince-Édouard,11,32.0
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,11,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,11,47.8
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,11,47.4
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,11,12.9
2022,Gestion,Nouvelle-Écosse,12,36.0
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,12,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,12,50.4
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,12,43.0
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,12,9.6
2022,Gestion,Nouveau-Brunswick,13,41.5
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,13,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,13,56.6
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,13,45.7
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,13,13.9
2022,Gestion,Québec,24,34.6
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,24,30.9
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,24,49.3
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,24,34.9
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,24,16.9
2022,Gestion,Ontario,35,35.8
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,35,37.3
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,35,47.4
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,35,39.7
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,35,14.6
2022,Gestion,Manitoba,46,31.9
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,46,41.2
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,46,47.1
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,46,37.6
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,46,16.9
2022,Gestion,Saskatchewan,47,31.4
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,47,52.9
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,47,49.1
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,47,41.8
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,47,16.3
2022,Gestion,Alberta,48,35.4
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,48,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,48,49.2
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,48,42.9
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,48,20.8
2022,Gestion,Colombie-Britannique,59,35.3
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,59,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,59,45.3
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,59,41.4
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,59,19.4
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,,29.8
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,,47.8
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,,37.5
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,,17.6
2023,Gestion,Terre-Neuve-et-Labrador,10,38.8
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,10,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,10,49.2
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,10,47.3
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,10,14.3
2023,Gestion,Île-du-Prince-Édouard,11,33.8
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,11,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,11,56.0
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,11,41.7
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,11,10.3
2023,Gestion,Nouvelle-Écosse,12,39.5
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,12,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,12,53.1
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,12,45.9
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,12,13.7
2023,Gestion,Nouveau-Brunswick,13,40.3
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,13,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,13,56.6
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,13,38.2
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,13,18.9
2023,Gestion,Québec,24,35.6
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,24,49.3
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,24,48.7
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,24,34.3
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,24,18.8
2023,Gestion,Ontario,35,35.3
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,35,24.0
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,35,47.0
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,35,36.4
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,35,18.3
2023,Gestion,Manitoba,46,33.0
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,46,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,46,44.6
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,46,42.4
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,46,12.1
2023,Gestion,Saskatchewan,47,33.1
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,47,43.8
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,47,51.8
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,47,41.5
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,47,16.7
2023,Gestion,Alberta,48,34.1
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,48,33.3
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,48,48.0
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,48,42.3
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,48,16.5
2023,Gestion,Colombie-Britannique,59,34.6
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,59,28.6
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,59,47.4
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,59,37.3
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,59,17.5
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,,29.2
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,,48.7
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,,38.3
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,,17.7
2024,Gestion,Terre-Neuve-et-Labrador,10,40.1
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,10,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,10,51.9
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,10,46.9
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,10,13.3
2024,Gestion,Île-du-Prince-Édouard,11,35.4
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,11,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,11,53.6
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,11,45.0
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,11,10.0
2024,Gestion,Nouvelle-Écosse,12,37.4
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,12,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,12,52.3
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,12,40.6
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,12,15.1
2024,Gestion,Nouveau-Brunswick,13,39.9
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,13,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,13,55.6
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,13,39.8
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,13,15.8
2024,Gestion,Québec,24,36.8
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,24,27.1
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,24,48.5
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,24,38.2
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,24,18.9
2024,Gestion,Ontario,35,37.3
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,35,31.7
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,35,47.9
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,35,38.2
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,35,18.7
2024,Gestion,Manitoba,46,33.5
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,46,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,46,50.4
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,46,33.9
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,46,15.0
2024,Gestion,Saskatchewan,47,34.8
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,47,52.9
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,47,54.8
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,47,42.1
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,47,17.6
2024,Gestion,Alberta,48,33.8
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,48,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,48,50.0
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,48,36.0
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,48,17.0
2024,Gestion,Colombie-Britannique,59,36.0
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,59,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,59,48.1
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,59,39.9
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,59,15.6
