Year,Genre,Identité autochtone,Géographie,GeoCode,Value
2017,Toutes les identités de genre,Total,Colombie-Britannique,59,2.45
2017,Toutes les identités de genre,Identité autochtone,Colombie-Britannique,,3.97
2017,Toutes les identités de genre,Identité non autochtone,Colombie-Britannique,,2.36
2017,Homme,Total,Colombie-Britannique,,3.77
2017,Homme,Identité autochtone,Colombie-Britannique,,4.06
2017,Homme,Identité non autochtone,Colombie-Britannique,,3.75
2017,Femme,Total,Colombie-Britannique,,1.16
2017,Femme,Identité autochtone,Colombie-Britannique,,3.89
2017,Femme,Identité non autochtone,Colombie-Britannique,,0.98
2017,Toutes les identités de genre,Total,Yukon,60,20.2
2017,Toutes les identités de genre,Identité autochtone,Yukon,,65.3
2017,Toutes les identités de genre,Identité non autochtone,Yukon,,6.57
2017,Homme,Total,Yukon,,29.79
2017,Homme,Identité autochtone,Yukon,,88.59
2017,Homme,Identité non autochtone,Yukon,,12.8
2017,Femme,Total,Yukon,,10.27
2017,Femme,Identité autochtone,Yukon,,42.78
2017,Femme,Identité non autochtone,Yukon,,0.0
2017,Toutes les identités de genre,Total,Territoires du Nord-Ouest,61,4.46
2017,Toutes les identités de genre,Identité autochtone,Territoires du Nord-Ouest,,8.81
2017,Toutes les identités de genre,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2017,Homme,Total,Territoires du Nord-Ouest,,8.66
2017,Homme,Identité autochtone,Territoires du Nord-Ouest,,17.53
2017,Homme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2017,Femme,Total,Territoires du Nord-Ouest,,0.0
2017,Femme,Identité autochtone,Territoires du Nord-Ouest,,0.0
2017,Femme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2017,Toutes les identités de genre,Total,Nunavut,62,15.98
2017,Toutes les identités de genre,Identité autochtone,Nunavut,,15.48
2017,Toutes les identités de genre,Identité non autochtone,Nunavut,,19.07
2017,Homme,Total,Nunavut,,20.72
2017,Homme,Identité autochtone,Nunavut,,18.22
2017,Homme,Identité non autochtone,Nunavut,,35.21
2017,Femme,Total,Nunavut,,10.97
2017,Femme,Identité autochtone,Nunavut,,12.63
2017,Femme,Identité non autochtone,Nunavut,,0.0
2018,Toutes les identités de genre,Identité autochtone,Canada,,7.45
2018,Toutes les identités de genre,Identité non autochtone,Canada,,1.47
2018,Homme,Total,Canada,,2.7
2018,Homme,Identité autochtone,Canada,,10.42
2018,Homme,Identité non autochtone,Canada,,2.26
2018,Femme,Total,Canada,,0.9
2018,Femme,Identité autochtone,Canada,,4.54
2018,Femme,Identité non autochtone,Canada,,0.69
2018,Toutes les identités de genre,Total,Terre-Neuve-et-Labrador,10,0.38
2018,Toutes les identités de genre,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2018,Toutes les identités de genre,Identité non autochtone,Terre-Neuve-et-Labrador,,0.21
2018,Homme,Total,Terre-Neuve-et-Labrador,,0.77
2018,Homme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2018,Homme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.42
2018,Femme,Total,Terre-Neuve-et-Labrador,,0.0
2018,Femme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2018,Femme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.0
2018,Toutes les identités de genre,Total,Île-du-Prince-Édouard,11,0.0
2018,Toutes les identités de genre,Identité autochtone,Île-du-Prince-Édouard,,0.0
2018,Toutes les identités de genre,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2018,Homme,Total,Île-du-Prince-Édouard,,0.0
2018,Homme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2018,Homme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2018,Femme,Total,Île-du-Prince-Édouard,,0.0
2018,Femme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2018,Femme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2018,Toutes les identités de genre,Total,Nouvelle-Écosse,12,1.15
2018,Toutes les identités de genre,Identité autochtone,Nouvelle-Écosse,,0.0
2018,Toutes les identités de genre,Identité non autochtone,Nouvelle-Écosse,,1.22
2018,Homme,Total,Nouvelle-Écosse,,1.49
2018,Homme,Identité autochtone,Nouvelle-Écosse,,0.0
2018,Homme,Identité non autochtone,Nouvelle-Écosse,,1.59
2018,Femme,Total,Nouvelle-Écosse,,0.82
2018,Femme,Identité autochtone,Nouvelle-Écosse,,0.0
2018,Femme,Identité non autochtone,Nouvelle-Écosse,,0.87
2018,Toutes les identités de genre,Total,Nouveau-Brunswick,13,1.69
2018,Toutes les identités de genre,Identité autochtone,Nouveau-Brunswick,,3.03
2018,Toutes les identités de genre,Identité non autochtone,Nouveau-Brunswick,,1.63
2018,Homme,Total,Nouveau-Brunswick,,1.31
2018,Homme,Identité autochtone,Nouveau-Brunswick,,0.0
2018,Homme,Identité non autochtone,Nouveau-Brunswick,,1.37
2018,Femme,Total,Nouveau-Brunswick,,2.06
2018,Femme,Identité autochtone,Nouveau-Brunswick,,6.09
2018,Femme,Identité non autochtone,Nouveau-Brunswick,,1.88
2018,Toutes les identités de genre,Total,Québec,24,1.0
2018,Toutes les identités de genre,Identité autochtone,Québec,,2.33
2018,Toutes les identités de genre,Identité non autochtone,Québec,,0.96
2018,Homme,Total,Québec,,1.58
2018,Homme,Identité autochtone,Québec,,2.76
2018,Homme,Identité non autochtone,Québec,,1.54
2018,Femme,Total,Québec,,0.43
2018,Femme,Identité autochtone,Québec,,1.89
2018,Femme,Identité non autochtone,Québec,,0.39
2018,Toutes les identités de genre,Total,Ontario,35,1.9
2018,Toutes les identités de genre,Identité autochtone,Ontario,,3.9
2018,Toutes les identités de genre,Identité non autochtone,Ontario,,1.82
2018,Homme,Total,Ontario,,2.8
2018,Homme,Identité autochtone,Ontario,,4.2
2018,Homme,Identité non autochtone,Ontario,,2.75
2018,Femme,Total,Ontario,,1.02
2018,Femme,Identité autochtone,Ontario,,3.6
2018,Femme,Identité non autochtone,Ontario,,0.93
2018,Toutes les identités de genre,Total,Manitoba,46,4.07
2018,Toutes les identités de genre,Identité autochtone,Manitoba,,15.7
2018,Toutes les identités de genre,Identité non autochtone,Manitoba,,1.37
2018,Homme,Total,Manitoba,,6.36
2018,Homme,Identité autochtone,Manitoba,,23.73
2018,Homme,Identité non autochtone,Manitoba,,2.37
2018,Femme,Total,Manitoba,,1.77
2018,Femme,Identité autochtone,Manitoba,,7.79
2018,Femme,Identité non autochtone,Manitoba,,0.36
2018,Toutes les identités de genre,Total,Saskatchewan,47,3.01
2018,Toutes les identités de genre,Identité autochtone,Saskatchewan,,11.14
2018,Toutes les identités de genre,Identité non autochtone,Saskatchewan,,1.35
2018,Homme,Total,Saskatchewan,,4.61
2018,Homme,Identité autochtone,Saskatchewan,,18.33
2018,Homme,Identité non autochtone,Saskatchewan,,1.85
2018,Femme,Total,Saskatchewan,,1.39
2018,Femme,Identité autochtone,Saskatchewan,,4.03
2018,Femme,Identité non autochtone,Saskatchewan,,0.84
2018,Toutes les identités de genre,Total,Alberta,48,1.93
2018,Toutes les identités de genre,Identité autochtone,Alberta,,10.53
2018,Toutes les identités de genre,Identité non autochtone,Alberta,,1.27
2018,Homme,Total,Alberta,,2.86
2018,Homme,Identité autochtone,Alberta,,14.44
2018,Homme,Identité non autochtone,Alberta,,1.98
2018,Femme,Total,Alberta,,0.98
2018,Femme,Identité autochtone,Alberta,,6.71
2018,Femme,Identité non autochtone,Alberta,,0.55
2018,Toutes les identités de genre,Total,Colombie-Britannique,59,1.86
2018,Toutes les identités de genre,Identité autochtone,Colombie-Britannique,,3.85
2018,Toutes les identités de genre,Identité non autochtone,Colombie-Britannique,,1.72
2018,Homme,Total,Colombie-Britannique,,3.02
2018,Homme,Identité autochtone,Colombie-Britannique,,5.23
2018,Homme,Identité non autochtone,Colombie-Britannique,,2.88
2018,Femme,Total,Colombie-Britannique,,0.67
2018,Femme,Identité autochtone,Colombie-Britannique,,2.52
2018,Femme,Identité non autochtone,Colombie-Britannique,,0.55
2018,Toutes les identités de genre,Total,Yukon,60,7.4
2018,Toutes les identités de genre,Identité autochtone,Yukon,,21.49
2018,Toutes les identités de genre,Identité non autochtone,Yukon,,3.2
2018,Homme,Total,Yukon,,9.68
2018,Homme,Identité autochtone,Yukon,,21.84
2018,Homme,Identité non autochtone,Yukon,,6.22
2018,Femme,Total,Yukon,,5.03
2018,Femme,Identité autochtone,Yukon,,21.15
2018,Femme,Identité non autochtone,Yukon,,0.0
2018,Toutes les identités de genre,Total,Territoires du Nord-Ouest,61,13.34
2018,Toutes les identités de genre,Identité autochtone,Territoires du Nord-Ouest,,21.96
2018,Toutes les identités de genre,Identité non autochtone,Territoires du Nord-Ouest,,4.5
2018,Homme,Total,Territoires du Nord-Ouest,,25.89
2018,Homme,Identité autochtone,Territoires du Nord-Ouest,,43.54
2018,Homme,Identité non autochtone,Territoires du Nord-Ouest,,8.55
2018,Femme,Total,Territoires du Nord-Ouest,,0.0
2018,Femme,Identité autochtone,Territoires du Nord-Ouest,,0.0
2018,Femme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2018,Toutes les identités de genre,Total,Nunavut,62,20.97
2018,Toutes les identités de genre,Identité autochtone,Nunavut,,24.28
2018,Toutes les identités de genre,Identité non autochtone,Nunavut,,0.0
2018,Homme,Total,Nunavut,,20.42
2018,Homme,Identité autochtone,Nunavut,,23.84
2018,Homme,Identité non autochtone,Nunavut,,0.0
2018,Femme,Total,Nunavut,,21.56
2018,Femme,Identité autochtone,Nunavut,,24.74
2018,Femme,Identité non autochtone,Nunavut,,0.0
2019,Toutes les identités de genre,Identité autochtone,Canada,,9.18
2019,Toutes les identités de genre,Identité non autochtone,Canada,,1.34
2019,Homme,Total,Canada,,2.84
2019,Homme,Identité autochtone,Canada,,13.51
2019,Homme,Identité non autochtone,Canada,,2.14
2019,Femme,Total,Canada,,0.82
2019,Femme,Identité autochtone,Canada,,4.82
2019,Femme,Identité non autochtone,Canada,,0.56
2019,Toutes les identités de genre,Total,Terre-Neuve-et-Labrador,10,0.96
2019,Toutes les identités de genre,Identité autochtone,Terre-Neuve-et-Labrador,,3.94
2019,Toutes les identités de genre,Identité non autochtone,Terre-Neuve-et-Labrador,,0.63
2019,Homme,Total,Terre-Neuve-et-Labrador,,1.16
2019,Homme,Identité autochtone,Terre-Neuve-et-Labrador,,4.04
2019,Homme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.85
2019,Femme,Total,Terre-Neuve-et-Labrador,,0.76
2019,Femme,Identité autochtone,Terre-Neuve-et-Labrador,,3.85
2019,Femme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.42
2019,Toutes les identités de genre,Total,Île-du-Prince-Édouard,11,1.27
2019,Toutes les identités de genre,Identité autochtone,Île-du-Prince-Édouard,,0.0
2019,Toutes les identités de genre,Identité non autochtone,Île-du-Prince-Édouard,,1.3
2019,Homme,Total,Île-du-Prince-Édouard,,2.58
2019,Homme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2019,Homme,Identité non autochtone,Île-du-Prince-Édouard,,2.63
2019,Femme,Total,Île-du-Prince-Édouard,,0.0
2019,Femme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2019,Femme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2019,Toutes les identités de genre,Total,Nouvelle-Écosse,12,0.62
2019,Toutes les identités de genre,Identité autochtone,Nouvelle-Écosse,,3.19
2019,Toutes les identités de genre,Identité non autochtone,Nouvelle-Écosse,,0.33
2019,Homme,Total,Nouvelle-Écosse,,0.84
2019,Homme,Identité autochtone,Nouvelle-Écosse,,3.26
2019,Homme,Identité non autochtone,Nouvelle-Écosse,,0.68
2019,Femme,Total,Nouvelle-Écosse,,0.4
2019,Femme,Identité autochtone,Nouvelle-Écosse,,3.13
2019,Femme,Identité non autochtone,Nouvelle-Écosse,,0.0
2019,Toutes les identités de genre,Total,Nouveau-Brunswick,13,2.19
2019,Toutes les identités de genre,Identité autochtone,Nouveau-Brunswick,,2.92
2019,Toutes les identités de genre,Identité non autochtone,Nouveau-Brunswick,,2.15
2019,Homme,Total,Nouveau-Brunswick,,3.12
2019,Homme,Identité autochtone,Nouveau-Brunswick,,5.82
2019,Homme,Identité non autochtone,Nouveau-Brunswick,,2.99
2019,Femme,Total,Nouveau-Brunswick,,1.27
2019,Femme,Identité autochtone,Nouveau-Brunswick,,0.0
2019,Femme,Identité non autochtone,Nouveau-Brunswick,,1.33
2019,Toutes les identités de genre,Total,Québec,24,0.92
2019,Toutes les identités de genre,Identité autochtone,Québec,,4.06
2019,Toutes les identités de genre,Identité non autochtone,Québec,,0.8
2019,Homme,Total,Québec,,1.32
2019,Homme,Identité autochtone,Québec,,4.45
2019,Homme,Identité non autochtone,Québec,,1.19
2019,Femme,Total,Québec,,0.49
2019,Femme,Identité autochtone,Québec,,3.66
2019,Femme,Identité non autochtone,Québec,,0.41
2019,Toutes les identités de genre,Total,Ontario,35,1.74
2019,Toutes les identités de genre,Identité autochtone,Ontario,,5.78
2019,Toutes les identités de genre,Identité non autochtone,Ontario,,1.52
2019,Homme,Total,Ontario,,2.67
2019,Homme,Identité autochtone,Ontario,,7.24
2019,Homme,Identité non autochtone,Ontario,,2.43
2019,Femme,Total,Ontario,,0.79
2019,Femme,Identité autochtone,Ontario,,3.93
2019,Femme,Identité non autochtone,Ontario,,0.63
2019,Toutes les identités de genre,Total,Manitoba,46,5.4
2019,Toutes les identités de genre,Identité autochtone,Manitoba,,16.86
2019,Toutes les identités de genre,Identité non autochtone,Manitoba,,1.98
2019,Homme,Total,Manitoba,,9.35
2019,Homme,Identité autochtone,Manitoba,,30.14
2019,Homme,Identité non autochtone,Manitoba,,3.42
2019,Femme,Total,Manitoba,,1.46
2019,Femme,Identité autochtone,Manitoba,,3.8
2019,Femme,Identité non autochtone,Manitoba,,0.54
2019,Toutes les identités de genre,Total,Saskatchewan,47,4.69
2019,Toutes les identités de genre,Identité autochtone,Saskatchewan,,18.41
2019,Toutes les identités de genre,Identité non autochtone,Saskatchewan,,1.34
2019,Homme,Total,Saskatchewan,,7.45
2019,Homme,Identité autochtone,Saskatchewan,,29.01
2019,Homme,Identité non autochtone,Saskatchewan,,2.45
2019,Femme,Total,Saskatchewan,,1.72
2019,Femme,Identité autochtone,Saskatchewan,,7.92
2019,Femme,Identité non autochtone,Saskatchewan,,0.21
2019,Toutes les identités de genre,Total,Alberta,48,2.29
2019,Toutes les identités de genre,Identité autochtone,Alberta,,11.28
2019,Toutes les identités de genre,Identité non autochtone,Alberta,,1.63
2019,Homme,Total,Alberta,,3.42
2019,Homme,Identité autochtone,Alberta,,14.76
2019,Homme,Identité non autochtone,Alberta,,2.59
2019,Femme,Total,Alberta,,1.15
2019,Femme,Identité autochtone,Alberta,,7.87
2019,Femme,Identité non autochtone,Alberta,,0.65
2019,Toutes les identités de genre,Total,Colombie-Britannique,59,1.79
2019,Toutes les identités de genre,Identité autochtone,Colombie-Britannique,,4.99
2019,Toutes les identités de genre,Identité non autochtone,Colombie-Britannique,,1.55
2019,Homme,Total,Colombie-Britannique,,2.86
2019,Homme,Identité autochtone,Colombie-Britannique,,7.61
2019,Homme,Identité non autochtone,Colombie-Britannique,,2.5
2019,Femme,Total,Colombie-Britannique,,0.74
2019,Femme,Identité autochtone,Colombie-Britannique,,2.46
2019,Femme,Identité non autochtone,Colombie-Britannique,,0.62
2019,Toutes les identités de genre,Total,Yukon,60,2.42
2019,Toutes les identités de genre,Identité autochtone,Yukon,,10.61
2019,Toutes les identités de genre,Identité non autochtone,Yukon,,0.0
2019,Homme,Total,Yukon,,0.0
2019,Homme,Identité autochtone,Yukon,,0.0
2019,Homme,Identité non autochtone,Yukon,,0.0
2019,Femme,Total,Yukon,,4.93
2019,Femme,Identité autochtone,Yukon,,20.86
2019,Femme,Identité non autochtone,Yukon,,0.0
2019,Toutes les identités de genre,Total,Territoires du Nord-Ouest,61,4.44
2019,Toutes les identités de genre,Identité autochtone,Territoires du Nord-Ouest,,8.76
2019,Toutes les identités de genre,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2019,Homme,Total,Territoires du Nord-Ouest,,8.63
2019,Homme,Identité autochtone,Territoires du Nord-Ouest,,17.34
2019,Homme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2019,Femme,Total,Territoires du Nord-Ouest,,0.0
2019,Femme,Identité autochtone,Territoires du Nord-Ouest,,0.0
2019,Femme,Identité non autochtone,Territoires du Nord-Ouest,,0.0
2019,Toutes les identités de genre,Total,Nunavut,62,18.14
2019,Toutes les identités de genre,Identité autochtone,Nunavut,,20.93
2019,Toutes les identités de genre,Identité non autochtone,Nunavut,,0.0
2019,Homme,Total,Nunavut,,20.2
2019,Homme,Identité autochtone,Nunavut,,23.46
2019,Homme,Identité non autochtone,Nunavut,,0.0
2019,Femme,Total,Nunavut,,15.97
2019,Femme,Identité autochtone,Nunavut,,18.3
2019,Femme,Identité non autochtone,Nunavut,,0.0
2020,Toutes les identités de genre,Identité autochtone,Canada,,10.43
2020,Toutes les identités de genre,Identité non autochtone,Canada,,1.45
2020,Homme,Total,Canada,,3.06
2020,Homme,Identité autochtone,Canada,,16.66
2020,Homme,Identité non autochtone,Canada,,2.17
2020,Femme,Total,Canada,,0.95
2020,Femme,Identité autochtone,Canada,,4.31
2020,Femme,Identité non autochtone,Canada,,0.71
2020,Toutes les identités de genre,Total,Terre-Neuve-et-Labrador,10,0.77
2020,Toutes les identités de genre,Identité autochtone,Terre-Neuve-et-Labrador,,1.94
2020,Toutes les identités de genre,Identité non autochtone,Terre-Neuve-et-Labrador,,0.43
2020,Homme,Total,Terre-Neuve-et-Labrador,,1.55
2020,Homme,Identité autochtone,Terre-Neuve-et-Labrador,,3.96
2020,Homme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.86
2020,Femme,Total,Terre-Neuve-et-Labrador,,0.0
2020,Femme,Identité autochtone,Terre-Neuve-et-Labrador,,0.0
2020,Femme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.0
2020,Toutes les identités de genre,Total,Île-du-Prince-Édouard,11,0.62
2020,Toutes les identités de genre,Identité autochtone,Île-du-Prince-Édouard,,0.0
2020,Toutes les identités de genre,Identité non autochtone,Île-du-Prince-Édouard,,0.63
2020,Homme,Total,Île-du-Prince-Édouard,,0.0
2020,Homme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2020,Homme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2020,Femme,Total,Île-du-Prince-Édouard,,1.22
2020,Femme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2020,Femme,Identité non autochtone,Île-du-Prince-Édouard,,1.25
2020,Toutes les identités de genre,Total,Nouvelle-Écosse,12,3.77
2020,Toutes les identités de genre,Identité autochtone,Nouvelle-Écosse,,1.53
2020,Toutes les identités de genre,Identité non autochtone,Nouvelle-Écosse,,3.71
2020,Homme,Total,Nouvelle-Écosse,,4.37
2020,Homme,Identité autochtone,Nouvelle-Écosse,,0.0
2020,Homme,Identité non autochtone,Nouvelle-Écosse,,4.46
2020,Femme,Total,Nouvelle-Écosse,,3.19
2020,Femme,Identité autochtone,Nouvelle-Écosse,,2.99
2020,Femme,Identité non autochtone,Nouvelle-Écosse,,2.99
2020,Toutes les identités de genre,Total,Nouveau-Brunswick,13,1.79
2020,Toutes les identités de genre,Identité autochtone,Nouveau-Brunswick,,5.66
2020,Toutes les identités de genre,Identité non autochtone,Nouveau-Brunswick,,1.6
2020,Homme,Total,Nouveau-Brunswick,,2.84
2020,Homme,Identité autochtone,Nouveau-Brunswick,,11.29
2020,Homme,Identité non autochtone,Nouveau-Brunswick,,2.43
2020,Femme,Total,Nouveau-Brunswick,,0.76
2020,Femme,Identité autochtone,Nouveau-Brunswick,,0.0
2020,Femme,Identité non autochtone,Nouveau-Brunswick,,0.79
2020,Toutes les identités de genre,Total,Québec,24,1.01
2020,Toutes les identités de genre,Identité autochtone,Québec,,5.22
2020,Toutes les identités de genre,Identité non autochtone,Québec,,0.89
2020,Homme,Total,Québec,,1.47
2020,Homme,Identité autochtone,Québec,,8.59
2020,Homme,Identité non autochtone,Québec,,1.25
2020,Femme,Total,Québec,,0.56
2020,Femme,Identité autochtone,Québec,,1.77
2020,Femme,Identité non autochtone,Québec,,0.53
2020,Toutes les identités de genre,Total,Ontario,35,1.65
2020,Toutes les identités de genre,Identité autochtone,Ontario,,5.62
2020,Toutes les identités de genre,Identité non autochtone,Ontario,,1.4
2020,Homme,Total,Ontario,,2.5
2020,Homme,Identité autochtone,Ontario,,8.79
2020,Homme,Identité non autochtone,Ontario,,2.14
2020,Femme,Total,Ontario,,0.8
2020,Femme,Identité autochtone,Ontario,,2.55
2020,Femme,Identité non autochtone,Ontario,,0.66
2020,Toutes les identités de genre,Total,Manitoba,46,4.49
2020,Toutes les identités de genre,Identité autochtone,Manitoba,,14.99
2020,Toutes les identités de genre,Identité non autochtone,Manitoba,,1.26
2020,Homme,Total,Manitoba,,7.4
2020,Homme,Identité autochtone,Manitoba,,24.19
2020,Homme,Identité non autochtone,Manitoba,,2.15
2020,Femme,Total,Manitoba,,1.45
2020,Femme,Identité autochtone,Manitoba,,5.94
2020,Femme,Identité non autochtone,Manitoba,,0.18
2020,Toutes les identités de genre,Total,Saskatchewan,47,5.43
2020,Toutes les identités de genre,Identité autochtone,Saskatchewan,,23.48
2020,Toutes les identités de genre,Identité non autochtone,Saskatchewan,,1.44
2020,Homme,Total,Saskatchewan,,8.59
2020,Homme,Identité autochtone,Saskatchewan,,37.36
2020,Homme,Identité non autochtone,Saskatchewan,,2.23
2020,Femme,Total,Saskatchewan,,2.22
2020,Femme,Identité autochtone,Saskatchewan,,9.74
2020,Femme,Identité non autochtone,Saskatchewan,,0.62
2020,Toutes les identités de genre,Total,Alberta,48,3.24
2020,Toutes les identités de genre,Identité autochtone,Alberta,,19.79
2020,Toutes les identités de genre,Identité non autochtone,Alberta,,1.99
2020,Homme,Total,Alberta,,5.26
2020,Homme,Identité autochtone,Alberta,,32.78
2020,Homme,Identité non autochtone,Alberta,,3.24
2020,Femme,Total,Alberta,,1.14
2020,Femme,Identité autochtone,Alberta,,7.07
2020,Femme,Identité non autochtone,Alberta,,0.69
2020,Toutes les identités de genre,Total,Colombie-Britannique,59,1.94
2020,Toutes les identités de genre,Identité autochtone,Colombie-Britannique,,3.95
2020,Toutes les identités de genre,Identité non autochtone,Colombie-Britannique,,1.8
2020,Homme,Total,Colombie-Britannique,,2.86
2020,Homme,Identité autochtone,Colombie-Britannique,,6.18
2020,Homme,Identité non autochtone,Colombie-Britannique,,2.64
2020,Femme,Total,Colombie-Britannique,,0.96
2020,Femme,Identité autochtone,Colombie-Britannique,,1.79
2020,Femme,Identité non autochtone,Colombie-Britannique,,0.9
2020,Toutes les identités de genre,Total,Yukon,60,0.0
2020,Toutes les identités de genre,Identité autochtone,Yukon,,0.0
2020,Toutes les identités de genre,Identité non autochtone,Yukon,,0.0
2020,Homme,Total,Yukon,,0.0
2020,Homme,Identité autochtone,Yukon,,0.0
2020,Homme,Identité non autochtone,Yukon,,0.0
2020,Femme,Total,Yukon,,0.0
2020,Femme,Identité autochtone,Yukon,,0.0
2020,Femme,Identité non autochtone,Yukon,,0.0
2020,Toutes les identités de genre,Total,Territoires du Nord-Ouest,61,13.22
2020,Toutes les identités de genre,Identité autochtone,Territoires du Nord-Ouest,,17.45
2020,Toutes les identités de genre,Identité non autochtone,Territoires du Nord-Ouest,,8.91
2020,Homme,Total,Territoires du Nord-Ouest,,12.87
2020,Homme,Identité autochtone,Territoires du Nord-Ouest,,17.29
2020,Homme,Identité non autochtone,Territoires du Nord-Ouest,,8.51
2020,Femme,Total,Territoires du Nord-Ouest,,13.6
2020,Femme,Identité autochtone,Territoires du Nord-Ouest,,17.61
2020,Femme,Identité non autochtone,Territoires du Nord-Ouest,,9.35
2020,Toutes les identités de genre,Total,Nunavut,62,7.66
2020,Toutes les identités de genre,Identité autochtone,Nunavut,,8.81
2020,Toutes les identités de genre,Identité non autochtone,Nunavut,,0.0
2020,Homme,Total,Nunavut,,10.0
2020,Homme,Identité autochtone,Nunavut,,11.57
2020,Homme,Identité non autochtone,Nunavut,,0.0
2020,Femme,Total,Nunavut,,5.22
2020,Femme,Identité autochtone,Nunavut,,5.97
2020,Femme,Identité non autochtone,Nunavut,,0.0
2021,Toutes les identités de genre,Identité autochtone,Canada,,9.91
2021,Toutes les identités de genre,Identité non autochtone,Canada,,1.58
2021,Homme,Total,Canada,,3.11
2021,Homme,Identité autochtone,Canada,,15.06
2021,Homme,Identité non autochtone,Canada,,2.32
2021,Femme,Total,Canada,,1.05
2021,Femme,Identité autochtone,Canada,,4.61
2021,Femme,Identité non autochtone,Canada,,0.82
2021,Toutes les identités de genre,Total,Terre-Neuve-et-Labrador,10,1.52
2021,Toutes les identités de genre,Identité autochtone,Terre-Neuve-et-Labrador,,8.58
2021,Toutes les identités de genre,Identité non autochtone,Terre-Neuve-et-Labrador,,0.83
2021,Homme,Total,Terre-Neuve-et-Labrador,,1.92
2021,Homme,Identité autochtone,Terre-Neuve-et-Labrador,,13.13
2021,Homme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.84
2021,Femme,Total,Terre-Neuve-et-Labrador,,1.13
2021,Femme,Identité autochtone,Terre-Neuve-et-Labrador,,4.21
2021,Femme,Identité non autochtone,Terre-Neuve-et-Labrador,,0.82
2021,Toutes les identités de genre,Total,Île-du-Prince-Édouard,11,0.62
2021,Toutes les identités de genre,Identité autochtone,Île-du-Prince-Édouard,,29.1
2021,Toutes les identités de genre,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2021,Homme,Total,Île-du-Prince-Édouard,,1.26
2021,Homme,Identité autochtone,Île-du-Prince-Édouard,,61.39
2021,Homme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2021,Femme,Total,Île-du-Prince-Édouard,,0.0
2021,Femme,Identité autochtone,Île-du-Prince-Édouard,,0.0
2021,Femme,Identité non autochtone,Île-du-Prince-Édouard,,0.0
2021,Toutes les identités de genre,Total,Nouvelle-Écosse,12,2.3
2021,Toutes les identités de genre,Identité autochtone,Nouvelle-Écosse,,3.68
2021,Toutes les identités de genre,Identité non autochtone,Nouvelle-Écosse,,1.9
2021,Homme,Total,Nouvelle-Écosse,,4.26
2021,Homme,Identité autochtone,Nouvelle-Écosse,,7.56
2021,Homme,Identité non autochtone,Nouvelle-Écosse,,3.64
2021,Femme,Total,Nouvelle-Écosse,,0.39
2021,Femme,Identité autochtone,Nouvelle-Écosse,,0.0
2021,Femme,Identité non autochtone,Nouvelle-Écosse,,0.21
2021,Toutes les identités de genre,Total,Nouveau-Brunswick,13,1.39
2021,Toutes les identités de genre,Identité autochtone,Nouveau-Brunswick,,2.97
2021,Toutes les identités de genre,Identité non autochtone,Nouveau-Brunswick,,1.32
2021,Homme,Total,Nouveau-Brunswick,,1.79
2021,Homme,Identité autochtone,Nouveau-Brunswick,,6.02
2021,Homme,Identité non autochtone,Nouveau-Brunswick,,1.6
2021,Femme,Total,Nouveau-Brunswick,,0.75
2021,Femme,Identité autochtone,Nouveau-Brunswick,,0.0
2021,Femme,Identité non autochtone,Nouveau-Brunswick,,0.78
2021,Toutes les identités de genre,Total,Québec,24,1.05
2021,Toutes les identités de genre,Identité autochtone,Québec,,5.33
2021,Toutes les identités de genre,Identité non autochtone,Québec,,0.92
2021,Homme,Total,Québec,,1.38
2021,Homme,Identité autochtone,Québec,,6.26
2021,Homme,Identité non autochtone,Québec,,1.22
2021,Femme,Total,Québec,,0.72
2021,Femme,Identité autochtone,Québec,,4.42
2021,Femme,Identité non autochtone,Québec,,0.62
2021,Toutes les identités de genre,Total,Ontario,35,1.91
