Year,Personnes à faible revenu,Géographie,GeoCode,Value
2018,"Hommes, 65 ans et plus",Canada,,5.3
2019,"Hommes, 65 ans et plus",Canada,,5.1
2020,"Hommes, 65 ans et plus",Canada,,2.7
2021,"Hommes, 65 ans et plus",Canada,,4.9
2022,"Hommes, 65 ans et plus",Canada,,5.6
2023,"Hommes, 65 ans et plus",Canada,,4.9
2015,"Hommes, moins de 18 ans",Canada,,15.9
2016,"Hommes, moins de 18 ans",Canada,,13.0
2017,"Hommes, moins de 18 ans",Canada,,11.5
2018,"Hommes, moins de 18 ans",Canada,,11.2
2019,"Hommes, moins de 18 ans",Canada,,9.4
2020,"Hommes, moins de 18 ans",Canada,,4.7
2021,"Hommes, moins de 18 ans",Canada,,6.1
2022,"Hommes, moins de 18 ans",Canada,,9.9
2023,"Hommes, moins de 18 ans",Canada,,10.9
2015,Personnes de 18 à 64 ans,Canada,,15.7
2016,Personnes de 18 à 64 ans,Canada,,14.0
2017,Personnes de 18 à 64 ans,Canada,,13.4
2018,Personnes de 18 à 64 ans,Canada,,12.8
2019,Personnes de 18 à 64 ans,Canada,,11.8
2020,Personnes de 18 à 64 ans,Canada,,7.8
2021,Personnes de 18 à 64 ans,Canada,,8.2
2022,Personnes de 18 à 64 ans,Canada,,11.1
2023,Personnes de 18 à 64 ans,Canada,,11.6
2015,Personnes de 65 ans et plus,Canada,,7.1
2016,Personnes de 65 ans et plus,Canada,,7.1
2017,Personnes de 65 ans et plus,Canada,,6.1
2018,Personnes de 65 ans et plus,Canada,,6.0
2019,Personnes de 65 ans et plus,Canada,,5.7
2020,Personnes de 65 ans et plus,Canada,,3.1
2021,Personnes de 65 ans et plus,Canada,,5.6
2022,Personnes de 65 ans et plus,Canada,,6.0
2023,Personnes de 65 ans et plus,Canada,,5.0
2015,Personnes de moins de 18 ans,Canada,,16.3
2016,Personnes de moins de 18 ans,Canada,,13.9
2017,Personnes de moins de 18 ans,Canada,,11.7
2018,Personnes de moins de 18 ans,Canada,,10.6
2019,Personnes de moins de 18 ans,Canada,,9.4
2020,Personnes de moins de 18 ans,Canada,,4.7
2021,Personnes de moins de 18 ans,Canada,,6.4
2022,Personnes de moins de 18 ans,Canada,,9.9
2023,Personnes de moins de 18 ans,Canada,,10.7
2015,Toutes les personnes,"Edmonton, Alberta",,7.6
2016,Toutes les personnes,"Edmonton, Alberta",,8.5
2017,Toutes les personnes,"Edmonton, Alberta",,9.7
2018,Toutes les personnes,"Edmonton, Alberta",,7.2
2019,Toutes les personnes,"Edmonton, Alberta",,9.8
2020,Toutes les personnes,"Edmonton, Alberta",,5.2
2021,Toutes les personnes,"Edmonton, Alberta",,7.1
2022,Toutes les personnes,"Edmonton, Alberta",,10.0
2023,Toutes les personnes,"Edmonton, Alberta",,9.5
2015,Femmes,"Edmonton, Alberta",,7.9
2016,Femmes,"Edmonton, Alberta",,8.4
2017,Femmes,"Edmonton, Alberta",,11.2
2018,Femmes,"Edmonton, Alberta",,8.0
2019,Femmes,"Edmonton, Alberta",,10.0
2020,Femmes,"Edmonton, Alberta",,5.0
2021,Femmes,"Edmonton, Alberta",,7.1
2022,Femmes,"Edmonton, Alberta",,10.5
2023,Femmes,"Edmonton, Alberta",,10.0
2015,"Femmes, 18 à 64 ans","Edmonton, Alberta",,7.0
2016,"Femmes, 18 à 64 ans","Edmonton, Alberta",,9.7
2017,"Femmes, 18 à 64 ans","Edmonton, Alberta",,13.1
2018,"Femmes, 18 à 64 ans","Edmonton, Alberta",,9.4
2019,"Femmes, 18 à 64 ans","Edmonton, Alberta",,11.4
2020,"Femmes, 18 à 64 ans","Edmonton, Alberta",,5.8
2021,"Femmes, 18 à 64 ans","Edmonton, Alberta",,7.1
2022,"Femmes, 18 à 64 ans","Edmonton, Alberta",,10.8
2023,"Femmes, 18 à 64 ans","Edmonton, Alberta",,12.2
2021,"Femmes, 65 ans et plus","Edmonton, Alberta",,5.5
2022,"Femmes, 65 ans et plus","Edmonton, Alberta",,5.7
2023,"Femmes, 65 ans et plus","Edmonton, Alberta",,3.0
2018,"Femmes, moins de 18 ans","Edmonton, Alberta",,6.6
2022,"Femmes, moins de 18 ans","Edmonton, Alberta",,13.1
2023,"Femmes, moins de 18 ans","Edmonton, Alberta",,8.9
2015,Hommes,"Edmonton, Alberta",,7.4
2016,Hommes,"Edmonton, Alberta",,8.6
2017,Hommes,"Edmonton, Alberta",,8.2
2018,Hommes,"Edmonton, Alberta",,6.5
2019,Hommes,"Edmonton, Alberta",,9.5
2020,Hommes,"Edmonton, Alberta",,5.3
2021,Hommes,"Edmonton, Alberta",,7.1
2022,Hommes,"Edmonton, Alberta",,9.6
2023,Hommes,"Edmonton, Alberta",,9.0
2015,"Hommes, 18 à 64 ans","Edmonton, Alberta",,8.2
2016,"Hommes, 18 à 64 ans","Edmonton, Alberta",,9.6
2017,"Hommes, 18 à 64 ans","Edmonton, Alberta",,9.0
2018,"Hommes, 18 à 64 ans","Edmonton, Alberta",,7.2
2019,"Hommes, 18 à 64 ans","Edmonton, Alberta",,10.3
2020,"Hommes, 18 à 64 ans","Edmonton, Alberta",,6.3
2021,"Hommes, 18 à 64 ans","Edmonton, Alberta",,7.9
2022,"Hommes, 18 à 64 ans","Edmonton, Alberta",,10.1
2023,"Hommes, 18 à 64 ans","Edmonton, Alberta",,9.4
2022,"Hommes, 65 ans et plus","Edmonton, Alberta",,6.1
2023,"Hommes, 65 ans et plus","Edmonton, Alberta",,2.6
2018,"Hommes, moins de 18 ans","Edmonton, Alberta",,6.3
2019,"Hommes, moins de 18 ans","Edmonton, Alberta",,9.8
2022,"Hommes, moins de 18 ans","Edmonton, Alberta",,10.5
2023,"Hommes, moins de 18 ans","Edmonton, Alberta",,12.3
2015,Personnes de 18 à 64 ans,"Edmonton, Alberta",,7.6
2016,Personnes de 18 à 64 ans,"Edmonton, Alberta",,9.7
2017,Personnes de 18 à 64 ans,"Edmonton, Alberta",,11.1
2018,Personnes de 18 à 64 ans,"Edmonton, Alberta",,8.3
2019,Personnes de 18 à 64 ans,"Edmonton, Alberta",,10.8
2020,Personnes de 18 à 64 ans,"Edmonton, Alberta",,6.0
2021,Personnes de 18 à 64 ans,"Edmonton, Alberta",,7.5
2022,Personnes de 18 à 64 ans,"Edmonton, Alberta",,10.4
2023,Personnes de 18 à 64 ans,"Edmonton, Alberta",,10.8
2017,Personnes de 65 ans et plus,"Edmonton, Alberta",,4.4
2020,Personnes de 65 ans et plus,"Edmonton, Alberta",,4.1
2021,Personnes de 65 ans et plus,"Edmonton, Alberta",,5.2
2022,Personnes de 65 ans et plus,"Edmonton, Alberta",,5.9
2023,Personnes de 65 ans et plus,"Edmonton, Alberta",,2.8
2015,Personnes de moins de 18 ans,"Edmonton, Alberta",,10.2
2016,Personnes de moins de 18 ans,"Edmonton, Alberta",,8.0
2017,Personnes de moins de 18 ans,"Edmonton, Alberta",,8.3
2018,Personnes de moins de 18 ans,"Edmonton, Alberta",,6.5
2020,Personnes de moins de 18 ans,"Edmonton, Alberta",,3.2
2022,Personnes de moins de 18 ans,"Edmonton, Alberta",,11.8
2023,Personnes de moins de 18 ans,"Edmonton, Alberta",,10.7
2015,Toutes les personnes,Manitoba,46,14.1
2016,Toutes les personnes,Manitoba,46,12.4
2017,Toutes les personnes,Manitoba,46,11.2
2018,Toutes les personnes,Manitoba,46,11.1
2019,Toutes les personnes,Manitoba,46,11.5
2020,Toutes les personnes,Manitoba,46,6.8
2021,Toutes les personnes,Manitoba,46,8.8
2022,Toutes les personnes,Manitoba,46,11.5
2023,Toutes les personnes,Manitoba,46,10.9
2015,Femmes,Manitoba,46,13.7
2016,Femmes,Manitoba,46,12.2
2017,Femmes,Manitoba,46,11.5
2018,Femmes,Manitoba,46,11.1
2019,Femmes,Manitoba,46,11.0
2020,Femmes,Manitoba,46,6.5
2021,Femmes,Manitoba,46,9.1
2022,Femmes,Manitoba,46,11.8
2023,Femmes,Manitoba,46,11.1
2015,"Femmes, 18 à 64 ans",Manitoba,46,14.5
2016,"Femmes, 18 à 64 ans",Manitoba,46,13.3
2017,"Femmes, 18 à 64 ans",Manitoba,46,12.2
2018,"Femmes, 18 à 64 ans",Manitoba,46,11.8
2019,"Femmes, 18 à 64 ans",Manitoba,46,12.0
2020,"Femmes, 18 à 64 ans",Manitoba,46,7.9
2021,"Femmes, 18 à 64 ans",Manitoba,46,9.2
2022,"Femmes, 18 à 64 ans",Manitoba,46,12.7
2023,"Femmes, 18 à 64 ans",Manitoba,46,12.6
2015,"Femmes, 65 ans et plus",Manitoba,46,7.6
2016,"Femmes, 65 ans et plus",Manitoba,46,5.7
2017,"Femmes, 65 ans et plus",Manitoba,46,6.0
2018,"Femmes, 65 ans et plus",Manitoba,46,6.8
2019,"Femmes, 65 ans et plus",Manitoba,46,5.9
2020,"Femmes, 65 ans et plus",Manitoba,46,3.0
2021,"Femmes, 65 ans et plus",Manitoba,46,7.0
2022,"Femmes, 65 ans et plus",Manitoba,46,7.1
2023,"Femmes, 65 ans et plus",Manitoba,46,4.7
2015,"Femmes, moins de 18 ans",Manitoba,46,15.7
2016,"Femmes, moins de 18 ans",Manitoba,46,14.2
2017,"Femmes, moins de 18 ans",Manitoba,46,13.9
2018,"Femmes, moins de 18 ans",Manitoba,46,12.3
2019,"Femmes, moins de 18 ans",Manitoba,46,12.0
2020,"Femmes, moins de 18 ans",Manitoba,46,5.2
2021,"Femmes, moins de 18 ans",Manitoba,46,10.2
2022,"Femmes, moins de 18 ans",Manitoba,46,13.2
2023,"Femmes, moins de 18 ans",Manitoba,46,12.4
2015,Hommes,Manitoba,46,14.5
2016,Hommes,Manitoba,46,12.5
2017,Hommes,Manitoba,46,10.9
2018,Hommes,Manitoba,46,11.2
2019,Hommes,Manitoba,46,12.0
2020,Hommes,Manitoba,46,7.0
2021,Hommes,Manitoba,46,8.6
2022,Hommes,Manitoba,46,11.2
2023,Hommes,Manitoba,46,10.7
2015,"Hommes, 18 à 64 ans",Manitoba,46,13.8
2016,"Hommes, 18 à 64 ans",Manitoba,46,12.9
2017,"Hommes, 18 à 64 ans",Manitoba,46,12.1
2018,"Hommes, 18 à 64 ans",Manitoba,46,11.6
2019,"Hommes, 18 à 64 ans",Manitoba,46,12.5
2020,"Hommes, 18 à 64 ans",Manitoba,46,8.5
2021,"Hommes, 18 à 64 ans",Manitoba,46,9.7
2022,"Hommes, 18 à 64 ans",Manitoba,46,11.9
2023,"Hommes, 18 à 64 ans",Manitoba,46,11.2
2015,"Hommes, 65 ans et plus",Manitoba,46,3.8
2016,"Hommes, 65 ans et plus",Manitoba,46,3.9
2017,"Hommes, 65 ans et plus",Manitoba,46,4.7
2018,"Hommes, 65 ans et plus",Manitoba,46,5.2
2019,"Hommes, 65 ans et plus",Manitoba,46,5.3
2020,"Hommes, 65 ans et plus",Manitoba,46,1.4
2021,"Hommes, 65 ans et plus",Manitoba,46,4.4
2022,"Hommes, 65 ans et plus",Manitoba,46,5.4
2023,"Hommes, 65 ans et plus",Manitoba,46,4.6
2015,"Hommes, moins de 18 ans",Manitoba,46,22.8
2016,"Hommes, moins de 18 ans",Manitoba,46,16.7
2017,"Hommes, moins de 18 ans",Manitoba,46,11.7
2018,"Hommes, moins de 18 ans",Manitoba,46,13.8
2019,"Hommes, moins de 18 ans",Manitoba,46,14.8
2020,"Hommes, moins de 18 ans",Manitoba,46,6.8
2021,"Hommes, moins de 18 ans",Manitoba,46,8.8
2022,"Hommes, moins de 18 ans",Manitoba,46,13.3
2023,"Hommes, moins de 18 ans",Manitoba,46,13.5
2015,Personnes de 18 à 64 ans,Manitoba,46,14.2
2016,Personnes de 18 à 64 ans,Manitoba,46,13.1
2017,Personnes de 18 à 64 ans,Manitoba,46,12.1
2018,Personnes de 18 à 64 ans,Manitoba,46,11.7
2019,Personnes de 18 à 64 ans,Manitoba,46,12.2
2020,Personnes de 18 à 64 ans,Manitoba,46,8.2
2021,Personnes de 18 à 64 ans,Manitoba,46,9.5
2022,Personnes de 18 à 64 ans,Manitoba,46,12.3
2023,Personnes de 18 à 64 ans,Manitoba,46,11.9
2015,Personnes de 65 ans et plus,Manitoba,46,5.9
2016,Personnes de 65 ans et plus,Manitoba,46,4.9
2017,Personnes de 65 ans et plus,Manitoba,46,5.4
2018,Personnes de 65 ans et plus,Manitoba,46,6.1
2019,Personnes de 65 ans et plus,Manitoba,46,5.6
2020,Personnes de 65 ans et plus,Manitoba,46,2.3
2021,Personnes de 65 ans et plus,Manitoba,46,5.8
2022,Personnes de 65 ans et plus,Manitoba,46,6.3
2023,Personnes de 65 ans et plus,Manitoba,46,4.6
2015,Personnes de moins de 18 ans,Manitoba,46,19.3
2016,Personnes de moins de 18 ans,Manitoba,46,15.5
2017,Personnes de moins de 18 ans,Manitoba,46,12.8
2018,Personnes de moins de 18 ans,Manitoba,46,13.1
2019,Personnes de moins de 18 ans,Manitoba,46,13.5
2020,Personnes de moins de 18 ans,Manitoba,46,6.0
2021,Personnes de moins de 18 ans,Manitoba,46,9.5
2022,Personnes de moins de 18 ans,Manitoba,46,13.3
2023,Personnes de moins de 18 ans,Manitoba,46,12.9
2015,Toutes les personnes,"Montréal, Québec",,17.2
2016,Toutes les personnes,"Montréal, Québec",,13.2
2017,Toutes les personnes,"Montréal, Québec",,14.1
2018,Toutes les personnes,"Montréal, Québec",,11.3
2019,Toutes les personnes,"Montréal, Québec",,10.4
2020,Toutes les personnes,"Montréal, Québec",,5.4
2021,Toutes les personnes,"Montréal, Québec",,5.7
2022,Toutes les personnes,"Montréal, Québec",,7.4
2023,Toutes les personnes,"Montréal, Québec",,8.4
2015,Femmes,"Montréal, Québec",,17.6
2016,Femmes,"Montréal, Québec",,12.9
2017,Femmes,"Montréal, Québec",,14.0
2018,Femmes,"Montréal, Québec",,11.7
2019,Femmes,"Montréal, Québec",,9.8
2020,Femmes,"Montréal, Québec",,6.0
2021,Femmes,"Montréal, Québec",,6.2
2022,Femmes,"Montréal, Québec",,6.7
2023,Femmes,"Montréal, Québec",,8.2
2015,"Femmes, 18 à 64 ans","Montréal, Québec",,19.7
2016,"Femmes, 18 à 64 ans","Montréal, Québec",,13.3
2017,"Femmes, 18 à 64 ans","Montréal, Québec",,14.6
2018,"Femmes, 18 à 64 ans","Montréal, Québec",,13.6
2019,"Femmes, 18 à 64 ans","Montréal, Québec",,11.8
2020,"Femmes, 18 à 64 ans","Montréal, Québec",,7.5
2021,"Femmes, 18 à 64 ans","Montréal, Québec",,6.4
2022,"Femmes, 18 à 64 ans","Montréal, Québec",,8.2
2023,"Femmes, 18 à 64 ans","Montréal, Québec",,9.9
2015,"Femmes, 65 ans et plus","Montréal, Québec",,7.8
2016,"Femmes, 65 ans et plus","Montréal, Québec",,9.5
2017,"Femmes, 65 ans et plus","Montréal, Québec",,10.2
2018,"Femmes, 65 ans et plus","Montréal, Québec",,8.0
2019,"Femmes, 65 ans et plus","Montréal, Québec",,7.2
2020,"Femmes, 65 ans et plus","Montréal, Québec",,3.3
2021,"Femmes, 65 ans et plus","Montréal, Québec",,7.4
2022,"Femmes, 65 ans et plus","Montréal, Québec",,3.3
2023,"Femmes, 65 ans et plus","Montréal, Québec",,4.3
2015,"Femmes, moins de 18 ans","Montréal, Québec",,18.4
2016,"Femmes, moins de 18 ans","Montréal, Québec",,14.7
2017,"Femmes, moins de 18 ans","Montréal, Québec",,15.2
2018,"Femmes, moins de 18 ans","Montréal, Québec",,8.9
2019,"Femmes, moins de 18 ans","Montréal, Québec",,5.8
2021,"Femmes, moins de 18 ans","Montréal, Québec",,4.4
2022,"Femmes, moins de 18 ans","Montréal, Québec",,5.3
2023,"Femmes, moins de 18 ans","Montréal, Québec",,6.8
2015,Hommes,"Montréal, Québec",,16.8
2016,Hommes,"Montréal, Québec",,13.5
2017,Hommes,"Montréal, Québec",,14.2
2018,Hommes,"Montréal, Québec",,11.0
2019,Hommes,"Montréal, Québec",,11.0
2020,Hommes,"Montréal, Québec",,4.9
2021,Hommes,"Montréal, Québec",,5.1
2022,Hommes,"Montréal, Québec",,8.2
2023,Hommes,"Montréal, Québec",,8.7
2015,"Hommes, 18 à 64 ans","Montréal, Québec",,18.1
2016,"Hommes, 18 à 64 ans","Montréal, Québec",,14.5
2017,"Hommes, 18 à 64 ans","Montréal, Québec",,15.4
2018,"Hommes, 18 à 64 ans","Montréal, Québec",,12.7
2019,"Hommes, 18 à 64 ans","Montréal, Québec",,12.7
2020,"Hommes, 18 à 64 ans","Montréal, Québec",,6.2
2021,"Hommes, 18 à 64 ans","Montréal, Québec",,5.9
2022,"Hommes, 18 à 64 ans","Montréal, Québec",,10.0
2023,"Hommes, 18 à 64 ans","Montréal, Québec",,10.1
2016,"Hommes, 65 ans et plus","Montréal, Québec",,10.0
2017,"Hommes, 65 ans et plus","Montréal, Québec",,8.2
2018,"Hommes, 65 ans et plus","Montréal, Québec",,5.8
2021,"Hommes, 65 ans et plus","Montréal, Québec",,4.7
2022,"Hommes, 65 ans et plus","Montréal, Québec",,4.5
2023,"Hommes, 65 ans et plus","Montréal, Québec",,4.0
2015,"Hommes, moins de 18 ans","Montréal, Québec",,20.4
2016,"Hommes, moins de 18 ans","Montréal, Québec",,12.6
2017,"Hommes, moins de 18 ans","Montréal, Québec",,14.3
2018,"Hommes, moins de 18 ans","Montréal, Québec",,9.1
2019,"Hommes, moins de 18 ans","Montréal, Québec",,8.8
2022,"Hommes, moins de 18 ans","Montréal, Québec",,5.4
2023,"Hommes, moins de 18 ans","Montréal, Québec",,7.8
2015,Personnes de 18 à 64 ans,"Montréal, Québec",,18.9
2016,Personnes de 18 à 64 ans,"Montréal, Québec",,13.9
2017,Personnes de 18 à 64 ans,"Montréal, Québec",,15.0
2018,Personnes de 18 à 64 ans,"Montréal, Québec",,13.2
2019,Personnes de 18 à 64 ans,"Montréal, Québec",,12.3
2020,Personnes de 18 à 64 ans,"Montréal, Québec",,6.8
2021,Personnes de 18 à 64 ans,"Montréal, Québec",,6.1
2022,Personnes de 18 à 64 ans,"Montréal, Québec",,9.1
2023,Personnes de 18 à 64 ans,"Montréal, Québec",,10.0
2015,Personnes de 65 ans et plus,"Montréal, Québec",,7.2
2016,Personnes de 65 ans et plus,"Montréal, Québec",,9.7
2017,Personnes de 65 ans et plus,"Montréal, Québec",,9.3
2018,Personnes de 65 ans et plus,"Montréal, Québec",,7.0
2019,Personnes de 65 ans et plus,"Montréal, Québec",,6.8
2020,Personnes de 65 ans et plus,"Montréal, Québec",,2.9
2021,Personnes de 65 ans et plus,"Montréal, Québec",,6.1
2022,Personnes de 65 ans et plus,"Montréal, Québec",,3.8
2023,Personnes de 65 ans et plus,"Montréal, Québec",,4.2
2015,Personnes de moins de 18 ans,"Montréal, Québec",,19.3
2016,Personnes de moins de 18 ans,"Montréal, Québec",,13.6
2017,Personnes de moins de 18 ans,"Montréal, Québec",,14.7
2018,Personnes de moins de 18 ans,"Montréal, Québec",,9.0
2019,Personnes de moins de 18 ans,"Montréal, Québec",,7.4
2021,Personnes de moins de 18 ans,"Montréal, Québec",,3.8
2022,Personnes de moins de 18 ans,"Montréal, Québec",,5.3
2023,Personnes de moins de 18 ans,"Montréal, Québec",,7.3
2015,Toutes les personnes,Nouveau-Brunswick,13,16.2
2016,Toutes les personnes,Nouveau-Brunswick,13,13.9
2017,Toutes les personnes,Nouveau-Brunswick,13,12.6
2018,Toutes les personnes,Nouveau-Brunswick,13,10.8
2019,Toutes les personnes,Nouveau-Brunswick,13,9.9
2020,Toutes les personnes,Nouveau-Brunswick,13,7.6
2021,Toutes les personnes,Nouveau-Brunswick,13,6.7
2022,Toutes les personnes,Nouveau-Brunswick,13,10.9
2023,Toutes les personnes,Nouveau-Brunswick,13,11.6
2015,Femmes,Nouveau-Brunswick,13,16.4
2016,Femmes,Nouveau-Brunswick,13,15.2
2017,Femmes,Nouveau-Brunswick,13,13.5
2018,Femmes,Nouveau-Brunswick,13,11.1
2019,Femmes,Nouveau-Brunswick,13,11.6
2020,Femmes,Nouveau-Brunswick,13,8.0
2021,Femmes,Nouveau-Brunswick,13,7.6
2022,Femmes,Nouveau-Brunswick,13,11.3
2023,Femmes,Nouveau-Brunswick,13,11.5
2015,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,16.8
2016,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,16.1
2017,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,14.7
2018,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,12.3
2019,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,11.5
2020,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,9.1
2021,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,7.6
2022,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,11.9
2023,"Femmes, 18 à 64 ans",Nouveau-Brunswick,13,12.1
2015,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,13.3
2016,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,12.3
2017,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,7.7
2018,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,6.6
2019,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,8.5
2020,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,6.3
2021,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,7.1
2022,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,10.1
2023,"Femmes, 65 ans et plus",Nouveau-Brunswick,13,8.2
2015,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,18.3
2016,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,15.7
2017,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,16.2
2018,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,12.4
2019,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,15.9
2020,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,6.3
2021,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,8.1
2022,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,10.8
2023,"Femmes, moins de 18 ans",Nouveau-Brunswick,13,14.2
2015,Hommes,Nouveau-Brunswick,13,16.0
2016,Hommes,Nouveau-Brunswick,13,12.5
2017,Hommes,Nouveau-Brunswick,13,11.7
2018,Hommes,Nouveau-Brunswick,13,10.5
2019,Hommes,Nouveau-Brunswick,13,8.1
2020,Hommes,Nouveau-Brunswick,13,7.3
2021,Hommes,Nouveau-Brunswick,13,5.8
2022,Hommes,Nouveau-Brunswick,13,10.4
2023,Hommes,Nouveau-Brunswick,13,11.6
2015,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,16.4
2016,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,12.6
2017,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,12.8
2018,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,12.0
2019,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,9.5
2020,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,8.8
2021,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,6.4
2022,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,11.5
2023,"Hommes, 18 à 64 ans",Nouveau-Brunswick,13,12.4
2015,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,8.9
2016,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,7.4
2017,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,5.4
2018,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,5.0
2019,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,3.4
2020,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,3.8
2021,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,3.9
2022,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,6.2
2023,"Hommes, 65 ans et plus",Nouveau-Brunswick,13,6.3
2015,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,21.5
2016,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,17.1
2017,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,14.7
2018,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,11.4
2019,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,8.8
2020,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,6.0
2021,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,6.3
2022,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,11.7
2023,"Hommes, moins de 18 ans",Nouveau-Brunswick,13,15.6
2015,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,16.6
2016,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,14.3
2017,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,13.8
2018,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,12.2
2019,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,10.5
2020,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,9.0
2021,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,7.0
2022,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,11.7
2023,Personnes de 18 à 64 ans,Nouveau-Brunswick,13,12.3
2015,Personnes de 65 ans et plus,Nouveau-Brunswick,13,11.2
2016,Personnes de 65 ans et plus,Nouveau-Brunswick,13,10.0
2017,Personnes de 65 ans et plus,Nouveau-Brunswick,13,6.6
2018,Personnes de 65 ans et plus,Nouveau-Brunswick,13,5.9
2019,Personnes de 65 ans et plus,Nouveau-Brunswick,13,6.1
2020,Personnes de 65 ans et plus,Nouveau-Brunswick,13,5.1
2021,Personnes de 65 ans et plus,Nouveau-Brunswick,13,5.6
2022,Personnes de 65 ans et plus,Nouveau-Brunswick,13,8.2
2023,Personnes de 65 ans et plus,Nouveau-Brunswick,13,7.3
2015,Personnes de moins de 18 ans,Nouveau-Brunswick,13,19.9
2016,Personnes de moins de 18 ans,Nouveau-Brunswick,13,16.4
2017,Personnes de moins de 18 ans,Nouveau-Brunswick,13,15.5
2018,Personnes de moins de 18 ans,Nouveau-Brunswick,13,11.9
2019,Personnes de moins de 18 ans,Nouveau-Brunswick,13,12.4
2020,Personnes de moins de 18 ans,Nouveau-Brunswick,13,6.1
2021,Personnes de moins de 18 ans,Nouveau-Brunswick,13,7.2
2022,Personnes de moins de 18 ans,Nouveau-Brunswick,13,11.3
2023,Personnes de moins de 18 ans,Nouveau-Brunswick,13,14.9
2015,Toutes les personnes,Terre-Neuve-et-Labrador,10,13.0
2016,Toutes les personnes,Terre-Neuve-et-Labrador,10,12.2
2017,Toutes les personnes,Terre-Neuve-et-Labrador,10,11.3
2018,Toutes les personnes,Terre-Neuve-et-Labrador,10,11.4
2019,Toutes les personnes,Terre-Neuve-et-Labrador,10,11.2
2020,Toutes les personnes,Terre-Neuve-et-Labrador,10,7.0
2021,Toutes les personnes,Terre-Neuve-et-Labrador,10,8.1
2022,Toutes les personnes,Terre-Neuve-et-Labrador,10,9.8
2023,Toutes les personnes,Terre-Neuve-et-Labrador,10,11.5
2015,Femmes,Terre-Neuve-et-Labrador,10,14.5
2016,Femmes,Terre-Neuve-et-Labrador,10,13.4
2017,Femmes,Terre-Neuve-et-Labrador,10,12.6
2018,Femmes,Terre-Neuve-et-Labrador,10,11.1
2019,Femmes,Terre-Neuve-et-Labrador,10,12.1
2020,Femmes,Terre-Neuve-et-Labrador,10,7.4
2021,Femmes,Terre-Neuve-et-Labrador,10,9.4
2022,Femmes,Terre-Neuve-et-Labrador,10,10.6
2023,Femmes,Terre-Neuve-et-Labrador,10,11.9
2015,"Femmes, 18 à 64 ans",Terre-Neuve-et-Labrador,10,15.2
2016,"Femmes, 18 à 64 ans",Terre-Neuve-et-Labrador,10,15.1
