Year,Causes de décès,Âge au décès,Sexe,Value
2017,Diabète sucré,65 à 74 ans,Hommes,56.9
2017,Maladies du coeur,65 à 74 ans,Hommes,349.7
2017,Hypertension essentielle et néphropathie hypertensive,65 à 74 ans,Hommes,5.1
2017,Maladies cérébrovasculaires,65 à 74 ans,Hommes,60.2
2017,Athérosclérose,65 à 74 ans,Hommes,2.5
2017,Anévrisme aortique et dissection,65 à 74 ans,Hommes,12.0
2017,Maladies chroniques des voies respiratoires inférieures,65 à 74 ans,Hommes,87.6
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 74 ans,Hommes,1.3
2017,Pneumopathie due à des substances solides et liquides,65 à 74 ans,Hommes,5.0
2017,Tumeurs malignes,65 à 74 ans,Femmes,529.8
2017,Diabète sucré,65 à 74 ans,Femmes,30.7
2017,Maladies du coeur,65 à 74 ans,Femmes,151.2
2017,Hypertension essentielle et néphropathie hypertensive,65 à 74 ans,Femmes,3.8
2017,Maladies cérébrovasculaires,65 à 74 ans,Femmes,41.5
2017,Athérosclérose,65 à 74 ans,Femmes,1.6
2017,Anévrisme aortique et dissection,65 à 74 ans,Femmes,4.7
2017,Maladies chroniques des voies respiratoires inférieures,65 à 74 ans,Femmes,73.8
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 74 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,65 à 74 ans,Femmes,3.2
2017,Tumeurs malignes,65 à 69 ans,Les deux sexes,502.5
2017,Diabète sucré,65 à 69 ans,Les deux sexes,34.9
2017,Maladies du coeur,65 à 69 ans,Les deux sexes,194.8
2017,Hypertension essentielle et néphropathie hypertensive,65 à 69 ans,Les deux sexes,3.2
2017,Maladies cérébrovasculaires,65 à 69 ans,Les deux sexes,34.4
2017,Athérosclérose,65 à 69 ans,Les deux sexes,1.3
2017,Anévrisme aortique et dissection,65 à 69 ans,Les deux sexes,6.4
2017,Maladies chroniques des voies respiratoires inférieures,65 à 69 ans,Les deux sexes,55.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 69 ans,Les deux sexes,0.3
2017,Pneumopathie due à des substances solides et liquides,65 à 69 ans,Les deux sexes,2.7
2017,Tumeurs malignes,65 à 69 ans,Hommes,568.7
2017,Diabète sucré,65 à 69 ans,Hommes,45.8
2017,Maladies du coeur,65 à 69 ans,Hommes,285.2
2017,Hypertension essentielle et néphropathie hypertensive,65 à 69 ans,Hommes,4.2
2017,Maladies cérébrovasculaires,65 à 69 ans,Hommes,43.1
2017,Athérosclérose,65 à 69 ans,Hommes,1.8
2017,Anévrisme aortique et dissection,65 à 69 ans,Hommes,9.5
2017,Maladies chroniques des voies respiratoires inférieures,65 à 69 ans,Hommes,59.6
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 69 ans,Hommes,0.6
2017,Pneumopathie due à des substances solides et liquides,65 à 69 ans,Hommes,3.0
2017,Tumeurs malignes,65 à 69 ans,Femmes,440.0
2017,Diabète sucré,65 à 69 ans,Femmes,24.6
2017,Maladies du coeur,65 à 69 ans,Femmes,109.2
2017,Hypertension essentielle et néphropathie hypertensive,65 à 69 ans,Femmes,2.2
2017,Maladies cérébrovasculaires,65 à 69 ans,Femmes,26.1
2017,Athérosclérose,65 à 69 ans,Femmes,0.9
2017,Anévrisme aortique et dissection,65 à 69 ans,Femmes,3.5
2017,Maladies chroniques des voies respiratoires inférieures,65 à 69 ans,Femmes,52.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 69 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,65 à 69 ans,Femmes,2.4
2017,Tumeurs malignes,70 à 74 ans,Les deux sexes,755.0
2017,Diabète sucré,70 à 74 ans,Les deux sexes,54.4
2017,Maladies du coeur,70 à 74 ans,Les deux sexes,315.4
2017,Hypertension essentielle et néphropathie hypertensive,70 à 74 ans,Les deux sexes,6.1
2017,Maladies cérébrovasculaires,70 à 74 ans,Les deux sexes,71.5
2017,Athérosclérose,70 à 74 ans,Les deux sexes,3.0
2017,Anévrisme aortique et dissection,70 à 74 ans,Les deux sexes,10.5
2017,Maladies chroniques des voies respiratoires inférieures,70 à 74 ans,Les deux sexes,112.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,70 à 74 ans,Les deux sexes,1.0
2017,Pneumopathie due à des substances solides et liquides,70 à 74 ans,Les deux sexes,5.9
2017,Tumeurs malignes,70 à 74 ans,Hommes,873.5
2017,Diabète sucré,70 à 74 ans,Hommes,71.5
2017,Maladies du coeur,70 à 74 ans,Hommes,434.6
2017,Hypertension essentielle et néphropathie hypertensive,70 à 74 ans,Hommes,6.2
2017,Maladies cérébrovasculaires,70 à 74 ans,Hommes,82.6
2017,Athérosclérose,70 à 74 ans,Hommes,3.5
2017,Anévrisme aortique et dissection,70 à 74 ans,Hommes,15.2
2017,Maladies chroniques des voies respiratoires inférieures,70 à 74 ans,Hommes,124.3
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,70 à 74 ans,Hommes,2.2
2017,Pneumopathie due à des substances solides et liquides,70 à 74 ans,Hommes,7.7
2017,Tumeurs malignes,70 à 74 ans,Femmes,645.4
2017,Diabète sucré,70 à 74 ans,Femmes,38.6
2017,Maladies du coeur,70 à 74 ans,Femmes,205.3
2017,Hypertension essentielle et néphropathie hypertensive,70 à 74 ans,Femmes,5.9
2017,Maladies cérébrovasculaires,70 à 74 ans,Femmes,61.3
2017,Athérosclérose,70 à 74 ans,Femmes,2.5
2017,Anévrisme aortique et dissection,70 à 74 ans,Femmes,6.2
2017,Maladies chroniques des voies respiratoires inférieures,70 à 74 ans,Femmes,101.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,70 à 74 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,70 à 74 ans,Femmes,4.3
2017,Tumeurs malignes,75 à 84 ans,Les deux sexes,1249.8
2017,Diabète sucré,75 à 84 ans,Les deux sexes,107.5
2017,Maladies du coeur,75 à 84 ans,Les deux sexes,724.9
2017,Hypertension essentielle et néphropathie hypertensive,75 à 84 ans,Les deux sexes,19.1
2017,Maladies cérébrovasculaires,75 à 84 ans,Les deux sexes,212.3
2017,Athérosclérose,75 à 84 ans,Les deux sexes,7.0
2017,Anévrisme aortique et dissection,75 à 84 ans,Les deux sexes,26.3
2017,Maladies chroniques des voies respiratoires inférieures,75 à 84 ans,Les deux sexes,229.0
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 84 ans,Les deux sexes,2.1
2017,Pneumopathie due à des substances solides et liquides,75 à 84 ans,Les deux sexes,21.0
2017,Tumeurs malignes,75 à 84 ans,Hommes,1530.1
2017,Diabète sucré,75 à 84 ans,Hommes,140.3
2017,Maladies du coeur,75 à 84 ans,Hommes,935.0
2017,Hypertension essentielle et néphropathie hypertensive,75 à 84 ans,Hommes,18.7
2017,Maladies cérébrovasculaires,75 à 84 ans,Hommes,235.9
2017,Athérosclérose,75 à 84 ans,Hommes,8.6
2017,Anévrisme aortique et dissection,75 à 84 ans,Hommes,33.1
2017,Maladies chroniques des voies respiratoires inférieures,75 à 84 ans,Hommes,251.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 84 ans,Hommes,4.5
2017,Pneumopathie due à des substances solides et liquides,75 à 84 ans,Hommes,27.1
2017,Tumeurs malignes,75 à 84 ans,Femmes,1018.6
2017,Diabète sucré,75 à 84 ans,Femmes,80.4
2017,Maladies du coeur,75 à 84 ans,Femmes,551.6
2017,Hypertension essentielle et néphropathie hypertensive,75 à 84 ans,Femmes,19.5
2017,Maladies cérébrovasculaires,75 à 84 ans,Femmes,192.8
2017,Athérosclérose,75 à 84 ans,Femmes,5.7
2017,Anévrisme aortique et dissection,75 à 84 ans,Femmes,20.8
2017,Maladies chroniques des voies respiratoires inférieures,75 à 84 ans,Femmes,210.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 84 ans,Femmes,0.2
2017,Pneumopathie due à des substances solides et liquides,75 à 84 ans,Femmes,16.0
2017,Tumeurs malignes,75 à 79 ans,Les deux sexes,1084.0
2017,Diabète sucré,75 à 79 ans,Les deux sexes,84.8
2017,Maladies du coeur,75 à 79 ans,Les deux sexes,528.2
2017,Hypertension essentielle et néphropathie hypertensive,75 à 79 ans,Les deux sexes,12.5
2017,Maladies cérébrovasculaires,75 à 79 ans,Les deux sexes,142.5
2017,Athérosclérose,75 à 79 ans,Les deux sexes,5.4
2017,Anévrisme aortique et dissection,75 à 79 ans,Les deux sexes,18.2
2017,Maladies chroniques des voies respiratoires inférieures,75 à 79 ans,Les deux sexes,181.2
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 79 ans,Les deux sexes,1.7
2017,Pneumopathie due à des substances solides et liquides,75 à 79 ans,Les deux sexes,13.7
2017,Tumeurs malignes,75 à 79 ans,Hommes,1292.6
2017,Diabète sucré,75 à 79 ans,Hommes,111.9
2017,Maladies du coeur,75 à 79 ans,Hommes,702.6
2017,Hypertension essentielle et néphropathie hypertensive,75 à 79 ans,Hommes,12.5
2017,Maladies cérébrovasculaires,75 à 79 ans,Hommes,164.8
2017,Athérosclérose,75 à 79 ans,Hommes,6.7
2017,Anévrisme aortique et dissection,75 à 79 ans,Hommes,22.3
2017,Maladies chroniques des voies respiratoires inférieures,75 à 79 ans,Hommes,203.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 79 ans,Hommes,3.5
2017,Pneumopathie due à des substances solides et liquides,75 à 79 ans,Hommes,17.8
2017,Tumeurs malignes,75 à 79 ans,Femmes,904.5
2017,Diabète sucré,75 à 79 ans,Femmes,61.4
2017,Maladies du coeur,75 à 79 ans,Femmes,378.0
2017,Hypertension essentielle et néphropathie hypertensive,75 à 79 ans,Femmes,12.5
2017,Maladies cérébrovasculaires,75 à 79 ans,Femmes,123.2
2017,Athérosclérose,75 à 79 ans,Femmes,4.2
2017,Anévrisme aortique et dissection,75 à 79 ans,Femmes,14.6
2017,Maladies chroniques des voies respiratoires inférieures,75 à 79 ans,Femmes,162.3
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 79 ans,Femmes,0.2
2017,Pneumopathie due à des substances solides et liquides,75 à 79 ans,Femmes,10.2
2017,Tumeurs malignes,80 à 84 ans,Les deux sexes,1483.5
2017,Diabète sucré,80 à 84 ans,Les deux sexes,139.5
2017,Maladies du coeur,80 à 84 ans,Les deux sexes,1002.1
2017,Hypertension essentielle et néphropathie hypertensive,80 à 84 ans,Les deux sexes,28.5
2017,Maladies cérébrovasculaires,80 à 84 ans,Les deux sexes,310.7
2017,Athérosclérose,80 à 84 ans,Les deux sexes,9.2
2017,Anévrisme aortique et dissection,80 à 84 ans,Les deux sexes,37.9
2017,Maladies chroniques des voies respiratoires inférieures,80 à 84 ans,Les deux sexes,296.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,80 à 84 ans,Les deux sexes,2.7
2017,Pneumopathie due à des substances solides et liquides,80 à 84 ans,Les deux sexes,31.2
2017,Tumeurs malignes,80 à 84 ans,Hommes,1884.4
2017,Diabète sucré,80 à 84 ans,Hommes,182.7
2017,Maladies du coeur,80 à 84 ans,Hommes,1281.7
2017,Hypertension essentielle et néphropathie hypertensive,80 à 84 ans,Hommes,28.1
2017,Maladies cérébrovasculaires,80 à 84 ans,Hommes,341.9
2017,Athérosclérose,80 à 84 ans,Hommes,11.3
2017,Anévrisme aortique et dissection,80 à 84 ans,Hommes,49.1
2017,Maladies chroniques des voies respiratoires inférieures,80 à 84 ans,Hommes,324.8
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,80 à 84 ans,Hommes,6.1
2017,Pneumopathie due à des substances solides et liquides,80 à 84 ans,Hommes,40.9
2017,Tumeurs malignes,80 à 84 ans,Femmes,1172.1
2017,Diabète sucré,80 à 84 ans,Femmes,105.9
2017,Maladies du coeur,80 à 84 ans,Femmes,785.0
2017,Hypertension essentielle et néphropathie hypertensive,80 à 84 ans,Femmes,28.9
2017,Maladies cérébrovasculaires,80 à 84 ans,Femmes,286.4
2017,Athérosclérose,80 à 84 ans,Femmes,7.6
2017,Anévrisme aortique et dissection,80 à 84 ans,Femmes,29.1
2017,Maladies chroniques des voies respiratoires inférieures,80 à 84 ans,Femmes,274.3
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,80 à 84 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,80 à 84 ans,Femmes,23.7
2017,Tumeurs malignes,85 ans et plus,Les deux sexes,2101.1
2017,Diabète sucré,85 ans et plus,Les deux sexes,271.8
2017,Maladies du coeur,85 ans et plus,Les deux sexes,3036.6
2017,Hypertension essentielle et néphropathie hypertensive,85 ans et plus,Les deux sexes,105.4
2017,Maladies cérébrovasculaires,85 ans et plus,Les deux sexes,888.2
2017,Athérosclérose,85 ans et plus,Les deux sexes,46.2
2017,Anévrisme aortique et dissection,85 ans et plus,Les deux sexes,64.7
2017,Maladies chroniques des voies respiratoires inférieures,85 ans et plus,Les deux sexes,591.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 ans et plus,Les deux sexes,4.5
2017,Pneumopathie due à des substances solides et liquides,85 ans et plus,Les deux sexes,114.4
2017,Tumeurs malignes,85 ans et plus,Hommes,2869.5
2017,Diabète sucré,85 ans et plus,Hommes,335.5
2017,Maladies du coeur,85 ans et plus,Hommes,3446.6
2017,Hypertension essentielle et néphropathie hypertensive,85 ans et plus,Hommes,92.4
2017,Maladies cérébrovasculaires,85 ans et plus,Hommes,843.7
2017,Athérosclérose,85 ans et plus,Hommes,45.3
2017,Anévrisme aortique et dissection,85 ans et plus,Hommes,101.4
2017,Maladies chroniques des voies respiratoires inférieures,85 ans et plus,Hommes,758.0
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 ans et plus,Hommes,12.8
2017,Pneumopathie due à des substances solides et liquides,85 ans et plus,Hommes,172.4
2017,Tumeurs malignes,85 ans et plus,Femmes,1681.1
2017,Diabète sucré,85 ans et plus,Femmes,237.0
2017,Maladies du coeur,85 ans et plus,Femmes,2812.6
2017,Hypertension essentielle et néphropathie hypertensive,85 ans et plus,Femmes,112.6
2017,Maladies cérébrovasculaires,85 ans et plus,Femmes,912.6
2017,Athérosclérose,85 ans et plus,Femmes,46.6
2017,Anévrisme aortique et dissection,85 ans et plus,Femmes,44.7
2017,Maladies chroniques des voies respiratoires inférieures,85 ans et plus,Femmes,501.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 ans et plus,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,85 ans et plus,Femmes,82.7
2017,Tumeurs malignes,85 à 89 ans,Les deux sexes,1937.1
2017,Diabète sucré,85 à 89 ans,Les deux sexes,227.3
2017,Maladies du coeur,85 à 89 ans,Les deux sexes,2008.8
2017,Hypertension essentielle et néphropathie hypertensive,85 à 89 ans,Les deux sexes,54.6
2017,Maladies cérébrovasculaires,85 à 89 ans,Les deux sexes,578.3
2017,Athérosclérose,85 à 89 ans,Les deux sexes,25.2
2017,Anévrisme aortique et dissection,85 à 89 ans,Les deux sexes,53.0
2017,Maladies chroniques des voies respiratoires inférieures,85 à 89 ans,Les deux sexes,470.5
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 à 89 ans,Les deux sexes,4.3
2017,Pneumopathie due à des substances solides et liquides,85 à 89 ans,Les deux sexes,73.1
2017,Tumeurs malignes,85 à 89 ans,Hommes,2591.1
2017,Diabète sucré,85 à 89 ans,Hommes,298.6
2017,Maladies du coeur,85 à 89 ans,Hommes,2540.1
2017,Hypertension essentielle et néphropathie hypertensive,85 à 89 ans,Hommes,59.4
2017,Maladies cérébrovasculaires,85 à 89 ans,Hommes,614.8
2017,Athérosclérose,85 à 89 ans,Hommes,28.7
2017,Anévrisme aortique et dissection,85 à 89 ans,Hommes,82.8
2017,Maladies chroniques des voies respiratoires inférieures,85 à 89 ans,Hommes,599.2
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 à 89 ans,Hommes,10.9
2017,Pneumopathie due à des substances solides et liquides,85 à 89 ans,Hommes,114.6
2017,Tumeurs malignes,85 à 89 ans,Femmes,1519.7
2017,Diabète sucré,85 à 89 ans,Femmes,181.9
2017,Maladies du coeur,85 à 89 ans,Femmes,1669.7
2017,Hypertension essentielle et néphropathie hypertensive,85 à 89 ans,Femmes,51.5
2017,Maladies cérébrovasculaires,85 à 89 ans,Femmes,555.0
2017,Athérosclérose,85 à 89 ans,Femmes,22.9
2017,Anévrisme aortique et dissection,85 à 89 ans,Femmes,33.9
2017,Maladies chroniques des voies respiratoires inférieures,85 à 89 ans,Femmes,388.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 à 89 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,85 à 89 ans,Femmes,46.6
2017,Tumeurs malignes,90 ans et plus,Les deux sexes,2370.2
2017,Diabète sucré,90 ans et plus,Les deux sexes,344.8
2017,Maladies du coeur,90 ans et plus,Les deux sexes,4723.4
2017,Hypertension essentielle et néphropathie hypertensive,90 ans et plus,Les deux sexes,188.9
2017,Maladies cérébrovasculaires,90 ans et plus,Les deux sexes,1396.8
2017,Athérosclérose,90 ans et plus,Les deux sexes,80.6
2017,Anévrisme aortique et dissection,90 ans et plus,Les deux sexes,83.9
2017,Maladies chroniques des voies respiratoires inférieures,90 ans et plus,Les deux sexes,791.2
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,90 ans et plus,Les deux sexes,5.0
2017,Pneumopathie due à des substances solides et liquides,90 ans et plus,Les deux sexes,182.2
2017,Tumeurs malignes,90 ans et plus,Hommes,3474.6
2017,Diabète sucré,90 ans et plus,Hommes,415.8
2017,Maladies du coeur,90 ans et plus,Hommes,5417.5
2017,Hypertension essentielle et néphropathie hypertensive,90 ans et plus,Hommes,164.3
2017,Maladies cérébrovasculaires,90 ans et plus,Hommes,1341.3
2017,Athérosclérose,90 ans et plus,Hommes,81.6
2017,Anévrisme aortique et dissection,90 ans et plus,Hommes,141.6
2017,Maladies chroniques des voies respiratoires inférieures,90 ans et plus,Hommes,1103.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,90 ans et plus,Hommes,17.0
2017,Pneumopathie due à des substances solides et liquides,90 ans et plus,Hommes,297.9
2017,Tumeurs malignes,90 ans et plus,Femmes,1910.2
2017,Diabète sucré,90 ans et plus,Femmes,315.2
2017,Maladies du coeur,90 ans et plus,Femmes,4434.3
2017,Hypertension essentielle et néphropathie hypertensive,90 ans et plus,Femmes,199.1
2017,Maladies cérébrovasculaires,90 ans et plus,Femmes,1419.9
2017,Athérosclérose,90 ans et plus,Femmes,80.2
2017,Anévrisme aortique et dissection,90 ans et plus,Femmes,59.9
2017,Maladies chroniques des voies respiratoires inférieures,90 ans et plus,Femmes,661.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,90 ans et plus,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,90 ans et plus,Femmes,134.0
2018,Tumeurs malignes,Tous les âges,Les deux sexes,215.3
2018,Diabète sucré,Tous les âges,Les deux sexes,18.5
2018,Maladies du coeur,Tous les âges,Les deux sexes,146.4
2018,Hypertension essentielle et néphropathie hypertensive,Tous les âges,Les deux sexes,3.9
2018,Maladies cérébrovasculaires,Tous les âges,Les deux sexes,36.6
2018,Athérosclérose,Tous les âges,Les deux sexes,1.4
2018,Anévrisme aortique et dissection,Tous les âges,Les deux sexes,4.3
2018,Maladies chroniques des voies respiratoires inférieures,Tous les âges,Les deux sexes,35.3
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,Tous les âges,Les deux sexes,0.3
2018,Pneumopathie due à des substances solides et liquides,Tous les âges,Les deux sexes,4.4
2018,Tumeurs malignes,Tous les âges,Hommes,229.4
2018,Diabète sucré,Tous les âges,Hommes,20.6
2018,Maladies du coeur,Tous les âges,Hommes,159.8
2018,Hypertension essentielle et néphropathie hypertensive,Tous les âges,Hommes,3.0
2018,Maladies cérébrovasculaires,Tous les âges,Hommes,31.4
2018,Athérosclérose,Tous les âges,Hommes,1.2
2018,Anévrisme aortique et dissection,Tous les âges,Hommes,5.2
2018,Maladies chroniques des voies respiratoires inférieures,Tous les âges,Hommes,35.2
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,Tous les âges,Hommes,0.6
2018,Pneumopathie due à des substances solides et liquides,Tous les âges,Hommes,5.1
2018,Tumeurs malignes,Tous les âges,Femmes,201.3
2018,Diabète sucré,Tous les âges,Femmes,16.5
2018,Maladies du coeur,Tous les âges,Femmes,133.1
2018,Hypertension essentielle et néphropathie hypertensive,Tous les âges,Femmes,4.8
2018,Maladies cérébrovasculaires,Tous les âges,Femmes,41.6
2018,Athérosclérose,Tous les âges,Femmes,1.6
2018,Anévrisme aortique et dissection,Tous les âges,Femmes,3.4
2018,Maladies chroniques des voies respiratoires inférieures,Tous les âges,Femmes,35.4
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,Tous les âges,Femmes,0.0
2018,Pneumopathie due à des substances solides et liquides,Tous les âges,Femmes,3.6
2018,Tumeurs malignes,1 à 14 ans,Les deux sexes,2.0
2018,Diabète sucré,1 à 14 ans,Les deux sexes,0.0
2018,Maladies du coeur,1 à 14 ans,Les deux sexes,0.3
2018,Hypertension essentielle et néphropathie hypertensive,1 à 14 ans,Les deux sexes,0.1
2018,Maladies cérébrovasculaires,1 à 14 ans,Les deux sexes,0.1
2018,Athérosclérose,1 à 14 ans,Les deux sexes,0.0
2018,Anévrisme aortique et dissection,1 à 14 ans,Les deux sexes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,1 à 14 ans,Les deux sexes,0.1
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,1 à 14 ans,Les deux sexes,0.0
2018,Pneumopathie due à des substances solides et liquides,1 à 14 ans,Les deux sexes,0.1
2018,Tumeurs malignes,1 à 14 ans,Hommes,2.4
2018,Diabète sucré,1 à 14 ans,Hommes,0.0
2018,Maladies du coeur,1 à 14 ans,Hommes,0.3
2018,Hypertension essentielle et néphropathie hypertensive,1 à 14 ans,Hommes,0.0
2018,Maladies cérébrovasculaires,1 à 14 ans,Hommes,0.2
2018,Athérosclérose,1 à 14 ans,Hommes,0.0
2018,Anévrisme aortique et dissection,1 à 14 ans,Hommes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,1 à 14 ans,Hommes,0.2
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,1 à 14 ans,Hommes,0.0
2018,Pneumopathie due à des substances solides et liquides,1 à 14 ans,Hommes,0.1
2018,Tumeurs malignes,1 à 14 ans,Femmes,1.7
2018,Diabète sucré,1 à 14 ans,Femmes,0.0
2018,Maladies du coeur,1 à 14 ans,Femmes,0.4
2018,Hypertension essentielle et néphropathie hypertensive,1 à 14 ans,Femmes,0.1
2018,Maladies cérébrovasculaires,1 à 14 ans,Femmes,0.0
2018,Athérosclérose,1 à 14 ans,Femmes,0.0
2018,Anévrisme aortique et dissection,1 à 14 ans,Femmes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,1 à 14 ans,Femmes,0.1
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,1 à 14 ans,Femmes,0.0
2018,Pneumopathie due à des substances solides et liquides,1 à 14 ans,Femmes,0.0
2018,Tumeurs malignes,1 à 4 ans,Les deux sexes,2.3
2018,Diabète sucré,1 à 4 ans,Les deux sexes,0.0
2018,Maladies du coeur,1 à 4 ans,Les deux sexes,0.4
2018,Hypertension essentielle et néphropathie hypertensive,1 à 4 ans,Les deux sexes,0.1
2018,Maladies cérébrovasculaires,1 à 4 ans,Les deux sexes,0.0
2018,Athérosclérose,1 à 4 ans,Les deux sexes,0.0
2018,Anévrisme aortique et dissection,1 à 4 ans,Les deux sexes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,1 à 4 ans,Les deux sexes,0.3
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,1 à 4 ans,Les deux sexes,0.0
2018,Pneumopathie due à des substances solides et liquides,1 à 4 ans,Les deux sexes,0.1
2018,Tumeurs malignes,1 à 4 ans,Hommes,2.0
2018,Diabète sucré,1 à 4 ans,Hommes,0.0
2018,Maladies du coeur,1 à 4 ans,Hommes,0.4
2018,Hypertension essentielle et néphropathie hypertensive,1 à 4 ans,Hommes,0.0
2018,Maladies cérébrovasculaires,1 à 4 ans,Hommes,0.0
2018,Athérosclérose,1 à 4 ans,Hommes,0.0
2018,Anévrisme aortique et dissection,1 à 4 ans,Hommes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,1 à 4 ans,Hommes,0.4
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,1 à 4 ans,Hommes,0.0
2018,Pneumopathie due à des substances solides et liquides,1 à 4 ans,Hommes,0.1
2018,Tumeurs malignes,1 à 4 ans,Femmes,2.6
2018,Diabète sucré,1 à 4 ans,Femmes,0.0
2018,Maladies du coeur,1 à 4 ans,Femmes,0.5
2018,Hypertension essentielle et néphropathie hypertensive,1 à 4 ans,Femmes,0.1
2018,Maladies cérébrovasculaires,1 à 4 ans,Femmes,0.0
2018,Athérosclérose,1 à 4 ans,Femmes,0.0
2018,Anévrisme aortique et dissection,1 à 4 ans,Femmes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,1 à 4 ans,Femmes,0.1
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,1 à 4 ans,Femmes,0.0
2018,Pneumopathie due à des substances solides et liquides,1 à 4 ans,Femmes,0.0
2018,Tumeurs malignes,5 à 9 ans,Les deux sexes,2.3
2018,Diabète sucré,5 à 9 ans,Les deux sexes,0.0
2018,Maladies du coeur,5 à 9 ans,Les deux sexes,0.1
2018,Hypertension essentielle et néphropathie hypertensive,5 à 9 ans,Les deux sexes,0.0
2018,Maladies cérébrovasculaires,5 à 9 ans,Les deux sexes,0.1
2018,Athérosclérose,5 à 9 ans,Les deux sexes,0.0
2018,Anévrisme aortique et dissection,5 à 9 ans,Les deux sexes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,5 à 9 ans,Les deux sexes,0.1
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,5 à 9 ans,Les deux sexes,0.0
2018,Pneumopathie due à des substances solides et liquides,5 à 9 ans,Les deux sexes,0.0
2018,Tumeurs malignes,5 à 9 ans,Hommes,3.0
2018,Diabète sucré,5 à 9 ans,Hommes,0.0
2018,Maladies du coeur,5 à 9 ans,Hommes,0.0
2018,Hypertension essentielle et néphropathie hypertensive,5 à 9 ans,Hommes,0.0
2018,Maladies cérébrovasculaires,5 à 9 ans,Hommes,0.2
2018,Athérosclérose,5 à 9 ans,Hommes,0.0
2018,Anévrisme aortique et dissection,5 à 9 ans,Hommes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,5 à 9 ans,Hommes,0.3
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,5 à 9 ans,Hommes,0.0
2018,Pneumopathie due à des substances solides et liquides,5 à 9 ans,Hommes,0.0
2018,Tumeurs malignes,5 à 9 ans,Femmes,1.5
2018,Diabète sucré,5 à 9 ans,Femmes,0.0
2018,Maladies du coeur,5 à 9 ans,Femmes,0.2
2018,Hypertension essentielle et néphropathie hypertensive,5 à 9 ans,Femmes,0.0
2018,Maladies cérébrovasculaires,5 à 9 ans,Femmes,0.0
2018,Athérosclérose,5 à 9 ans,Femmes,0.0
2018,Anévrisme aortique et dissection,5 à 9 ans,Femmes,0.0
2018,Maladies chroniques des voies respiratoires inférieures,5 à 9 ans,Femmes,0.0
2018,Pneumoconioses et affections respiratoires dues à des agents chimiques,5 à 9 ans,Femmes,0.0
2018,Pneumopathie due à des substances solides et liquides,5 à 9 ans,Femmes,0.0
