Year,Source,Géographie,GeoCode,Value
2015,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.38
2015,Transports,Terre-Neuve-et-Labrador,10,3.793
2015,Industrie lourde,Terre-Neuve-et-Labrador,10,1.121
2015,Bâtiments,Terre-Neuve-et-Labrador,10,1.006
2015,Agriculture,Terre-Neuve-et-Labrador,10,0.101
2015,Déchets et autres,Terre-Neuve-et-Labrador,10,0.594
2015,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.629
2015,Inventaire territorial,Territoires du Nord-Ouest,61,1.579
2015,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.024
2015,Transports,Territoires du Nord-Ouest,61,0.667
2015,Industrie lourde,Territoires du Nord-Ouest,61,0.415
2015,Bâtiments,Territoires du Nord-Ouest,61,0.306
2015,Déchets et autres,Territoires du Nord-Ouest,61,0.037
2015,Inventaire provincial,Nouvelle-Écosse,12,16.31
2015,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.633
2015,Transports,Nouvelle-Écosse,12,4.834
2015,Industrie lourde,Nouvelle-Écosse,12,0.523
2015,Bâtiments,Nouvelle-Écosse,12,2.228
2015,Agriculture,Nouvelle-Écosse,12,0.412
2015,Déchets et autres,Nouvelle-Écosse,12,0.503
2015,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.393
2015,Inventaire territorial,Nunavut,62,0.632
2015,Transports,Nunavut,62,0.332
2015,Industrie lourde,Nunavut,62,0.141
2015,Bâtiments,Nunavut,62,0.01
2015,Déchets et autres,Nunavut,62,0.032
2015,Inventaire provincial,Ontario,35,163.264
2015,Exploitation pétrolière et gazière,Ontario,35,9.268
2015,Transports,Ontario,35,54.213
2015,Industrie lourde,Ontario,35,29.806
2015,Bâtiments,Ontario,35,37.192
2015,Agriculture,Ontario,35,10.886
2015,Déchets et autres,Ontario,35,7.336
2015,"Fabrication légère, construction et ressources forestières",Ontario,35,9.082
2015,Inventaire provincial,Île-du-Prince-Édouard,11,1.548
2015,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2015,Transports,Île-du-Prince-Édouard,11,0.711
2015,Industrie lourde,Île-du-Prince-Édouard,11,0.008
2015,Bâtiments,Île-du-Prince-Édouard,11,0.339
2015,Agriculture,Île-du-Prince-Édouard,11,0.297
2015,Déchets et autres,Île-du-Prince-Édouard,11,0.08
2015,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.1
2015,Inventaire provincial,Québec,24,76.907
2015,Exploitation pétrolière et gazière,Québec,24,2.644
2015,Transports,Québec,24,29.839
2015,Industrie lourde,Québec,24,17.132
2015,Bâtiments,Québec,24,9.797
2015,Agriculture,Québec,24,8.797
2015,Déchets et autres,Québec,24,3.971
2015,"Fabrication légère, construction et ressources forestières",Québec,24,4.446
2015,Inventaire provincial,Saskatchewan,47,87.389
2015,Exploitation pétrolière et gazière,Saskatchewan,47,38.924
2015,Transports,Saskatchewan,47,10.119
2015,Industrie lourde,Saskatchewan,47,2.874
2015,Bâtiments,Saskatchewan,47,3.247
2015,Agriculture,Saskatchewan,47,15.134
2015,Déchets et autres,Saskatchewan,47,1.374
2015,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.912
2015,Inventaire territorial,Yukon,60,0.531
2015,Exploitation pétrolière et gazière,Yukon,60,0.0
2015,Transports,Yukon,60,0.337
2015,Industrie lourde,Yukon,60,0.079
2015,Bâtiments,Yukon,60,0.04
2015,Agriculture,Yukon,60,0.004
2015,Déchets et autres,Yukon,60,0.032
2015,"Fabrication légère, construction et ressources forestières",Yukon,60,0.02
2016,Inventaire provincial,Alberta,48,274.452
2016,Exploitation pétrolière et gazière,Alberta,48,141.194
2016,Transports,Alberta,48,25.984
2016,Industrie lourde,Alberta,48,17.013
2016,Bâtiments,Alberta,48,19.378
2016,Agriculture,Alberta,48,19.703
2016,Déchets et autres,Alberta,48,4.462
2016,"Fabrication légère, construction et ressources forestières",Alberta,48,3.391
2016,Inventaire provincial,Colombie-Britannique,59,61.608
2016,Exploitation pétrolière et gazière,Colombie-Britannique,59,14.881
2016,Transports,Colombie-Britannique,59,21.273
2016,Industrie lourde,Colombie-Britannique,59,6.39
2016,Bâtiments,Colombie-Britannique,59,7.992
2016,Agriculture,Colombie-Britannique,59,3.072
2016,Déchets et autres,Colombie-Britannique,59,2.395
2016,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.235
2016,Exploitation pétrolière et gazière,Canada,,207.983
2016,Transports,Canada,,161.947
2016,Industrie lourde,Canada,,76.83
2016,Bâtiments,Canada,,85.719
2016,Agriculture,Canada,,66.738
2016,Déchets et autres,Canada,,23.515
2016,"Fabrication légère, construction et ressources forestières",Canada,,23.824
2016,Inventaire provincial,Manitoba,46,21.185
2016,Exploitation pétrolière et gazière,Manitoba,46,0.968
2016,Transports,Manitoba,46,6.351
2016,Industrie lourde,Manitoba,46,1.368
2016,Bâtiments,Manitoba,46,2.723
2016,Agriculture,Manitoba,46,7.086
2016,Déchets et autres,Manitoba,46,1.364
2016,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.253
2016,Inventaire provincial,Nouveau-Brunswick,13,14.629
2016,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.809
2016,Transports,Nouveau-Brunswick,13,4.106
2016,Industrie lourde,Nouveau-Brunswick,13,0.804
2016,Bâtiments,Nouveau-Brunswick,13,1.234
2016,Agriculture,Nouveau-Brunswick,13,0.483
2016,Déchets et autres,Nouveau-Brunswick,13,0.521
2016,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.371
2016,Inventaire provincial,Terre-Neuve-et-Labrador,10,11.021
2016,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.625
2016,Transports,Terre-Neuve-et-Labrador,10,3.817
2016,Industrie lourde,Terre-Neuve-et-Labrador,10,0.64
2016,Bâtiments,Terre-Neuve-et-Labrador,10,1.032
2016,Agriculture,Terre-Neuve-et-Labrador,10,0.104
2016,Déchets et autres,Terre-Neuve-et-Labrador,10,0.607
2016,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.67
2016,Inventaire territorial,Territoires du Nord-Ouest,61,1.31
2016,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.026
2016,Transports,Territoires du Nord-Ouest,61,0.678
2016,Industrie lourde,Territoires du Nord-Ouest,61,0.349
2016,Bâtiments,Territoires du Nord-Ouest,61,0.116
2016,Déchets et autres,Territoires du Nord-Ouest,61,0.037
2016,Inventaire provincial,Nouvelle-Écosse,12,15.579
2016,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.461
2016,Transports,Nouvelle-Écosse,12,4.793
2016,Industrie lourde,Nouvelle-Écosse,12,0.471
2016,Bâtiments,Nouvelle-Écosse,12,1.88
2016,Agriculture,Nouvelle-Écosse,12,0.408
2016,Déchets et autres,Nouvelle-Écosse,12,0.516
2016,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.409
2016,Inventaire territorial,Nunavut,62,0.735
2016,Transports,Nunavut,62,0.367
2016,Industrie lourde,Nunavut,62,0.184
2016,Bâtiments,Nunavut,62,0.011
2016,Déchets et autres,Nunavut,62,0.033
2016,Inventaire provincial,Ontario,35,163.111
2016,Exploitation pétrolière et gazière,Ontario,35,8.922
2016,Transports,Ontario,35,53.127
2016,Industrie lourde,Ontario,35,30.975
2016,Bâtiments,Ontario,35,37.535
2016,Agriculture,Ontario,35,11.366
2016,Déchets et autres,Ontario,35,7.294
2016,"Fabrication légère, construction et ressources forestières",Ontario,35,9.034
2016,Inventaire provincial,Île-du-Prince-Édouard,11,1.594
2016,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2016,Transports,Île-du-Prince-Édouard,11,0.74
2016,Industrie lourde,Île-du-Prince-Édouard,11,0.008
2016,Bâtiments,Île-du-Prince-Édouard,11,0.317
2016,Agriculture,Île-du-Prince-Édouard,11,0.335
2016,Déchets et autres,Île-du-Prince-Édouard,11,0.078
2016,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.111
2016,Inventaire provincial,Québec,24,76.911
2016,Exploitation pétrolière et gazière,Québec,24,2.209
2016,Transports,Québec,24,30.634
2016,Industrie lourde,Québec,24,15.713
2016,Bâtiments,Québec,24,10.013
2016,Agriculture,Québec,24,8.789
2016,Déchets et autres,Québec,24,4.813
2016,"Fabrication légère, construction et ressources forestières",Québec,24,4.422
2016,Inventaire provincial,Saskatchewan,47,82.246
2016,Exploitation pétrolière et gazière,Saskatchewan,47,33.888
2016,Transports,Saskatchewan,47,9.732
2016,Industrie lourde,Saskatchewan,47,2.845
2016,Bâtiments,Saskatchewan,47,3.451
2016,Agriculture,Saskatchewan,47,15.388
2016,Déchets et autres,Saskatchewan,47,1.362
2016,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.864
2016,Inventaire territorial,Yukon,60,0.529
2016,Exploitation pétrolière et gazière,Yukon,60,0.0
2016,Transports,Yukon,60,0.344
2016,Industrie lourde,Yukon,60,0.069
2016,Bâtiments,Yukon,60,0.037
2016,Agriculture,Yukon,60,0.004
2016,Déchets et autres,Yukon,60,0.033
2016,"Fabrication légère, construction et ressources forestières",Yukon,60,0.023
2017,Inventaire provincial,Alberta,48,284.376
2017,Exploitation pétrolière et gazière,Alberta,48,149.163
2017,Transports,Alberta,48,26.584
2017,Industrie lourde,Alberta,48,17.64
2017,Bâtiments,Alberta,48,20.347
2017,Agriculture,Alberta,48,19.724
2017,Déchets et autres,Alberta,48,4.472
2017,"Fabrication légère, construction et ressources forestières",Alberta,48,3.164
2017,Inventaire provincial,Colombie-Britannique,59,62.553
2017,Exploitation pétrolière et gazière,Colombie-Britannique,59,14.866
2017,Transports,Colombie-Britannique,59,21.666
2017,Industrie lourde,Colombie-Britannique,59,6.552
2017,Bâtiments,Colombie-Britannique,59,8.495
2017,Agriculture,Colombie-Britannique,59,3.1
2017,Déchets et autres,Colombie-Britannique,59,2.33
2017,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.402
2017,Exploitation pétrolière et gazière,Canada,,216.462
2017,Transports,Canada,,164.876
2017,Industrie lourde,Canada,,77.581
2017,Bâtiments,Canada,,87.896
2017,Agriculture,Canada,,67.312
2017,Déchets et autres,Canada,,23.369
2017,"Fabrication légère, construction et ressources forestières",Canada,,24.602
2017,Inventaire provincial,Manitoba,46,21.65
2017,Exploitation pétrolière et gazière,Manitoba,46,0.856
2017,Transports,Manitoba,46,6.478
2017,Industrie lourde,Manitoba,46,1.303
2017,Bâtiments,Manitoba,46,2.861
2017,Agriculture,Manitoba,46,7.32
2017,Déchets et autres,Manitoba,46,1.383
2017,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.378
2017,Inventaire provincial,Nouveau-Brunswick,13,13.551
2017,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.013
2017,Transports,Nouveau-Brunswick,13,3.662
2017,Industrie lourde,Nouveau-Brunswick,13,0.794
2017,Bâtiments,Nouveau-Brunswick,13,1.074
2017,Agriculture,Nouveau-Brunswick,13,0.46
2017,Déchets et autres,Nouveau-Brunswick,13,0.531
2017,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.405
2017,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.926
2017,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.546
2017,Transports,Terre-Neuve-et-Labrador,10,3.838
2017,Industrie lourde,Terre-Neuve-et-Labrador,10,0.711
2017,Bâtiments,Terre-Neuve-et-Labrador,10,1.047
2017,Agriculture,Terre-Neuve-et-Labrador,10,0.096
2017,Déchets et autres,Terre-Neuve-et-Labrador,10,0.606
2017,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.552
2017,Inventaire territorial,Territoires du Nord-Ouest,61,1.408
2017,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.02
2017,Transports,Territoires du Nord-Ouest,61,0.786
2017,Industrie lourde,Territoires du Nord-Ouest,61,0.351
2017,Bâtiments,Territoires du Nord-Ouest,61,0.116
2017,Déchets et autres,Territoires du Nord-Ouest,61,0.038
2017,Inventaire provincial,Nouvelle-Écosse,12,15.886
2017,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.317
2017,Transports,Nouvelle-Écosse,12,4.959
2017,Industrie lourde,Nouvelle-Écosse,12,0.433
2017,Bâtiments,Nouvelle-Écosse,12,1.965
2017,Agriculture,Nouvelle-Écosse,12,0.418
2017,Déchets et autres,Nouvelle-Écosse,12,0.519
2017,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.444
2017,Inventaire territorial,Nunavut,62,0.738
2017,Transports,Nunavut,62,0.378
2017,Industrie lourde,Nunavut,62,0.174
2017,Bâtiments,Nunavut,62,0.012
2017,Déchets et autres,Nunavut,62,0.034
2017,Inventaire provincial,Ontario,35,157.929
2017,Exploitation pétrolière et gazière,Ontario,35,6.956
2017,Transports,Ontario,35,53.476
2017,Industrie lourde,Ontario,35,29.364
2017,Bâtiments,Ontario,35,37.883
2017,Agriculture,Ontario,35,11.314
2017,Déchets et autres,Ontario,35,7.129
2017,"Fabrication légère, construction et ressources forestières",Ontario,35,9.587
2017,Inventaire provincial,Île-du-Prince-Édouard,11,1.616
2017,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2017,Transports,Île-du-Prince-Édouard,11,0.756
2017,Industrie lourde,Île-du-Prince-Édouard,11,0.01
2017,Bâtiments,Île-du-Prince-Édouard,11,0.316
2017,Agriculture,Île-du-Prince-Édouard,11,0.33
2017,Déchets et autres,Île-du-Prince-Édouard,11,0.077
2017,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.118
2017,Inventaire provincial,Québec,24,79.258
2017,Exploitation pétrolière et gazière,Québec,24,2.168
2017,Transports,Québec,24,32.044
2017,Industrie lourde,Québec,24,16.894
2017,Bâtiments,Québec,24,10.028
2017,Agriculture,Québec,24,8.39
2017,Déchets et autres,Québec,24,4.83
2017,"Fabrication légère, construction et ressources forestières",Québec,24,4.644
2017,Inventaire provincial,Saskatchewan,47,87.151
2017,Exploitation pétrolière et gazière,Saskatchewan,47,36.557
2017,Transports,Saskatchewan,47,9.899
2017,Industrie lourde,Saskatchewan,47,3.262
2017,Bâtiments,Saskatchewan,47,3.718
2017,Agriculture,Saskatchewan,47,16.155
2017,Déchets et autres,Saskatchewan,47,1.387
2017,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.844
2017,Inventaire territorial,Yukon,60,0.564
2017,Exploitation pétrolière et gazière,Yukon,60,0.0
2017,Transports,Yukon,60,0.35
2017,Industrie lourde,Yukon,60,0.092
2017,Bâtiments,Yukon,60,0.033
2017,Agriculture,Yukon,60,0.005
2017,Déchets et autres,Yukon,60,0.034
2017,"Fabrication légère, construction et ressources forestières",Yukon,60,0.025
2018,Inventaire provincial,Alberta,48,282.886
2018,Exploitation pétrolière et gazière,Alberta,48,155.628
2018,Transports,Alberta,48,27.871
2018,Industrie lourde,Alberta,48,17.936
2018,Bâtiments,Alberta,48,21.665
2018,Agriculture,Alberta,48,20.04
2018,Déchets et autres,Alberta,48,4.567
2018,"Fabrication légère, construction et ressources forestières",Alberta,48,3.073
2018,Inventaire provincial,Colombie-Britannique,59,64.503
2018,Exploitation pétrolière et gazière,Colombie-Britannique,59,14.673
2018,Transports,Colombie-Britannique,59,22.527
2018,Industrie lourde,Colombie-Britannique,59,6.854
2018,Bâtiments,Colombie-Britannique,59,8.348
2018,Agriculture,Colombie-Britannique,59,3.262
2018,Déchets et autres,Colombie-Britannique,59,2.344
2018,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.924
2018,Exploitation pétrolière et gazière,Canada,,223.113
2018,Transports,Canada,,168.946
2018,Industrie lourde,Canada,,79.656
2018,Bâtiments,Canada,,91.853
2018,Agriculture,Canada,,69.046
2018,Déchets et autres,Canada,,23.32
2018,"Fabrication légère, construction et ressources forestières",Canada,,25.255
2018,Inventaire provincial,Manitoba,46,22.448
2018,Exploitation pétrolière et gazière,Manitoba,46,1.019
2018,Transports,Manitoba,46,6.873
2018,Industrie lourde,Manitoba,46,1.426
2018,Bâtiments,Manitoba,46,3.137
2018,Agriculture,Manitoba,46,7.486
2018,Déchets et autres,Manitoba,46,1.392
2018,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.072
2018,Inventaire provincial,Nouveau-Brunswick,13,13.404
2018,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.664
2018,Transports,Nouveau-Brunswick,13,3.585
2018,Industrie lourde,Nouveau-Brunswick,13,0.825
2018,Bâtiments,Nouveau-Brunswick,13,1.104
2018,Agriculture,Nouveau-Brunswick,13,0.471
2018,Déchets et autres,Nouveau-Brunswick,13,0.531
2018,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.415
2018,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.683
2018,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.745
2018,Transports,Terre-Neuve-et-Labrador,10,3.651
2018,Industrie lourde,Terre-Neuve-et-Labrador,10,0.914
2018,Bâtiments,Terre-Neuve-et-Labrador,10,0.883
2018,Agriculture,Terre-Neuve-et-Labrador,10,0.096
2018,Déchets et autres,Terre-Neuve-et-Labrador,10,0.607
2018,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.657
2018,Inventaire territorial,Territoires du Nord-Ouest,61,1.427
2018,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.018
2018,Transports,Territoires du Nord-Ouest,61,0.753
2018,Industrie lourde,Territoires du Nord-Ouest,61,0.399
2018,Bâtiments,Territoires du Nord-Ouest,61,0.128
2018,Déchets et autres,Territoires du Nord-Ouest,61,0.038
2018,Inventaire provincial,Nouvelle-Écosse,12,16.543
2018,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.204
2018,Transports,Nouvelle-Écosse,12,5.172
2018,Industrie lourde,Nouvelle-Écosse,12,0.477
2018,Bâtiments,Nouvelle-Écosse,12,2.087
2018,Agriculture,Nouvelle-Écosse,12,0.421
2018,Déchets et autres,Nouvelle-Écosse,12,0.528
2018,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.462
2018,Inventaire territorial,Nunavut,62,0.737
2018,Transports,Nunavut,62,0.382
2018,Industrie lourde,Nunavut,62,0.139
2018,Bâtiments,Nunavut,62,0.014
2018,Déchets et autres,Nunavut,62,0.035
2018,Inventaire provincial,Ontario,35,163.63
2018,Exploitation pétrolière et gazière,Ontario,35,7.13
2018,Transports,Ontario,35,55.101
2018,Industrie lourde,Ontario,35,29.376
2018,Bâtiments,Ontario,35,40.076
2018,Agriculture,Ontario,35,11.368
2018,Déchets et autres,Ontario,35,7.069
2018,"Fabrication légère, construction et ressources forestières",Ontario,35,10.039
2018,Inventaire provincial,Île-du-Prince-Édouard,11,1.59
2018,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2018,Transports,Île-du-Prince-Édouard,11,0.738
2018,Industrie lourde,Île-du-Prince-Édouard,11,0.012
2018,Bâtiments,Île-du-Prince-Édouard,11,0.313
2018,Agriculture,Île-du-Prince-Édouard,11,0.347
2018,Déchets et autres,Île-du-Prince-Édouard,11,0.075
2018,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.103
2018,Inventaire provincial,Québec,24,79.946
2018,Exploitation pétrolière et gazière,Québec,24,2.418
2018,Transports,Québec,24,31.911
2018,Industrie lourde,Québec,24,17.069
2018,Bâtiments,Québec,24,9.966
2018,Agriculture,Québec,24,8.926
2018,Déchets et autres,Québec,24,4.72
2018,"Fabrication légère, construction et ressources forestières",Québec,24,4.635
2018,Inventaire provincial,Saskatchewan,47,88.609
2018,Exploitation pétrolière et gazière,Saskatchewan,47,36.614
2018,Transports,Saskatchewan,47,10.002
2018,Industrie lourde,Saskatchewan,47,4.109
2018,Bâtiments,Saskatchewan,47,4.09
2018,Agriculture,Saskatchewan,47,16.621
2018,Déchets et autres,Saskatchewan,47,1.381
2018,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.823
2018,Inventaire territorial,Yukon,60,0.644
2018,Exploitation pétrolière et gazière,Yukon,60,0.0
2018,Transports,Yukon,60,0.38
2018,Industrie lourde,Yukon,60,0.121
2018,Bâtiments,Yukon,60,0.041
2018,Agriculture,Yukon,60,0.008
2018,Déchets et autres,Yukon,60,0.034
2018,"Fabrication légère, construction et ressources forestières",Yukon,60,0.025
2019,Inventaire provincial,Alberta,48,284.6
2019,Exploitation pétrolière et gazière,Alberta,48,156.081
2019,Transports,Alberta,48,28.037
2019,Industrie lourde,Alberta,48,18.396
2019,Bâtiments,Alberta,48,21.806
2019,Agriculture,Alberta,48,20.418
2019,Déchets et autres,Alberta,48,4.539
2019,"Fabrication légère, construction et ressources forestières",Alberta,48,3.366
2019,Inventaire provincial,Colombie-Britannique,59,63.289
2019,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.948
2019,Transports,Colombie-Britannique,59,22.373
2019,Industrie lourde,Colombie-Britannique,59,6.479
2019,Bâtiments,Colombie-Britannique,59,8.719
2019,Agriculture,Colombie-Britannique,59,3.168
2019,Déchets et autres,Colombie-Britannique,59,2.321
2019,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.407
2019,Exploitation pétrolière et gazière,Canada,,222.353
2019,Transports,Canada,,168.952
2019,Industrie lourde,Canada,,79.339
2019,Bâtiments,Canada,,93.77
2019,Agriculture,Canada,,69.307
2019,Déchets et autres,Canada,,23.402
2019,"Fabrication légère, construction et ressources forestières",Canada,,25.108
2019,Inventaire provincial,Manitoba,46,22.218
2019,Exploitation pétrolière et gazière,Manitoba,46,1.029
2019,Transports,Manitoba,46,6.756
2019,Industrie lourde,Manitoba,46,1.298
2019,Bâtiments,Manitoba,46,3.14
2019,Agriculture,Manitoba,46,7.433
2019,Déchets et autres,Manitoba,46,1.395
2019,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.125
2019,Inventaire provincial,Nouveau-Brunswick,13,13.105
2019,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.105
2019,Transports,Nouveau-Brunswick,13,3.475
2019,Industrie lourde,Nouveau-Brunswick,13,0.672
2019,Bâtiments,Nouveau-Brunswick,13,1.047
2019,Agriculture,Nouveau-Brunswick,13,0.464
2019,Déchets et autres,Nouveau-Brunswick,13,0.563
2019,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.4
2019,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.845
2019,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.779
2019,Transports,Terre-Neuve-et-Labrador,10,3.624
2019,Industrie lourde,Terre-Neuve-et-Labrador,10,1.129
2019,Bâtiments,Terre-Neuve-et-Labrador,10,0.9
2019,Agriculture,Terre-Neuve-et-Labrador,10,0.099
2019,Déchets et autres,Terre-Neuve-et-Labrador,10,0.601
2019,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.572
2019,Inventaire territorial,Territoires du Nord-Ouest,61,1.421
2019,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.073
2019,Transports,Territoires du Nord-Ouest,61,0.703
2019,Industrie lourde,Territoires du Nord-Ouest,61,0.39
2019,Bâtiments,Territoires du Nord-Ouest,61,0.132
2019,Déchets et autres,Territoires du Nord-Ouest,61,0.039
2019,Inventaire provincial,Nouvelle-Écosse,12,15.783
2019,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,0.005
2019,Transports,Nouvelle-Écosse,12,5.018
2019,Industrie lourde,Nouvelle-Écosse,12,0.421
2019,Bâtiments,Nouvelle-Écosse,12,2.094
2019,Agriculture,Nouvelle-Écosse,12,0.402
2019,Déchets et autres,Nouvelle-Écosse,12,0.552
2019,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.42
2019,Inventaire territorial,Nunavut,62,0.733
2019,Transports,Nunavut,62,0.393
2019,Industrie lourde,Nunavut,62,0.124
2019,Bâtiments,Nunavut,62,0.014
2019,Déchets et autres,Nunavut,62,0.036
2019,Inventaire provincial,Ontario,35,164.944
2019,Exploitation pétrolière et gazière,Ontario,35,7.656
2019,Transports,Ontario,35,55.558
2019,Industrie lourde,Ontario,35,28.602
2019,Bâtiments,Ontario,35,41.091
2019,Agriculture,Ontario,35,11.687
2019,Déchets et autres,Ontario,35,7.177
2019,"Fabrication légère, construction et ressources forestières",Ontario,35,9.791
2019,Inventaire provincial,Île-du-Prince-Édouard,11,1.633
2019,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2019,Transports,Île-du-Prince-Édouard,11,0.732
2019,Industrie lourde,Île-du-Prince-Édouard,11,0.011
2019,Bâtiments,Île-du-Prince-Édouard,11,0.318
2019,Agriculture,Île-du-Prince-Édouard,11,0.351
2019,Déchets et autres,Île-du-Prince-Édouard,11,0.093
2019,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.127
2019,Inventaire provincial,Québec,24,81.876
2019,Exploitation pétrolière et gazière,Québec,24,2.748
2019,Transports,Québec,24,32.095
2019,Industrie lourde,Québec,24,18.115
2019,Bâtiments,Québec,24,10.177
2019,Agriculture,Québec,24,8.806
2019,Déchets et autres,Québec,24,4.635
2019,"Fabrication légère, construction et ressources forestières",Québec,24,5.023
2019,Inventaire provincial,Saskatchewan,47,86.172
2019,Exploitation pétrolière et gazière,Saskatchewan,47,34.929
2019,Transports,Saskatchewan,47,9.785
2019,Industrie lourde,Saskatchewan,47,3.575
2019,Bâtiments,Saskatchewan,47,4.292
2019,Agriculture,Saskatchewan,47,16.473
2019,Déchets et autres,Saskatchewan,47,1.415
2019,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.822
2019,Inventaire territorial,Yukon,60,0.689
2019,Exploitation pétrolière et gazière,Yukon,60,0.0
2019,Transports,Yukon,60,0.404
2019,Industrie lourde,Yukon,60,0.126
2019,Bâtiments,Yukon,60,0.039
2019,Agriculture,Yukon,60,0.007
2019,Déchets et autres,Yukon,60,0.035
2019,"Fabrication légère, construction et ressources forestières",Yukon,60,0.027
2020,Inventaire provincial,Alberta,48,266.044
2020,Exploitation pétrolière et gazière,Alberta,48,148.55
2020,Transports,Alberta,48,22.612
2020,Industrie lourde,Alberta,48,18.349
2020,Bâtiments,Alberta,48,20.93
2020,Agriculture,Alberta,48,20.398
2020,Déchets et autres,Alberta,48,4.599
2020,"Fabrication légère, construction et ressources forestières",Alberta,48,2.891
2020,Inventaire provincial,Colombie-Britannique,59,59.086
2020,Exploitation pétrolière et gazière,Colombie-Britannique,59,13.864
2020,Transports,Colombie-Britannique,59,20.135
2020,Industrie lourde,Colombie-Britannique,59,5.605
2020,Bâtiments,Colombie-Britannique,59,8.813
2020,Agriculture,Colombie-Britannique,59,3.149
2020,Déchets et autres,Colombie-Britannique,59,1.902
2020,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.257
2020,Exploitation pétrolière et gazière,Canada,,204.447
2020,Transports,Canada,,142.059
2020,Industrie lourde,Canada,,75.433
2020,Bâtiments,Canada,,88.156
2020,Agriculture,Canada,,70.115
2020,Déchets et autres,Canada,,22.877
2020,"Fabrication légère, construction et ressources forestières",Canada,,22.359
2020,Inventaire provincial,Manitoba,46,21.152
2020,Exploitation pétrolière et gazière,Manitoba,46,0.872
2020,Transports,Manitoba,46,5.892
2020,Industrie lourde,Manitoba,46,1.313
2020,Bâtiments,Manitoba,46,3.001
2020,Agriculture,Manitoba,46,7.726
2020,Déchets et autres,Manitoba,46,1.203
