Year,Groupe d'activité,Genre,Groupe d'âge,Géographie,GeoCode,Value
2015,Soins des adultes,Hommes+,35 à 44 ans,Québec,24,
2015,Soins des adultes,Femmes+,35 à 44 ans,Québec,24,
2015,Soins des adultes,"Total, toutes les personnes",45 à 54 ans,Québec,24,
2015,Soins des adultes,Hommes+,45 à 54 ans,Québec,24,
2015,Soins des adultes,Femmes+,45 à 54 ans,Québec,24,
2015,Soins des adultes,"Total, toutes les personnes",55 à 64 ans,Québec,24,
2015,Soins des adultes,Hommes+,55 à 64 ans,Québec,24,
2015,Soins des adultes,Femmes+,55 à 64 ans,Québec,24,
2015,Soins des adultes,"Total, toutes les personnes",65 ans et plus,Québec,24,
2015,Soins des adultes,Hommes+,65 ans et plus,Québec,24,
2015,Soins des adultes,Femmes+,65 ans et plus,Québec,24,
2015,Magasinage de biens ou de services,"Total, toutes les personnes","Total, 15 ans et plus",Québec,24,2.1
2015,Magasinage de biens ou de services,Hommes+,"Total, 15 ans et plus",Québec,24,1.7
2015,Magasinage de biens ou de services,Femmes+,"Total, 15 ans et plus",Québec,24,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",15 à 24 ans,Québec,24,1.3
2015,Magasinage de biens ou de services,Hommes+,15 à 24 ans,Québec,24,0.8
2015,Magasinage de biens ou de services,Femmes+,15 à 24 ans,Québec,24,1.7
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 54 ans,Québec,24,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 54 ans,Québec,24,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 54 ans,Québec,24,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 34 ans,Québec,24,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 34 ans,Québec,24,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 34 ans,Québec,24,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",35 à 44 ans,Québec,24,1.7
2015,Magasinage de biens ou de services,Hommes+,35 à 44 ans,Québec,24,1.3
2015,Magasinage de biens ou de services,Femmes+,35 à 44 ans,Québec,24,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",45 à 54 ans,Québec,24,2.1
2015,Magasinage de biens ou de services,Hommes+,45 à 54 ans,Québec,24,1.3
2015,Magasinage de biens ou de services,Femmes+,45 à 54 ans,Québec,24,2.9
2015,Magasinage de biens ou de services,"Total, toutes les personnes",55 à 64 ans,Québec,24,2.5
2015,Magasinage de biens ou de services,Hommes+,55 à 64 ans,Québec,24,2.1
2015,Magasinage de biens ou de services,Femmes+,55 à 64 ans,Québec,24,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",65 ans et plus,Québec,24,2.5
2015,Magasinage de biens ou de services,Hommes+,65 ans et plus,Québec,24,2.1
2015,Magasinage de biens ou de services,Femmes+,65 ans et plus,Québec,24,2.5
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,12.5
2015,"Total, activités de travail non-rémunéré",Hommes+,"Total, 15 ans et plus",Ontario,35,10.0
2015,"Total, activités de travail non-rémunéré",Femmes+,"Total, 15 ans et plus",Ontario,35,15.0
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",15 à 24 ans,Ontario,35,5.4
2015,"Total, activités de travail non-rémunéré",Hommes+,15 à 24 ans,Ontario,35,4.6
2015,"Total, activités de travail non-rémunéré",Femmes+,15 à 24 ans,Ontario,35,6.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 54 ans,Ontario,35,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 54 ans,Ontario,35,10.0
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 54 ans,Ontario,35,16.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 34 ans,Ontario,35,11.7
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 34 ans,Ontario,35,7.1
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 34 ans,Ontario,35,15.8
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",35 à 44 ans,Ontario,35,15.0
2015,"Total, activités de travail non-rémunéré",Hommes+,35 à 44 ans,Ontario,35,11.7
2015,"Total, activités de travail non-rémunéré",Femmes+,35 à 44 ans,Ontario,35,18.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",45 à 54 ans,Ontario,35,12.9
2015,"Total, activités de travail non-rémunéré",Hommes+,45 à 54 ans,Ontario,35,10.4
2015,"Total, activités de travail non-rémunéré",Femmes+,45 à 54 ans,Ontario,35,15.0
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",55 à 64 ans,Ontario,35,14.6
2015,"Total, activités de travail non-rémunéré",Hommes+,55 à 64 ans,Ontario,35,11.7
2015,"Total, activités de travail non-rémunéré",Femmes+,55 à 64 ans,Ontario,35,17.5
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",65 ans et plus,Ontario,35,15.4
2015,"Total, activités de travail non-rémunéré",Hommes+,65 ans et plus,Ontario,35,13.3
2015,"Total, activités de travail non-rémunéré",Femmes+,65 ans et plus,Ontario,35,17.5
2015,Tâches ménagères,"Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,8.8
2015,Tâches ménagères,Hommes+,"Total, 15 ans et plus",Ontario,35,7.1
2015,Tâches ménagères,Femmes+,"Total, 15 ans et plus",Ontario,35,10.0
2015,Tâches ménagères,"Total, toutes les personnes",15 à 24 ans,Ontario,35,3.3
2015,Tâches ménagères,Hommes+,15 à 24 ans,Ontario,35,2.9
2015,Tâches ménagères,Femmes+,15 à 24 ans,Ontario,35,3.8
2015,Tâches ménagères,"Total, toutes les personnes",25 à 54 ans,Ontario,35,7.9
2015,Tâches ménagères,Hommes+,25 à 54 ans,Ontario,35,6.3
2015,Tâches ménagères,Femmes+,25 à 54 ans,Ontario,35,9.6
2015,Tâches ménagères,"Total, toutes les personnes",25 à 34 ans,Ontario,35,6.3
2015,Tâches ménagères,Hommes+,25 à 34 ans,Ontario,35,4.2
2015,Tâches ménagères,Femmes+,25 à 34 ans,Ontario,35,7.9
2015,Tâches ménagères,"Total, toutes les personnes",35 à 44 ans,Ontario,35,8.3
2015,Tâches ménagères,Hommes+,35 à 44 ans,Ontario,35,6.7
2015,Tâches ménagères,Femmes+,35 à 44 ans,Ontario,35,10.4
2015,Tâches ménagères,"Total, toutes les personnes",45 à 54 ans,Ontario,35,9.2
2015,Tâches ménagères,Hommes+,45 à 54 ans,Ontario,35,7.5
2015,Tâches ménagères,Femmes+,45 à 54 ans,Ontario,35,10.8
2015,Tâches ménagères,"Total, toutes les personnes",55 à 64 ans,Ontario,35,11.3
2015,Tâches ménagères,Hommes+,55 à 64 ans,Ontario,35,9.6
2015,Tâches ménagères,Femmes+,55 à 64 ans,Ontario,35,12.9
2015,Tâches ménagères,"Total, toutes les personnes",65 ans et plus,Ontario,35,12.1
2015,Tâches ménagères,Hommes+,65 ans et plus,Ontario,35,10.4
2015,Tâches ménagères,Femmes+,65 ans et plus,Ontario,35,13.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,1.7
2015,Soins des enfants de moins de 18 ans,Hommes+,"Total, 15 ans et plus",Ontario,35,1.3
2015,Soins des enfants de moins de 18 ans,Femmes+,"Total, 15 ans et plus",Ontario,35,2.1
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",15 à 24 ans,Ontario,35,0.4
2015,Soins des enfants de moins de 18 ans,Hommes+,15 à 24 ans,Ontario,35,
2015,Soins des enfants de moins de 18 ans,Femmes+,15 à 24 ans,Ontario,35,
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 54 ans,Ontario,35,2.9
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 54 ans,Ontario,35,2.1
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 54 ans,Ontario,35,3.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 34 ans,Ontario,35,3.3
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 34 ans,Ontario,35,1.7
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 34 ans,Ontario,35,5.0
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",35 à 44 ans,Ontario,35,4.6
2015,Soins des enfants de moins de 18 ans,Hommes+,35 à 44 ans,Ontario,35,3.3
2015,Soins des enfants de moins de 18 ans,Femmes+,35 à 44 ans,Ontario,35,5.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",45 à 54 ans,Ontario,35,1.3
2015,Soins des enfants de moins de 18 ans,Hommes+,45 à 54 ans,Ontario,35,1.3
2015,Soins des enfants de moins de 18 ans,Femmes+,45 à 54 ans,Ontario,35,1.3
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",55 à 64 ans,Ontario,35,0.4
2015,Soins des enfants de moins de 18 ans,Hommes+,55 à 64 ans,Ontario,35,
2015,Soins des enfants de moins de 18 ans,Femmes+,55 à 64 ans,Ontario,35,0.4
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",65 ans et plus,Ontario,35,
2015,Soins des enfants de moins de 18 ans,Hommes+,65 ans et plus,Ontario,35,
2015,Soins des enfants de moins de 18 ans,Femmes+,65 ans et plus,Ontario,35,
2015,Soins des adultes,"Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,
2015,Soins des adultes,Hommes+,"Total, 15 ans et plus",Ontario,35,
2015,Soins des adultes,Femmes+,"Total, 15 ans et plus",Ontario,35,
2015,Soins des adultes,"Total, toutes les personnes",15 à 24 ans,Ontario,35,
2015,Soins des adultes,Hommes+,15 à 24 ans,Ontario,35,
2015,Soins des adultes,Femmes+,15 à 24 ans,Ontario,35,0.0
2015,Soins des adultes,"Total, toutes les personnes",25 à 54 ans,Ontario,35,
2015,Soins des adultes,Hommes+,25 à 54 ans,Ontario,35,
2015,Soins des adultes,Femmes+,25 à 54 ans,Ontario,35,
2015,Soins des adultes,"Total, toutes les personnes",25 à 34 ans,Ontario,35,
2015,Soins des adultes,Hommes+,25 à 34 ans,Ontario,35,
2015,Soins des adultes,Femmes+,25 à 34 ans,Ontario,35,
2015,Soins des adultes,"Total, toutes les personnes",35 à 44 ans,Ontario,35,
2015,Soins des adultes,Hommes+,35 à 44 ans,Ontario,35,
2015,Soins des adultes,Femmes+,35 à 44 ans,Ontario,35,
2015,Soins des adultes,"Total, toutes les personnes",45 à 54 ans,Ontario,35,
2015,Soins des adultes,Hommes+,45 à 54 ans,Ontario,35,
2015,Soins des adultes,Femmes+,45 à 54 ans,Ontario,35,
2015,Soins des adultes,"Total, toutes les personnes",55 à 64 ans,Ontario,35,
2015,Soins des adultes,Hommes+,55 à 64 ans,Ontario,35,
2015,Soins des adultes,Femmes+,55 à 64 ans,Ontario,35,
2015,Soins des adultes,"Total, toutes les personnes",65 ans et plus,Ontario,35,
2015,Soins des adultes,Hommes+,65 ans et plus,Ontario,35,
2015,Soins des adultes,Femmes+,65 ans et plus,Ontario,35,
2015,Magasinage de biens ou de services,"Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,2.1
2015,Magasinage de biens ou de services,Hommes+,"Total, 15 ans et plus",Ontario,35,1.7
2015,Magasinage de biens ou de services,Femmes+,"Total, 15 ans et plus",Ontario,35,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",15 à 24 ans,Ontario,35,1.3
2015,Magasinage de biens ou de services,Hommes+,15 à 24 ans,Ontario,35,0.8
2015,Magasinage de biens ou de services,Femmes+,15 à 24 ans,Ontario,35,1.7
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 54 ans,Ontario,35,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 54 ans,Ontario,35,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 54 ans,Ontario,35,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 34 ans,Ontario,35,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 34 ans,Ontario,35,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 34 ans,Ontario,35,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",35 à 44 ans,Ontario,35,1.7
2015,Magasinage de biens ou de services,Hommes+,35 à 44 ans,Ontario,35,1.7
2015,Magasinage de biens ou de services,Femmes+,35 à 44 ans,Ontario,35,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",45 à 54 ans,Ontario,35,2.1
2015,Magasinage de biens ou de services,Hommes+,45 à 54 ans,Ontario,35,1.7
2015,Magasinage de biens ou de services,Femmes+,45 à 54 ans,Ontario,35,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",55 à 64 ans,Ontario,35,2.5
2015,Magasinage de biens ou de services,Hommes+,55 à 64 ans,Ontario,35,1.7
2015,Magasinage de biens ou de services,Femmes+,55 à 64 ans,Ontario,35,2.9
2015,Magasinage de biens ou de services,"Total, toutes les personnes",65 ans et plus,Ontario,35,2.9
2015,Magasinage de biens ou de services,Hommes+,65 ans et plus,Ontario,35,2.5
2015,Magasinage de biens ou de services,Femmes+,65 ans et plus,Ontario,35,2.9
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,12.9
2015,"Total, activités de travail non-rémunéré",Hommes+,"Total, 15 ans et plus",Prairies,4,10.4
2015,"Total, activités de travail non-rémunéré",Femmes+,"Total, 15 ans et plus",Prairies,4,15.8
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",15 à 24 ans,Prairies,4,6.7
2015,"Total, activités de travail non-rémunéré",Hommes+,15 à 24 ans,Prairies,4,5.0
2015,"Total, activités de travail non-rémunéré",Femmes+,15 à 24 ans,Prairies,4,8.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 54 ans,Prairies,4,14.2
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 54 ans,Prairies,4,10.4
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 54 ans,Prairies,4,17.9
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 34 ans,Prairies,4,12.5
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 34 ans,Prairies,4,7.9
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 34 ans,Prairies,4,17.5
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",35 à 44 ans,Prairies,4,15.8
2015,"Total, activités de travail non-rémunéré",Hommes+,35 à 44 ans,Prairies,4,11.3
2015,"Total, activités de travail non-rémunéré",Femmes+,35 à 44 ans,Prairies,4,20.0
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",45 à 54 ans,Prairies,4,14.2
2015,"Total, activités de travail non-rémunéré",Hommes+,45 à 54 ans,Prairies,4,12.1
2015,"Total, activités de travail non-rémunéré",Femmes+,45 à 54 ans,Prairies,4,16.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",55 à 64 ans,Prairies,4,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,55 à 64 ans,Prairies,4,11.7
2015,"Total, activités de travail non-rémunéré",Femmes+,55 à 64 ans,Prairies,4,15.4
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",65 ans et plus,Prairies,4,16.3
2015,"Total, activités de travail non-rémunéré",Hommes+,65 ans et plus,Prairies,4,15.0
2015,"Total, activités de travail non-rémunéré",Femmes+,65 ans et plus,Prairies,4,17.1
2015,Tâches ménagères,"Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,8.8
2015,Tâches ménagères,Hommes+,"Total, 15 ans et plus",Prairies,4,7.5
2015,Tâches ménagères,Femmes+,"Total, 15 ans et plus",Prairies,4,10.4
2015,Tâches ménagères,"Total, toutes les personnes",15 à 24 ans,Prairies,4,4.6
2015,Tâches ménagères,Hommes+,15 à 24 ans,Prairies,4,3.3
2015,Tâches ménagères,Femmes+,15 à 24 ans,Prairies,4,6.3
2015,Tâches ménagères,"Total, toutes les personnes",25 à 54 ans,Prairies,4,8.8
2015,Tâches ménagères,Hommes+,25 à 54 ans,Prairies,4,7.1
2015,Tâches ménagères,Femmes+,25 à 54 ans,Prairies,4,10.4
2015,Tâches ménagères,"Total, toutes les personnes",25 à 34 ans,Prairies,4,7.1
2015,Tâches ménagères,Hommes+,25 à 34 ans,Prairies,4,5.4
2015,Tâches ménagères,Femmes+,25 à 34 ans,Prairies,4,9.2
2015,Tâches ménagères,"Total, toutes les personnes",35 à 44 ans,Prairies,4,8.3
2015,Tâches ménagères,Hommes+,35 à 44 ans,Prairies,4,6.3
2015,Tâches ménagères,Femmes+,35 à 44 ans,Prairies,4,10.8
2015,Tâches ménagères,"Total, toutes les personnes",45 à 54 ans,Prairies,4,10.4
2015,Tâches ménagères,Hommes+,45 à 54 ans,Prairies,4,9.6
2015,Tâches ménagères,Femmes+,45 à 54 ans,Prairies,4,11.7
2015,Tâches ménagères,"Total, toutes les personnes",55 à 64 ans,Prairies,4,10.0
2015,Tâches ménagères,Hommes+,55 à 64 ans,Prairies,4,9.2
2015,Tâches ménagères,Femmes+,55 à 64 ans,Prairies,4,11.3
2015,Tâches ménagères,"Total, toutes les personnes",65 ans et plus,Prairies,4,12.5
2015,Tâches ménagères,Hommes+,65 ans et plus,Prairies,4,11.7
2015,Tâches ménagères,Femmes+,65 ans et plus,Prairies,4,13.3
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,1.7
2015,Soins des enfants de moins de 18 ans,Hommes+,"Total, 15 ans et plus",Prairies,4,0.8
2015,Soins des enfants de moins de 18 ans,Femmes+,"Total, 15 ans et plus",Prairies,4,2.9
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",15 à 24 ans,Prairies,4,0.4
2015,Soins des enfants de moins de 18 ans,Hommes+,15 à 24 ans,Prairies,4,
2015,Soins des enfants de moins de 18 ans,Femmes+,15 à 24 ans,Prairies,4,0.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 54 ans,Prairies,4,3.3
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 54 ans,Prairies,4,1.7
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 54 ans,Prairies,4,5.0
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 34 ans,Prairies,4,3.3
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 34 ans,Prairies,4,1.3
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 34 ans,Prairies,4,5.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",35 à 44 ans,Prairies,4,5.0
2015,Soins des enfants de moins de 18 ans,Hommes+,35 à 44 ans,Prairies,4,2.9
2015,Soins des enfants de moins de 18 ans,Femmes+,35 à 44 ans,Prairies,4,7.1
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",45 à 54 ans,Prairies,4,1.3
2015,Soins des enfants de moins de 18 ans,Hommes+,45 à 54 ans,Prairies,4,0.8
2015,Soins des enfants de moins de 18 ans,Femmes+,45 à 54 ans,Prairies,4,1.3
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",55 à 64 ans,Prairies,4,
2015,Soins des enfants de moins de 18 ans,Hommes+,55 à 64 ans,Prairies,4,
2015,Soins des enfants de moins de 18 ans,Femmes+,55 à 64 ans,Prairies,4,
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",65 ans et plus,Prairies,4,
2015,Soins des enfants de moins de 18 ans,Hommes+,65 ans et plus,Prairies,4,
2015,Soins des enfants de moins de 18 ans,Femmes+,65 ans et plus,Prairies,4,
2015,Soins des adultes,"Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,
2015,Soins des adultes,Hommes+,"Total, 15 ans et plus",Prairies,4,
2015,Soins des adultes,Femmes+,"Total, 15 ans et plus",Prairies,4,
2015,Soins des adultes,"Total, toutes les personnes",15 à 24 ans,Prairies,4,
2015,Soins des adultes,Hommes+,15 à 24 ans,Prairies,4,
2015,Soins des adultes,Femmes+,15 à 24 ans,Prairies,4,0.0
2015,Soins des adultes,"Total, toutes les personnes",25 à 54 ans,Prairies,4,
2015,Soins des adultes,Hommes+,25 à 54 ans,Prairies,4,
2015,Soins des adultes,Femmes+,25 à 54 ans,Prairies,4,
2015,Soins des adultes,"Total, toutes les personnes",25 à 34 ans,Prairies,4,
2015,Soins des adultes,Hommes+,25 à 34 ans,Prairies,4,
2015,Soins des adultes,Femmes+,25 à 34 ans,Prairies,4,
2015,Soins des adultes,"Total, toutes les personnes",35 à 44 ans,Prairies,4,
2015,Soins des adultes,Hommes+,35 à 44 ans,Prairies,4,
2015,Soins des adultes,Femmes+,35 à 44 ans,Prairies,4,
2015,Soins des adultes,"Total, toutes les personnes",45 à 54 ans,Prairies,4,
2015,Soins des adultes,Hommes+,45 à 54 ans,Prairies,4,
2015,Soins des adultes,Femmes+,45 à 54 ans,Prairies,4,
2015,Soins des adultes,"Total, toutes les personnes",55 à 64 ans,Prairies,4,
2015,Soins des adultes,Hommes+,55 à 64 ans,Prairies,4,
2015,Soins des adultes,Femmes+,55 à 64 ans,Prairies,4,
2015,Soins des adultes,"Total, toutes les personnes",65 ans et plus,Prairies,4,
2015,Soins des adultes,Hommes+,65 ans et plus,Prairies,4,
2015,Soins des adultes,Femmes+,65 ans et plus,Prairies,4,
2015,Magasinage de biens ou de services,"Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,2.1
2015,Magasinage de biens ou de services,Hommes+,"Total, 15 ans et plus",Prairies,4,1.7
2015,Magasinage de biens ou de services,Femmes+,"Total, 15 ans et plus",Prairies,4,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",15 à 24 ans,Prairies,4,1.3
2015,Magasinage de biens ou de services,Hommes+,15 à 24 ans,Prairies,4,1.7
2015,Magasinage de biens ou de services,Femmes+,15 à 24 ans,Prairies,4,0.8
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 54 ans,Prairies,4,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 54 ans,Prairies,4,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 54 ans,Prairies,4,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 34 ans,Prairies,4,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 34 ans,Prairies,4,0.8
2015,Magasinage de biens ou de services,Femmes+,25 à 34 ans,Prairies,4,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",35 à 44 ans,Prairies,4,2.1
2015,Magasinage de biens ou de services,Hommes+,35 à 44 ans,Prairies,4,2.1
2015,Magasinage de biens ou de services,Femmes+,35 à 44 ans,Prairies,4,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",45 à 54 ans,Prairies,4,2.1
2015,Magasinage de biens ou de services,Hommes+,45 à 54 ans,Prairies,4,1.3
2015,Magasinage de biens ou de services,Femmes+,45 à 54 ans,Prairies,4,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",55 à 64 ans,Prairies,4,2.5
2015,Magasinage de biens ou de services,Hommes+,55 à 64 ans,Prairies,4,2.1
2015,Magasinage de biens ou de services,Femmes+,55 à 64 ans,Prairies,4,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",65 ans et plus,Prairies,4,2.9
2015,Magasinage de biens ou de services,Hommes+,65 ans et plus,Prairies,4,2.9
2015,Magasinage de biens ou de services,Femmes+,65 ans et plus,Prairies,4,2.9
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes","Total, 15 ans et plus",Colombie-Britannique,59,12.5
2015,"Total, activités de travail non-rémunéré",Hommes+,"Total, 15 ans et plus",Colombie-Britannique,59,10.4
2015,"Total, activités de travail non-rémunéré",Femmes+,"Total, 15 ans et plus",Colombie-Britannique,59,14.2
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",15 à 24 ans,Colombie-Britannique,59,5.4
2015,"Total, activités de travail non-rémunéré",Hommes+,15 à 24 ans,Colombie-Britannique,59,3.3
2015,"Total, activités de travail non-rémunéré",Femmes+,15 à 24 ans,Colombie-Britannique,59,7.9
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 54 ans,Colombie-Britannique,59,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 54 ans,Colombie-Britannique,59,10.8
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 54 ans,Colombie-Britannique,59,15.4
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 34 ans,Colombie-Britannique,59,11.3
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 34 ans,Colombie-Britannique,59,8.3
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 34 ans,Colombie-Britannique,59,14.2
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",35 à 44 ans,Colombie-Britannique,59,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,35 à 44 ans,Colombie-Britannique,59,10.8
2015,"Total, activités de travail non-rémunéré",Femmes+,35 à 44 ans,Colombie-Britannique,59,16.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",45 à 54 ans,Colombie-Britannique,59,14.6
2015,"Total, activités de travail non-rémunéré",Hommes+,45 à 54 ans,Colombie-Britannique,59,13.3
2015,"Total, activités de travail non-rémunéré",Femmes+,45 à 54 ans,Colombie-Britannique,59,16.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",55 à 64 ans,Colombie-Britannique,59,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,55 à 64 ans,Colombie-Britannique,59,12.5
2015,"Total, activités de travail non-rémunéré",Femmes+,55 à 64 ans,Colombie-Britannique,59,14.6
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",65 ans et plus,Colombie-Britannique,59,15.0
2015,"Total, activités de travail non-rémunéré",Hommes+,65 ans et plus,Colombie-Britannique,59,13.3
2015,"Total, activités de travail non-rémunéré",Femmes+,65 ans et plus,Colombie-Britannique,59,15.8
2015,Tâches ménagères,"Total, toutes les personnes","Total, 15 ans et plus",Colombie-Britannique,59,8.3
2015,Tâches ménagères,Hommes+,"Total, 15 ans et plus",Colombie-Britannique,59,7.5
2015,Tâches ménagères,Femmes+,"Total, 15 ans et plus",Colombie-Britannique,59,9.6
2015,Tâches ménagères,"Total, toutes les personnes",15 à 24 ans,Colombie-Britannique,59,2.9
2015,Tâches ménagères,Hommes+,15 à 24 ans,Colombie-Britannique,59,2.1
2015,Tâches ménagères,Femmes+,15 à 24 ans,Colombie-Britannique,59,3.8
2015,Tâches ménagères,"Total, toutes les personnes",25 à 54 ans,Colombie-Britannique,59,8.3
2015,Tâches ménagères,Hommes+,25 à 54 ans,Colombie-Britannique,59,7.1
2015,Tâches ménagères,Femmes+,25 à 54 ans,Colombie-Britannique,59,9.6
2015,Tâches ménagères,"Total, toutes les personnes",25 à 34 ans,Colombie-Britannique,59,6.7
2015,Tâches ménagères,Hommes+,25 à 34 ans,Colombie-Britannique,59,5.0
2015,Tâches ménagères,Femmes+,25 à 34 ans,Colombie-Britannique,59,8.3
2015,Tâches ménagères,"Total, toutes les personnes",35 à 44 ans,Colombie-Britannique,59,7.5
2015,Tâches ménagères,Hommes+,35 à 44 ans,Colombie-Britannique,59,5.8
2015,Tâches ménagères,Femmes+,35 à 44 ans,Colombie-Britannique,59,8.8
2015,Tâches ménagères,"Total, toutes les personnes",45 à 54 ans,Colombie-Britannique,59,11.3
2015,Tâches ménagères,Hommes+,45 à 54 ans,Colombie-Britannique,59,10.4
2015,Tâches ménagères,Femmes+,45 à 54 ans,Colombie-Britannique,59,12.1
2015,Tâches ménagères,"Total, toutes les personnes",55 à 64 ans,Colombie-Britannique,59,10.4
