Year,Gender,Age group,Geography,GeoCode,Progress,Value
2016,Men+,45 to 49 years,Prince Edward Island,11,11.1,11.1
2016,Men+,50 to 54 years,Prince Edward Island,11,12.5,12.5
2016,Men+,55 to 59 years,Prince Edward Island,11,11.1,11.1
2016,Men+,60 to 64 years,Prince Edward Island,11,16.7,16.7
2016,Men+,65 years and over,Prince Edward Island,11,,
2016,Men+,65 to 69 years,Prince Edward Island,11,,
2016,Men+,70 years and over,Prince Edward Island,11,,
2016,Women+,15 years and over,Prince Edward Island,11,8.7,8.7
2016,Women+,15 to 24 years,Prince Edward Island,11,11.3,11.3
2016,Women+,25 years and over,Prince Edward Island,11,8.2,8.2
2016,Women+,25 to 44 years,Prince Edward Island,11,7.5,7.5
2016,Women+,45 to 64 years,Prince Edward Island,11,8.5,8.5
2016,Women+,45 years and over,Prince Edward Island,11,8.8,8.8
2016,Women+,25 to 54 years,Prince Edward Island,11,7.5,7.5
2016,Women+,55 years and over,Prince Edward Island,11,10.3,10.3
2016,Women+,15 to 64 years,Prince Edward Island,11,8.6,8.6
2016,Women+,15 to 19 years,Prince Edward Island,11,11.1,11.1
2016,Women+,20 to 24 years,Prince Edward Island,11,8.6,8.6
2016,Women+,25 to 29 years,Prince Edward Island,11,5.6,5.6
2016,Women+,30 to 34 years,Prince Edward Island,11,8.6,8.6
2016,Women+,35 to 39 years,Prince Edward Island,11,8.6,8.6
2016,Women+,40 to 44 years,Prince Edward Island,11,7.3,7.3
2016,Women+,45 to 49 years,Prince Edward Island,11,6.7,6.7
2016,Women+,50 to 54 years,Prince Edward Island,11,8.2,8.2
2016,Women+,55 to 59 years,Prince Edward Island,11,9.1,9.1
2016,Women+,60 to 64 years,Prince Edward Island,11,11.1,11.1
2016,Women+,65 years and over,Prince Edward Island,11,,
2016,Women+,65 to 69 years,Prince Edward Island,11,,
2016,Women+,70 years and over,Prince Edward Island,11,,
2016,Total - Gender,15 years and over,Nova Scotia,12,8.4,8.4
2016,Total - Gender,15 to 24 years,Nova Scotia,12,14.0,14.0
2016,Total - Gender,25 years and over,Nova Scotia,12,7.5,7.5
2016,Total - Gender,25 to 44 years,Nova Scotia,12,7.7,7.7
2016,Total - Gender,45 to 64 years,Nova Scotia,12,7.4,7.4
2016,Total - Gender,45 years and over,Nova Scotia,12,7.3,7.3
2016,Total - Gender,25 to 54 years,Nova Scotia,12,7.4,7.4
2016,Total - Gender,55 years and over,Nova Scotia,12,7.7,7.7
2016,Total - Gender,15 to 64 years,Nova Scotia,12,8.5,8.5
2016,Total - Gender,15 to 19 years,Nova Scotia,12,20.6,20.6
2016,Total - Gender,20 to 24 years,Nova Scotia,12,10.2,10.2
2016,Total - Gender,25 to 29 years,Nova Scotia,12,9.0,9.0
2016,Total - Gender,30 to 34 years,Nova Scotia,12,7.8,7.8
2016,Total - Gender,35 to 39 years,Nova Scotia,12,7.4,7.4
2016,Total - Gender,40 to 44 years,Nova Scotia,12,7.1,7.1
2016,Total - Gender,45 to 49 years,Nova Scotia,12,6.0,6.0
2016,Total - Gender,50 to 54 years,Nova Scotia,12,7.4,7.4
2016,Total - Gender,55 to 59 years,Nova Scotia,12,7.4,7.4
2016,Total - Gender,60 to 64 years,Nova Scotia,12,9.3,9.3
2016,Total - Gender,65 years and over,Nova Scotia,12,6.0,6.0
2016,Total - Gender,65 to 69 years,Nova Scotia,12,7.4,7.4
2016,Total - Gender,70 years and over,Nova Scotia,12,,
2016,Men+,15 years and over,Nova Scotia,12,10.2,10.2
2016,Men+,15 to 24 years,Nova Scotia,12,16.1,16.1
2016,Men+,25 years and over,Nova Scotia,12,9.2,9.2
2016,Men+,25 to 44 years,Nova Scotia,12,9.6,9.6
2016,Men+,45 to 64 years,Nova Scotia,12,9.0,9.0
2016,Men+,45 years and over,Nova Scotia,12,8.9,8.9
2016,Men+,25 to 54 years,Nova Scotia,12,9.2,9.2
2016,Men+,55 years and over,Nova Scotia,12,9.4,9.4
2016,Men+,15 to 64 years,Nova Scotia,12,10.3,10.3
2016,Men+,15 to 19 years,Nova Scotia,12,22.7,22.7
2016,Men+,20 to 24 years,Nova Scotia,12,12.3,12.3
2016,Men+,25 to 29 years,Nova Scotia,12,11.5,11.5
2016,Men+,30 to 34 years,Nova Scotia,12,9.0,9.0
2016,Men+,35 to 39 years,Nova Scotia,12,8.8,8.8
2016,Men+,40 to 44 years,Nova Scotia,12,9.3,9.3
2016,Men+,45 to 49 years,Nova Scotia,12,6.7,6.7
2016,Men+,50 to 54 years,Nova Scotia,12,9.9,9.9
2016,Men+,55 to 59 years,Nova Scotia,12,8.8,8.8
2016,Men+,60 to 64 years,Nova Scotia,12,10.6,10.6
2016,Men+,65 years and over,Nova Scotia,12,,
2016,Men+,65 to 69 years,Nova Scotia,12,,
2016,Men+,70 years and over,Nova Scotia,12,,
2016,Women+,15 years and over,Nova Scotia,12,6.6,6.6
2016,Women+,15 to 24 years,Nova Scotia,12,11.8,11.8
2016,Women+,25 years and over,Nova Scotia,12,5.7,5.7
2016,Women+,25 to 44 years,Nova Scotia,12,5.9,5.9
2016,Women+,45 to 64 years,Nova Scotia,12,5.7,5.7
2016,Women+,45 years and over,Nova Scotia,12,5.4,5.4
2016,Women+,25 to 54 years,Nova Scotia,12,5.6,5.6
2016,Women+,55 years and over,Nova Scotia,12,5.7,5.7
2016,Women+,15 to 64 years,Nova Scotia,12,6.7,6.7
2016,Women+,15 to 19 years,Nova Scotia,12,18.4,18.4
2016,Women+,20 to 24 years,Nova Scotia,12,8.1,8.1
2016,Women+,25 to 29 years,Nova Scotia,12,6.4,6.4
2016,Women+,30 to 34 years,Nova Scotia,12,6.6,6.6
2016,Women+,35 to 39 years,Nova Scotia,12,6.0,6.0
2016,Women+,40 to 44 years,Nova Scotia,12,5.0,5.0
2016,Women+,45 to 49 years,Nova Scotia,12,5.3,5.3
2016,Women+,50 to 54 years,Nova Scotia,12,5.0,5.0
2016,Women+,55 to 59 years,Nova Scotia,12,5.8,5.8
2016,Women+,60 to 64 years,Nova Scotia,12,7.8,7.8
2016,Women+,65 years and over,Nova Scotia,12,,
2016,Women+,65 to 69 years,Nova Scotia,12,,
2016,Women+,70 years and over,Nova Scotia,12,,
2016,Total - Gender,15 years and over,New Brunswick,13,9.7,9.7
2016,Total - Gender,15 to 24 years,New Brunswick,13,14.4,14.4
2016,Total - Gender,25 years and over,New Brunswick,13,9.0,9.0
2016,Total - Gender,25 to 44 years,New Brunswick,13,8.0,8.0
2016,Total - Gender,45 to 64 years,New Brunswick,13,9.6,9.6
2016,Total - Gender,45 years and over,New Brunswick,13,9.8,9.8
2016,Total - Gender,25 to 54 years,New Brunswick,13,8.1,8.1
2016,Total - Gender,55 years and over,New Brunswick,13,11.6,11.6
2016,Total - Gender,15 to 64 years,New Brunswick,13,9.6,9.6
2016,Total - Gender,15 to 19 years,New Brunswick,13,17.9,17.9
2016,Total - Gender,20 to 24 years,New Brunswick,13,12.0,12.0
2016,Total - Gender,25 to 29 years,New Brunswick,13,8.9,8.9
2016,Total - Gender,30 to 34 years,New Brunswick,13,7.7,7.7
2016,Total - Gender,35 to 39 years,New Brunswick,13,7.7,7.7
2016,Total - Gender,40 to 44 years,New Brunswick,13,7.8,7.8
2016,Total - Gender,45 to 49 years,New Brunswick,13,8.2,8.2
2016,Total - Gender,50 to 54 years,New Brunswick,13,7.9,7.9
2016,Total - Gender,55 to 59 years,New Brunswick,13,10.0,10.0
2016,Total - Gender,60 to 64 years,New Brunswick,13,13.6,13.6
2016,Total - Gender,65 years and over,New Brunswick,13,12.4,12.4
2016,Total - Gender,65 to 69 years,New Brunswick,13,13.4,13.4
2016,Total - Gender,70 years and over,New Brunswick,13,,
2016,Men+,15 years and over,New Brunswick,13,12.4,12.4
2016,Men+,15 to 24 years,New Brunswick,13,18.8,18.8
2016,Men+,25 years and over,New Brunswick,13,11.4,11.4
2016,Men+,25 to 44 years,New Brunswick,13,10.2,10.2
2016,Men+,45 to 64 years,New Brunswick,13,11.8,11.8
2016,Men+,45 years and over,New Brunswick,13,12.5,12.5
2016,Men+,25 to 54 years,New Brunswick,13,10.3,10.3
2016,Men+,55 years and over,New Brunswick,13,14.4,14.4
2016,Men+,15 to 64 years,New Brunswick,13,12.2,12.2
2016,Men+,15 to 19 years,New Brunswick,13,22.3,22.3
2016,Men+,20 to 24 years,New Brunswick,13,16.4,16.4
2016,Men+,25 to 29 years,New Brunswick,13,11.5,11.5
2016,Men+,30 to 34 years,New Brunswick,13,10.0,10.0
2016,Men+,35 to 39 years,New Brunswick,13,8.5,8.5
2016,Men+,40 to 44 years,New Brunswick,13,10.6,10.6
2016,Men+,45 to 49 years,New Brunswick,13,10.2,10.2
2016,Men+,50 to 54 years,New Brunswick,13,10.4,10.4
2016,Men+,55 to 59 years,New Brunswick,13,12.2,12.2
2016,Men+,60 to 64 years,New Brunswick,13,15.9,15.9
2016,Men+,65 years and over,New Brunswick,13,,
2016,Men+,65 to 69 years,New Brunswick,13,,
2016,Men+,70 years and over,New Brunswick,13,,
2016,Women+,15 years and over,New Brunswick,13,6.8,6.8
2016,Women+,15 to 24 years,New Brunswick,13,9.8,9.8
2016,Women+,25 years and over,New Brunswick,13,6.3,6.3
2016,Women+,25 to 44 years,New Brunswick,13,5.8,5.8
2016,Women+,45 to 64 years,New Brunswick,13,7.1,7.1
2016,Women+,45 years and over,New Brunswick,13,6.8,6.8
2016,Women+,25 to 54 years,New Brunswick,13,5.8,5.8
2016,Women+,55 years and over,New Brunswick,13,8.0,8.0
2016,Women+,15 to 64 years,New Brunswick,13,6.9,6.9
2016,Women+,15 to 19 years,New Brunswick,13,13.4,13.4
2016,Women+,20 to 24 years,New Brunswick,13,7.2,7.2
2016,Women+,25 to 29 years,New Brunswick,13,6.1,6.1
2016,Women+,30 to 34 years,New Brunswick,13,5.4,5.4
2016,Women+,35 to 39 years,New Brunswick,13,6.8,6.8
2016,Women+,40 to 44 years,New Brunswick,13,5.0,5.0
2016,Women+,45 to 49 years,New Brunswick,13,6.2,6.2
2016,Women+,50 to 54 years,New Brunswick,13,5.3,5.3
2016,Women+,55 to 59 years,New Brunswick,13,7.6,7.6
2016,Women+,60 to 64 years,New Brunswick,13,11.2,11.2
2016,Women+,65 years and over,New Brunswick,13,,
2016,Women+,65 to 69 years,New Brunswick,13,,
2016,Women+,70 years and over,New Brunswick,13,,
2016,Total - Gender,15 years and over,Quebec,24,7.2,7.2
2016,Total - Gender,15 to 24 years,Quebec,24,12.2,12.2
2016,Total - Gender,25 years and over,Quebec,24,6.4,6.4
2016,Total - Gender,25 to 44 years,Quebec,24,6.6,6.6
2016,Total - Gender,45 to 64 years,Quebec,24,6.2,6.2
2016,Total - Gender,45 years and over,Quebec,24,6.2,6.2
2016,Total - Gender,25 to 54 years,Quebec,24,6.3,6.3
2016,Total - Gender,55 years and over,Quebec,24,6.8,6.8
2016,Total - Gender,15 to 64 years,Quebec,24,7.3,7.3
2016,Total - Gender,15 to 19 years,Quebec,24,17.4,17.4
2016,Total - Gender,20 to 24 years,Quebec,24,9.4,9.4
2016,Total - Gender,25 to 29 years,Quebec,24,8.0,8.0
2016,Total - Gender,30 to 34 years,Quebec,24,6.7,6.7
2016,Total - Gender,35 to 39 years,Quebec,24,5.7,5.7
2016,Total - Gender,40 to 44 years,Quebec,24,6.3,6.3
2016,Total - Gender,45 to 49 years,Quebec,24,5.2,5.2
2016,Total - Gender,50 to 54 years,Quebec,24,6.0,6.0
2016,Total - Gender,55 to 59 years,Quebec,24,6.6,6.6
2016,Total - Gender,60 to 64 years,Quebec,24,7.6,7.6
2016,Total - Gender,65 years and over,Quebec,24,5.6,5.6
2016,Total - Gender,65 to 69 years,Quebec,24,6.7,6.7
2016,Total - Gender,70 years and over,Quebec,24,3.9,3.9
2016,Men+,15 years and over,Quebec,24,8.3,8.3
2016,Men+,15 to 24 years,Quebec,24,14.8,14.8
2016,Men+,25 years and over,Quebec,24,7.2,7.2
2016,Men+,25 to 44 years,Quebec,24,7.4,7.4
2016,Men+,45 to 64 years,Quebec,24,7.0,7.0
2016,Men+,45 years and over,Quebec,24,7.0,7.0
2016,Men+,25 to 54 years,Quebec,24,7.1,7.1
2016,Men+,55 years and over,Quebec,24,7.6,7.6
2016,Men+,15 to 64 years,Quebec,24,8.3,8.3
2016,Men+,15 to 19 years,Quebec,24,21.4,21.4
2016,Men+,20 to 24 years,Quebec,24,11.4,11.4
2016,Men+,25 to 29 years,Quebec,24,9.0,9.0
2016,Men+,30 to 34 years,Quebec,24,7.4,7.4
2016,Men+,35 to 39 years,Quebec,24,6.3,6.3
2016,Men+,40 to 44 years,Quebec,24,7.1,7.1
2016,Men+,45 to 49 years,Quebec,24,5.5,5.5
2016,Men+,50 to 54 years,Quebec,24,7.1,7.1
2016,Men+,55 to 59 years,Quebec,24,7.6,7.6
2016,Men+,60 to 64 years,Quebec,24,8.3,8.3
2016,Men+,65 years and over,Quebec,24,6.7,6.7
2016,Men+,65 to 69 years,Quebec,24,7.6,7.6
2016,Men+,70 years and over,Quebec,24,,
2016,Women+,15 years and over,Quebec,24,6.1,6.1
2016,Women+,15 to 24 years,Quebec,24,9.5,9.5
2016,Women+,25 years and over,Quebec,24,5.5,5.5
2016,Women+,25 to 44 years,Quebec,24,5.8,5.8
2016,Women+,45 to 64 years,Quebec,24,5.3,5.3
2016,Women+,45 years and over,Quebec,24,5.2,5.2
2016,Women+,25 to 54 years,Quebec,24,5.5,5.5
2016,Women+,55 years and over,Quebec,24,5.7,5.7
2016,Women+,15 to 64 years,Quebec,24,6.2,6.2
2016,Women+,15 to 19 years,Quebec,24,13.4,13.4
2016,Women+,20 to 24 years,Quebec,24,7.4,7.4
2016,Women+,25 to 29 years,Quebec,24,6.9,6.9
2016,Women+,30 to 34 years,Quebec,24,6.0,6.0
2016,Women+,35 to 39 years,Quebec,24,5.0,5.0
2016,Women+,40 to 44 years,Quebec,24,5.3,5.3
2016,Women+,45 to 49 years,Quebec,24,4.9,4.9
2016,Women+,50 to 54 years,Quebec,24,4.8,4.8
2016,Women+,55 to 59 years,Quebec,24,5.5,5.5
2016,Women+,60 to 64 years,Quebec,24,6.7,6.7
2016,Women+,65 years and over,Quebec,24,3.6,3.6
2016,Women+,65 to 69 years,Quebec,24,5.0,5.0
2016,Women+,70 years and over,Quebec,24,,
2016,Total - Gender,15 years and over,Ontario,35,6.6,6.6
2016,Total - Gender,15 to 24 years,Ontario,35,13.4,13.4
2016,Total - Gender,25 years and over,Ontario,35,5.4,5.4
2016,Total - Gender,25 to 44 years,Ontario,35,5.8,5.8
2016,Total - Gender,45 to 64 years,Ontario,35,5.2,5.2
2016,Total - Gender,45 years and over,Ontario,35,5.0,5.0
2016,Total - Gender,25 to 54 years,Ontario,35,5.5,5.5
2016,Total - Gender,55 years and over,Ontario,35,5.1,5.1
2016,Total - Gender,15 to 64 years,Ontario,35,6.7,6.7
2016,Total - Gender,15 to 19 years,Ontario,35,17.9,17.9
2016,Total - Gender,20 to 24 years,Ontario,35,10.9,10.9
2016,Total - Gender,25 to 29 years,Ontario,35,7.4,7.4
2016,Total - Gender,30 to 34 years,Ontario,35,5.9,5.9
2016,Total - Gender,35 to 39 years,Ontario,35,4.9,4.9
2016,Total - Gender,40 to 44 years,Ontario,35,4.8,4.8
2016,Total - Gender,45 to 49 years,Ontario,35,4.9,4.9
2016,Total - Gender,50 to 54 years,Ontario,35,5.0,5.0
2016,Total - Gender,55 to 59 years,Ontario,35,5.4,5.4
2016,Total - Gender,60 to 64 years,Ontario,35,5.7,5.7
2016,Total - Gender,65 years and over,Ontario,35,3.2,3.2
2016,Total - Gender,65 to 69 years,Ontario,35,3.6,3.6
2016,Total - Gender,70 years and over,Ontario,35,-1.0,2.4
2016,Men+,15 years and over,Ontario,35,6.8,6.8
2016,Men+,15 to 24 years,Ontario,35,14.7,14.7
2016,Men+,25 years and over,Ontario,35,5.5,5.5
2016,Men+,25 to 44 years,Ontario,35,5.7,5.7
2016,Men+,45 to 64 years,Ontario,35,5.5,5.5
2016,Men+,45 years and over,Ontario,35,5.3,5.3
2016,Men+,25 to 54 years,Ontario,35,5.6,5.6
2016,Men+,55 years and over,Ontario,35,5.2,5.2
2016,Men+,15 to 64 years,Ontario,35,7.0,7.0
2016,Men+,15 to 19 years,Ontario,35,19.5,19.5
2016,Men+,20 to 24 years,Ontario,35,12.2,12.2
2016,Men+,25 to 29 years,Ontario,35,8.2,8.2
2016,Men+,30 to 34 years,Ontario,35,6.1,6.1
2016,Men+,35 to 39 years,Ontario,35,4.1,4.1
2016,Men+,40 to 44 years,Ontario,35,4.1,4.1
2016,Men+,45 to 49 years,Ontario,35,5.3,5.3
2016,Men+,50 to 54 years,Ontario,35,5.4,5.4
2016,Men+,55 to 59 years,Ontario,35,5.6,5.6
2016,Men+,60 to 64 years,Ontario,35,6.1,6.1
2016,Men+,65 years and over,Ontario,35,3.0,3.0
2016,Men+,65 to 69 years,Ontario,35,3.4,3.4
2016,Men+,70 years and over,Ontario,35,,
2016,Women+,15 years and over,Ontario,35,6.3,6.3
2016,Women+,15 to 24 years,Ontario,35,12.0,12.0
2016,Women+,25 years and over,Ontario,35,5.3,5.3
2016,Women+,25 to 44 years,Ontario,35,5.9,5.9
2016,Women+,45 to 64 years,Ontario,35,4.8,4.8
2016,Women+,45 years and over,Ontario,35,4.7,4.7
2016,Women+,25 to 54 years,Ontario,35,5.4,5.4
2016,Women+,55 years and over,Ontario,35,4.9,4.9
2016,Women+,15 to 64 years,Ontario,35,6.4,6.4
2016,Women+,15 to 19 years,Ontario,35,16.3,16.3
2016,Women+,20 to 24 years,Ontario,35,9.4,9.4
2016,Women+,25 to 29 years,Ontario,35,6.5,6.5
2016,Women+,30 to 34 years,Ontario,35,5.7,5.7
2016,Women+,35 to 39 years,Ontario,35,5.7,5.7
2016,Women+,40 to 44 years,Ontario,35,5.5,5.5
2016,Women+,45 to 49 years,Ontario,35,4.5,4.5
2016,Women+,50 to 54 years,Ontario,35,4.6,4.6
2016,Women+,55 to 59 years,Ontario,35,5.2,5.2
2016,Women+,60 to 64 years,Ontario,35,5.3,5.3
2016,Women+,65 years and over,Ontario,35,3.6,3.6
2016,Women+,65 to 69 years,Ontario,35,3.9,3.9
2016,Women+,70 years and over,Ontario,35,,
2016,Total - Gender,15 years and over,Manitoba,46,6.1,6.1
2016,Total - Gender,15 to 24 years,Manitoba,46,12.5,12.5
2016,Total - Gender,25 years and over,Manitoba,46,4.8,4.8
2016,Total - Gender,25 to 44 years,Manitoba,46,5.1,5.1
2016,Total - Gender,45 to 64 years,Manitoba,46,4.6,4.6
2016,Total - Gender,45 years and over,Manitoba,46,4.4,4.4
2016,Total - Gender,25 to 54 years,Manitoba,46,5.0,5.0
2016,Total - Gender,55 years and over,Manitoba,46,4.1,4.1
2016,Total - Gender,15 to 64 years,Manitoba,46,6.2,6.2
2016,Total - Gender,15 to 19 years,Manitoba,46,17.4,17.4
2016,Total - Gender,20 to 24 years,Manitoba,46,9.5,9.5
2016,Total - Gender,25 to 29 years,Manitoba,46,6.9,6.9
2016,Total - Gender,30 to 34 years,Manitoba,46,5.2,5.2
2016,Total - Gender,35 to 39 years,Manitoba,46,4.0,4.0
2016,Total - Gender,40 to 44 years,Manitoba,46,4.4,4.4
2016,Total - Gender,45 to 49 years,Manitoba,46,4.5,4.5
2016,Total - Gender,50 to 54 years,Manitoba,46,4.7,4.7
2016,Total - Gender,55 to 59 years,Manitoba,46,4.6,4.6
2016,Total - Gender,60 to 64 years,Manitoba,46,4.5,4.5
2016,Total - Gender,65 years and over,Manitoba,46,-1.0,2.7
2016,Total - Gender,65 to 69 years,Manitoba,46,3.4,3.4
2016,Total - Gender,70 years and over,Manitoba,46,,
2016,Men+,15 years and over,Manitoba,46,6.6,6.6
2016,Men+,15 to 24 years,Manitoba,46,14.1,14.1
2016,Men+,25 years and over,Manitoba,46,5.1,5.1
2016,Men+,25 to 44 years,Manitoba,46,5.6,5.6
2016,Men+,45 to 64 years,Manitoba,46,4.8,4.8
2016,Men+,45 years and over,Manitoba,46,4.6,4.6
2016,Men+,25 to 54 years,Manitoba,46,5.3,5.3
2016,Men+,55 years and over,Manitoba,46,4.5,4.5
2016,Men+,15 to 64 years,Manitoba,46,6.7,6.7
2016,Men+,15 to 19 years,Manitoba,46,19.9,19.9
2016,Men+,20 to 24 years,Manitoba,46,11.0,11.0
2016,Men+,25 to 29 years,Manitoba,46,8.3,8.3
2016,Men+,30 to 34 years,Manitoba,46,5.3,5.3
2016,Men+,35 to 39 years,Manitoba,46,4.2,4.2
2016,Men+,40 to 44 years,Manitoba,46,4.2,4.2
2016,Men+,45 to 49 years,Manitoba,46,4.6,4.6
2016,Men+,50 to 54 years,Manitoba,46,4.7,4.7
2016,Men+,55 to 59 years,Manitoba,46,4.8,4.8
2016,Men+,60 to 64 years,Manitoba,46,5.3,5.3
2016,Men+,65 years and over,Manitoba,46,,
2016,Men+,65 to 69 years,Manitoba,46,,
2016,Men+,70 years and over,Manitoba,46,,
2016,Women+,15 years and over,Manitoba,46,5.5,5.5
2016,Women+,15 to 24 years,Manitoba,46,10.6,10.6
2016,Women+,25 years and over,Manitoba,46,4.4,4.4
2016,Women+,25 to 44 years,Manitoba,46,4.6,4.6
2016,Women+,45 to 64 years,Manitoba,46,4.3,4.3
2016,Women+,45 years and over,Manitoba,46,4.2,4.2
2016,Women+,25 to 54 years,Manitoba,46,4.6,4.6
2016,Women+,55 years and over,Manitoba,46,3.6,3.6
2016,Women+,15 to 64 years,Manitoba,46,5.6,5.6
2016,Women+,15 to 19 years,Manitoba,46,14.9,14.9
2016,Women+,20 to 24 years,Manitoba,46,7.8,7.8
2016,Women+,25 to 29 years,Manitoba,46,5.6,5.6
2016,Women+,30 to 34 years,Manitoba,46,5.0,5.0
2016,Women+,35 to 39 years,Manitoba,46,3.7,3.7
2016,Women+,40 to 44 years,Manitoba,46,4.5,4.5
2016,Women+,45 to 49 years,Manitoba,46,4.4,4.4
2016,Women+,50 to 54 years,Manitoba,46,4.8,4.8
2016,Women+,55 to 59 years,Manitoba,46,4.3,4.3
2016,Women+,60 to 64 years,Manitoba,46,4.0,4.0
2016,Women+,65 years and over,Manitoba,46,,
2016,Women+,65 to 69 years,Manitoba,46,,
2016,Women+,70 years and over,Manitoba,46,,
2016,Total - Gender,15 years and over,Saskatchewan,47,6.5,6.5
2016,Total - Gender,15 to 24 years,Saskatchewan,47,11.4,11.4
2016,Total - Gender,25 years and over,Saskatchewan,47,5.6,5.6
2016,Total - Gender,25 to 44 years,Saskatchewan,47,5.9,5.9
2016,Total - Gender,45 to 64 years,Saskatchewan,47,5.3,5.3
2016,Total - Gender,45 years and over,Saskatchewan,47,5.2,5.2
2016,Total - Gender,25 to 54 years,Saskatchewan,47,5.7,5.7
2016,Total - Gender,55 years and over,Saskatchewan,47,5.2,5.2
2016,Total - Gender,15 to 64 years,Saskatchewan,47,6.6,6.6
2016,Total - Gender,15 to 19 years,Saskatchewan,47,15.7,15.7
2016,Total - Gender,20 to 24 years,Saskatchewan,47,8.6,8.6
2016,Total - Gender,25 to 29 years,Saskatchewan,47,7.1,7.1
2016,Total - Gender,30 to 34 years,Saskatchewan,47,6.2,6.2
2016,Total - Gender,35 to 39 years,Saskatchewan,47,5.9,5.9
2016,Total - Gender,40 to 44 years,Saskatchewan,47,4.3,4.3
2016,Total - Gender,45 to 49 years,Saskatchewan,47,5.3,5.3
2016,Total - Gender,50 to 54 years,Saskatchewan,47,4.9,4.9
2016,Total - Gender,55 to 59 years,Saskatchewan,47,5.5,5.5
2016,Total - Gender,60 to 64 years,Saskatchewan,47,5.4,5.4
2016,Total - Gender,65 years and over,Saskatchewan,47,4.3,4.3
2016,Total - Gender,65 to 69 years,Saskatchewan,47,4.3,4.3
2016,Total - Gender,70 years and over,Saskatchewan,47,4.3,4.3
2016,Men+,15 years and over,Saskatchewan,47,7.1,7.1
2016,Men+,15 to 24 years,Saskatchewan,47,13.8,13.8
2016,Men+,25 years and over,Saskatchewan,47,6.0,6.0
2016,Men+,25 to 44 years,Saskatchewan,47,6.1,6.1
2016,Men+,45 to 64 years,Saskatchewan,47,6.0,6.0
2016,Men+,45 years and over,Saskatchewan,47,5.9,5.9
2016,Men+,25 to 54 years,Saskatchewan,47,6.0,6.0
2016,Men+,55 years and over,Saskatchewan,47,6.0,6.0
2016,Men+,15 to 64 years,Saskatchewan,47,7.2,7.2
2016,Men+,15 to 19 years,Saskatchewan,47,19.2,19.2
2016,Men+,20 to 24 years,Saskatchewan,47,10.8,10.8
2016,Men+,25 to 29 years,Saskatchewan,47,7.6,7.6
2016,Men+,30 to 34 years,Saskatchewan,47,6.3,6.3
2016,Men+,35 to 39 years,Saskatchewan,47,6.0,6.0
2016,Men+,40 to 44 years,Saskatchewan,47,4.3,4.3
2016,Men+,45 to 49 years,Saskatchewan,47,5.6,5.6
2016,Men+,50 to 54 years,Saskatchewan,47,6.0,6.0
2016,Men+,55 to 59 years,Saskatchewan,47,6.6,6.6
2016,Men+,60 to 64 years,Saskatchewan,47,5.6,5.6
2016,Men+,65 years and over,Saskatchewan,47,,
2016,Men+,65 to 69 years,Saskatchewan,47,,
2016,Men+,70 years and over,Saskatchewan,47,,
2016,Women+,15 years and over,Saskatchewan,47,5.6,5.6
2016,Women+,15 to 24 years,Saskatchewan,47,8.8,8.8
2016,Women+,25 years and over,Saskatchewan,47,5.1,5.1
2016,Women+,25 to 44 years,Saskatchewan,47,5.8,5.8
2016,Women+,45 to 64 years,Saskatchewan,47,4.4,4.4
2016,Women+,45 years and over,Saskatchewan,47,4.3,4.3
2016,Women+,25 to 54 years,Saskatchewan,47,5.3,5.3
2016,Women+,55 years and over,Saskatchewan,47,4.2,4.2
2016,Women+,15 to 64 years,Saskatchewan,47,5.8,5.8
2016,Women+,15 to 19 years,Saskatchewan,47,12.8,12.8
2016,Women+,20 to 24 years,Saskatchewan,47,6.3,6.3
2016,Women+,25 to 29 years,Saskatchewan,47,6.4,6.4
2016,Women+,30 to 34 years,Saskatchewan,47,6.1,6.1
2016,Women+,35 to 39 years,Saskatchewan,47,5.9,5.9
2016,Women+,40 to 44 years,Saskatchewan,47,4.7,4.7
2016,Women+,45 to 49 years,Saskatchewan,47,5.0,5.0
2016,Women+,50 to 54 years,Saskatchewan,47,3.5,3.5
2016,Women+,55 to 59 years,Saskatchewan,47,4.2,4.2
2016,Women+,60 to 64 years,Saskatchewan,47,5.1,5.1
2016,Women+,65 years and over,Saskatchewan,47,,
2016,Women+,65 to 69 years,Saskatchewan,47,,
2016,Women+,70 years and over,Saskatchewan,47,,
2016,Total - Gender,15 years and over,Alberta,48,8.2,8.2
2016,Total - Gender,15 to 24 years,Alberta,48,12.8,12.8
2016,Total - Gender,25 years and over,Alberta,48,7.4,7.4
2016,Total - Gender,25 to 44 years,Alberta,48,7.1,7.1
2016,Total - Gender,45 to 64 years,Alberta,48,8.1,8.1
2016,Total - Gender,45 years and over,Alberta,48,7.8,7.8
2016,Total - Gender,25 to 54 years,Alberta,48,7.2,7.2
2016,Total - Gender,55 years and over,Alberta,48,8.1,8.1
2016,Total - Gender,15 to 64 years,Alberta,48,8.3,8.3
2016,Total - Gender,15 to 19 years,Alberta,48,17.6,17.6
2016,Total - Gender,20 to 24 years,Alberta,48,10.1,10.1
2016,Total - Gender,25 to 29 years,Alberta,48,8.1,8.1
2016,Total - Gender,30 to 34 years,Alberta,48,6.6,6.6
2016,Total - Gender,35 to 39 years,Alberta,48,6.5,6.5
2016,Total - Gender,40 to 44 years,Alberta,48,7.2,7.2
2016,Total - Gender,45 to 49 years,Alberta,48,7.9,7.9
2016,Total - Gender,50 to 54 years,Alberta,48,7.3,7.3
