Year,Occupation,Géographie,Progress,GeoCode,Value
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,53.6,12,53.6
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,53.4,12,46.6
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,84.0,12,16.0
2020,Gestion,Nouveau-Brunswick,67.1,13,32.9
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,51.3,13,51.3
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,65.6,13,34.4
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,89.9,13,10.1
2020,Gestion,Québec,63.9,24,36.1
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,58.7,24,41.3
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,52.0,24,52.0
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,65.2,24,34.8
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,82.5,24,17.5
2020,Gestion,Ontario,63.9,35,36.1
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,76.9,35,23.1
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,51.8,35,48.2
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,60.1,35,39.9
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,84.0,35,16.0
2020,Gestion,Manitoba,69.9,46,30.1
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,62.5,46,37.5
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,51.6,46,48.4
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,61.1,46,38.9
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,83.0,46,17.0
2020,Gestion,Saskatchewan,67.8,47,32.2
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,53.3,47,46.7
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,55.6,47,55.6
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,58.8,47,41.2
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,80.8,47,19.2
2020,Gestion,Alberta,67.1,48,32.9
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,,48,
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,51.1,48,48.9
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,62.9,48,37.1
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,79.7,48,20.3
2020,Gestion,Colombie-Britannique,62.0,59,38.0
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,65.0,59,35.0
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,50.1,59,49.9
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,57.0,59,43.0
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,82.2,59,17.8
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,70.1,,29.9
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,50.8,,49.2
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,59.9,,40.1
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,82.9,,17.1
2021,Gestion,Terre-Neuve-et-Labrador,62.9,10,37.1
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,53.7,10,46.3
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,59.6,10,40.4
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,,10,
2021,Gestion,Île-du-Prince-Édouard,63.1,11,36.9
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,50.0,11,50.0
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,52.2,11,47.8
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,83.3,11,16.7
2021,Gestion,Nouvelle-Écosse,54.6,12,45.4
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,,12,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,55.7,12,55.7
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,53.0,12,53.0
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,76.2,12,23.8
2021,Gestion,Nouveau-Brunswick,65.2,13,34.8
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,50.5,13,50.5
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,62.1,13,37.9
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,88.6,13,11.4
2021,Gestion,Québec,64.5,24,35.5
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,65.8,24,34.2
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,52.7,24,52.7
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,64.9,24,35.1
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,83.0,24,17.0
2021,Gestion,Ontario,63.2,35,36.8
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,72.0,35,28.0
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,51.5,35,48.5
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,59.5,35,40.5
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,82.3,35,17.7
2021,Gestion,Manitoba,67.5,46,32.5
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,,46,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,50.3,46,50.3
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,59.8,46,40.2
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,80.1,46,19.9
2021,Gestion,Saskatchewan,70.5,47,29.5
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,,47,
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,51.7,47,48.3
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,62.1,47,37.9
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,81.4,47,18.6
2021,Gestion,Alberta,66.0,48,34.0
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,57.4,48,42.6
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,50.2,48,50.2
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,58.4,48,41.6
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,84.2,48,15.8
2021,Gestion,Colombie-Britannique,65.7,59,34.3
2021,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,78.8,59,21.2
2021,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,55.8,59,44.2
2021,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,56.6,59,43.4
2021,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,84.6,59,15.4
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,68.5,,31.5
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,52.1,,47.9
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,60.2,,39.8
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,83.2,,16.8
2022,Gestion,Terre-Neuve-et-Labrador,61.2,10,38.8
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,61.0,10,39.0
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,55.1,10,55.1
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,81.8,10,18.2
2022,Gestion,Île-du-Prince-Édouard,68.0,11,32.0
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,52.2,11,47.8
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,52.6,11,47.4
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,87.1,11,12.9
2022,Gestion,Nouvelle-Écosse,64.0,12,36.0
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,,12,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,50.4,12,50.4
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,57.0,12,43.0
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,90.4,12,9.6
2022,Gestion,Nouveau-Brunswick,58.5,13,41.5
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,56.6,13,56.6
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,54.3,13,45.7
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,86.1,13,13.9
2022,Gestion,Québec,65.4,24,34.6
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,69.1,24,30.9
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,50.7,24,49.3
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,65.1,24,34.9
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,83.1,24,16.9
2022,Gestion,Ontario,64.2,35,35.8
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,62.7,35,37.3
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,52.6,35,47.4
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,60.3,35,39.7
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,85.4,35,14.6
2022,Gestion,Manitoba,68.1,46,31.9
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,58.8,46,41.2
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,52.9,46,47.1
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,62.4,46,37.6
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,83.1,46,16.9
2022,Gestion,Saskatchewan,68.6,47,31.4
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,52.9,47,52.9
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,50.9,47,49.1
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,58.2,47,41.8
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,83.7,47,16.3
2022,Gestion,Alberta,64.6,48,35.4
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,,48,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,50.8,48,49.2
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,57.1,48,42.9
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,79.2,48,20.8
2022,Gestion,Colombie-Britannique,64.7,59,35.3
2022,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,,59,
2022,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,54.7,59,45.3
2022,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,58.6,59,41.4
2022,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,80.6,59,19.4
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,70.2,,29.8
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,52.2,,47.8
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,62.5,,37.5
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,82.4,,17.6
2023,Gestion,Terre-Neuve-et-Labrador,61.2,10,38.8
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,50.8,10,49.2
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,52.7,10,47.3
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,85.7,10,14.3
2023,Gestion,Île-du-Prince-Édouard,66.2,11,33.8
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,56.0,11,56.0
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,58.3,11,41.7
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,89.7,11,10.3
2023,Gestion,Nouvelle-Écosse,60.5,12,39.5
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,,12,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,53.1,12,53.1
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,54.1,12,45.9
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,86.3,12,13.7
2023,Gestion,Nouveau-Brunswick,59.7,13,40.3
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,56.6,13,56.6
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,61.8,13,38.2
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,81.1,13,18.9
2023,Gestion,Québec,64.4,24,35.6
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,50.7,24,49.3
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,51.3,24,48.7
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,65.7,24,34.3
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,81.2,24,18.8
2023,Gestion,Ontario,64.7,35,35.3
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,76.0,35,24.0
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,53.0,35,47.0
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,63.6,35,36.4
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,81.7,35,18.3
2023,Gestion,Manitoba,67.0,46,33.0
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,,46,
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,55.4,46,44.6
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,57.6,46,42.4
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,87.9,46,12.1
2023,Gestion,Saskatchewan,66.9,47,33.1
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,56.2,47,43.8
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,51.8,47,51.8
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,58.5,47,41.5
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,83.3,47,16.7
2023,Gestion,Alberta,65.9,48,34.1
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,66.7,48,33.3
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,52.0,48,48.0
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,57.7,48,42.3
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,83.5,48,16.5
2023,Gestion,Colombie-Britannique,65.4,59,34.6
2023,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,71.4,59,28.6
2023,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,52.6,59,47.4
2023,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,62.7,59,37.3
2023,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,82.5,59,17.5
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,70.8,,29.2
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,51.3,,48.7
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,61.7,,38.3
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,82.3,,17.7
2024,Gestion,Terre-Neuve-et-Labrador,59.9,10,40.1
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,51.9,10,51.9
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,53.1,10,46.9
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,86.7,10,13.3
2024,Gestion,Île-du-Prince-Édouard,64.6,11,35.4
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,53.6,11,53.6
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,55.0,11,45.0
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,90.0,11,10.0
2024,Gestion,Nouvelle-Écosse,62.6,12,37.4
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,,12,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,52.3,12,52.3
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,59.4,12,40.6
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,84.9,12,15.1
2024,Gestion,Nouveau-Brunswick,60.1,13,39.9
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,55.6,13,55.6
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,60.2,13,39.8
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,84.2,13,15.8
2024,Gestion,Québec,63.2,24,36.8
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,72.9,24,27.1
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,51.5,24,48.5
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,61.8,24,38.2
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,81.1,24,18.9
2024,Gestion,Ontario,62.7,35,37.3
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,68.3,35,31.7
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,52.1,35,47.9
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,61.8,35,38.2
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,81.3,35,18.7
2024,Gestion,Manitoba,66.5,46,33.5
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,,46,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,50.4,46,50.4
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,66.1,46,33.9
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,85.0,46,15.0
2024,Gestion,Saskatchewan,65.2,47,34.8
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,52.9,47,52.9
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,54.8,47,54.8
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,57.9,47,42.1
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,82.4,47,17.6
2024,Gestion,Alberta,66.2,48,33.8
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,,48,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,50.0,48,50.0
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,64.0,48,36.0
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,83.0,48,17.0
2024,Gestion,Colombie-Britannique,64.0,59,36.0
2024,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,,59,
2024,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,51.9,59,48.1
2024,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,60.1,59,39.9
2024,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,84.4,59,15.6
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,68.4,,31.6
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,50.9,,49.1
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,61.1,,38.9
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,82.7,,17.3
2025,Gestion,Terre-Neuve-et-Labrador,55.9,10,44.1
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,55.1,10,55.1
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,51.1,10,48.9
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,82.5,10,17.5
2025,Gestion,Île-du-Prince-Édouard,60.7,11,39.3
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,56.7,11,56.7
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,54.5,11,54.5
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,87.1,11,12.9
2025,Gestion,Nouvelle-Écosse,63.2,12,36.8
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,,12,
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,55.0,12,45.0
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,58.1,12,41.9
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,82.0,12,18.0
2025,Gestion,Nouveau-Brunswick,62.9,13,37.1
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,50.4,13,49.6
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,60.7,13,39.3
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,84.7,13,15.3
2025,Gestion,Québec,62.6,24,37.4
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,64.4,24,35.6
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,51.2,24,48.8
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,64.2,24,35.8
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,79.1,24,20.9
2025,Gestion,Ontario,62.8,35,37.2
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,69.1,35,30.9
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,51.5,35,48.5
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,60.4,35,39.6
2025,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,84.2,35,15.8
2025,Gestion,Manitoba,64.6,46,35.4
2025,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,,46,
2025,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,52.8,46,52.8
2025,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,61.2,46,38.8
